Planning Application No,Proposal,Property Address,Decision,Date decision issued
21/00806/C,Change of use from office use to a residential dwelling,18 Hope Street Douglas Isle Of Man IM1 1AQ,PER,09-Dec-21
21/00807/B,Installation of replacement windows to front elevation,4 Bay View Terrace Laxey Isle Of Man IM4 7DG,PER,03-Sep-21
21/00808/C,Change of use from office use to a residential dwelling,1 Myrtle Street Douglas Isle Of Man IM1 1ED,PER,21-Dec-21
21/00809/C,Change of use from commercial to a residential dwelling,8 Kensington Road Douglas Isle Of Man IM1 3ER,PER,02-Sep-21
21/00810/C,Change of use from motorbike workshop to leisure facility and kart repair workshop,Unit 1B Gladstone Park Industrial Estate Ramsey Isle Of Man IM8 2LA ,PER,04-Nov-21
21/00811/B,Enlargement of an existing window to South East Elevation,Dell Brae Fairy Cottage Laxey Isle Of Man IM4 7HR ,PER,13-Aug-21
21/00812/B,Installation of replacement windows to front elevation,12 High Street Port St. Mary Isle Of Man IM9 5DR,PER,23-Sep-21
21/00813/B,Installation of replacement roof tiles,39 Peel Road Douglas Isle Of Man IM1 4LU ,PER,20-Aug-21
21/00814/B,Creation of a driveway and vehicular access,2 Coburg Road Ramsey Isle Of Man IM8 3EH,REF,26-Aug-21
21/00815/CON,Registered Building consent for demolition elements to PA 21/00741/B,Westend House 7 Arbory Road Castletown Isle Of Man IM9 1NA,PER,25-Nov-21
21/00816/B,Alterations and erection of a 2 storey extension,Ballastewart Ballakilpheric Road Colby Isle Of Man IM9 4BY,PER,20-Oct-21
21/00817/B,Installation of replacement windows to front elevation,12 Hutchinson Square Douglas Isle Of Man IM2 4HT,PER,10-Sep-21
21/00818/B,Replacement of existing roof slates and ridge tiles,Westwood House Dalby Isle Of Man IM5 3BT ,PER,10-Sep-21
21/00819/LAW,Certificate of Lawful Development for the erection of a field shelter,Field 211123 Jurby Road Sandygate Ramsey Isle Of Man IM7 3AG ,CLAWA,13-Aug-21
21/00822/B,Installation of a replacement roof to rear kitchen and sky light (retrospective),7 Stanley Road Peel Isle Of Man IM5 1NY,PER,24-Sep-21
21/00823/B,Creation of an access and parking area (partial retrospective),2 Beech Close Onchan Isle Of Man IM3 3HH,PER,08-Sep-21
21/00824/B,"Alterations and erection of 2 storey front porch extension, demolition of rear conservatory, rendering works and replacement of existing roof tiles",13 Mountain View Peel Isle Of Man IM5 1QF,REF,24-Sep-21
21/00825/B,Removal of condition 2 to PA 19/01103/B involving alterations to the arrangement of bin stores,11 Castle Street Douglas Isle Of Man IM1 2EX,PER,29-Oct-21
21/00826/C,Additional use of Art / Pottery Studio for art exhibitions,Unit 1 The Old Gas Works Mill Road Peel Isle Of Man  ,PER,20-Sep-21
21/00828/CON,"Registered Building consent for the conversion of building, including alterations of existing building from offices to Class 1.3 - food and drink - and Class 3.1 - tourist accommodation (hotels and guest houses) (in association with PA 21/00831/GB) Regist",Derby House  Castle Street & Parliament Square Castletown Isle Of Man IM9 1LA,PER,22-Sep-21
21/00829/B,"Alterations, erection of extensions, roofing works and installation of solar panels and roof lights (amendment to PA 20/00830/B)",Briardene Little Switzerland Douglas Isle Of Man IM2 6AE,PER,28-Oct-21
21/00830/B,Alterations and erection of a front porch extension,Primrose Lodge Slieau Lewaigue Lewaigue Ramsey Isle Of Man IM7 1BH,PER,22-Sep-21
21/00831/GB,"Conversion of building, including alterations of existing building from offices to Class 1.3 - food and drink - and Class 3.1 - tourist accommodation (hotels and guest houses) (in association with PA 21/00828/CON)",Derby House  Castle Street & Parliament Square Castletown Isle Of Man IM9 1LA,PER,22-Sep-21
21/00833/B,Creation of a parking space with associated vehicular access,16 Ballamaddrell Port Erin Isle Of Man IM9 6BB,PER,23-Sep-21
21/00834/B,Proposed alterations and single story extension to side and rear of existing dwelling,Fairways House Glen Vine Road Glen Vine Isle Of Man IM4 4HF,PER,03-Nov-21
21/00835/B,Installation of replacement windows to front elevation,73 Woodbourne Road Douglas Isle Of Man IM2 3AQ,PER,02-Sep-21
21/00836/B,Erection of two infill extensions to dwelling,Linden Lea 16 Cannan Avenue Kirk Michael Isle Of Man IM6 1HF,PER,10-Sep-21
21/00837/B,Erection of three detached dwellings with integral garages (amendments to PA 19/01396/B),"Plots 1, 2 & 3  Ballagarey Nurseries Greeba Avenue Glen Vine IM4 4ED",PER,08-Oct-21
21/00838/C,Additional use of residence as tourist accommodation,Mill House Old Castletown Road Santon Isle Of Man IM4 1EX,PER,22-Sep-21
21/00839/B,Alterations and erection of a replacement conservatory to rear elevation,Glen View Glen Chass Port St Mary Isle Of Man IM9 5PH ,PER,22-Sep-21
21/00841/B,Installation of a new door and replacement of existing window with 2 new windows,Maycroft Minorca Hill Laxey Isle Of Man IM4 7DN,PER,02-Sep-21
21/00842/B,Alterations to balcony and external doors and installation of a velux window,Sunny Bank South Cape Laxey Isle Of Man IM4 7BU ,PER,27-Oct-21
21/00844/B,Erection of a detached dwelling and detached garage with living accommodation above,Part Field 324226 Adjacent To Ballagarey Lodge Main Road Glen Vine Isle Of Man,PER,02-Nov-21
21/00845/B,"Alterations, erection of extensions and erection of detached double garage",Cronkville Scollag Road Hillberry Onchan Isle Of Man IM4 5BT ,PER,18-Oct-21
21/00846/B,Installation of replacement windows to front elevation,Water Edge 16 Lime Street Port St. Mary Isle Of Man IM9 5EF,PER,02-Sep-21
21/00848/LAW,Certificate of Lawful Development for the installation of windows and roof lights,5 St Peters Lane Peel Isle Of Man IM5 1AP,CLAWA,03-Sep-21
21/00849/B,Erection of two dwellings (amendment to approved under PA 18/00524/B),"Plots 54-55 ""The Meadows""  Field 434021 And 434031 At Douglas Road And Victoria Road Castletown IM10 1MM",PER,23-Sep-21
21/00850/B,Erection of two dwellings (amendment to approved under PA 18/00524/B),"Plots 59-60 ""The Meadows""  Field 434021 And 434031 At Douglas Road And Victoria Road Castletown IM10 1MM",PER,23-Sep-21
21/00851/B,Erection of two dwellings (amendment to approved under PA 18/00524/B),"Plots 57-58 ""The Meadows""  Field 434021 And 434031 At Douglas Road And Victoria Road Castletown IM10 1MM",PER,23-Sep-21
21/00852/B,Erection of a detached double garage / storage building,The Barn Smeale Road Andreas Isle Of Man IM7 4JA ,PER,05-Oct-21
21/00853/B,Erection of two dwellings (amendment to approved under PA 18/00524/B),"Plots 61-62 ""The Meadows""  Field 434021 And 434031 At Douglas Road And Victoria Road Castletown IM10 1MM",PER,23-Sep-21
21/00854/B,Erection of two dwellings (amendment to approved under PA 18/00524/B),"Plots 64-65 ""The Meadows""  Field 434021 And 434031 At Douglas Road And Victoria Road Castletown IM10 1MM",PER,24-Sep-21
21/00855/B,Erection of storage facility,Land At Technical Site The Old Airfield Braust Andreas Isle Of Man IM7 4ES,PER,24-Aug-21
21/00856/B,Erection of a single storey rear extension,32 Ballaquark Douglas Isle Of Man IM2 2EZ,PER,29-Oct-21
21/00859/B,Installation of replacement windows to front and rear elevations,16 - 18 Mount Havelock Havelock Chambers Douglas Isle Of Man IM1 2QG,PER,09-Sep-21
21/00860/B,Alterations and replacement of corrugated iron roof with tiles (retrospective),Barn At Lower Ballayack Earystane Colby Isle Of Man IM9 4HN ,PER,09-Dec-21
21/00861/B,Erection of an extension to dwelling,14 Selborne Drive Douglas Isle Of Man IM2 3LS ,PER,10-Sep-21
21/00863/B,Installation of replacement windows to front and rear elevations,4 Waverley Terrace Douglas Isle Of Man IM2 3HZ,PER,16-Sep-21
21/00864/B,Alterations and erection of a first floor extension,Ventridge House Ramsey Road Laxey Isle Of Man IM4 7PX,PER,22-Sep-21
21/00865/B,Creation of a new front porch.,5 Truggan Close Port Erin Isle Of Man IM9 6JR,PER,27-Sep-21
21/00866/B,Replacement of existing roof tiles and installation of rooflights,74 Malew Street Castletown Isle Of Man IM9 1LS,PER,29-Sep-21
21/00867/B,"Installation of replacement windows, rear access steps and rear fencing",6 Albany Street Douglas Isle Of Man IM2 3LE,PER,28-Sep-21
21/00868/B,Erection of an extension to the rear elevation and creation of raised decking,46 Claughbane Drive Ramsey Isle Of Man IM8 2BJ,PER,25-Oct-21
21/00871/B,Erection of rear extension,Thie Ny Kied 17 Ash Close Ballawattleworth Peel Isle Of Man IM5 1WE ,PER,13-Oct-21
21/00872/B,Erection of a front porch and a single storey rear extension,6 Hillary Close Onchan Isle Of Man IM3 4BF,PER,25-Nov-21
21/00873/B,"Erection of a detached dwelling, detached garage with living space above and detached pool house",Cly Ny Mona Ballamodha Straight Ballasalla Isle Of Man IM9 3EL,PER,14-Dec-21
21/00874/B,Erection of a rear extension to dwelling,41 Cronk Y Berry Avenue Douglas Isle Of Man IM2 6HF,PER,10-Sep-21
21/00875/B,"Construction of reinforced concrete wall with stone cladding, blockwork rendered masonry walls and soil embankments for the purpose of providing flood protection","Amulree And Adjacent Car Park, Tennis And Basketball Courts Glen Road Laxey Isle Of Man IM4 7AJ",PER,02-Dec-21
21/00876/A,Approval in principle for the erection of a detached dwelling addressing means of access,Land To Rear  The Hollies Mount Rule Douglas Isle Of Man IM4 4HT ,PER,02-Dec-21
21/00877/B,Change of use for the site from former animal waste plant and reinstate it as a plant and engineering workshop facility,DOI Baldwin Depot East Baldwin Isle Of Man IM4 5EW,PER,16-Dec-21
21/00878/C,Additional use of dwelling as tourist living accommodation,1 Church Lane Peel Isle Of Man IM5 1AW,PER,11-Oct-21
21/00879/B,Installation of replacement windows to front elevation,15 Queen Street Castletown Isle Of Man IM9 1PB,PER,10-Nov-21
21/00880/B,Erection of extension to rear elevation,59 Devonshire Road Douglas Isle Of Man IM2 3RA,PER,25-Oct-21
21/00881/MCH,Minor Changes application to PA 19/01215/B involving alteration of extension roof from pitched to flat,42 Close Famman Port Erin Isle Of Man IM9 6BJ,REF,19-Aug-21
21/00884/B,Erection of a replacement agricultural barn,Corvonagh Farm Top Road Crosby Isle Of Man IM4 4HH ,PER,11-Nov-21
21/00885/B,Installation of a new window to side elevation,10 Ballaquane Park Peel Isle Of Man IM5 1PT,PER,13-Oct-21
21/00888/B,Installation of a replacement pedestrian gate (retrospective),The Pink House Maughold Isle Of Man IM7 1AS ,PER,22-Sep-21
21/00889/B,Widening of vehicular access.,Lhingague Surby Road Surby Port Erin Isle Of Man IM9 6TB,PER,25-Nov-21
21/00890/MCH,Minor Changes application to PA 19/00648/B involving installation of replacement windows to front and rear elevations,8 Eastfield Douglas Isle Of Man IM1 4AU,REF,19-Aug-21
21/00891/B,Installation of five replacement windows to rear elevation,Paignton Somerset Road Douglas Isle Of Man IM2 5AF,PER,02-Sep-21
21/00892/B,Variation of condition 2 of PA 15/1320B involving siting of timber cladded temporary changing room and storage facilities and extension of time for use,Field 414532 Barracks Road Port St. Mary Isle Of Man  ,PER,29-Oct-21
21/00894/B,"Replacement roof over rear kitchen, reinstatement of windows and addition of three windows to dwelling",5 Marguerite Place Foxdale Isle Of Man IM4 3HE,PER,22-Sep-21
21/00895/B,Erection of a rear extension,82 Ballagarey Road Glen Vine Isle Of Man IM4 4EJ,PER,22-Sep-21
21/00896/B,"Alterations, erection of extension and creation of raised patio area",New Bungalow  Cooil Roi Farm Barroose Road Baldrine Isle Of Man IM4 6AP,PER,24-Sep-21
21/00897/B,Variation of condition 2 of PA 17/01263/B to remove any restriction on opening times for the premises to be used as Class 1.3 (Food and Drink),33 Michael Street Peel Isle Of Man IM5 1HD,PER,08-Oct-21
21/00900/B,Erection of rear extension and dormer and widening of existing driveway and vehicular access,56 Wybourn Drive Onchan Isle Of Man IM3 4AT,PER,11-Nov-21
21/00901/B,Extension of existing rear balcony and creation of bi folding doors to replace first floor window,50 Groudle Road Onchan Isle Of Man IM3 2EE,PER,27-Sep-21
21/00902/B,Conversion of existing detached garage to provide home office and living space,Lower Ballacashin Abbeylands Douglas Isle Of Man IM4 5EG ,PER,22-Nov-21
21/00903/B,Installation of replacement windows,10 Mona Street Peel Isle Of Man IM5 1HJ,PER,03-Sep-21
21/00905/C,Additional use of residential property as tourist accommodation,How Yngren Douglas Street Castletown Isle Of Man IM9 1AY,PER,11-Nov-21
21/00906/GB,Widening of existing driveway access onto rear access lane (in association with 21/00927/CON),9 Victoria Terrace Douglas Isle Of Man IM2 4EU,PER,10-Dec-21
21/00907/B,Creation of sunroom and terrace to rear yard and replacement of existing windows and doors,6 Bank Street Castletown Isle Of Man IM9 1AT,PER,25-Nov-21
21/00908/B,"Alterations, erection of extension and creation of a first floor to dwelling",Hunters Moon Baldhoon Road Laxey Isle Of Man IM4 7QH,WDN,14-Dec-21
21/00909/MCH,"Minor Change application to PA 21/00049/B involving alterations to approved windows, garage roof ridge level, garage roof lights and step and balustrades to west elevation",Rose Cottage Ballafreer Lane Union Mills Isle Of Man IM4 4AS ,PER,07-Sep-21
21/00915/B,Erection of a detached garage (retrospective),6 Meadowbrook Gardens Douglas Isle Of Man IM2 2NT,PER,24-Sep-21
21/00916/D,Installation of signage,Shop 7 Clinches Court Douglas Isle Of Man IM1 4LH,PER,08-Sep-21
21/00917/B,"Installation of RaDome telecommunication equipment, access track and perimeter fencing (retrospective)",Bluewave Complex Transmitter Site  Carnane Transmitter Site Old Castletown Road Douglas IM4 1AF,PER,05-Nov-21
21/00919/B,Erection of an agricultural building,Field 224306 Ballamoar Farm Ballamoar Lane Ballaugh Isle Of Man  ,PER,28-Sep-21
21/00921/B,"Alterations, Erections of a rear extension and installation of roof light to front elevation",32 Queen Street Castletown Isle Of Man IM9 1PA,PER,25-Nov-21
21/00922/B,Installation of a flue,Moorecroft 2 Larivane Meadows Andreas Isle Of Man IM7 4JD ,PER,24-Sep-21
21/00923/B,Alterations and erection of extensions to dwelling,31 Cooil Breryk Ramsey Isle Of Man IM8 3HL ,PER,27-Oct-21
21/00924/B,Alterations and erection of extension to side elevation of dwelling,Erinville Douglas Road Kirk Michael Isle Of Man IM6 1AT,PER,08-Oct-21
21/00926/B,Erection of rear workshop and roofing works,26 Albany Street Douglas Isle Of Man IM2 3LE,PER,27-Sep-21
21/00927/CON,Registered Building consent for the widening of existing driveway access onto rear access lane (in association with 21/00906/GB) Registered Building 187,9 Victoria Terrace Douglas Isle Of Man IM2 4EU,PER,10-Dec-21
21/00928/B,Erection of a rear conservatory,43 Ballaquark Douglas Isle Of Man IM2 2ET,PER,08-Oct-21
21/00929/B,"Creation of three ponds, repair 40m of gravel bund and creation of two gravel islands in existing lake",Manx Birdlife Point Of Ayre Reserve Cranstal Bride Isle Of Man IM7 4BS ,PER,15-Dec-21
21/00930/B,Widening of existing vehicle access,Westhill 5 Devonshire Crescent Douglas Isle Of Man IM2 3RD,PER,12-Oct-21
21/00931/D,Installation of replacement illuminated signage,Clarendon House Victoria Street Douglas IM1 2LN,PER,27-Sep-21
21/00933/MCH,Minor Change application to PA 20/1026/B involving alterations to approved patio doors / windows to create bi fold doors,Rockaway Costain Close Colby Isle Of Man IM9 4NZ,PER,10-Sep-21
21/00934/MCH,Minor Changes application to PA 20/00685/B involving change from french door with dwarf wall to full height patio doors,Sea Level House Back Shore Road Laxey Isle Of Man IM4 7DQ,PER,26-Aug-21
21/00936/B,Installation of a flue (retrospective),15 Hilltop Rise Douglas Isle Of Man IM2 2LE,PER,24-Sep-21
21/00937/C,"Change of use from light industrial to the assemblage, storage and sales of furniture goods",Unit 24 Gladstone Park Industrial Estate Ramsey Isle Of Man IM8 2LA ,REF,27-Oct-21
21/00938/B,Reopening of a rear pedestrian access,Town Hall The Promenade Port St. Mary Isle Of Man IM9 5DA,PER,29-Oct-21
21/00939/B,Replacement of garage door with French double doors and blocking up of a doorway to South West elevation,36 The Meadows Kirk Michael Isle Of Man IM6 1EY,PER,08-Oct-21
21/00940/B,Construct a new front porch under existing entrance canopy.,24 Bayr Grianagh Castletown Isle Of Man IM9 1HL ,PER,25-Oct-21
21/00941/B,Alterations and replacement of 3 existing windows and 2 doors with a window and bifold doors at ground floor rear elevation,73 Woodbourne Road Douglas Isle Of Man IM2 3AQ,PER,05-Oct-21
21/00942/B,Alterations to approved plans (PA 18/00524/B to plot 29) to add solar roof panels,Plot 29 Fields 434021 And 434031 Douglas Road Castletown Isle Of Man,PER,24-Nov-21
21/00944/B,Erection of an extension,Converted Barn Ballagarraghyn Farm Coast Road Jurby Isle Of Man IM7 3ET ,PER,24-Sep-21
21/00945/B,Erection of a block of three single garages,"Land At Existing Garage Development Adjacent To Four Trees, 7 Westbourne Close Ramsey Isle Of Man  ",PER,05-Oct-21
21/00946/B,Erection of detached replacement dwelling,Hillcrest Bungalow The Lhen Kiondroghad Road Ramsey Isle Of Man IM7 3EP,PER,16-Nov-21
21/00947/B,Creation of a driveway and vehicular access,Ballachrink 3A Coburg Road Ramsey Isle Of Man IM8 3EH,REF,22-Sep-21
21/00948/B,"Alterations, installation of roof lights and creation of a balcony",28 Groudle View Onchan Isle Of Man IM3 2EY,PER,06-Oct-21
21/00949/B,Installation of replacement windows to front elevation,27 Nelson Street Douglas Isle Of Man IM1 2AN ,PER,28-Oct-21
21/00951/B,Alterations to approved plans (PA 18/00524/B to plot 32) to add solar roof panels,Plot 32 Fields 434021 And 434031 Douglas Road Castletown Isle Of Man,PER,24-Nov-21
21/00953/MCH,Minor Change application to PA 21/00160/B involving removal of a window and installation of rooflights,Blencathra 71 Slieau Curn Park Kirk Michael Isle Of Man IM6 1EW ,PER,12-Aug-21
21/00954/B,Installation of replacement windows and door to front and side elevations,56 Selborne Drive Douglas Isle Of Man IM2 3NL,PER,08-Sep-21
21/00955/B,Removal of gable end parapet wall and installation of replacement rood tiles and watergoods,St Pauls Church Hall Market Place West Ramsey Isle Of Man IM8 1JU ,PER,22-Sep-21
21/00956/B,Removal of a chimney stack and replacement of existing window with a door,Manxwinds 12 Ballaterson Fields Ballaugh Isle Of Man IM7 5AN,PER,22-Sep-21
21/00958/B,Alterations and extensions to provide living accommodation and an additional garage,The Old Mill  Ballavarvane Braaid Road St Marks Ballasalla Isle Of Man IM9 3AP,PER,14-Dec-21
21/00959/B,Installation of replacement windows to front elevation,Thorny House 8 Thorny Road Douglas Isle Of Man IM2 5ED,PER,22-Sep-21
21/00960/C,Additional use of the dwelling as tourist accommodation,15 Duke Street Peel Isle Of Man IM5 1NG,PER,11-Oct-21
21/00962/B,Erection of a shed,56 Campion Way Douglas Isle Of Man IM2 7DU,PER,27-Sep-21
21/00964/B,Erection of an extension to front elevation,5 Hilltop Rise Douglas Isle Of Man IM2 2LF,PER,23-Nov-21
21/00968/B,Variation of condition 1 of approval for alterations and rear extension (PA 17/00754/B) to extend permission for a further 4 years,9 Main Road Onchan Isle Of Man IM3 1BE,PER,20-Oct-21
21/00969/B,Erection of detached double garage and refurbishment of existing outbuilding to provide a store with workshop above,Ballacain Cottage Lhagg Road Dalby Isle Of Man IM5 3BU,PER,15-Dec-21
21/00970/A,Approval in principle to maintain the front facade of the hotel and demolish and develop the building into apartments with associated parking,Trevelyan 18 - 19 Palace Terrace Queens Promenade Douglas Isle Of Man IM2 4NE ,REF,27-Oct-21
21/00972/B,Erection of a replacement detached dwelling with integral garage,14 Glen Park Drive Douglas Isle Of Man IM2 6HN,PER,08-Dec-21
21/00973/B,Erection of a rear extension to dwelling,22 Ballagarey Road Glen Vine Isle Of Man IM4 4EB,PER,11-Nov-21
21/00974/B,Erection of new entrance canopy to front entrance of dwelling,Kiora Villa Rhendhoo Road Jurby Isle Of Man IM7 3BT,PER,27-Sep-21
21/00975/B,Extension of existing balcony to provide decked area and access to property,2 Reayrt Ny Glionney Drive Laxey Isle Of Man IM4 7LG ,PER,11-Nov-21
21/00976/C,Change of use of public house to a residential dwelling,New Inn New Road Laxey Isle Of Man IM4 7HS,PER,02-Dec-21
21/00977/D,Erection of an interpretation/information board,Grounds Of Louisa House Eairy Road Foxdale Isle Of Man  ,PER,08-Oct-21
21/00978/D,Erection of an interpretation/information board,Grounds Of St Pauls Church Kionslieu Hill Foxdale Isle Of Man IM4 3HB,PER,08-Oct-21
21/00979/B,"Removal of chimney, window alterations, installation of an oil tank, extension of driveway and creation of an additional vehicular access",41 Cronk Drean Douglas Isle Of Man IM2 6AU,PER,09-Dec-21
21/00980/B,Erection of an extension to replace existing conservatory,89 Cronk Liauyr Douglas Isle Of Man IM2 5LX,PER,13-Oct-21
21/00981/B,Installation of replacement roof tiles and creation of windows / door opening to the rear of property,31 Queen Street Castletown Isle Of Man IM9 1PB,PER,25-Nov-21
21/00984/B,Conversion of former scout hall to residential property,31A Allan Street Douglas Isle Of Man IM1 3DW ,PER,27-Sep-21
21/00987/LAW,Certificate of Lawful Development for the erection of an agricultural storage building and a sod bank,Field 316306 (formerly 314351) Staarvey Road Peel Isle Of Man  ,CLAWR,11-Nov-21
21/00988/B,Erection of an agricultural building,Top Half Of Field 214284 And Part Field 214285 Bretney  / Jurby East Road Jurby Isle Of Man IM7 3ES ,PER,15-Dec-21
21/00989/B,Installation of replacement front door with window above,6 Church Street Peel Isle Of Man IM5 1HL,PER,27-Sep-21
21/00990/D,Installation of illuminated signage,Ground Floor Villiers House 2 Victoria Street Douglas Isle Of Man IM1 2LN,PER,05-Oct-21
21/00991/B,Replacement of existing window and door on side elevation with a patio door,Hilldene Albany Road Douglas Isle Of Man IM2 3AN,PER,20-Oct-21
21/00994/B,"Alterations, erection of ground floor extension, raising part of first floor roof and installation of additional front and rear dormers",43 Claughbane Drive Ramsey Isle Of Man IM8 2BH,PER,03-Nov-21
21/00995/B,Replacement of existing dwelling and workshop and with three dwellings including staff accommodation (in association with PA 21/00996CON),8 Derby Square Douglas Isle Of Man IM1 3LS ,PER,01-Nov-21
21/00996/CON,Registered Building Consent for demolition elements of PA 21/00995/B,8 Derby Square Douglas Isle Of Man IM1 3LS ,PER,01-Nov-21
21/00997/LAW,Certificate of Lawful Development for replacement wall and installation of decking and detached garden room,Glen Dene  Glen Road Colby Isle Of Man IM9 4PA,CLAWA,02-Nov-21
21/00998/B,Erection of raised decking (retrospective),Villa Rhencullen Rhencullen Kirk Michael Isle Of Man IM6 2HA ,WDN,09-Nov-21
21/00999/B,Variation of condition 2 to PA 19/01284/C to extend opening hours of restaurant for non resident customers,Athol Park Guest House Athol Park Port Erin Isle Of Man IM9 6EX ,PER,22-Nov-21
21/01001/B,Erection of rear extension with terrace above and widening of driveway and vehicular access,3 Mount View Road Onchan Isle Of Man IM3 4AB,WDN,29-Oct-21
21/01002/B,Erection of an extension,6 Kissack Road Castletown Isle Of Man IM9 1NP,PER,26-Nov-21
21/01004/B,Erection of an agricultural building,Ballalaa Dalby Isle Of Man IM5 3BW ,PER,08-Oct-21
21/01009/B,Amendments to Welcome Centre as approved under PA 20/00496/B Creation of a 30 glamping pod / cabin tourist site,Field 411412 Ballafesson Road Port Erin Isle Of Man  ,PER,10-Dec-21
21/01010/B,Extension of existing bin store,Railway Station Banks Circus Douglas Isle Of Man IM1 4LL,PER,13-Oct-21
21/01012/B,"Alterations, installation of replacement rear balcony, stairs, doors and glazing and creation of additional parking with associated vehicular access",15 Fairway Drive Ramsey Isle Of Man IM8 2BB,PER,22-Dec-21
21/01013/B,Installation of replacement roof tiles,11 Ashlar Drive Union Mills Isle Of Man IM4 4LJ,PER,11-Nov-21
21/01014/B,Extension of existing patio,2 The Paddocks Ballasalla Isle Of Man IM9 2DH ,PER,25-Nov-21
21/01015/B,Alterations and erection of an extension,Fair Hill 18 King Orry Road Glen Vine Isle Of Man IM4 4ES,PER,16-Dec-21
21/01016/B,Installation of a replacement front door,Andania Glen Road Laxey Isle Of Man IM4 7AB,PER,27-Sep-21
21/01018/B,Erection of open sided log store,Hillsdene Quarterbridge Road Douglas Isle Of Man IM2 3RF ,PER,28-Oct-21
21/01019/B,Alterations and erection of sun room extension to replace existing conservatory,Capella Cottage Main Road Santon Isle Of Man IM4 1JB,PER,16-Dec-21
21/01020/B,Extension of driveway and widening of vehicular access (partial retrospective),9 Greyfriars Close Ballabeg Castletown Isle Of Man IM9 4EJ,PER,21-Oct-21
21/01022/B,"Extension of existing dormer, installation of replacement roof tiles, widening of existing driveway and access and creation of a separate driveway with associated access",Glenfaba 9 Rheast Bridson Peel Isle Of Man IM5 1JF,PER,25-Nov-21
21/01023/B,Erection of an extension,Lower Ballagick  Moaney Road Santon Isle Of Man IM4 1HY ,PER,15-Dec-21
21/01027/B,Removal of two chimney stacks,3 Allan Street Douglas Isle Of Man IM1 3DQ,REF,05-Oct-21
21/01028/D,Installation of non illuminated signage,The Highwayman Close Beg Ballawattleworth Peel Isle Of Man IM5 1XF ,PER,11-Oct-21
21/01029/B,Alterations and erection of an extension,Tree Cassyn Tromode Road Douglas Isle Of Man IM2 5EJ,PER,28-Oct-21
21/01030/B,Installation of replacement windows and doors,Thie Ny Keylley Glen Road Laxey Isle Of Man IM4 7AB ,PER,08-Oct-21
21/01031/LAW,Certificate of Lawful Use for change from retail to residential use,1A Christian Street Peel Isle Of Man IM5 1NW,CLAWA,24-Sep-21
21/01033/B,Installation of replacement bay windows,The Old Police Station Strand Road Port Erin Isle Of Man IM9 6HB,REF,26-Oct-21
21/01035/B,Installation of replacement doors to front and rear elevations,Thie-Ny-Claghan Glen Road Laxey Isle Of Man IM4 7AG,PER,27-Sep-21
21/01037/B,Installation of a replacement rear door,22A Hope Street Castletown Isle Of Man IM9 1AP,PER,27-Sep-21
21/01038/B,Installation of replacement windows to front and rear elevations,8 Eastfield Douglas Isle Of Man IM1 4AU,PER,27-Sep-21
21/01039/B,Erection of side and rear extension to dwelling,34 Scarlett Road Castletown Isle Of Man IM9 1NU,PER,08-Dec-21
21/01041/B,Erection of single story extension to side & rear of dwelling and extension to existing driveway,49 Ballacottier Meadow Douglas Isle Of Man IM2 2QX ,PER,16-Dec-21
21/01046/B,Installation of replacement windows (retrospective),Flat 3 128 Bucks Road Douglas Isle Of Man IM1 3AH ,PER,06-Oct-21
21/01047/C,Change of use from office to a beauty salon,Rosemary House Mount Havelock Douglas Isle Of Man IM1 2QG,PER,18-Oct-21
21/01049/A,Approval in principle for the erection of 20 dwellings,Field 534550 Johnny Watterson Lane Douglas Isle Of Man  ,WDN,15-Nov-21
21/01051/A,Approval in principle for the erection of 20 dwellings,Field 534550 & 534104 Johnny Watterson Lane Douglas Isle Of Man  ,WDN,15-Nov-21
21/01053/C,Additional use of existing summerhouse as beauty salon business,7 Campion Court Reayrt Ny Keylley Peel Isle Of Man IM5 1GF ,PER,02-Dec-21
21/01054/B,Erection of extension to rear of garage,The Meadows Port E Chee Tromode Douglas Isle Of Man IM2 5PD ,PER,16-Nov-21
21/01064/B,Installation of replacement windows to front elevation,Flat 8  Carrick Court Bay View Road Port St. Mary Isle Of Man IM9 5AL,PER,26-Nov-21
21/01065/B,Installation of a replacement rear door,Cranford 116 Woodbourne Road Douglas Isle Of Man IM2 3BA,PER,20-Oct-21
21/01066/B,"Alterations, erection of extension and front porch",Cronk Ghennie Nassau Road Dogmills Ramsey Isle Of Man IM7 4AQ,PER,11-Nov-21
21/01069/MCH,Minor changes application to PA 15/01064/B to plots 4 and 5 to add bi-fold doors in place of windows and french doors at ground and first floor,Site Of Former Grand Island Hotel Bride Road Ramsey Isle Of Man  ,PER,03-Nov-21
21/01070/B,Removal of chimney stack and installation of replacement roof tiles,20 The Park Onchan Isle Of Man IM3 1HP,PER,20-Oct-21
21/01071/B,Erection of an infill extension to underside of rear balcony,31 Fairway Drive Ramsey Isle Of Man IM8 2BD,PER,11-Nov-21
21/01074/B,Erection of an extension to the rear elevation,3 Birchleigh Close Onchan Isle Of Man IM3 4EX,PER,22-Dec-21
21/01076/B,Installation of a heat pump,2 Meadow Lane Peel Isle Of Man IM5 1QU ,PER,10-Nov-21
21/01077/B,Installation of three replacement roof lights to rear / North West elevation,Apartment 55 Millennium Court Queens Promenade Douglas Isle Of Man IM2 4NN ,PER,11-Nov-21
