SubUnit_Name,House_Number,House_Name,Street_Name,Locality,Town,Postcode,Parish_,Market_Value,Consideration,Acquisition_Date,CompletionDate
, 12,,Reayrt Ny Glionney Drive,Reayrt Ny Glionney,Lonan,IM4 7LG,Lonan,"444,950.00","444,950.00",27/09/2019,17/07/2020
, 14,,Lower Cronk Orry,Minorca Hill,Laxey,IM4 7EG,Lonan,"532,500.00","532,500.00",14/04/2020,15/07/2020
, 14 ,Shared Driveway Associated With,Lower Cronk Orry,Minorca Hill,Laxey,,Lonan,0.00,0.00,14/04/2020,17/07/2020
, 14,,Reayrt Ny Glionney Drive,Reayrt Ny Glionney,Lonan,IM4 7LG,Lonan,"444,950.00","444,950.00",31/10/2019,17/07/2020
, 16,,Reayrt Ny Glionney Drive,Reayrt Ny Glionney,Lonan,IM4 7LG,Lonan,"459,950.00","459,950.00",22/10/2019,20/07/2020
,,Tebekwe Mount,Old Laxey Hill,,Laxey,IM4 7DA,Lonan,"180,000.00",0.00,16/01/2020,29/07/2020
,,The Vale,Minorca Vale,Minorca Hill,Laxey,IM4 7DZ,Lonan,"250,000.00",0.00,29/07/2020,11/08/2020
, 7,,All Saints Park,,Lonan,IM4 7LA,Lonan,"215,000.00","215,000.00",29/06/2020,27/08/2020
,,Pine Lodge,Baldhoon Road,,Laxey,IM4 7NA,Lonan,"375,000.00","375,000.00",26/06/2020,07/10/2020
Land adjacent to Baljean Cottage,,,Baldhoon Road,,Laxey,,Lonan,"5,000.00","5,000.00",12/12/2019,05/10/2020
Car Parking Space,,,Old Laxey Hill,,Laxey,IM4 7BT,Lonan,"1,500.00","1,500.00",19/06/2020,07/10/2020
Car Parking Space,,,Old Laxey Hill,,Laxey,IM4 7BT,Lonan,"1,500.00","1,500.00",29/10/2020,14/12/2020
A Parcel of Land,,,Off Baldhoon Road,,Laxey,,Lonan,"12,375.00","12,375.00",12/12/2019,13/10/2020
,,,Plot Of Land Off Douglas Road,,Laxey,,Lonan,"20,000.00","20,000.00",24/03/2023,02/05/2023
,,Parcel Of Land Close To Glen Cottage,Glen Road,,Laxey,IM4 7AJ,Lonan,0.00,0.00,09/05/2008,20/11/2020
Parcel of land close to,,Glen Cottage,Glen Road,,Laxey,IM4 7AJ,Lonan,0.00,0.00,06/08/2021,10/09/2021
Parcel of land close to,,Glen Cottage,Glen Road,,Laxey,IM4 7AJ,Lonan,0.00,0.00,10/09/2021,24/09/2021
, 1,,Amulree Cottages,Glen Road,Laxey,IM4 7AJ,Lonan,"157,501.00","157,501.00",20/03/2020,07/11/2020
,,Fir Trees,Clay Head Road,,Baldrine,IM4 6DP,Lonan,"560,000.00","560,000.00",06/10/2020,09/11/2020
,,Fir Trees,Clay Head Road,,Baldrine,IM4 6DP,Lonan,"890,000.00","890,000.00",13/12/2023,20/03/2024
,,Shell Seekers,Fairy Cottage,,Laxey,IM4 7HR,Lonan,"120,000.00","120,000.00",07/08/2020,18/11/2020
,,Shell Seekers,Fairy Cottage,,Laxey,IM4 7HR,Lonan,"237,500.00","237,500.00",13/08/2021,01/11/2021
,,Ellan Cottage,Ballacannell,,Laxey,IM3 7HD,Lonan,"272,000.00","272,000.00",24/07/2020,05/12/2020
, 2,,All Saints Park,,Lonan,IM4 7LA,Lonan,"210,000.00","210,000.00",18/08/2020,18/12/2020
,,Arqiva Transmitter Site,Land Off Ballacollister Road,Ballacollister Estate,Lonan,,Lonan,"160,000.00","160,000.00",08/07/2020,01/12/2020
,,Access Lane,Shore Road,,Laxey,IM4 7DJ,Lonan,0.00,0.00,25/08/2020,12/02/2021
, Grianane,,Back Shore Road,,Laxey,IM4 7DH,Lonan,"418,000.00","418,000.00",17/09/2020,01/12/2020
, Grianane,,Back Shore Road,,Laxey,IM4 7DH,Lonan,"479,950.00","479,950.00",05/11/2021,03/03/2022
,,Grianane,Back Shore Road,,Laxey,IM4 7DH,Lonan,"493,000.00","493,000.00",12/12/2023,16/01/2024
,,Lyndholme Lodge,Clay Head Road,,Baldrine,IM4 6DJ,Lonan,"505,000.00","505,000.00",23/07/2020,02/12/2020
, 15,,All Saints Park,,Lonan,IM4 7LA,Lonan,"275,000.00","275,000.00",23/10/2020,09/12/2020
,,Carrigan Head,Old Laxey Hill,,Laxey,IM4 7DA,Lonan,"250,000.00","250,000.00",14/09/2020,07/01/2021
, 2,,Shore Road,,Laxey,IM4 7DJ,Lonan,"197,500.00","197,500.00",25/08/2020,23/12/2020
,,Rosario,Main Road,,Baldrine,IM4 6DX,Lonan,"330,000.00","330,000.00",15/12/2020,01/02/2021
,,Rosario,Main Road,,Baldrine,IM4 6DX,Lonan,"500,000.00","500,000.00",01/09/2023,16/11/2023
Roadway adjacent to,,Mannin Veen,Baldhoon Road,,Laxey,IM4 7ND,Lonan,0.00,0.00,29/05/2020,17/02/2021
,,Mannin Veen,Baldhoon Road,,Laxey,IM4 7ND,Lonan,"322,000.00","322,000.00",29/05/2020,17/02/2021
, 5,Cronk Ash,Upper Cronk Orry,Laxey,Lonan,IM4 7QR,Lonan,"690,000.00","690,000.00",27/11/2020,11/02/2021
, 1,Ballabeg,Glen Road,,Laxey,IM4 7AP,Lonan,"250,000.00","250,000.00",06/11/2020,11/02/2021
,,Stanley House,Baldhoon Road,,Laxey,IM4 7QG,Lonan,"950,000.00","950,000.00",06/11/2020,29/04/2021
,,Begra,Clay Head Road,,Baldrine,IM4 6DN,Lonan,"410,000.00","410,000.00",30/11/2020,12/03/2021
,,September House,Minorca Hill,,Laxey,IM4 7DN,Lonan,"670,000.00","670,000.00",06/11/2020,04/05/2021
,,Sheean Ny Marrey,Old Laxey Hill,,Laxey,IM4 7BJ,Lonan,"237,000.00","237,000.00",23/12/2020,09/04/2021
,,,Land At Glen Roy,,Lonan,IM4 7QD,Lonan,"30,000.00","30,000.00",17/12/2020,01/04/2021
,,Arncliffe,Minorca Hill,,Laxey,IM4 7DN,Lonan,"700,000.00","700,000.00",15/01/2021,27/05/2021
, 40,Land At Millstream Cottage,Mines Road,,Laxey,IM4 7NJ,Lonan,0.00,0.00,29/03/2021,19/04/2021
, 40,Land At Millstream Cottage,Mines Road,,Laxey,IM4 7NJ,Lonan,0.00,0.00,23/04/2021,18/05/2021
, 40,Land At Millstream Cottage,Mines Road,,Laxey,IM4 7NJ,Lonan,0.00,0.00,21/04/2021,18/05/2021
,,Cooil Roi Farm,Barroose Road,Baldrine,Lonan,IM4 6AP,Lonan,"601,000.00","601,000.00",05/03/2021,14/09/2021
,,The Shore Hotel,Old Laxey Hill,,Laxey,IM4 7DA,Lonan,"700,000.00","700,000.00",04/01/2021,12/07/2021
Roadway abutting September House,,,Minorca Hill,,Laxey,IM4 7DN,Lonan,0.00,0.00,06/11/2020,17/06/2021
, 2,,Cronk Gennal,Minorca Hill,Laxey,IM4 7EB,Lonan,"210,000.00","210,000.00",02/02/2021,17/06/2021
,,,Land Adjoining Cleckheaton,Ballaragh,Lonan,,Lonan,0.00,0.00,26/04/2021,06/06/2021
, 4,,Cronk Gennal,Minorca Hill,Laxey,IM4 7EB,Lonan,"280,000.00",0.25,02/02/2021,17/06/2021
,,,Land At Minorca Hill,,Laxey,,Lonan,"10,000.00",0.25,02/02/2021,17/06/2021
,,Kittiwake Cottage,Minorca Hill,,Laxey,IM4 7EA,Lonan,"395,000.00","395,000.00",08/02/2021,10/06/2021
,,Cubalibre Moar,Ballamenagh Road,,Baldrine,IM4 6AL,Lonan,"665,000.00","665,000.00",15/02/2021,06/07/2021
,,Bea Noa,Ballamenagh Road,,Baldrine,IM4 6AL,Lonan,"719,950.00","719,950.00",07/03/2022,30/03/2022
, 72,,Ard Reayrt,Ramsey Road ,Laxey,IM4 7QQ,Lonan,"449,950.00","449,950.00",15/02/2021,12/07/2021
,,,Plot Of Land At Lonan Church Hall,,Lonan,,Lonan,"10,000.00",0.00,30/01/2008,19/04/2022
,,Heathercliff,Ballabeg,,Baldrine,IM4 7HB,Lonan,"150,000.00","150,000.00",24/11/2016,19/04/2022
,,Belmore,The Crescent,,Baldrine,IM4 6DY,Lonan,"345,000.00","345,000.00",20/11/2020,02/08/2021
,,Andania,Glen Road,,Laxey,IM4 7AB,Lonan,"250,000.00","250,000.00",08/04/2021,09/08/2021
,,Laurel Bank,Rencell Hill,,Laxey,IM4 7BJ,Lonan,"232,500.00","232,500.00",24/06/2021,16/09/2021
,,Paston,Highfield Drive,,Baldrine,IM4 6ED,Lonan,"355,000.00","355,000.00",27/04/2021,31/08/2021
,,Manston,Ramsey Road,,Laxey,IM4 7PT,Lonan,"795,000.00","795,000.00",19/05/2021,31/08/2021
,,Hunters Moon,Baldhoon Road,,Laxey,IM4 7QH,Lonan,"835,000.00","835,000.00",07/05/2021,15/09/2021
,,Land At,Minorca Hill,,Laxey,IM4 7EB,Lonan,0.00,0.00,27/09/2021,14/10/2021
,,Ardmay,Clay Head Road,,Baldrine,IM4 6DH,Lonan,"950,000.00","950,000.00",03/08/2021,04/10/2021
Land at Baldhoon Road,,,Baldrine,,Lonan,,Lonan,"15,000.00",997.00,07/12/1897,19/11/2021
, 1,Periwinkle Cottage,Tent Road,,Laxey,IM4 7DB,Lonan,"182,500.00","182,500.00",20/10/2021,01/12/2021
,,Land Adjacent To Cronk Gennal,Minorca Hill,,Laxey,IM4 7EB,Lonan,"2,675.00","2,675.00",09/07/2021,07/12/2021
,,Nirvana,Ramsey Road,,Laxey,IM4 7PY,Lonan,"560,000.00","560,000.00",16/08/2021,14/12/2021
, 2,,Amulree Cottage,Glen Road,Laxey,IM4 7AJ,Lonan,"135,101.00","135,101.00",24/08/2021,14/12/2021
,,Cambria,The Crescent,,Baldrine,IM4 6DY,Lonan,"385,000.00","385,000.00",02/09/2021,09/12/2021
, 2,,Wesley Court,Church Road,Lonan,IM4 7HF,Lonan,"260,000.00","260,000.00",10/09/2021,16/12/2021
,,Old Farmhouse Barns,Ballaragh Road,,Lonan,,Lonan,"200,000.00","200,000.00",21/10/2021,17/01/2022
,,Glen Drinklands,Ballaragh Road,,Laxey,IM4 7PQ,Lonan,"750,000.00","750,000.00",29/07/2021,07/02/2022
,,Riverside Barn,King Edward Road,,Onchan,IM4 6AB,Lonan,"485,000.00","485,000.00",08/10/2021,18/01/2022
, 15,,Baldrine Park,,Baldrine,IM4 6DD,Lonan,"395,000.00","395,000.00",20/10/2021,28/01/2022
,,Calderstones,Fairy Cottage,Pinfold Hill,Laxey,IM4 7BR,Lonan,"440,000.00","440,000.00",13/10/2021,03/02/2022
,,Polperro,New Road,,Laxey,IM4 7HS,Lonan,"104,000.00","104,000.00",09/12/2021,24/02/2022
Garage,,Rear Of Wayside,Ramsey Road,,Laxey,IM4 7JY,Lonan,"49,950.00","49,950.00",17/12/2021,30/03/2022
, 8,,Callows Croft,Croit-E-Quill,Lonan,IM4 7HG,Lonan,"299,950.00","299,950.00",16/12/2021,07/03/2022
,,Greystones,South Cape,,Laxey,IM4 7JB,Lonan,"520,000.00","520,000.00",28/01/2022,23/03/2022
,,Cregarey,The Crescent,,Baldrine,IM4 6DZ,Lonan,"465,000.00","465,000.00",10/12/2021,11/03/2022
,,Rosario,New Road,,Laxey,IM4 7HZ,Lonan,"160,000.00","160,000.00",23/11/2021,11/04/2022
,,Vantage Views,Baldrine Road,,Baldrine,IM4 6EF,Lonan,"1,000,000.00","1,000,000.00",25/02/2022,14/04/2022
,,Habitat,South Cape,,Laxey,IM4 7HY,Lonan,"260,000.00","260,000.00",15/12/2021,21/04/2022
,,Linwood Cottage,Ballabeg,,Laxey,IM4 7HB,Lonan,"434,000.00","434,000.00",31/01/2022,19/04/2022
,,Land Between 36 And 38,Mines Road,,Laxey,IM4 7NJ,Lonan,0.00,0.00,16/05/2022,11/07/2022
,,,Land Abutting Bay View,Beach Road,Baldrine,IM4 6ES,Lonan,"1,500.00","1,500.00",20/04/2022,12/07/2022
,,Portions Of Land At,Glen Garwick,,Baldrine,IM4 6DT,Lonan,0.00,0.00,05/11/2021,16/06/2022
,,Glen Garwick,Baldrine,,Lonan,IM4 6DT,Lonan,"2,200,000.00","2,200,000.00",05/11/2021,16/06/2022
,,2 Parcels Of Land,East Of Bulgham House,Ramsey Road,Laxey,,Lonan,"165,000.00","165,000.00",18/03/2022,20/06/2022
,,The New Inn,New Road,,Laxey,IM4 7HS,Lonan,"225,000.00","225,000.00",01/03/2022,13/07/2022
,,The New Inn,New Road,,Laxey,IM4 7HS,Lonan,"495,000.00","495,000.00",18/12/2023,21/02/2024
,,The Brows East Of Bulgham House ,Ramsey Road,,Laxey,,Lonan,0.00,0.00,18/03/2022,14/07/2022
,,Rosemary,Croit-E-Quill Road,,Lonan,IM4 7JH,Lonan,"350,000.00",10.00,24/03/2022,25/07/2022
, 5,Garwick,Clay Head Close,,Baldrine,IM4 6DW,Lonan,"395,000.00","395,000.00",25/04/2022,02/08/2022
,,Nimrodel,Old Laxey Hill,,Laxey,IM4 7DA,Lonan,"140,000.00","140,000.00",24/06/2022,27/07/2022
,,Cooil Roi Farm,Barroose Road,,Baldrine,IM4 6AP,Lonan,"503,000.00","503,000.00",10/05/2022,03/08/2022
,,Bulgham House,Ramsey Road,,Laxey,IM4 7PP,Lonan,"547,000.00","547,000.00",14/04/2022,03/08/2022
,,King Orry House,Ramsey Road,,Laxey,IM4 7PT,Lonan,"525,000.00","525,000.00",26/11/2020,23/08/2022
,,The Bungalow,Wheel Hill,,Laxey,IM4 7NL,Lonan,"390,000.00","390,000.00",06/05/2022,09/08/2022
,,Festina Lente,Telephone Exchange Road,,Laxey,IM4 7HU,Lonan,"320,000.00","320,000.00",13/04/2021,15/08/2022
, 5,,Callows Croft,Church Road,Lonan,IM4 7HG,Lonan,"315,000.00","315,000.00",06/05/2022,31/08/2022
,,Camelot,Ballaragh Road,,Lonan,IM4 7PL,Lonan,"810,000.00","810,000.00",17/06/2022,01/09/2022
,,Narradale,Ballamenagh Road,,Baldrine,IM4 6AL,Lonan,"420,000.00","420,000.00",10/05/2022,24/08/2022
, 2,Park View,Baldrine Park,Baldrine,Lonan,IM4 6DE,Lonan,"390,000.00","390,000.00",08/08/2022,25/08/2022
,,Moaney Woods Farm,Lonan Church Road,,Laxey,IM4 7JX,Lonan,"1,280,000.00","1,280,000.00",24/06/2022,18/11/2022
,,Vienna Woods,Ballacollister Lane,,Laxey,IM4 7JP,Lonan,"580,000.00","580,000.00",08/07/2022,10/11/2022
,,Ballamilghyn Cottage,Baldhoon Road,,Laxey,IM4 7QJ,Lonan,"683,000.00","683,000.00",28/10/2022,12/12/2022
, 5,,Lower Cronk Orry,Minorca Hill,Laxey,IM4 7EG,Lonan,"569,950.00","569,950.00",11/10/2022,13/01/2023
,,Burford,Ballabeg,,Laxey,IM4 7HB,Lonan,"499,950.00","499,950.00",28/10/2022,12/01/2023
,,The Cottage,Ballaragh Road,,Laxey,IM4 7PH,Lonan,"455,000.00","455,000.00",06/01/2023,14/02/2023
, 8,Thie-Ny-Claghan,Riverscourt,Glen Road,Laxey,IM4 7AG,Lonan,"228,500.00","228,500.00",25/11/2022,23/03/2023
,,West Plot,Rencell Hill,,Laxey,IM4 7JT,Lonan,"20,000.00","20,000.00",08/02/2023,28/03/2023
Land formerly known as The End Cafe ,,Cliffside,The Promenade,,Laxey,IM4 7DF,Lonan,"337,000.00","337,000.00",10/10/2022,28/03/2023
,,Part Of Ard Reayrt,Off Ramsey Road,,Laxey,,Lonan,"5,500.00","5,500.00",25/11/2022,31/03/2023
,,Hilcot,Croit-E-Quill Road,,Lonan,IM4 2JH,Lonan,"295,000.00","295,000.00",01/03/2023,31/03/2023
,,Part Of,Ard Reayrt,Off Ramsey Road,Laxey,,Lonan,"5,500.00","5,500.00",25/11/2022,31/03/2023
,,Part Of,Ard Reayrt,Off Ramsey Road,Laxey,,Lonan,"5,500.00","5,500.00",25/11/2022,31/03/2023
,,Part Of,Ard Reayrt,Off Ramsey Road,Laxey,,Lonan,"11,000.00","11,000.00",25/11/2022,31/03/2023
,,Part Of,Ard Reayrt,Off Ramsey Road,Laxey,,Lonan,"5,500.00","5,500.00",25/11/2022,31/03/2023
,,,Land At Ballacowle,,Lonan,IM4 6AJ,Lonan,"60,000.00","60,000.00",28/07/2020,16/05/2023
,,Land Adjacent To The Firs,Rencell Hill,,Laxey,IM4 7BJ,Lonan,"20,000.00","20,000.00",08/02/2023,02/05/2023
,,The Paddocks,Ramsey Road,,Laxey,IM4 7PP,Lonan,"790,000.00","790,000.00",20/01/2023,09/05/2023
,,View Point,Old Laxey Hill,,Laxey,IM4 7BT,Lonan,"685,000.00","685,000.00",10/02/2023,25/04/2023
,,The Hollies,Baldrine Hill,,Baldrine,IM4 6DQ,Lonan,"172,500.00","172,500.00",16/01/2023,28/04/2023
,,Pinecroft,Clay Head Road,,Baldrine,IM4 6DH,Lonan,"625,000.00","625,000.00",15/02/2023,12/05/2023
,,2 Margueritte Cottages,Glen Road,,Laxey,IM4 7AN ,Lonan,"400,000.00","400,000.00",16/03/2023,31/05/2023
, 7,,Upper Cronk Orry,,Laxey,IM4 7QR,Lonan,"1,200,000.00","1,200,000.00",03/04/2023,31/05/2023
,,Brierdene,Croit-E-Quill Road,,Laxey,IM4 7JD,Lonan,"265,000.00","265,000.00",28/02/2023,24/05/2023
A Triangular Plot of Land,,,South Cape,,Laxey,IM4 7BR,Lonan,0.00,0.00,30/12/2022,06/06/2023
,,Aavioghey,Ballaragh Road,,Laxey,IM4 7PL,Lonan,"320,000.00","320,000.00",27/03/2023,30/06/2023
Field 1549 part of Ballagawne,,,Packhorse Lane,,Baldrine,,Lonan,"10,000.00","10,000.00",02/06/2023,14/08/2023
,,Roadway,Croit-E-Quill Close,,Lonan,,Lonan,100.00,1.00,19/06/2023,17/08/2023
,,Curlew Cottage,Laxey Promenade,,Laxey,IM4 7DF,Lonan,"275,000.00","91,666.00",09/08/2023,22/08/2023
,,Cairn Cottage,Ramsey Road,,Laxey,IM4 7PT,Lonan,"175,000.00","175,000.00",20/07/2021,11/09/2023
,,Pinfold Croft,Fairy Cottage,,Laxey,IM4 7JP,Lonan,"500,000.00","500,000.00",31/07/2023,22/09/2023
,,Land Part Of The Quarterland Of Ballacollister,Old Laxey Hill,,Laxey,IM4 7BS,Lonan,"5,000.00","5,000.00",24/05/2023,23/10/2023
, 1,,Keyll Lhiarjee,New Road,Laxey,IM4 7HT,Lonan,"294,000.00","294,000.00",18/08/2023,23/10/2023
,,Marine Cottage,South Cape,,Laxey,IM4 7HY,Lonan,"450,000.00","450,000.00",20/07/2023,31/10/2023
,,,Land At Ballaragh Road,,Lonan,,Lonan,"1,320,000.00",0.00,23/08/2019,30/01/2024
,,Land Part Of Ballamoar Estate,Ballaragh,,Lonan,,Lonan,"40,000.00","40,000.00",14/11/2023,22/12/2023
,,Laxey Working Mens Institute,New Road,,Laxey,IM4 7BD,Lonan,"240,000.00",1.00,31/08/2023,18/01/2024
,,St Francis,The Crescent,,Baldrine,IM4 6DZ,Lonan,"300,000.00","300,000.00",15/12/2023,09/01/2024
,,Croit-E-Callow,Croit-E-Quill Road,,Lonan,IM4 7JF,Lonan,"444,000.00","444,000.00",09/10/2023,31/01/2024
,,Thie Grian,Ballacollister Road,,Laxey,IM4 7JR,Lonan,"670,000.00","670,000.00",04/12/2023,15/01/2024
,,Stonehenge,Croit-E-Quill Road,,Laxey,IM4 7JH,Lonan,"500,000.00",1.00,02/11/2023,09/02/2024
, 3,,Bay View Terrace,,Laxey,IM4 7DG,Lonan,"190,000.00",0.25,24/11/2023,14/02/2024
,,Triton,South Cape,,Laxey,IM4 7HY,Lonan,"65,000.00","65,000.00",04/12/2023,28/02/2024
,,Seacrest,Laxey Road,,Baldrine,IM4 6HA,Lonan,"880,000.00","880,000.00",23/02/2024,25/03/2024
,,Lhekerroo,Ballamenagh Road,,Baldrine,IM4 6AH,Lonan,"741,000.00","741,000.00",06/02/2024,23/04/2024
, 41,,All Saints Park,,Lonan,IM4 7LB,Lonan,"292,500.00","292,500.00",27/03/2024,17/04/2024
,,Parcel Of Land Abutting Lhergy Brae,Clay Head Road,,Baldrine,,Lonan,"3,000.00",0.25,07/02/2024,19/04/2024
,,Tara,Croit E Quill Road,,Lonan,IM4 7JH,Lonan,"465,000.00","465,000.00",06/03/2024,31/05/2024
,,Old Timbers,Croit-E-Quill Road,,Lonan,IM4 7JG,Lonan,"225,000.00","150,000.00",15/05/2024,03/06/2024
,,Calder,Croit-E-Quill Road,,Laxey,IM4 7JH,Lonan,"375,000.00","375,000.00",05/04/2024,11/06/2024
,,Acacia Villa,Glen Road,,Laxey,IM4 7AP,Lonan,"477,500.00","477,500.00",14/06/2024,02/07/2024
,,Chisnall,Fairy Cottage,,Laxey,IM4 7JP,Lonan,"360,000.00","360,000.00",23/04/2024,12/07/2024
,,Palm Villa,South Cape,Lonan,Laxey,IM4 7JB,Lonan,"549,950.00","549,950.00",13/06/2024,29/07/2024
, 20,,Baldrine Park,,Baldrine,IM4 6DD,Lonan,"458,000.00","458,000.00",15/05/2024,30/07/2024
, 11,,Croit-E-Quill Close,,Laxey,IM4 7JE,Lonan,"215,000.00","215,000.00",14/03/2024,22/08/2024
,,Double Garage,Captains Hill,,Laxey,,Lonan,"45,000.00","45,000.00",19/04/2024,20/08/2024
,,Harcroft,Old Laxey Hill,,Laxey,IM4 7BT,Lonan,"460,000.00","460,000.00",24/05/2024,03/09/2024
,,Reayrt Aalin,Old Laxey Hill,,Laxey,IM4 7BT,Lonan,"495,000.00","495,000.00",28/06/2024,25/09/2024
,,Corvette,Glen Road,,Laxey,IM4 7AP,Lonan,"250,000.00","250,000.00",22/05/2024,30/09/2024
,,Mallin,The Crescent,,Baldrine,IM4 6DZ,Lonan,"150,000.00","150,000.00",02/07/2024,29/10/2024
,,The Maughold Pinfold,Hibernia,,Maughold,,Maughold,,0.00,08/05/1964,17/01/2002
,,Corrany Service Reservoir And Booster,Corrany Bridge,Corrany ,Ramsey,IM7 1EY,Maughold,,175.00,22/09/1955,06/06/2002
,,Corrany Intake,Corrany Valley,,Maughold,,Maughold,,6.00,18/10/1953,16/05/2002
,,Ramsey Depot,Waterloo Road,,Ramsey,IM8 1DS,Maughold,,90.00,02/04/1949,19/07/2002
,,Masonic Buildings,Water Street,,Ramsey,IM8 1RD,Maughold,,"275,000.00",26/09/2002,28/02/2003
, 68A,,Parliament Street,,Ramsey,IM8 1AJ,Maughold,,"69,000.00",30/05/2003,25/06/2003
, 68A,,Parliament Street,,Ramsey,IM8 1AJ,Maughold,,"80,000.00",05/09/2003,04/11/2003
, 68a,,Parliament Street,,Ramsey,IM8 1AJ,Maughold,"125,000.00","125,000.00",21/07/2009,19/08/2009
, 1,,Christian Close,,Ramsey,IM8 2AU,Maughold,,"139,000.00",17/06/2003,05/08/2003
, 79,,Parliament Street,,Ramsey,IM8 1AQ,Maughold,,"300,000.00",20/06/2003,14/07/2003
,,Ballure Reservoir,Ballure,,Maughold,,Maughold,,"54,000.00",02/04/1949,16/07/2003
,,Abertay,Walpole Road,,Ramsey,IM8 1LT,Maughold,,"220,000.00",27/06/2003,15/07/2003
,,Shangri La,Dhoon Loop Road,,Maughold,IM7 1HP,Maughold,,"310,000.00",18/06/2003,13/08/2003
, 12,,Princes Road,,Ramsey,IM8 2EU,Maughold,,"140,000.00",18/07/2003,20/08/2003
, 12,,Princes Road,,Ramsey,IM8 2EU,Maughold,"160,000.00","160,000.00",20/02/2012,19/04/2012
, 12,,Princes Road,,Ramsey,IM8 2EU,Maughold,"180,000.00","180,000.00",01/06/2018,26/06/2018
, 12,,Princes Road,,Ramsey,IM8 2EU,Maughold,"180,000.00",0.00,06/02/2019,21/09/2022
, 1,,Bankers Court,Albert Street,Ramsey,IM8 1JF,Maughold,,"86,000.00",16/05/2003,03/09/2003
, 1,,Bankers Court,Albert Street,Ramsey,IM8 1JF,Maughold,,"100,000.00",12/08/2005,05/09/2005
, 1,,Bankers Court,Albert Street,Ramsey,IM8 1JF,Maughold,"107,000.00","107,000.00",07/07/2009,25/08/2009
, 60,,Parliament Street,,Ramsey,IM8 1AN,Maughold,,"100,000.00",14/05/2003,25/09/2003
, 4,,Kelly Close,Ballastowell Gardens,Ramsey,IM8 2AR,Maughold,,"143,000.00",23/05/2003,20/02/2004
, 4,,Kelly Close,Ballastowell Gardens,Ramsey,IM8 2AR,Maughold,"166,000.00","166,000.00",17/12/2007,03/05/2008
, 4,,Kelly Close,Ballastowell Gardens,Ramsey,IM8 2AR,Maughold,"199,995.00","199,995.00",25/11/2013,31/03/2014
, 4,,Kelly Close,Ballastowell Gardens,Ramsey,IM8 2AR,Maughold,"200,000.00","200,000.00",23/08/2019,05/09/2019
, 4,,Kelly Close,Ballastowell Gardens,Ramsey,IM8 2AR,Maughold,"210,000.00","210,000.00",25/08/2021,14/10/2021
, 27,,Taubman Street,,Ramsey,IM8 1DH,Maughold,,"109,000.00",12/08/2003,24/10/2003
, 27,,Taubman Street,,Ramsey,IM8 1DH,Maughold,"137,000.00","137,000.00",18/04/2017,30/05/2017
,,Osborne House,Stanley Mount East,,Ramsey,IM8 1NP,Maughold,,"105,000.00",01/08/2003,16/09/2003
, 17,,Queens Valley,,Ramsey,IM8 1NG,Maughold,,"385,000.00",21/08/2003,27/10/2003
, 17,,Queens Valley,,Ramsey,IM8 1NG,Maughold,"535,000.00","535,000.00",30/06/2009,16/07/2009
, 17,,Queens Valley,,Ramsey,IM8 1NG,Maughold,"545,000.00","545,000.00",23/04/2021,05/08/2021
APT 265,,St.Pauls Apartments,St. Pauls Square,,Ramsey,IM8 1LE,Maughold,,"52,000.00",01/08/2003,28/10/2003
Apartment 265,,St Pauls Apartments,St Pauls Square,,Ramsey,IM8 1LE,Maughold,,"61,000.00",06/02/2004,09/06/2004
Apartment 265,,St Pauls Apartments,St Pauls Square,,Ramsey,IM8 1LE,Maughold,,"54,000.00",15/12/2005,05/01/2006
Apartment 265,,St Pauls Apartments,St Pauls Square,,Ramsey,IM8 1LE,Maughold,"37,000.00",0.00,05/02/2019,17/04/2019
Apartment 265,,St Pauls Apartments,St Pauls Square,,Ramsey,IM8 1LE,Maughold,"36,000.00","36,000.00",10/05/2021,08/09/2021
Apartment 265,,St Pauls Apartments,St Pauls Square,,Ramsey,IM8 1LE,Maughold,"45,000.00","45,000.00",13/04/2022,25/05/2022
Apartment 5,,Towerside Court,Parsonage Road,,Ramsey,IM8 2EE,Maughold,,"150,000.00",30/05/2003,28/11/2003
Apartment 5,,Towerside Court,Parsonage Road,,Ramsey,IM8 2EE,Maughold,"138,000.00","138,000.00",24/01/2012,15/08/2014
Apartment 5,,Towerside Court,Parsonage Road,,Ramsey,IM8 2EE,Maughold,"145,000.00","145,000.00",22/02/2019,23/04/2019
, 14,,Kermode Close,Ballastowell Gardens,Ramsey,IM8 2AT,Maughold,,"149,950.00",03/06/2003,27/11/2003
, 14,,Kermode Close,Ballastowell Gardens,Ramsey,IM8 2AT,Maughold,,"163,000.00",21/05/2004,17/08/2004
, 14,,Kermode Close,Ballastowell Gardens,Ramsey,IM8 2AT,Maughold,,"167,000.00",06/10/2005,03/11/2005
, 14,,Kermode Close,Ballastowell Gardens,Ramsey,IM8 2AT,Maughold,"232,000.00","232,000.00",24/11/2021,08/12/2021
,,The Card Shop,Parliament Street,,Ramsey,IM8 1AD,Maughold,,"140,000.00",11/08/2003,10/03/2004
,,The Card Shop,Parliament Street,,Ramsey,IM8 1AD,Maughold,,"185,000.00",22/11/2004,28/01/2005
,,9 Ballure Court,Queens Drive West,,Ramsey,IM8 2JD,Maughold,,"112,000.00",03/06/2003,28/11/2003
,,9 Ballure Court,Queens Drive West,,Ramsey,IM8 2JD,Maughold,,"117,000.00",03/12/2004,04/03/2005
