Planning  Applications Determined between 1/1/16 - 31/12/16,,,,,
Decision,PA Ref,PROPOSAL,Decision issued,Determining Body,Property Address
Permitted,16/01197/B,Alterations and erection of extension to dwelling,25-Nov-16,Senior Planning Officer - South (SC),South Winds Trollaby Lane Union Mills Isle Of Man IM4 4AW
Permitted,16/01200/C,"Temporary change of use from school grounds to a campsite of a maximum of 150 bell tents for the periods 27th May to 15th June 2017, 26th May to 14th June 2018, 25th May to 12th June 2019 and 30th May to 17th June 2020.",29-Nov-16,Planning Committee,Ballakermeen High School St Catherines Drive Douglas Isle Of Man IM1 4BE 
Permitted,16/01261/B,Erection of replacement conservatory at rear of property,20-Dec-16,Senior Planning Officer - South (SC),West Hill Farm Jurby Road Lezayre Ramsey Isle Of Man IM7 2EA
Permitted,16/01262/B,Erection of garden shed and decking,15-Dec-16,Senior Planning Officer - South (SC),Thie Dhrynane Maughold Isle Of Man IM7 1AS 
Permitted,16/01300/B,Erection of a sun lounge to replace existing conservatory (amendment to PA 16/00368/B),22-Dec-16,Senior Planning Officer - South (SC),57 Howe Road Onchan Isle Of Man IM3 2AY
Permitted,16/01301/B,Installation of a replacement rear door,22-Dec-16,Senior Planning Officer - South (SC),14 Derby Square Douglas Isle Of Man IM1 3LS
Permitted,16/00215/D,Installation of both illuminated and non-illuminated signage,14-Apr-16,Senior Planning Officer - North (CB),Magnet Douglas Head Road Douglas Isle Of Man IM1 5BF
Permitted,16/00216/B,Erection of twelve detached dwellings with integral garages incorporating amendments to approved PA 13/91367/B,06-Jul-16,Planning Committee,Vacant Land At Bradda View Ballakillowey Colby Isle Of Man  
Permitted,16/00704/B,"Installation of hard-core, fenced tracks",23-Aug-16,Interim Director 2016,"Fields 430867, 434999, 430940, 434459 And 430941 Glenmoar Corlea Road Ballasalla Isle Of Man  "
Permitted,16/00706/C,Change of use from first floor retail and second floor office to two apartments,05-Aug-16,Senior Planning Officer - South (SC),76 Bucks Road Douglas Isle Of Man IM1 3AF
Permitted,16/00708/D,Installation of non-illuminated signage,08-Aug-16,Senior Planning Officer - North (CB),Bowling Green & Conveniences Marine Parade Peel Isle Of Man IM5 1PB
Permitted,16/00709/B,"Installation of French Doors, Creation of Sun Terrace",05-Aug-16,Senior Planning Officer - South (SC),Cobblers Goose Switchback Road Knocksharry Peel Isle Of Man IM5 2AG
Permitted,16/00721/B,Replacement roof to existing conservatory.,21-Sep-16,Senior Planning Officer - North (CB),2 Cooil Ushtey Port Lewaigue Ramsey Isle Of Man IM7 1AQ
Refused,16/01215/B,Erection of a detached dwelling with associated parking.,13-Dec-16,Planning Committee,Land To The Rear Of 3 Elizabeth Rise Castletown Isle Of Man IM9 1EL
Permitted,16/00027/B,Erection of extension to side elevation and installation of flue,18-Feb-16,Senior Planning Officer - South (SC),21 Glebe Aalin Ballaugh Isle Of Man IM7 5BW
Permitted,16/00292/B,Installation of a new shop front,12-May-16,Senior Planning Officer - North (CB),85 Strand Street Douglas Isle Of Man IM1 2EN
Permitted,16/00294/B,Alterations and erection of extension to dwelling,18-May-16,Senior Planning Officer - North (CB),30 Groudle View Onchan Isle Of Man IM3 2EY
Permitted,16/00659/D,Erection of two temporary advertising signs,18-Aug-16,Senior Planning Officer - South (SC),Land At Junction Of The Castleward Green And Ballanard Road Douglas Isle Of Man  
Permitted,16/00660/D,Erection of non-illuminated signage (in association with 16/00661/CON),05-Aug-16,Senior Planning Officer - South (SC),The Co-op The Parade Castletown Isle Of Man IM9 1LG 
Permitted,16/00661/CON,Registered Building consent for the erection of non-illuminated signage (in association with 16/00660/D) Registered Building Nos. 32,05-Aug-16,Senior Planning Officer - South (SC),The Co-op The Parade Castletown Isle Of Man IM9 1LG 
Permitted,16/00662/B,Installation of replacement windows to front elevation,19-Jul-16,Interim Director 2016,39 Hawarden Avenue Douglas Isle Of Man IM1 4BW
Permitted,16/00663/B,Replacement of an existing shed with a summerhouse,19-Jul-16,Interim Director 2016,2 Willow Court Willow Terrace Douglas Isle Of Man IM1 3HA 
Refused,16/00664/B,Erection of an agricultural workers dwelling,01-Nov-16,Planning Committee,Part Field 510408 Ballakissack Farm School Lane Santon Isle Of Man  
Permitted,16/00679/B,Creation of a porch,26-Jul-16,Interim Director 2016,The Poplars 19 Summerhill Road Onchan Isle Of Man IM3 1NE
Permitted,16/00779/B,Alterations and erection of rear extension to dwelling,20-Sep-16,Senior Planning Officer - South (SC),6 Grammah Avenue Port Erin Isle Of Man IM9 6NR
Permitted,16/00780/B,Erection of a replacement dwelling,04-Oct-16,Planning Committee,Tighnabruaich Pooilvaaish Road Castletown Isle Of Man IM9 4PJ
Permitted,16/00799/B,"Alterations and extension to dwelling, alterations to driveway and vehicular access (amendments to PA 16/00164/B)",07-Sep-16,Senior Planning Officer - North (CB),Creg Ny Shee Lhergydhoo Peel Isle Of Man IM5 2AE 
Permitted,16/00800/B,Erection of a dwelling with attached garage (retrospective),05-Sep-16,Interim Director 2016,No 53 (Plot 21) New Development Adjacent To Cronk Cullyn Colby Isle Of Man  
Permitted,16/00801/B,"Alterations to approved terrace wall, balustrading and creation of windows and door to approved garage (retrospective)",19-Oct-16,Senior Planning Officer - North (CB),Brunswick Lodge Brunswick Road Douglas Isle Of Man IM2 3LL
Permitted,16/01149/B,Replacement of existing conservatory roof.,10-Nov-16,Senior Planning Officer - South (SC),6 Church Close Lonan Laxey Isle Of Man IM4 7JY
Permitted,16/00122/B,Re-roofing of existing flat roofed dormers with pitched roofs,09-Mar-16,Head of Development Management,Ballaruha Derbyhaven Isle Of Man IM9 1TS 
Permitted,16/00126/B,Erection of a flat roof extension to replace existing roof terrace to dwelling,23-Mar-16,Senior Planning Officer - South (SC),114 Woodbourne Road Douglas Isle Of Man IM2 3BA
Permitted,16/00127/B,Erection of a side extension to dwelling,09-Mar-16,Head of Development Management,3 Strawberry Meadows Colby Isle Of Man IM9 4DA 
Permitted,16/00162/B,Erection of a single storey extension to rear elevation,17-Mar-16,Director Delegation,Drill Hall Cottages Tromode Road Douglas Isle Of Man IM2 5PA
Permitted,16/00163/B,Alterations and extension to dwelling,05-May-16,Senior Planning Officer - North (CB),Ballavarton Farm  Ballavartyn Road Santon Isle Of Man IM4 1HT 
Permitted,16/00164/B,"Alterations and extension to dwelling, alterations to driveway and vehicular access",05-May-16,Senior Planning Officer - North (CB),Creg Ny Shee Lhergydhoo Peel Isle Of Man IM5 2AE 
Permitted,16/00217/B,Erection of a single storey extension to rear elevation,10-May-16,Senior Planning Officer - North (CB),15 Reayrt Ny Crink Crosby Isle Of Man IM4 2EA 
Permitted,16/00521/B,"Alterations, erection of rear extension and replacement of existing glazed conservatory roof with tiles",14-Jul-16,Senior Planning Officer - South (SC),25 Greenlands Avenue Ramsey Isle Of Man IM8 2PN
Permitted,16/00522/B,Replacement of existing glazed conservatory roof with tiles,23-Jun-16,Senior Planning Officer - North (CB),Woodstock Upper Trollaby Lane Marown Isle Of Man  
Permitted,16/00524/B,"Alterations, erection of ground and first floor extension, creation of pedestrian access and widening of existing driveway and vehicular access",05-Sep-16,Interim Director 2016,Balmoral Jurby Road Ramsey Isle Of Man IM8 3PL
Permitted,16/00525/B,Alterations and installation of a roof lantern to dwelling,29-Jun-16,Senior Planning Officer - South (SC),Briardene 5 Governors Road Onchan Isle Of Man IM3 1AX
Permitted,16/00753/B,Replacement of existing glazed conservatory roof with tiles,22-Aug-16,Senior Planning Officer - South (SC),22 Whitebridge Road Onchan Isle Of Man IM3 4HS
Permitted,16/00754/B,"Alterations to existing lobby, comprising new doors, installation of stone wall, and new hand rails, and replacement of existing flat roof to side elevation with a pitched roof, and blocking up of window to side elevation",07-Sep-16,Senior Planning Officer - South (SC),Glen Mona Hotel Glen Mona Ramsey Isle Of Man IM7 1HF 
Permitted,16/00755/B,Installation of a flue (retrospective),12-Aug-16,Senior Planning Officer - South (SC),The Gatehouse Ballaleigh Road Kirk Michael Isle Of Man IM6 1HJ
Permitted,16/00757/B,Alterations and extension to dwelling,12-Oct-16,Senior Planning Officer - South (SC),Brook Cottage 39 Mines Road Laxey Isle Of Man IM4 7NJ
Permitted,16/00758/B,Erection of rear extension to dwelling,19-Oct-16,Senior Planning Officer - South (SC),12 Marsden Terrace Ramsey Isle Of Man IM8 3DS
Permitted,16/00759/B,"Alterations, erection of a detached garage and installation of render, replacement windows, roof light, three dormer windows and a two storey front glazed gable to dwelling",24-Aug-16,Interim Director 2016,Ballacarine Ronague Road Ballabeg Castletown Isle Of Man IM9 4HF
Permitted,16/01281/C,Additional use of the first floor above detached garage as office and make up studio,22-Dec-16,Senior Planning Officer - South (SC),Garage Adjacent To Wavecrest The Promenade Laxey Isle Of Man  
Application Withdrawn,16/00010/C,Additional use of residential property as tourist living accommodation,15-Feb-16,Withdrawn,Lhie Ny Greiney Darragh Port Erin Isle Of Man IM9 6JB
Permitted,15/00710/B,Erection of a detached lean to chicken shed / wood store (retrospective),14-Dec-16,Planning Committee,Field 314107 Ramsey Road Peel Isle Of Man  
Permitted,15/00849/GB,Installation of replacement windows (in association with PA 14/00850/CON),02-Jun-16,Interim Director 2016,Town Hall Ridgeway Street Douglas Isle Of Man IM1 1EP
Refused,15/00594/B,"Re-construction of the highway and footways to create a low speed streetscape, re-location of horse tram tracks on to the promenade walkway, re-surfacing the promenade walkway and creation of a cultural quarter near Gaiety Theatre",21-Mar-16,Department Application,Douglas Promenade From Peveril Square To Strathallan Crescent  Douglas Isle Of Man  
Permitted,15/00943/B,Erection of a detached garage with studio accommodation above,18-Jul-16,Planning Committee,134 Fairways Drive Mount Murray Douglas Isle Of Man IM4 2JG 
Permitted,15/01229/B,"Alterations, roof amendments and erection of a three storey extension with terraces over existing rear annexe",17-Feb-16,Planning Committee,5 Athol Street Douglas Isle Of Man IM1 1QL
Permitted,15/01323/B,Conversion of an existing disused barn complex to provide staff accommodation,11-Jan-16,Director Delegation,Ballachrink Bayr Ballagawne Ballamodha Ballasalla Isle Of Man IM9 3EJ 
Permitted,15/01326/B,Alterations and erection of extension to provide living accommodation and garage to dwelling,18-Jan-16,Planning Committee,4 Sandringham Drive Onchan Isle Of Man IM3 4HH
Permitted,16/00069/B,Installation of replacement windows,05-Aug-16,Senior Planning Officer - South (SC),Park View Nursery  Park View Methodist Church Main Road Kirk Michael Isle Of Man IM6 2HG
Permitted,16/00070/B,Alterations and extensions to dwelling and outbuilding and creation of access lane,11-Apr-16,Planning Committee,Rheaby Beg Arrasey Road Glen Maye Isle Of Man IM5 3AU
Permitted,16/00175/B,Installation of replacement windows to front elevation,13-Apr-16,Senior Planning Officer - South (SC),4 Upper Dukes Road Douglas Isle Of Man IM2 4BA
Refused,16/00176/B,Conversion of existing stable building to create a residential dwelling,25-Apr-16,Planning Committee,Field 430539 Ballamodha Straight Ballamodha Ballasalla Isle Of Man  
Permitted,16/00233/B,Alterations and installation of bi-fold doors to replace existing bay window,12-Apr-16,Senior Planning Officer - South (SC),Sebakwe Ballafesson Road Port Erin Isle Of Man IM9 6BT
Permitted,16/00234/B,Replacement of existing glazed conservatory roof with a new roof with light weight roof tiles,13-Apr-16,Senior Planning Officer - South (SC),Glenco Laxey Road Baldrine Isle Of Man IM4 6HA
Permitted,16/00238/C,Change of use from retail shop to a café and take-away,12-Apr-16,Interim Director 2016,Unit 1  Falcon Building Marina Road Douglas Isle Of Man IM1 2HE
Permitted,15/01310/B,Installation of replacement windows and rear door to dwelling,07-Jan-16,Senior Planning Officer - North (CB),110 Malew Street Castletown Isle Of Man IM9 1LT
Permitted,15/01311/B,Installation of a flue to dwelling,08-Jan-16,Senior Planning Officer - South (SC),27 Larch Hill Grove Douglas Isle Of Man IM2 5NU 
Permitted,15/01314/B, Sub-division of existing Restaurant / Tavern to create two separate units complete with an outside seating area,24-Feb-16,Senior Planning Officer - North (CB),"1, 2 & 3 Clinch's Site North Quay Douglas Isle Of Man IM1 4LJ"
Application Withdrawn,16/00309/A,Approval in principle for two building plots and two field access gates addressing siting and means of access,12-May-16,Withdrawn,Clypse Cottages Clypse Moar Onchan Isle Of Man IM4 5BG
Permitted,16/00311/B,Installation of replacement windows to dwelling,23-Aug-16,Interim Director 2016,22 Stanley Road Peel Isle Of Man IM5 1NY
Permitted,16/00312/B,Alterations to lake (amendments to PA 14/01005/B),18-May-16,Senior Planning Officer - South (SC),The Meadows Port E Chee Tromode Douglas Isle Of Man IM2 1EE 
Permitted,16/00373/B,Alterations and erection of extension to dwelling (amendments to PA 07/01536/B),03-Jun-16,Senior Planning Officer - South (SC),Garee Veg Glen Auldyn Ramsey Isle Of Man IM7 2AD 
Permitted,16/00374/B,Replacement of existing glazed conservatory roof with tiles,25-May-16,Senior Planning Officer - South (SC),107 Fairways Drive Mount Murray Douglas Isle Of Man IM4 2JL 
Permitted,16/00576/A,Approval in principle for the erection of a four storey apartment block,24-Nov-16,Senior Planning Officer - South (SC),21 - 22 West Quay Ramsey Isle Of Man  
Permitted,16/00578/B,Relocation of an existing field access,04-Aug-16,Senior Planning Officer - South (SC),Field 425118 Glen Road Colby Isle Of Man  
Permitted,16/00579/B,"Erection of six terraced three storey townhouse units for Student Nurses accommodation with central two storey link, access road and car parking (amendments to PA 16/00094/B)",07-Jul-16,Interim Director 2016,Former Union Mills Football Club Playing Fields Ballamona Estate Braddan Road Strang Douglas Isle Of Man   Isle Of Man  
Permitted,16/00580/B,Replacement of existing glazed conservatory roof with tile,13-Jul-16,Senior Planning Officer - South (SC),5 Derby Drive Peel Isle Of Man IM5 1NT
Permitted,16/00581/B,Replacement of existing glazed conservatory roof with tile,25-Jul-16,Senior Planning Officer - North (CB),2 The Willows Ballacraine St Johns Isle Of Man IM4 3LS 
Permitted,16/00582/GB,"Alterations, renovation of front yard area, provision of flat roof over existing void and creation of a new access (in association with 16/00583/CON)",15-Sep-16,Senior Planning Officer - South (SC),4 Finch Road Douglas Isle Of Man IM1 2PT
Permitted,16/00583/CON,"Registered Building consent for alterations, renovation of front yard area, provision of flat roof over existing void and creation of a new access (in association with 16/00582/GB) Registered Building Nos. 93",15-Sep-16,Senior Planning Officer - South (SC),4 Finch Road Douglas Isle Of Man IM1 2PT
Permitted,16/00584/B,Installation of replacement windows to front elevation,09-Aug-16,Planning Committee,12 Church Lane Peel Isle Of Man IM5 1AW
Permitted,16/00585/B,Erection of a commercial polytunnel,07-Jul-16,Senior Planning Officer - North (CB),Land At Field 314294 Staarvey Farm Staarvey Road Peel Isle Of Man  
Permitted,16/00090/B,Variation of condition 4 of PA 09/00884/B (erection of stables)  to allow the stables to be used independent from the house and for agricutural use,03-Mar-16,Senior Planning Officer - North (CB),Rocklyn (Formerly Oakwell) Cottage Foxdale Road Eairy Isle Of Man IM4 2HG 
Permitted,16/00093/B,"Erection of a greenhouse, alterations to existing chimney stack and installation of replacement front door",03-Mar-16,Senior Planning Officer - North (CB),Glebe House Maughold Isle Of Man IM7 1AS 
Permitted,16/00167/B,"Alterations, replacement of garage door with upvc door, relocation of flue and installation of two additional roof lights",13-Apr-16,Senior Planning Officer - South (SC),15 Selborne Drive Douglas Isle Of Man IM2 3
Permitted,16/00376/B,Alterations and erection of rear extension to dwelling,26-May-16,Senior Planning Officer - North (CB),Thie Keylley 16 Keeill Pharick Glen Vine Isle Of Man IM4 4EW 
Permitted,16/00377/B,Alterations and erection of first floor extension to rear elevation of dwelling,25-Jul-16,Senior Planning Officer - North (CB),30A Market Street Peel Isle Of Man IM5 1AE
Permitted,16/00378/B,"Alterations, creation of additional windows and addition of mezzanine floor to industrial unit, along with change of use to storage and workshop",15-Jul-16,Senior Planning Officer - South (SC),Unit 17 Balthane Industrial Estate Balthane Ballasalla Isle Of Man IM9 2AX 
Application Withdrawn,16/00379/B,"Re-construction of the highway and footpaths and creation of a low speed streetscape on and along Loch and Harris Promenades, and creation of an area to provide seating, sculpture, lighting, display screens, bike storage areas, bus shelter and landscaping",25-Jul-16,Withdrawn,"Douglas Promenade From Sea Terminal, Loch Promenade And Harris Promenade  Douglas Isle Of Man   "
Permitted,15/00213/B,"Alterations, erection of extension and creation of new driveway to dwelling",16-Feb-16,Planning Committee,Mylvoirrey Glen Road Ballaugh Isle Of Man IM7 5JD
Permitted,16/00587/B,"Creation of a new vehicular access, driveway and turning area to replace existing",07-Jul-16,Senior Planning Officer - North (CB),Beaconsfield Cottage Richmond Hill Douglas Isle Of Man IM4 1JG
Permitted,16/00588/B,Removal of a chimney stack,30-Jun-16,Senior Planning Officer - South (SC),4 & 5 Marathon Drive Douglas Isle Of Man IM2 4BP
Permitted,16/00610/B,"Alterations, erection of a rear extension, detached garage and creation of a vehicular access",11-Jul-16,Senior Planning Officer - South (SC),7 Park Avenue Douglas Isle Of Man IM2 5HR
Permitted,16/00611/CON,Registered Building consent for the installation of a platform lift between existing Stair Lobby and Theatre (Registered Building Nos. 185),15-Jul-16,Senior Planning Officer - South (SC),Kings Court Theatre King Williams College Castletown Isle Of Man IM9 1TP 
Permitted,16/00612/B,Erection of a two storey extension,08-Jul-16,Senior Planning Officer - South (SC),Gumtree Cottage (2 Osborne Cottages) Glen Road Laxey Isle Of Man IM4 7AJ 
Refused,16/00613/B,Installation of replacement windows to front elevation,08-Jul-16,Senior Planning Officer - South (SC),152 Woodbourne Road Douglas Isle Of Man IM2 3BD
Permitted,16/00614/B,"Variation of condition one of PA 11/00435/B, Erection of a 4 apartment block on vacant plot, with associated car parking and access, to extend period of permission",04-Aug-16,Senior Planning Officer - South (SC),Plot 34 Castlemona Avenue Douglas Isle Of Man  
Permitted,16/00615/B,"Alterations, erection of extension and creation of enlarged dormer window to dwelling (amendment to PA 15/00660/B)",19-Jul-16,Interim Director 2016,56 Ballagarey Road Glen Vine Isle Of Man IM4 4EF
Permitted,16/00616/B,Erection of a two storey side extension and widening of existing driveway and vehicular access,19-Jul-16,Interim Director 2016,64 Cronk Grianagh Estate Douglas Isle Of Man IM4 4RN
Permitted,16/01218/B,Extension to existing shed to provide storage and project preparation facilities.,05-Dec-16,Senior Planning Officer - North (CB),Thie Rosien Castletown Road Port Erin Isle Of Man IM9 6BD 
Permitted,16/01268/D,Introduction of signage,14-Dec-16,Senior Planning Officer - South (SC),20A Duke Street Douglas Isle Of Man IM1 2BB 
Permitted,16/00608/B,Alterations and creation of windows and doorways,26-Jul-16,Interim Director 2016,Corrin Memorial Home Albany Road Peel Isle Of Man IM5 1HR
Permitted,16/00609/B,Alterations to rear yard to create a vehicular access and off road parking,23-Aug-16,Interim Director 2016,Hillcliff Bay View Road Port St. Mary Isle Of Man IM9 5AP 
Permitted,16/00617/C,Temporary use of football pitches and facilities as a camp site with motorhome provision from the week prior to the TT Festival to the week after the IOM Festival of Motorcycling,18-Oct-16,Planning Committee,Castletown Metropolitan Football Club Stadium Malew Road Castletown Isle Of Man IM9 4EA
Permitted,16/00689/B,Proposed Dormers (Amendment to PA15/01058/B),05-Aug-16,Senior Planning Officer - South (SC),Tillyloss West Baldwin Isle Of Man IM4 5HE 
Permitted,16/00860/B,Creation of a rear dormer window,07-Sep-16,Senior Planning Officer - North (CB),10 Howstrake Drive Onchan Isle Of Man IM3 1BR 
Permitted,16/00861/B,Installation of replacement windows,13-Oct-16,Senior Planning Officer - South (SC),Flat 1A Market Hill Ramsey Isle Of Man IM8 1JT 
Permitted,16/00862/B,Erection of a conservatory,07-Sep-16,Senior Planning Officer - North (CB),23 Bollan Drive Glen Vine Isle Of Man IM4 4FE
Permitted,16/00863/B,Erection of a garage (amendment to PA 09/00937/B),22-Sep-16,Senior Planning Officer - North (CB),Close Chairn St Judes Road Sulby Isle Of Man IM7 2ES
Permitted,16/00917/B,Re-roofing house in slate,02-Nov-16,Senior Planning Officer - South (SC),Carla Beck 28 Devonshire Road Douglas Isle Of Man IM2 3RB
Permitted,16/01002/B,Proposed office extension over garage and installation of new windows.,01-Dec-16,Senior Planning Officer - South (SC),8 Taubman Terrace Douglas Isle Of Man IM1 5BB
Permitted,16/01037/B,Erection of ground and first floor extension to dwelling.,07-Nov-16,Senior Planning Officer - North (CB),Ballawyllin Farm Peel Road St Johns Isle Of Man IM4 3NE 
Permitted,16/01080/B,Partial conversion of tourist accommodation to provide three tourist units,27-Oct-16,Senior Planning Officer - North (CB),The Coach House Santon Motel Main Road Santon Isle Of Man IM4 1EJ
Permitted,15/00835/B,Formation of a ramp to the main entrance of proposed Public Library for disabled and pram access,06-Jul-16,Planning Committee,Pavement To Front Of  Former Top Shop Premises  Duke Street   Douglas Isle Of Man IM1 2AY 
Permitted,15/01125/B,Extension to existing car park (retrospective),04-Jan-16,Planning Committee,The Hawthorn  Main Road Greeba Isle Of Man IM4 3LF
Permitted,15/01126/B,Installation of a gas storage tank (retrospective),04-Jan-16,Planning Committee,The Hawthorn Main Road Greeba Isle Of Man IM4 3LF
Permitted,15/00167/B,"Residential development of sixty six dwellings with associated infrastructure, children's play area, landscaping and public amenity space",18-Apr-16,Interim Director 2016,"Fields 134081, 134083, 134084 & Croftbank Land Off Clifton Drive Ramsey Isle Of Man  "
Permitted,15/01174/GB,Installation of external air conditioning units (in association with 15/01175/CON),06-Jan-16,Director Delegation,Laxey Workingmens Institute 17 New Road Laxey Isle Of Man IM4 7BD
Permitted,15/01175/CON,Registered Building consent for the installation of external air conditioning units (in association with 15/01174/GB) Registered Building Nos. 227,06-Jan-16,Director Delegation,Laxey Workingmens Institute 17 New Road Laxey Isle Of Man IM4 7BD
Permitted,16/00119/B,Conversion of former Entertainment Suite to provide four apartments with storage area,14-Mar-16,Planning Committee,Former Entertainment Suite Callows Yard Malew Street Castletown Isle Of Man IM9 1DQ 
Permitted,16/00121/B,Erection of extensions to dwelling to create additional living accommodation and gym (amendments to approved PA 15/00407/B),17-Mar-16,Director Delegation,60 Groudle Road Onchan Isle Of Man IM3 2EZ 
Refused,16/00131/B,Erection of a detached triple garage with storage above,22-Jun-16,Planning Committee,Ballavilley Dhoor Ramsey Isle Of Man IM7 4ED 
Permitted,16/00134/B,Erection of an extension to side elevation of dwelling (amendment to PA 12/00696/B),09-Mar-16,Head of Development Management,Suncot Aust Corner Andreas Road Aust Ramsey Isle Of Man IM7 4EQ
Permitted,15/00427/B,Erection of a detached dwelling and improvements to existing vehicular access and parking,25-Apr-16,Planning Committee,Land Adjacent To Thie Sollysh Smeale Road Andreas Isle Of Man  
Permitted,15/00812/B,"Demolition of two existing stone barns, erection of a multi-purpose building for entertainment and leisure activates and creation of an overflow car park",02-Feb-16,Planning Committee,Ballakaighen Farm Whitebridge Road Onchan Isle Of Man IM4 6AD 
Permitted,16/00197/B,"Conversion of basement, ground floor and part of first floor into a retail shop and isolation of second and third floor flats",24-Mar-16,Senior Planning Officer - South (SC),18 Parliament Street Ramsey Isle Of Man IM8 1AP 
Permitted,16/00298/B,Alterations and extensions to dwelling,14-Apr-16,Senior Planning Officer - North (CB),Greenlands Barnell Lane Patrick  Isle Of Man IM5 3AN
Permitted,16/00299/B,Alterations and extension to dwelling,14-Apr-16,Interim Director 2016,Ballastewart Ballakilpheric Road Colby Isle Of Man IM9 4BY
Permitted,16/00301/B,Alterations and extensions to dwelling and erection of detached garage,24-May-16,Senior Planning Officer - South (SC),9 Howe Road Onchan Isle Of Man IM3 2BB
Application Withdrawn,16/00302/A,"Approval in principle for erection of an agricultural worker's dwelling and erection of a cow shed, addressing means of access",10-Nov-16,Planning Committee,"Cooper's Land Fields 534352, 534355, 534356  Mountain Road Onchan Isle Of Man  "
Permitted,16/00328/B,"Alterations, erection of an extension to replace conservatory and installation of two dormer windows to dwelling",19-May-16,Senior Planning Officer - South (SC),Talisker 23 Pinehurst Avenue Douglas Isle Of Man IM2 1PQ
Permitted,16/00329/B,Conversion and extension of three redundant barns to create a dwelling,23-Jun-16,Planning Committee,Crossags Farm Crossags Lane Ramsey Isle Of Man IM8 2TB
Permitted,16/00331/B,Erection of a rear porch to dwelling,25-May-16,Senior Planning Officer - South (SC),Woodlea Main Road Union Mills Isle Of Man IM4 4AG
Permitted,16/00333/B,Installation of replacement windows to front elevation,29-Jun-16,Senior Planning Officer - South (SC),10 Douglas Street Peel Isle Of Man IM5 1BA
Refused,16/00337/B,Conversion of existing workshop / store into a residential dwelling,03-May-16,Senior Planning Officer - North (CB),Workshop / Store Glebe Farm Main Road Kirk Michael Isle Of Man  
Permitted,15/01131/B,Alterations and erection of attached garage with living space above to approved renovation and extension of existing barn to form a dwelling,22-Jan-16,Senior Planning Officer - North (CB),The Barn Ballig Farm West Baldwin Isle Of Man IM4 5EU 
Permitted,15/01132/B,Alterations to existing patio deck area,08-Feb-16,Director Delegation,Pier House Stanley Mount East Ramsey Isle Of Man IM8 1NP
Permitted,15/01135/B,"Alterations, erection of extension and car port to dwelling and erection of boundary wall with pedestrian access",01-Mar-16,Planning Committee,Broomfield Cottage Qualtroughs Lane Ballafesson Port Erin Isle Of Man IM9 6TP
Permitted,15/01183/B,Installation of replacement windows,26-Jan-16,Senior Planning Officer - South (SC),Barnston Cottage Glen Road Laxey Isle Of Man IM4 7AJ
Permitted,16/00432/B,"Creation of a vehicular entrance, parking area and footpath",15-Jul-16,Senior Planning Officer - South (SC),Kerrowmoar Farmhouse Kerrowmoar Sulby Isle Of Man IM7 2AX 
Permitted,16/00451/B,Installation of render to dwelling,06-Jun-16,Senior Planning Officer - South (SC),38 Majestic View Onchan Isle Of Man IM3 2JN 
Permitted,16/00452/B,"Alterations, creation of a pitched roof over part of garage and installation of a replacement garage door",06-Jun-16,Senior Planning Officer - South (SC),1 Windermere Avenue Onchan Isle Of Man IM3 2DT
Permitted,16/00518/B,Alterations and erection of extension with mezzanine floor and garage to dwelling,07-Nov-16,Senior Planning Officer - North (CB),Ashley House Ashley Road Onchan Isle Of Man IM4 5BA
Permitted,16/00695/B,Installation of 3 roller shutters and internal partition,06-Sep-16,Senior Planning Officer - North (CB),Heron And Brearley Old Castletown Road Kewaigue Douglas Isle Of Man IM2 1QG
Permitted,16/00696/B,Alterations and erection of extension to dwelling,26-Jul-16,Interim Director 2016,1 Campion Way Douglas Isle Of Man IM2 7DT
Permitted,16/00775/B,"Erection of forty one sheltered apartments, ancillary features, associated parking and police office provision",01-Nov-16,Planning Committee,Willaston Police Station Site Snaefell Road Douglas Isle Of Man 
Application Withdrawn,16/00776/B,Demolition of existing dwelling and erection of two detached dwellings with integral garages and associated parking,14-Nov-16,Withdrawn,Moorhead Hillberry Road Onchan Isle Of Man IM3 3BQ 
Permitted,16/00814/B,Erection of an extension to replace existing sun lounge,20-Sep-16,Senior Planning Officer - South (SC),9 Scarlett Road Castletown Isle Of Man IM9 1NT
Permitted,16/00142/B,Creation of driveway and vehicular access,05-Aug-16,Senior Planning Officer - South (SC),Auburn House Andreas Village Isle Of Man IM7 4HH 
Permitted,16/00306/B,Change of use from office accommodation to a single dwelling,03-Jun-16,Senior Planning Officer - South (SC),Harbour Mews Off Parliament Square Castletown Isle Of Man  
Permitted,16/00307/B,Installation of two air conditioning condenser units on east elevation together with protective guard rails,26-May-16,Senior Planning Officer - North (CB),16 - 20  Port Jack Onchan Isle Of Man IM2 2JJ 
Permitted,16/00433/B,Installation of an additional window to barn conversion (amendment to approved PA 12/00922/B),25-Jul-16,Senior Planning Officer - North (CB),Glenmoar Farm Corlea Road Ballasalla Isle Of Man IM9 3BA
Permitted,16/00434/B,Erection of an extension to replace existing conservatory to dwelling,06-Jun-16,Senior Planning Officer - South (SC),Mount View Cottage St Marks Road Braaid Isle Of Man IM4 2AJ
Permitted,16/00435/B,Erection of a single storey extension to dwelling,11-Jul-16,Senior Planning Officer - South (SC),21 Ballastrooan Colby Isle Of Man IM9 4NR
Permitted,16/00436/B,Alterations and erection of a two storey extension to existing out building to provide ancillary living accommodation and alterations to existing vehicular access,18-Jul-16,Planning Committee,Glion Tramman Glen Tramman Ramsey Isle Of Man IM7 2AS 
