Planning  Applications Determined between 1/1/16 - 31/12/16,,,,,
Decision,PA Ref,PROPOSAL,Decision issued,Determining Body,Property Address
Permitted,16/00059/B,Alterations to existing retail area and creation of a second floor extension to provide a self-contained apartment,26-Feb-16,Director Delegation,Bedco 41 - 43 Bucks Road Douglas Isle Of Man IM1 3DE
Permitted,16/00670/B,Erection of detached ancillary living accommodation,27-Oct-16,Senior Planning Officer - South (SC),12 Farmhill Lane Douglas Isle Of Man IM2 2EF
Permitted,16/00671/B,Replacement of existing glazed conservatory roof with tiles,20-Jul-16,Interim Director 2016,Close Haven Ballaughton Meadows Douglas Isle Of Man IM2 1JG
Permitted,16/00672/C,Change of use of dental practice to a residential dwelling,18-Aug-16,Senior Planning Officer - South (SC),Surgery 34 Kensington Road Douglas Isle Of Man IM1 3EW
Permitted,16/00295/B,Alterations and erection of ground and first floor extensions to dwelling,24-May-16,Senior Planning Officer - South (SC),9 Bradda View Ballakillowey Colby Isle Of Man IM9 4BE
Permitted,15/01106/B,"Alterations to storage area including re-surfacing works, installation of four power and water pedestals, and  reconstruction of wall",15-Sep-16,Senior Planning Officer - South (SC),Mooragh Promenade Boat Park  Land Adjacent To North Pier And Mooragh Promenade Ramsey Isle Of Man  
Permitted,15/01352/B,Erection of three single storey dwellings (amendment to approved PA 13/00777/B),18-Jan-16,Planning Committee,Approved Plots 152 & 153 Ballakilley (Residential Development Under Construction) Church Road  Rushen  Isle Of Man 
Permitted,15/01353/B,Erection of a two storey extension to rear elevation and replacement of existing timber shed with a workshop/store building in rear garden,16-Feb-16,Director Delegation,7 The Fairway Onchan Isle Of Man IM3 2EL
Permitted,15/01138/A,"Approval in principle to demolish existing structures and erection of retaining walls and platform to support a residential dwelling and ancillary accommodation addressing siting, design, external appearance, internal layout, means of access and landscapi",20-Jan-16,Planning Committee,Traie Menagh Pool Site Traaie Meanagh Drive Port Erin Isle Of Man IM9 6LL
Permitted,16/00001/B,Erection of road-side fencing (retrospective),09-Feb-16,Senior Planning Officer - South (SC),24 Killeaba Mount Ramsey Isle Of Man IM8 2JH
Permitted,16/00501/B,"Alterations, erection of extension and conversion of existing out building to provide tourist accommodation",09-Aug-16,Senior Planning Officer - North (CB),The Croit Main Road Colby Isle Of Man IM9 4LL
Permitted,16/00502/D,Installation of both illuminated and non-illuminated signage,23-Jun-16,Interim Director 2016,Clerical Medical House Victoria Road Douglas Isle Of Man IM2 4DF 
Permitted,16/00020/B,Installation of replacement windows to front elevation,15-Feb-16,Senior Planning Officer - South (SC),Flat 1   65 Bucks Road Douglas Isle Of Man IM1 3EF
Application Withdrawn,15/01355/B,Erection of decking in rear garden (retrospective),25-Apr-16,Withdrawn,32 Hillcroft Douglas Isle Of Man IM2 7DR
Permitted,15/01357/REM,"Reserved Matters Application relating to PA 14/00053/A, for erection of a detached two storey dwelling, addressing siting, design, external appearance, internal layout and means of access",12-Jan-16,Senior Planning Officer - South (SC),Land And Stables Adjacent To Stovell Tromode Road Douglas Isle Of Man  
Permitted,16/00014/B,Removal of a chimney stack,18-Feb-16,Senior Planning Officer - South (SC),3 & 4 Roslyn Terrace Douglas Isle Of Man IM2 5DE
Permitted,16/00015/B,"Alterations, erection of an extension and improvement works to existing front and rear vehicular accesses",18-Feb-16,Senior Planning Officer - South (SC),Fairmont Coburg Road Ramsey Isle Of Man IM8 3EH
Permitted,16/00022/B,Installation of replacement windows,09-Feb-16,Senior Planning Officer - South (SC),Ballagarey Methodist Chapel St Marks Ballasalla Isle Of Man IM9 3AH 
Permitted,16/00277/B,"Alterations and extension to existing building to provide toilet, cooking facilities and coffee shop for the participants of the Venture Centre and use of plantation for leisure purposes",03-Aug-16,Department Application,Watertrough Park  Shoulder Road Foxdale Isle Of Man  
Refused,16/00334/A,Approval in principle for erection of an Eco-Tourist Lodge addressing siting and means of access,21-Jun-16,Planning Committee,Part Of Field 211190 Clenagh Road Sandygate Ramsey Isle Of Man  
Permitted,16/00336/B,Erection of a replacement conservatory roof with light weight roof tiles,25-Apr-16,Senior Planning Officer - North (CB),6 Ballaterson Crescent Peel Isle Of Man IM5 1BL
Permitted,16/00335/B,Alteration and widening of vehicular access,24-Jun-16,Senior Planning Officer - South (SC),Field 134001 Bride Road Ramsey Isle Of Man  
Permitted,16/00338/B,Re-location of WW2 air raid shelter from Cliffe Cottage to site at Daisy Field (Retrospective),25-Apr-16,Senior Planning Officer - North (CB),Field 314321  Battery Road Peel Isle Of Man  
Permitted,16/00905/B,Garden Summer House,31-Oct-16,Senior Planning Officer - South (SC),43 Cronk Avenue Onchan Isle Of Man IM3 3DE
Permitted,16/00981/D,Application for 2no. internally illuminated fascia signs,27-Oct-16,Senior Planning Officer - South (SC),Unit 24 The Village Walk Onchan Isle Of Man IM3 4EB
Permitted,16/01034/C,Additional use of a ground floor room as a physiotherapy treatment room,18-Nov-16,Senior Planning Officer - South (SC),7 Church Street Peel Isle Of Man IM5 1HN
Permitted,16/01036/B,Creation of a balcony over existing annex and installation of a roller shutter door to rear boundary wall,18-Nov-16,Senior Planning Officer - South (SC),5 Richmond Grove Douglas Isle Of Man IM1 3LA
Permitted,16/01097/B,Replacement of existing glazed conservatory roof with tiles,01-Nov-16,Senior Planning Officer - South (SC),3 Seafield Crescent Onchan Isle Of Man IM3 3BY
Permitted,16/01154/B,Erection of porch.,21-Nov-16,Interim Director 2016,11 Close Cam Port Erin Isle Of Man IM9 6NB
Permitted,16/01196/B,Installation of a flue,05-Dec-16,Senior Planning Officer - South (SC),12 Governors Hill Douglas Isle Of Man IM2 7AW
Permitted,16/00339/B,Erection of a porch extension,24-May-16,Senior Planning Officer - South (SC),Kerrowmoar Jurby Road Ramsey Isle Of Man IM8 3NZ
Permitted,16/00699/B,Erection of an extension,15-Aug-16,Senior Planning Officer - South (SC),Harwood Summerhill Douglas Isle Of Man IM2 6BH
Permitted,16/00756/CON,Registered building consent for the installation of a wood burning stove to the ground floor sitting room and installation of a flue and cowl to the chimney of RB No 184 (retrospective),23-Aug-16,Interim Director 2016,Church Cottage St Marks Ballasalla Isle Of Man IM9 3AH 
Permitted,16/00854/B,Blocking up of a rear doorway (retrospective),07-Sep-16,Senior Planning Officer - North (CB),41 King Orry Road Glen Vine Isle Of Man IM4 4FL 
Refused,16/00855/B,Alterations and erection of an attached garage and front porch to dwelling,20-Oct-16,Planning Committee,11 Thomas Keig Road Reayrt Y Sheear Douglas Isle Of Man IM2 6PL 
Permitted,16/00856/B,Creation of an additional window,07-Sep-16,Senior Planning Officer - North (CB),Apartment 16 Majestic Apartments King Edward Road Onchan Isle Of Man IM3 2BD 
Permitted,16/00857/B,Erection of a detached dwelling with garage,07-Nov-16,Senior Planning Officer - South (SC),Plot 3 - Field 614664 Ballaragh Road Laxey Isle Of Man IM4 7PH 
Permitted,16/00858/B,Creation of two additional windows,07-Sep-16,Senior Planning Officer - North (CB),St James's Chambers Corner St George's Street And Athol Street Douglas Isle Of Man 
Permitted,16/00959/C,Temporary change of use of ground floor to office use for the scanning of documents,13-Oct-16,Senior Planning Officer - North (CB),Douglas Post Office Regent Street Douglas Isle Of Man IM1 2EA 
Permitted,16/00961/B,Erection of an attached car port and widening of existing driveway and vehicular access,04-Nov-16,Senior Planning Officer - South (SC),30 Majestic Close Onchan Isle Of Man IM3 2JH
Permitted,16/01254/B,Erection of two summerhouses,15-Dec-16,Senior Planning Officer - North (CB),Awinside Surby Road Surby Port Erin Isle Of Man IM9 6TB
Permitted,16/00962/B,Installation of replacement shop front (retrospective),07-Oct-16,Interim Director 2016,23 Parliament Street Ramsey Isle Of Man IM8 1AS
Permitted,16/01006/B,Demolition of existing wall and construction of new ring beam and decking area.,13-Oct-16,Senior Planning Officer - North (CB),Cliff Cottage Bay View Road Port St. Mary Isle Of Man IM9 5AW
Permitted,16/01051/B,Alterations and additions.,01-Nov-16,Senior Planning Officer - South (SC),5 Milner Park Port Erin Isle Of Man IM9 6DH 
Permitted,16/01108/B,Creation of a temporary storage compound (retrospective),15-Nov-16,Planning Committee,Former Site Of 60 & 62 Snaefell Road Willaston Douglas Isle Of Man 
Permitted,16/01109/B,Erection of an extension and decking to dwelling,25-Nov-16,Senior Planning Officer - South (SC),8 Douglas Road Peel Isle Of Man IM5 1JW
Permitted,16/01111/B,Erection of an agricultural building,09-Nov-16,Senior Planning Officer - South (SC),Field 134313 Adjacent To Kerrowmooar Croft Kerrowmooar Sulby Isle Of Man  
Permitted,16/01164/B,Creation of sunroom extension to rear elevation of existing dwelling.,09-Dec-16,Senior Planning Officer - South (SC),Plot 2 Of Approved Residential Development 18 Rockmount Road Peel Isle Of Man IM5 1QN 
Permitted,16/01190/B,"Alterations, installation of dormer windows and erection of extensions. Creation of vehicular access and driveway, and extension of residential curtilage.",24-Nov-16,Senior Planning Officer - North (CB),Balnahow Farm Balnahowe Santon Isle Of Man IM4 1HN 
Permitted,16/00179/B,Conversion of existing dwelling into two apartments,29-Mar-16,Planning Committee,Myrtle Cottage Dwelling Adjacent To Andreas Stores  Andreas Village Isle Of Man IM7 4HE 
Permitted,16/00183/B,Erection of a first floor extension  above existing garage to provide additional living accommodation,13-Apr-16,Senior Planning Officer - South (SC),12 Faaie-Ny-Cabbal Kirk Michael Isle Of Man IM6 2HW
Permitted,16/00180/C,Additional use of dwelling as child-minders (retrospective),13-Apr-16,Senior Planning Officer - South (SC),Lewins Cottage Glen Road Laxey Isle Of Man IM4 7AB
Permitted,16/01100/B,Conversion of building into 3 self contained apartments.,09-Nov-16,Senior Planning Officer - North (CB),12 Market Street Peel Isle Of Man IM5 1AD
Permitted,14/01341/A,Approval in principle for erection of an agricultural worker's dwelling,18-Feb-16,Planning Committee,Field No 134146 Magher Grianagh St Judes Road Sulby Isle Of Man IM7 2ES 
Permitted,16/01044/C,Change of use for the attic from residential to tourist accomodation.,01-Nov-16,Senior Planning Officer - South (SC),Shore Hotel Shore Road Bay Ny Carrickey Port St. Mary Isle Of Man IM9 5LZ
Refused,15/00602/B,Landscaping works involving a three metre high berm along golf course edge adjacent to Hotel and former swimming pool and a three to five metre high berm on opposite side of fairway,01-Mar-16,Planning Committee,18th Green And Fairway Castletown Golf Links Fort Island Castletown Isle Of Man IM9 1UA 
Refused,15/01144/B,Erection of fencing (retrospective),22-Jun-16,Planning Committee,Rhianfa Ballafayle Ramsey Isle Of Man IM7 1ED 
Permitted,15/01381/B,Erection of extensions to provide additional bedrooms,19-Jan-16,Senior Planning Officer - North (CB),Holiday Cottages Ballafreer Farm Ballafreer Farm Lane Union Mills Isle Of Man  
Permitted,15/01386/B,Alterations and erection of a replacement detached garage,14-Mar-16,Head of Development Management,Stroanville House Fairy Cottage Laxey Isle Of Man IM4 7BR 
Permitted,15/01387/B,Conversion of tearooms to create two dwellings and siting of a gas storage tank,22-Feb-16,Head of Development Management,Glen Moar Tearooms Glen Helen Road Laurel Bank St Johns Isle Of Man IM4 3NN 
Permitted,15/01388/B,Conversion of a two storey workshop building to provide a first floor apartment and ground floor garage,18-Feb-16,Senior Planning Officer - South (SC),Workshop Rear Of 2 Victoria Road Port St. Mary Isle Of Man IM9 5AF 
Permitted,15/01397/GB,"Alterations, installation of replacement windows and doors and new roof light to dwelling (in association with 15/01398/CON)",26-Feb-16,Head of Development Management,Beach Cottage Ballure Road Ramsey Isle Of Man IM8 1NB
Permitted,16/00088/B,Replacement of existing glazed conservatory roof with light weight roof tiles,03-Mar-16,Director Delegation,Thie Cassan Yack Jacks Lane Port E Vullen Ramsey Isle Of Man IM7 1AW
Application Withdrawn,15/00979/A,Approval in principle for erection of three dwellings determining means of access,21-Oct-16,Withdrawn,Land Adjacent To Ramsey Golf Club Car Park  Brookfield Avenue Ramsey Isle Of Man IM8 2AH
Application Withdrawn,15/00981/B,Amalgamation of the Beehive and Shelleigh Nursery units to operate as a single Kindergarten,11-Apr-16,Withdrawn,Beehive Kindergarten Hillberry Road Onchan Isle Of Man IM3 3JP
Permitted,15/01273/B,Erection of extension to provide ancillary living accommodation (comprising amendments to PA 07/00658/B) plus installation of two windows and one roof light to existing dwelling,04-Jan-16,Planning Committee,Upper Lhergydhoo Farm  Staarvey Road Peel Isle Of Man IM5 2AJ 
Permitted,15/01335/B,Installation of replacement roof tiles to dwelling,15-Jan-16,Senior Planning Officer - South (SC),Greeba Tennis Road Douglas Isle Of Man IM2 3LX
Permitted,16/00092/B,"Replacement of disused shop front window and door with a window, removal of an external ramp and erection of a boundary wall",17-Mar-16,Director Delegation,Digby House Glen Road Laxey Isle Of Man IM4 7AF
Permitted,16/00448/D,Installation of illuminated signage,08-Jul-16,Senior Planning Officer - North (CB),13 Shore Road Peel Isle Of Man IM5 1AH
Permitted,16/00449/B," Alterations, installation of new shop front and creation of outdoor seating area for eating and drinking",08-Jul-16,Senior Planning Officer - North (CB),13 Shore Road Peel Isle Of Man IM5 1AH
Permitted,16/00450/B,Installation of a flue to side elevation of dwelling,06-Jun-16,Senior Planning Officer - South (SC),2 Knock Rushen Scarlett Road Castletown Isle Of Man IM9 1TQ 
Permitted,16/00491/B,Erection of a building to provide toilet facilities and removal of one tree,17-Jun-16,Senior Planning Officer - South (SC),Site Adjacent To Laxey Wheel Wheel Hill Laxey Isle Of Man  
Permitted,16/00492/B,Erection of a replacement summerhouse,11-Aug-16,Senior Planning Officer - South (SC),8 The Willows Ballasalla Isle Of Man IM9 2EW
Permitted,16/00556/B,Erection of a detached dwelling and demolition of an existing bungalow,09-Aug-16,Planning Committee,Bungalow At Vaaish Mooar Staarvey Road Peel Isle Of Man  
