Planning Application No,Proposal,Property Address,Decision,Date decision issued
18/00245/B,Alterations and erection of an extension and installation of flue,23 St Runius Way Glen Vine Isle Of Man IM4 4FH,PER,25-Jul-18
18/00246/C,Change of use of existing garden shed to provide a beauty treatment parlour,6 Robert Cubbon Close Reayrt Y Sheear Douglas Isle Of Man IM2 6PT ,PER,25-Jun-18
18/00247/B,Replacement of cow shed / dairy roof slate with steel sheeting,Ballaclague Farm Ballagawne Road Ballabeg Castletown Isle Of Man IM9 4PD,PER,03-May-18
18/00248/A,Approval in principle for the erection of a detached dwelling,Field 321328 Ballafreer Farm Ballafreer Lane Union Mills Isle Of Man  ,REF,01-Jun-18
18/00249/B,Conversion of property from a nursery to a residential dwelling,96 Woodbourne Road Douglas Isle Of Man  ,PER,14-Jun-18
18/00250/LAW,Application for certificate of Lawful Development for the creation of decking,Yn Rheash Corlea Road Ballasalla Isle Of Man IM9 3BA,CLAWA,27-Apr-18
18/00251/B,Erection of detached garage,5 Ridgeway Road Onchan Isle Of Man IM3 1HT,PER,15-Jun-18
18/00252/B,Alterations and extension including construction of garden room and widening of existing vehicular access,9 Ballachrink Colby Isle Of Man IM9 4PB,PER,25-May-18
18/00254/B,Erection of livestock housing shed,Ballachristory Farm Jurby East Road Jurby Isle Of Man IM7 3HD ,PER,14-Jun-18
18/00255/B,"Erection of rear extension, front porch and associated alterations",107 Wybourn View Onchan Isle Of Man IM3 4AZ,PER,25-May-18
18/00256/B,Alterations and additions to property including removal of existing rear extensions and replacement with two storey extension,Arua Glen Auldyn Ramsey Isle Of Man IM7 2AE ,PER,25-May-18
18/00259/C,Additional use of residential property as self catering tourist accommodation,Church Farmhouse Great Meadow Castletown Isle Of Man IM9 4EB ,PER,30-Apr-18
18/00260/B,"Alterations, erection of a front porch and a rear extension to replace existing conservatory",The Rise 5 Groudle Road Onchan Isle Of Man IM3 2EJ,PER,15-Jun-18
18/00261/B,Alterations and erection of a first floor extension,Bullington Alexander Drive Douglas Isle Of Man IM2 3QX,PER,14-Jun-18
18/00262/B,Alterations and erection of first floor extension,Hillview Kiondroghead Road Andreas Isle Of Man  ,REF,15-Jun-18
18/00263/B,Alterations and erection of extension,5 Endfield Avenue Port St. Mary Isle Of Man IM9 5EW,PER,30-Apr-18
18/00264/B,Alterations and erection of a two storey extension,Kitsilano South Cape Laxey Isle Of Man IM4 7HX ,PER,06-Jul-18
18/00265/B,Installation of replacement shop windows and doors,Marina House Bay View Road Port St. Mary Isle Of Man IM9 5AQ ,PER,15-May-18
18/00266/B,Conversion of former guest house to create a residential dwelling,Waverley Spaldrick Port Erin Isle Of Man IM9 6PD ,PER,30-Apr-18
18/00267/B,"Erection of a conservatory above existing garage, and creation of opening and juliette balcony from new first floor living accommodation",Honey Hey Highfield Drive Baldrine Isle Of Man IM4 6EE,REF,15-Jun-18
18/00270/B,Installation of air conditioning units and erection of fencing (retrospective),Depot Shepards Lodge Leigh Terrace Castletown Road Douglas Isle Of Man IM1 5AL ,PER,18-Jul-18
18/00271/D,Installation of signage on building (retrospective),Depot South Quay Douglas Isle Of Man IM1 5AL ,PER,17-Jul-18
18/00272/B,Alterations and creation of doorway and windows to rear elevation,Craig Veg Fistard Port St. Mary Isle Of Man IM9 5PQ ,PER,02-May-18
18/00274/B,Erection of detached cattle shed,Bishopscourt Farm And Part Field 224737 Bishopscourt Kirk Michael Isle Of Man IM6 2EY ,PER,28-Jun-18
18/00275/B,Erection of 3 space detached garage,Cobblers Goose Switchback Road Knocksharry Peel Isle Of Man IM5 2AG,PER,25-May-18
18/00276/REM,Reserved matters application for the erection of a dwelling on part of Rotherwood site,The Keep Belmont Road Douglas Isle Of Man IM1 4NR ,PER,25-Jul-18
18/00277/B,Erection of decking in front garden (retrospective),11 Somerset Road Douglas Isle Of Man IM2 5AD,PER,21-Jun-18
18/00278/LAW,Application for certificate of Lawful Development for the installation of roof windows,11 Somerset Road Douglas Isle Of Man IM2 5AD,CLAWA,24-May-18
18/00279/B,Erection of a replacement dwelling,Thornfield Clay Head Road Baldrine Isle Of Man IM4 6DL ,PER,03-Sep-18
18/00280/B,Alterations to staff parking area,Car Park Scoill Vallajeelt Meadow Crescent Douglas Isle Of Man  ,PER,01-Jun-18
18/00281/D,Installation of illuminated signage,Showroom Motor Mall Eden Business Park Douglas Isle Of Man IM4 2AZ ,PER,15-Jun-18
18/00282/B,"Re-roofing to house numbers 12A-52, and removal of chimney stacks to house numbers 20-32 and 42-45",12A - 52 Station Park Colby Isle Of Man IM9 4NJ,PER,02-May-18
18/00285/B,"Change of use of land to the rear of property and the erection of retaining walls, fences and access steps",Highcroft Station Road St Johns Isle Of Man IM4 3AH,PER,26-Oct-18
18/00286/B,Creation of a sub basement structure to act as hard standing for off street parking,Vacant Plot Adjacent To Sea Peep Cottage Spring Gardens Douglas Isle Of Man  ,PER,28-Jun-18
18/00287/B,Installation of replacement roof tiles,Thie Bun-Ry-Skyn 5 St Olaves Close Ramsey Isle Of Man IM8 3HA ,PER,21-Jun-18
18/00288/B,"Replacement of patio door with window on front elevation, increase in size of two rear windows, and replacement of garage side window with door",23 Ballacriy Park Colby Isle Of Man IM9 4LT,PER,30-May-18
18/00289/B,Alterations and erection of extension,Cottimans Port E Vullen Ramsey Isle Of Man IM7 1AP ,PER,01-Jun-18
18/00290/B,Alterations and erection of extensions,41 Briarfield Avenue Onchan Isle Of Man IM3 3JH,PER,15-Jun-18
18/00291/B,"Replacement windows, front door and roof slates",3 Alexander Drive Douglas Isle Of Man IM2 3QD,PER,13-Aug-18
18/00292/B,Alterations and erection of rear ground floor extension and first floor extension above garage,Howstrake Lodge 14 Groudle Road Onchan Isle Of Man IM3 2EJ ,PER,28-Jun-18
18/00293/B,Replacement of existing tiled roof with slate roof,Sherragh Vane Ard Wooilley Colby Isle Of Man IM9 4LP,PER,02-May-18
18/00295/B,Demolition of conservatory and erection of single storey extension,Thie-Ny-Chibbyr Eairy Isle Of Man IM4 3HU ,PER,02-May-18
18/00296/B,Installation of additional windows to east elevation of gym,Mount Murray Hotel Ballacutchel Road Mount Murray Douglas Isle Of Man IM4 2HT ,PER,02-May-18
18/00297/B,Erection of extension to existing garage,31 Greeba Avenue Glen Vine Isle Of Man IM4 4EE ,PER,15-Jun-18
18/00298/B,Installation of replacement windows to roadside elevation,Seaward Bridge Street Castletown Isle Of Man IM9 1AX,PER,27-Jul-18
18/00299/B,Increase in size of existing window to match adjacent window,Brambles Patrick Village Isle Of Man IM5 3AH ,PER,15-Jun-18
18/00300/B,"Alterations including construction of dormer on rear elevation, widening of existing vehicular access and creation of new vehicular access",Mulroy Beach Road Port St. Mary Isle Of Man IM9 5NG,PER,17-Oct-18
18/00301/B,Erection of sunroom to rear elevation,4 Fuchsia Lane Reayrt Ny Keylley Peel Isle Of Man IM5 1GJ ,PER,15-Jun-18
18/00302/B,Replacement of existing conservatory roof with tiled roof,2 Fuchsia Close Reayrt Ny Keylley Peel Isle Of Man IM5 1GL ,PER,15-Jun-18
18/00303/B,Installation of a structure over existing cattle feeding yard area,Ballamoar Farm Patrick Road Patrick Village Isle Of Man IM5 3AW,PER,03-May-18
18/00304/B,Replacement of existing glazed conservatory roof with tiles,2 Cardle Cottages Corony Ramsey Isle Of Man IM7 1ES ,PER,01-Jun-18
18/00307/C,Additional use of retail area for tourist accommodation within Dalby Community Hub,St James Chapelry Niarbyl Road Dalby Isle Of Man IM5 3BR,PER,15-Jun-18
18/00308/B,Additional use of side extension as self-catering tourist accommodation,Lower Rowany House Close Famman Port Erin Isle Of Man IM9 6BJ,PER,18-May-18
18/00309/B,"Works to bridge including demolition of existing bridge deck and timber arches, alterations to existing abutments, construction of new bridge deck, and erection of temporary road bridge in boat park",Bridge Mill Road Peel Isle Of Man  ,PER,15-Jun-18
18/00310/GB,"General remedial works including replacement of flat roof coverings, repair of render, external metal, timber, works to council chamber sash windows (in connection with registered building application 18/00311/CON).",Town Hall Ridgeway Street Douglas Isle Of Man IM1 1EP,PER,10-Sep-18
18/00311/CON,"Registered Building Consent for general remedial works including replacement of flat roof coverings, repair of render, external metal, timber, works to council chamber sash windows (in connection with registered building application 18/00310/GB).",Town Hall Ridgeway Street Douglas Isle Of Man IM1 1EP,PER,10-Sep-18
18/00312/A,Approval in principle for the demolition of existing bungalow and erection of two dormer bungalows,Cronk Reayrt Main Road Crosby Isle Of Man IM4 2DQ,PER,03-Jul-18
18/00313/C,Additional use of property as self-catering tourist accommodation,2 Holmes Court Rowany Drive Port Erin Isle Of Man IM9 6LW,PER,19-Jun-18
18/00314/B,Erection of larger conservatory with a guardian warm roof to replace existing conservatory at rear of property,Cair Vie Belle Vue Peel Isle Of Man IM5 1UH,PER,19-Jun-18
18/00315/B,Installation of air source heat pump in grounds of community centre,Community Centre Patrick Corner Patrick Village Isle Of Man IM5 3AL ,PER,03-May-18
18/00316/B,Creation of new access on to Woodbourne Road with associated parking/turning,96 Woodbourne Road Douglas Isle Of Man  ,PER,28-Jun-18
18/00317/B,Erection of raised decking area to rear of property (retrospective),7 Close Y Locker Union Mills Isle Of Man IM4 4LX,PER,02-Aug-18
18/00318/D,Installation of illuminated signage,Cycle 360 Isle Of Man Business Park Douglas Isle Of Man  ,PER,19-Jun-18
18/00319/B,Single storey extension to rear of dwelling,6 Larivane Meadows Andreas Isle Of Man IM7 4JD ,PER,19-Jun-18
18/00320/B,"Replacement of existing conservatory roof with Tapco Slate roof, including creation of hip to roof",The Lhag Rocky Road Bradda East Port Erin Isle Of Man IM9 6QE,PER,18-May-18
18/00321/B,Construction of private riding mange/arena including minor adjustment to site levels,Lower Glentramman Farm Garey Road Garey Ramsey Isle Of Man IM7 2AP ,PER,25-Jul-18
18/00322/B,"Erection of two storey building incorporating workshop and guest accommodation with associated parking, all ancillary to existing property",18 Ballastrooan Colby Isle Of Man IM9 4NR,PER,18-May-18
18/00323/C,Use of premises as either offices or retail,Ground Floor Shop   10 Malew Street Castletown Isle Of Man IM9 1AB,PER,01-Jun-18
18/00324/B,"Alterations to property including replacement of existing conservatory with sun room, new window opening to rear elevation of garage and replacement roof tiles.",1 Pinehurst Avenue Douglas Isle Of Man IM2 1PQ,PER,18-May-18
18/00325/B,Alterations and erection of extension and porch,14 Claughbane Avenue Ramsey Isle Of Man IM8 2BF,PER,19-Jun-18
18/00326/B,Alterations to create additional accommodation at first floor level including repositioning of front door and installation of dormer to south elevation,16 Claughbane Avenue Ramsey Isle Of Man IM8 2BF ,REF,19-Jun-18
18/00327/B,Alterations and single storey extension to create additional living accommodation,Upper Billown Farm Grenaby Road Ballasalla Isle Of Man IM9 3DP,PER,18-May-18
18/00328/B,Erection of a cycle shelter,Manx Utilities Authority Ballacottier Headquarters Isle Of Man Business Park Douglas Isle Of Man IM2 2QZ ,PER,19-Jun-18
18/00330/B,"Replacement of concrete tiled main roof with slate roof, and existing garage felt flat roof with fibreglass roof",Windmill Farm Cottage Maughold Isle Of Man IM7 1AT ,PER,28-Jun-18
18/00332/B,Erection of a rear extension,14 Devonshire Crescent Douglas Isle Of Man IM2 3RD,PER,22-May-18
18/00333/C,Additional use of existing annex at rear of main house as self-catering tourist accommodation,Glen Helen House Glen Helen Road Ballig St Johns Isle Of Man IM4 3NH ,PER,19-Jun-18
18/00334/B,Erection of two storey extensions for the provision of en suite facilities,Elder Grange Nursing Home Fuchsia Lane Douglas Isle Of Man IM2 7EB,PER,18-May-18
18/00335/B,Replacement of timber windows to front elevation with white UPVC windows,10 Grosvenor Road Douglas Isle Of Man IM1 3EN,PER,23-Oct-18
18/00336/B,Erection of an extension to replace existing conservatory and extension of driveway,7 St Marys Glebe Port St. Mary Isle Of Man IM9 5PF,PER,19-Jun-18
18/00337/B,Creation of a patio area with associated steps and infilling of existing bank along southern and south eastern boundaries,68 King Edward Road Onchan Isle Of Man IM3 2AT ,PER,12-Jul-18
18/00338/C,Use of agricultural building as dog day care and training facility (retrospective),The Barn Strenaby Farm Abbeylands Isle Of Man  ,REF,05-Sep-18
18/00340/B,"Erection of extension with balcony over, window and door alterations and driveway extension",82 King Edward Road Onchan Isle Of Man IM3 2AU,PER,19-Jun-18
18/00341/B,Creation of a window to rear elevation,Ballanagilly Stoney Road Douglas Isle Of Man IM2 5AL,PER,18-May-18
18/00344/B,Replacement of existing conservatory roof with pitched concrete tiled roof,13 Stonecrop Grove Douglas Isle Of Man IM2 7DX,PER,06-Jul-18
18/00345/B,Alterations and erection of ground floor and first floor extension,6 Norwood Drive Douglas Isle Of Man IM2 5HJ,PER,27-Jun-18
18/00346/LAW,Application for certificate of Lawful Development for the erection of a conservatory,24 Woodlea Villas  Main Road Crosby Isle Of Man IM4 4BJ ,CLAWA,21-Jun-18
18/00347/B,Replacement of existing gable window with a larger window,Ballageil Station Road Ballaugh Isle Of Man IM7 5AB,PER,06-Jul-18
18/00349/B,"Alterations, erection of a rear extension and installation of two dormer windows to front elevation",30 Groudle View Onchan Isle Of Man IM3 2EY,PER,27-Jun-18
18/00351/B,"Alterations, installation of rear dormer window and three roof lights",71 Slieau Curn Park Kirk Michael Isle Of Man IM6 1EW ,PER,28-Jun-18
18/00352/B,Replacement of existing glazed conservatory roof with tiles,15 All Saints Park Lonan Isle Of Man IM4 7LA ,PER,18-May-18
18/00353/B,Replacement of existing glazed conservatory roof with tiles,43 Friary Park Road Ballabeg Castletown Isle Of Man IM9 4EN,PER,18-May-18
18/00354/B,Replacement of existing glazed conservatory roof with tiles,Harcroft Old Laxey Hill Laxey Isle Of Man IM4 7BT,PER,27-Jun-18
18/00355/B,Installation of flue from multi fuel stove at rear of property,9 Quarry Lane Peel Isle Of Man IM5 1QQ ,PER,21-Jun-18
18/00356/C,Additional use of residential property as self-catering tourist accommodation,Maple Leaf Gardens 10 Peveril Terrace Douglas Isle Of Man IM1 1BS ,PER,22-May-18
18/00359/B,Erection of a two storey extension,Moaney Moar Little London Road Cronk Y Voddy Kirk Michael Isle Of Man IM6 1BA ,PER,29-Jun-18
18/00360/B,Installation of replacement roof tiles,36 Birch Hill Close Onchan Isle Of Man IM3 3DH,PER,06-Jul-18
18/00361/B,Replacement of existing garden shed in rear garden with detached garage accessed from rear lane,24 Baldrine Park Baldrine Isle Of Man IM4 6DD,PER,06-Jul-18
18/00362/B,"Extension to existing garage including new drive, turning bay and creation of additional vehicular access",The Croft Lheaney Road Ramsey Isle Of Man IM8 2JF,PER,29-Jun-18
18/00363/D,Erection of advertising hoarding on northern platform recreating historical station feature,Platform Castletown Station Victoria Road Castletown Isle Of Man  ,PER,29-Jun-18
18/00364/B,Erection of a rear extension,20 Slieau Curn Park Kirk Michael Isle Of Man IM6 1EH,PER,29-Jun-18
18/00365/B,Alterations and erection of extension to replace attached garage,Heather Bank Dalby Isle Of Man IM5 3BP ,PER,29-Jun-18
18/00367/B,"Alterations including replacement of windows with patio doors, raised patio area and cladding of property",2 Fairway Drive Port Erin Isle Of Man IM9 6LR,PER,01-Jun-18
18/00370/B,"Alterations, erection of rear extension, replacement of garage door with windows, installation of rear replacement dormer windows and creation of a second vehicular access and driveway",34 Thorny Road Douglas Isle Of Man IM2 5EG,PER,13-Jun-18
18/00371/B,Replacement of conservatory roof with guardian warm roof system,35 Larivane Meadows Andreas Isle Of Man IM7 4JF,PER,09-Jul-18
18/00372/B,Erection of a rear extension,29 Ard Reayrt Laxey Isle Of Man IM4 7QN ,PER,22-May-18
18/00373/B,Alterations to existing rear door and window to install bi folding doors,3 Eleanora Gardens Douglas Isle Of Man IM2 3NR,PER,18-May-18
18/00374/B,Replacement of existing conservatory roof with guardian tiled roof,1A Little Meddow Andreas Isle Of Man IM7 4HY,PER,09-Jul-18
18/00375/B,Erection of a workshop and store,Greenhill Jurby Road Andreas Isle Of Man IM7 2EJ ,PER,23-Aug-18
18/00377/B,Erection of black flue from multi-fuel stove,9 Hollydene Avenue Onchan Isle Of Man IM3 3HB,PER,29-Jun-18
18/00378/C,Additional use of residential dwelling as tourist living accommodation,2 Glen View Glen Road Ballaugh Isle Of Man IM7 5JG,PER,29-Jun-18
18/00379/B,"Erection of a building to provide four units for storage (Class 6), industrial, light industrial (Class 5) use with associated parking and access",Site Adjacent To Bodystat Ltd (BallaKaap) Ballafletcher Road Cronkbourne Douglas Isle Of Man  ,PER,06-Dec-18
18/00380/B,Replacement of existing front door with composite PVC door,Thie Gennal Main Road Kirk Michael Isle Of Man IM6 2HG,PER,25-Jul-18
18/00382/B,Enlargement of existing bowling green club house,Clubhouse Malew Street Castletown Isle Of Man IM9 1AF,PER,25-May-18
18/00383/B,Erection of a rear extension (amendment to PA 17/00455/B),3 Ballachrink Colby Isle Of Man IM9 4PB,PER,25-May-18
18/00384/B,Replacement of conservatory roof with tiled roof,61 Howe Road Onchan Isle Of Man IM3 2AY,PER,09-Jul-18
18/00387/B,"Alterations, erection of first floor extension to provide additional living accommodation and creation of a first floor terrace",Vellikas 6 Bowring Road Ramsey Isle Of Man IM8 2LQ ,PER,19-Jul-18
18/00388/B,Erection of an industrial building with associated parking to replace existing industrial building,Site Hut O (Unit F4) Harcourt Drive Balthane Industrial Estate Ballasalla Isle Of Man IM9 2AH ,PER,25-May-18
18/00389/B,"Alterations, replacement of garage door with a window and installation of roof lights, additional window to East elevation, dormer window and flue",Mountain View Beaumont Road Ramsey Isle Of Man IM8 2HW ,PER,14-Jun-18
18/00390/B,Erection of an extension to rear elevation,19 Seaview Road Onchan Isle Of Man IM3 4AQ,PER,01-Jun-18
18/00391/B,"Alterations, erection of extension, installation of entrance canopies, bay windows, replacement windows, roof lights and render",Riverside House Crossag Road Ballasalla Isle Of Man IM9 3EE,PER,10-Jul-18
18/00392/B,Installation of roof and enclosure adjacent to garage,Old Ballachrink Farm Breeze Hill Laxey Isle Of Man IM4 7DL ,PER,01-Jun-18
18/00393/B,Single storey extension to rear of property,Cambusmore 30 Greeba Drive Onchan Isle Of Man IM3 1EW,PER,19-Jul-18
18/00394/B,"Alterations and extensions including installation of dormers at first floor level, raising of roof, extension to rear and erection of enlarged garage",6 Willow Close Onchan Isle Of Man IM3 3HA,REF,14-Jun-18
18/00395/B,Replacement of existing outbuilding with larger single storey rear extension (retrospective),40 Bowring Road Ramsey Isle Of Man IM8 3EJ,PER,01-Jun-18
18/00396/B,Replacement of doors with composite doors,17 Bridge Street Peel Isle Of Man IM5 1NF,PER,20-Jul-18
18/00397/B,Installation of replacement front and rear doors and rear windows,18 Hawarden Avenue Douglas Isle Of Man IM1 4BS,PER,28-Sep-18
18/00399/B,Demolition of existing dwelling and construction of replacement dwelling with integral garaging (amendments to PA 17/01014/B),1 Perwick Road Port St. Mary Isle Of Man IM9 5PA,PER,25-May-18
18/00400/B,Removal of chimney stack and construction of two pitched roof dormers,4 Eskdale Road Onchan Isle Of Man IM3 2AL,PER,19-Jun-18
18/00401/B,Erection of two storey extension to rear and also at first floor level over existing garage (amendment to PA 17/01050/B),11 Ennerdale Avenue Onchan Isle Of Man IM3 2EU ,PER,19-Jun-18
18/00402/B,External cladding of property,Milner Mount Bradda West Road Spaldrick Port Erin Isle Of Man IM9 6PN,PER,29-Jun-18
18/00403/B,Removal of chimney stack and installation of dormer windows to front and rear elevations (amendments to PA 15/01199/B),Rainbows End Beaumont Road Ramsey Isle Of Man IM8 2HN ,REF,21-Jun-18
18/00404/B,Creation of an additional window to north gable,10 Gib Lane Peel Isle Of Man IM5 1PD,PER,13-Jun-18
18/00405/B,Erection of extension to provide additional living accommodation and inclusion of the adjacent wooded area to the east of the site within the residential curtilage of the property,Ramillies Clay Head Road Baldrine Isle Of Man IM4 6DN,PER,28-Sep-18
18/00408/D,Installation of signage,Units 3  & 4 87 Parliament Street Ramsey Isle Of Man IM8 1AQ,PER,13-Sep-18
18/00409/C,Additional use of residential property as tourist living accommodation,Stumbleholme Mill Road Peel Isle Of Man IM5 1TA ,PER,25-May-18
18/00410/B,Erection of detached bungalow,Plot 1 Westhill Village Jurby Road Ramsey Isle Of Man  ,PER,21-Jun-18
18/00411/B,Alterations and erection of two storey extension to rear elevation,121 Fairways Drive Mount Murray Douglas Isle Of Man IM4 2JB,PER,06-Jul-18
18/00412/C,"Change of use of part of Children's Centre (90-94 inclusive) from nursery with administrative offices, ancillary facilities and parking to offices (class 4) with ancillary facilities and parking",92 - 96 Woodbourne Road Douglas Isle Of Man IM2 3AS ,PER,14-Sep-18
18/00413/B,Replacement of existing garage with single storey extension to side of property,Tirianda 76 Beech Grove Ballasalla Isle Of Man IM9 2DX ,PER,19-Jul-18
18/00414/B,"Alterations and extensions including ground floor extension with roof terrace over, and installation of dormers to north and south elevations",Loughside House Nassau Road Dogmills Ramsey Isle Of Man IM7 4AQ,PER,14-Jun-18
18/00415/B,Installation of play equipment and associated safety surface,Kewaigue School Kewaigue Douglas Isle Of Man IM2 1QH ,PER,27-Jun-18
18/00416/B,Erection of a metal garden shed for use of the Horticultural students,University College Isle Of Man Homefield Road Douglas Isle Of Man IM2 6RB ,PER,13-Jun-18
18/00417/B,Erection of conservatory to rear of property,56 Lakeside Road Douglas Isle Of Man IM2 7BA,PER,21-Jun-18
18/00419/B,Installation of black flue from multi-fuel fire on south-east elevation,10 Fleshwick Close Port St Mary Isle Of Man IM9 5NS ,PER,29-Jun-18
18/00420/B,"Alterations, erection of 2 no. two storey extensions and amendments to car park and delivery access",Kings Reach Care Home Alkest Way Ramsey Isle Of Man IM8 3NX,PER,21-Jun-18
18/00421/B,"Installation of replacement paving, street lighting and street furniture",Site Of Regeneration Works Duke Street Douglas Isle Of Man  ,PER,27-Jul-18
18/00422/B,"Refurbishment of building exterior including replacement windows, doors, rainwater goods and new entrance porches",14-16 Tennis Road Douglas Isle Of Man IM2 3LN ,PER,13-Jun-18
18/00423/B,"Alterations, erection of an extension and installation of decking",8 Ballaglonney Close Crosby Isle Of Man IM4 2DH,PER,03-Jul-18
18/00424/B,"Construction of double garage and parking bay, and conversion of single garage to home study/office",Milner Mount Bradda West Road Spaldrick Port Erin Isle Of Man IM9 6PN,PER,14-Jun-18
18/00425/B,Widening of existing vehicular access and driveway,37 Claughbane Drive Ramsey Isle Of Man IM8 2BH,PER,13-Jun-18
18/00426/B,Replacement of existing timber casement windows with double glazed upvc windows to match existing,Windways St Georges Crescent Port Erin Isle Of Man IM9 6HR,PER,01-Jun-18
18/00427/B,Replacement of existing front door with textured GRP woodgrain finish door in white,10 Dumbells Terrace Laxey Isle Of Man IM4 7NY,PER,31-Aug-18
18/00428/B,Construction of a flat roofed attached garage to the side of existing dwelling,12 Maple Avenue Onchan Isle Of Man IM3 3HP,REF,08-Oct-18
18/00429/C,Change of use of part of open land to residential use,Land To West Boundary Of 1 Manor Park Onchan Isle Of Man  ,REF,02-Aug-18
18/00430/B,Proposed erection of a detached dwelling with garage,Site Adjacent To Eubonia Holly Grove Ballasalla Isle Of Man  ,PER,27-Jun-18
18/00431/B,Creation of an entrance door for access to the third level of the building,Victory House Prospect Hill Douglas Isle Of Man IM1 1EQ ,PER,25-Jun-18
18/00433/C,Change of use of plot of land from open space to residential use,Land To Rear Of 53 Clybane Rise Douglas Isle Of Man  ,REF,10-Jul-18
18/00434/GB,"Alterations, demolition of rear garage and boiler room and creation of off road parking and access ramp (in association with 18/00435/CON)",3 Somerset Road Douglas Isle Of Man IM2 5AD,PER,06-Jul-18
18/00435/CON,"Registered Building consent for alterations, demolition of rear garage and boiler room and creation of off road parking and access ramp (in association with 18/00434/GB)",3 Somerset Road Douglas Isle Of Man IM2 5AD,PER,06-Jul-18
18/00436/LAW,Application for a Certificate of Lawful Development for the creation of parking area and erection of associated fencing,5 Brookfield Crescent Ramsey Isle Of Man IM8 2AF,PER,16-Aug-18
18/00437/B,Installation of gable end window from first floor bedroom,8 Rheast Mooar Close Ramsey Isle Of Man IM8 3LT,PER,21-Jun-18
18/00438/B,Replacement of existing conservatory polycarbonate roof with guardian warm roof tiles,Brynwood Main Road Kirk Michael Isle Of Man IM6 1AJ,PER,03-Jul-18
18/00439/B,"Alterations and additions to property including replacement roof to main house and conservatory, construction of larger porch, creation of larger bay window to rear, replacement of existing garage with new garage and shed, and construction of new boundary",Eastleigh Crescent Road Ramsey Isle Of Man IM8 2JR,PER,01-Nov-18
18/00442/B,Erection of a rear extension,38 Murrays Lake Drive Mount Murray Douglas Isle Of Man IM4 2HY,PER,27-Jun-18
18/00443/B,Erection of domed astronomical observatory in rear garden for private use,38 Hailwood Avenue Douglas Isle Of Man IM2 7DG,PER,27-Jun-18
18/00446/B,"Alterations and extensions including conversion of existing utility/plant room to accommodation block, and yard alterations including creation of decked/ramped area and relocation of parking",Marathon Court Victoria Road Douglas Isle Of Man IM2 4RQ,REF,14-Sep-18
18/00447/C,"Additional use as self-catering tourist accommodation for apartment numbers 1, 2, 3, 4, 5, 6, 7, 8, 18, 19, 20, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50 and 60.",Callows Yard Malew Street Castletown Isle Of Man IM9 1DQ ,PER,13-Jun-18
18/00448/B,Installation of four lighting columns,Ballafletcher Sports Pitches Strang Douglas Isle Of Man  ,PER,10-Jul-18
18/00449/B,Front and rear extensions to dwelling including associated garden works,9 Second Avenue Douglas Isle Of Man IM2 6AW,PER,30-Jul-18
18/00450/B,Removal of a rear chimney stack,Broomville Coburg Road Ramsey Isle Of Man IM8 3EH,PER,03-Jul-18
18/00451/B,Creation of off road parking and associated vehicular access,Corner House 48 Bowring Road Ramsey Isle Of Man IM8 3ES,PER,06-Nov-18
18/00452/B,Alterations to height of existing windows on west and east elevations,Bun-Ry-Skyn Croit E Quill Road Laxey Isle Of Man IM4 7JH,PER,02-Aug-18
18/00453/B,Installation of a heat pump and ground mounted solar panels,Spindrift Pooilvaaish Road Balladoole Isle Of Man IM9 4PJ,PER,27-Jun-18
18/00454/B,Alterations to convert sun room to kitchen including new roof and window/door arrangement,39 Ballagarey Road Glen Vine Isle Of Man IM4 4EF,PER,10-Sep-18
18/00455/B,Erection of a detached summerhouse (retrospective),37 Close Kennish Douglas Isle Of Man IM2 2HJ,PER,30-Aug-18
18/00456/B,Erection of detached storage building and summerhouse (retrospective),Modena House Ballanard Road Douglas Isle Of Man IM2 5PP ,PER,07-Aug-18
18/00457/LAW,"Application for a Certificate of Lawful Development for the erection of a tool shed, portacabin and associated hard standings",Field 130578 St Judes Road Sulby Isle Of Man  ,CLAWA,02-Nov-18
18/00458/B,Single storey extension to rear of dwelling,Stovell Lodge Tromode Road Douglas Isle Of Man IM2 5PB,PER,19-Jun-18
18/00459/B,Erection of side and rear extensions to dwelling,Ellan Vannin 13 Kerrocruin Kirk Michael Isle Of Man IM6 1AF,PER,04-Oct-18
18/00460/B,"Alterations, roofing works, window and bay window alterations, removal of chimney stacks, rendering works and creation of decked area with steel and glass balustrading",Aeolus Traaie Meanagh Drive Port Erin Isle Of Man IM9 6LL,PER,26-Jul-18
18/00461/D,Installation of signage,Units 3 & 4 Block C Eden Business Park Douglas Isle Of Man IM4 2AY ,PER,19-Jul-18
18/00462/B,Installation of flue from multi fuel stove,4 Ballaradcliffe Andreas Isle Of Man IM7 3EN,PER,14-Jun-18
18/00463/C,Change of use of land from agricultural use to part of domestic curtilage,Kerrowdhoo Glen Duff Ramsey Isle Of Man IM7 2AT ,REF,21-Sep-18
18/00464/B,Alterations and enlargement of existing front porches,Rock Cottage Pooilvaaish Road Castletown Isle Of Man IM9 4PJ,PER,13-Jun-18
18/00465/B,Alterations to existing garages (retrospective),Plot To Rear Of 41 Selborne Drive Douglas Isle Of Man IM2 3NJ ,PER,13-Jun-18
18/00466/B,Extension to front of dwelling,20 Cronk Ny Greiney Douglas Isle Of Man IM2 5LW,PER,13-Jun-18
18/00467/B,Erection of single storey conservatory to rear of property,5 Cleiy Rhennee Kirk Michael Isle Of Man IM6 1HT,PER,19-Jul-18
