Decisions issued under delegated authority 1/1/19 - 31/12/19,,,,
Proposal,Address,Decision,Date decision issued,Planning Application No
Erection of storage shed,Ballaugh Parish Hall Station Road Ballaugh Isle Of Man IM7 5AB ,PER,16-Dec-19,19/01026/B
Erection of extension to existing detached garage,Gollane Cottage Clenagh Road Sandygate Ramsey Isle Of Man IM7 3AF,PER,30-Oct-19,19/01028/B
Installation of a flue,Garey Ashen Stoney Road Douglas Isle Of Man IM2 5AL,PER,03-May-19,19/00325/B
Installation of an obscure glazed window to South East elevation and creation of a Juliet balcony door from existing window to North West elevation,4 Furman Road Onchan Isle Of Man IM3 1BS,PER,22-Aug-19,19/00788/B
Replacement of existing glazed conservatory roof with tile,Waterloo House Ballaughton Manor Hill Douglas Isle Of Man IM2 1NA,PER,22-Aug-19,19/00790/B
Installation of a heat pump to replace existing boiler,16 Cronk Ny Greiney Douglas Isle Of Man IM2 5LW,PER,21-Aug-19,19/00791/B
"Replacement of existing timber rear windows with PVC double glazed units, and replacement back door",1 Crossag Road Ballasalla Isle Of Man IM9 3DX,PER,24-Jan-19,18/01250/B
Replacement roof tiles to dwelling,3 Birch Hill Crescent Onchan Isle Of Man IM3 3JA,PER,14-Jan-19,18/01285/B
Installation of replacement roof tiles and two roof lights,3 Charles Street Peel Isle Of Man IM5 1AF,PER,25-Mar-19,19/00134/B
Registered building consent for the demolition of existing detached garage and conservatory (in connection with application 19/00387/B),Eburacum 57 Selborne Drive Douglas Isle Of Man IM2 3NJ,PER,08-Jul-19,19/00388/CON
Erection of a building to provide two garages and alteration to garden curtilage boundary lines,"2, 3 & 5 Balnahow Farm Cottages Balnahow Farm Balnahowe Santon Isle Of Man IM4 1HN ",PER,28-Aug-19,19/00682/B
"Alterations, creation of a roof terrace and additional parking",8 Victoria Road Douglas Isle Of Man IM2 4ER ,PER,02-Aug-19,19/00684/B
"Alterations, erection of extension and creation of tiered landscaping, raised decking and patio area below",Seafield Laxey Road Baldrine Isle Of Man IM4 6HA,PER,23-Jul-19,19/00685/B
Erection of garage and store room extension to side elevation,23 Campion Crescent Reayrt Ny Keylley Peel Isle Of Man IM5 1GE ,PER,20-Aug-19,19/00687/B
Installation of two additional windows to South West elevation,Premier House Unit 1  Tromode Estate Carrs Lane Tromode Douglas Isle Of Man IM4 4QB ,PER,02-Aug-19,19/00688/B
Conversion of Storage Barn to tourist accommodation ancillary to Shore Hotel (Amendment to PA 18/00058/B),Store Shore Hotel Shore Road Bay Ny Carrickey Port St. Mary Isle Of Man IM9 5LZ ,PER,04-Mar-19,19/00054/B
Alterations and erection of extension to replace existing rear conservatory,3 St Catherines Close Douglas Isle Of Man IM1 4JD ,PER,11-Jun-19,19/00477/B
Installation of a 20 cycle shelter,QEII High School Douglas Road Peel Isle Of Man IM5 1RD ,PER,18-Nov-19,19/01066/B
Installation of a 20 cycle shelter,QEII High School Douglas Road Peel Isle Of Man IM5 1RD ,PER,18-Nov-19,19/01067/B
Alterations to Marine Garden wall and creation of access ramps,6 Marine Garden Harris Promenade Douglas Isle Of Man  ,PER,09-Oct-19,19/00876/B
Application for certificate of Lawful Development for the erection of a fire escape staircase and balcony,29 / 30 Shore Road Peel Isle Of Man IM5 1NZ,CLAWA,26-Sep-19,19/00878/LAW
Installation of non-illuminated signage,Unit 4 Hills Meadow Industrial Estate Douglas Isle Of Man IM1 5EB ,PER,08-Nov-19,19/01074/D
Erection of single storey extension to rear of dwelling,9 Briarfield Avenue Onchan Isle Of Man IM3 3JN,PER,01-Mar-19,19/00005/B
"Alterations, erection of a replacement rear extension, installation of dormer windows and replacement of an existing garage with a garden room (in association with 19/00092/CON)",Croft End 2 The Crofts Castletown Isle Of Man IM9 1LY,PER,21-Mar-19,19/00091/B
Registered Building consent for the demolition elements relating the application 19/00091/B,Croft End 2 The Crofts Castletown Isle Of Man IM9 1LY,PER,21-Mar-19,19/00092/CON
Erection of a porch extension,19 Clybane Rise Douglas Isle Of Man IM2 2LY,PER,17-Apr-19,19/00218/B
"Installation of replacement windows, door and fascias / guttering to front elevation",7 Summerhill Douglas Isle Of Man IM2 4PG,PER,30-Apr-19,19/00219/B
Alterations to front and rear elevations of property,18 Hutchinson Square Douglas Isle Of Man IM2 4HS,REF,18-Jan-19,18/01273/B
Erection of an entrance canopy,Jacksons Ltd Eden Business Park Cooil Road Braddan Isle Of Man IM4 2AZ ,PER,04-Mar-19,19/00051/B
Replacement existing glazed conservatory roof with tile roof,37 Howe Road Onchan Isle Of Man IM3 2BA,PER,12-Mar-19,19/00090/B
"Alterations, erection of a detached gardens entrance building and creation of an opening in existing walled garden to provide pedestrian access (in association with 19/00772/CON)",Milntown  Glen Auldyn Ramsey Isle Of Man IM7 2AB ,PER,21-Aug-19,19/00771/GB
"Registered Building consent for alterations, erection of a detached gardens entrance building and creation of an opening in existing walled garden to provide pedestrian access (in association with 19/00771/GB) Registered Building Nos. 168",Milntown Glen Auldyn Ramsey Isle Of Man IM7 2AB ,PER,21-Aug-19,19/00772/CON
"Registered Building Consent for alterations to existing dwelling - part retrospective - RB 62 (in associated with PA 18/01287/GB, and forming amendments to 17/00793CON)",4 Parliament Square Castletown Isle Of Man IM9 1LA,PER,05-Feb-19,18/01288/CON
Installation of antenna,Grandstand Glencrutchery Road Douglas Isle Of Man IM2 6DA,PER,02-May-19,19/00220/B
Replacement of existing glazed conservatory roof with tile,Whitebridge St Georges Crescent Port Erin Isle Of Man IM9 6HR,PER,02-Jul-19,19/00505/B
Installation of roof lights and alterations to two existing windows and roof to rear elevation,Fedora House Mount Bradda Douglas Isle Of Man IM1 4AR ,PER,12-Sep-19,19/00831/B
Installation of air source heat pump to replace fossil fuel boiler,8 Bradda View Grove Ballakillowey Colby Isle Of Man IM9 4DE ,PER,07-Nov-19,19/01033/B
Erection of a dwelling (amendment to approved PA 16/01314/REM),Plot 13 Ballaglonney Housing Development Main Road Crosby Isle Of Man  ,PER,14-Nov-19,19/01053/B
Alterations and erection of rear dormer,17 Sandringham Drive Onchan Isle Of Man IM3 4HH,PER,31-Oct-19,19/01055/B
Installation of a heat pump to replace boiler,Cronkbourne The Level Colby Isle Of Man IM9 4AF,PER,20-Nov-19,19/01097/B
Installation of a heat pump to replace boiler,9 Hilltop Rise Douglas Isle Of Man IM2 2LF,PER,20-Nov-19,19/01098/B
Widening of existing vehicular access including taking down part of boundary wall,Wayside Castletown Road Port St. Mary Isle Of Man IM9 5LT,PER,01-Mar-19,18/01154/B
Replacement of existing conservatory roof with tiled roof,28 Hillcroft Douglas Isle Of Man IM2 7DR,PER,04-Mar-19,19/00047/B
Erection of detached dwellings with integral garage,"Plots 76, 79 & 80 Phase 2 Royal Park Ramsey Isle Of Man  ",PER,24-Dec-19,19/01200/B
Installation of illuminated signage to walls and buildings and erection of two illuminated totem pole signs,Jacksons Car Sales Eden Business Park Cooil Road Braddan Isle Of Man IM4 2AZ,PER,19-Dec-19,19/01202/D
"Removal of condition 2 of PA 18/00776/B, Creation of an exercise area and memorial gardens with associated landscaping, structures and parking, regarding new car park and its retention",Corrins Court Manx Blind Welfare Heywood Avenue Onchan Isle Of Man IM3 3AP ,PER,19-Dec-19,19/01203/B
Erection of a dwelling with associated parking,Land Off Lane At Rear Of Westminster Drive Douglas Isle Of Man  ,REF,15-Feb-19,18/00913/B
Erection of two storey extension to side of dwelling,9 St Catherines Close Douglas Isle Of Man IM1 4HY ,PER,27-Feb-19,19/00007/B
Registered Building consent for the demolition elements relating the application 19/00194/B,Kent Lodge Little Switzerland Douglas Isle Of Man IM2 6AE,PER,18-Apr-19,19/00195/CON
Alterations and erection of rear extension,15 First Avenue Douglas Isle Of Man IM2 6BA,PER,24-May-19,19/00358/B
Erection of a replacement detached dwelling and alterations to existing vehicular access,Dreem-Ny-Geay Grove Mount Ramsey Isle Of Man IM8 3HE,PER,15-May-19,19/00359/B
Erection of storage shed,Field 224318 Next To Ballaugh Bridge Main Road Ballaugh Isle Of Man IM7 5JG,REF,15-Apr-19,18/01152/B
Creation of vehicular access to provide off street parking to side of property (retrospective),Holly Cottage 57 Governors Road Onchan Isle Of Man IM3 1AZ ,REF,12-Mar-19,19/00048/B
Registered Building consent for the demolition elements relating the application 19/00139/B,Balleira Farm Balleira Road Kirk Michael Isle Of Man IM6 1EE,PER,25-Mar-19,19/00142/CON
Erection of a front porch,Brook Cottage Castletown Road Port St. Mary Isle Of Man IM9 5LT,PER,05-Apr-19,19/00166/B
Removal of a rear chimney (in association with 19/00169/CON),9A Stanley Road Peel Isle Of Man IM5 1NX,PER,08-Apr-19,19/00168/B
Registered Building Consent for the demolition elements of PA 19/00168/B,9A Stanley Road Peel Isle Of Man IM5 1NX,PER,08-Apr-19,19/00169/CON
Additional use of residential dwelling as tourist living accommodation,15 Sunningdale Drive Onchan Isle Of Man IM3 1EX,PER,05-Apr-19,19/00171/C
Installation of replacement door and three windows to rear elevation,31 Derby Road Douglas Isle Of Man IM2 3ES,PER,05-Apr-19,19/00172/B
Erection of a replacement dwelling with associated curtilage and vehicular access,Hillside Cottage Ballaoates Road Castleward Douglas Isle Of Man IM4 5EJ ,REF,20-Nov-19,19/00360/B
Replacement of existing glazed conservatory roof with tile,5 Oak Road Ballawattleworth Peel Isle Of Man IM5 1WD ,PER,13-Aug-19,19/00758/B
Additional use of residential dwelling as tourist living accommodation,Foghorn House Douglas Head Douglas Isle Of Man IM1 5BP ,PER,25-Sep-19,19/00759/C
Alterations and erection of a front porch,Hedera House Bradda Road Spaldrick Port Erin Isle Of Man IM9 6PF ,PER,29-Aug-19,19/00760/B
"Alterations, replacement windows and doors, and creation of disabled access ramps",Andy's Chip Shop And Mini-Market 1-3 Clagh Vane Ballasalla Isle Of Man IM9 2HR,PER,14-Nov-19,19/01040/B
Erection of shed,Stoneycroft Clay Head Close Baldrine Isle Of Man IM4 6DW,REF,31-Oct-19,19/01042/B
Erection of dwelling,Land Adjacent To Teckelwood 5 Ballabridson Park Ballasalla Isle Of Man  ,PER,13-Nov-19,19/01043/B
"Alterations, removal of porch, replacement garage and installation of replacement windows (in association with PA 19/01045/CON)",42 York Road Douglas Isle Of Man IM2 3AX,PER,13-Nov-19,19/01044/B
Alterations and erection of detached garage with study / hobbies room above,Gollane Cottage Clenagh Road Sandygate Ramsey Isle Of Man IM7 3AF,REF,26-Mar-19,19/00173/B
Removal of false dormers to South East elevation and installation of replacement roof slates,Whitestrand Farm Lhergydhoo Peel Isle Of Man IM5 2AE ,PER,05-Apr-19,19/00174/B
Installation of a flue (retrospective),Hillview Kiondroghad Road Andreas Isle Of Man IM7 3EL ,PER,23-Apr-19,19/00236/B
Alterations and erection of front porch and rear extension,5 Ballaterson Crescent Peel Isle Of Man IM5 1BL,PER,23-Apr-19,19/00237/B
"Variation of condition two of PA 16/00670/B, Erection of detached ancillary living accommodation, to allow for internal modifications to approved detached ancillary accommodation (retrospective)",12 Farmhill Lane Douglas Isle Of Man IM2 2EF,PER,30-Apr-19,19/00239/B
Erection of agricultural worker's dwelling,Shenvalley Farm Foxdale Road St Marks Ballasalla Isle Of Man IM9 3AL,REF,30-Apr-19,19/00251/B
Replacement of existing roof with new tiles,4 Furman Road Onchan Isle Of Man IM3 1BS,PER,03-May-19,19/00253/B
"Extension to rear, side and over garage of existing property to provide additional living accommodation",15 Terence Avenue Douglas Isle Of Man IM2 5BN,PER,10-Jan-19,18/00914/B
"Alterations and additions including demolition of existing glazed gallery, erection of single storey extension to rear of property and modifications to first floor window opening (amendment to PA 17/01216/B)",The Crofts Chapel Lane Baldrine Isle Of Man IM4 6DG,PER,05-Feb-19,18/01036/B
Replacement of existing glazed conservatory roof with tiles,Coach House 33 Marathon Road Douglas Isle Of Man IM2 4HN ,PER,30-Jan-19,18/01345/B
Replacement of existing conservatory roof with tiled roof,40 Ballaughton Manor Hill Douglas Isle Of Man IM2 1NU,PER,05-Feb-19,18/01050/B
Creation of a parking area (in association with 19/00334/CON),Grace Baptist Church Market Street Peel Isle Of Man IM5 1AD,REF,06-Aug-19,19/00331/B
Registered Building consent for the demolition elements relating the application 19/00331/B,Grace Baptist Church Market Street Peel Isle Of Man IM5 1AD,REF,08-Aug-19,19/00334/CON
"Alterations, replacement front porch, enlargement of existing rear dormer, removal of a chimney and replacement roof to existing conservatory",The Dowry Richmond Road Ramsey Isle Of Man IM8 3PA,PER,03-May-19,19/00335/B
Erection of a store extension to side of existing detached garage,1 Lheaney Grove Ramsey Isle Of Man IM8 2JQ,PER,03-May-19,19/00336/B
Alterations and installation of replacement roof tiles,35A Ard Reayrt Laxey Isle Of Man IM4 7QP ,PER,29-May-19,19/00338/B
Installation of an extractor flue,Restaurant Capital House 16 - 18 Circular Road Douglas Isle Of Man IM1 1AG ,PER,22-Jul-19,19/00339/B
Installation of non illuminated signage,First Names House Victoria Road Douglas Isle Of Man IM2 4DF ,PER,29-May-19,19/00341/D
Creation of hardstanding for off road parking,20 Cooil Drive Douglas Isle Of Man IM2 2HB,PER,30-May-19,19/00431/B
Installation of two flues (retrospective),33 Howe Road Onchan Isle Of Man IM3 2BA,PER,03-Jun-19,19/00432/B
Alterations and extension of existing sports club house,Bowling Club Old Church Road Crosby Isle Of Man IM4 2HA,PER,11-Jul-19,19/00433/B
Installation of new window to rear elevation,73 Woodbourne Road Douglas Isle Of Man IM2 3AQ,PER,30-Oct-19,19/00810/B
Variation of condition 1 to PA 16/00924/B for erection of a two storey complex comprising of twelve apartments with associated car parking and landscaping to extend the period of approval for a further 1 year,Close Woirrey Ramsey Isle Of Man IM8 2EJ,PER,11-Dec-19,19/01164/B
Alterations to existing sun lounge,Meadowside (formerly Berachah) Main Road Colby Isle Of Man IM9 4NG ,PER,21-Jun-19,19/00455/B
Creation of hard standing to service existing barn,Barn Clypse Reservoir Clypse Onchan Isle Of Man IM4 5BG ,PER,03-Jun-19,19/00456/B
Roof and window alterations to existing rear conservatory to create a flat roof sun lounge and installation of a flue,40 Erin Crescent Port Erin Isle Of Man IM9 6FD ,PER,27-Jun-19,19/00457/B
Formation of one roof light from two existing and installation of glazed railings over entrance to Centre,Castletown Civic Centre 1 Farrants Way Castletown Isle Of Man IM9 1NR,PER,01-Aug-19,19/00459/B
"Alterations, refurbishment works to create ten hotel bedrooms and managers accommodation, window / door alterations, creation of a dormer window, rear external cellar services building, installation of roof lights and an extractor flue (in association wit",Queens Hotel Queens Promenade Douglas Isle Of Man IM2 4NL,PER,19-Sep-19,19/00808/GB
"Registered Building consent  for alterations, refurbishment works to create ten hotel bedrooms and managers accommodation, window / door alterations, creation of a dormer window, rear external cellar services building, installation of roof lights and an e",Queens Hotel Queens Promenade Douglas Isle Of Man IM2 4NL,PER,18-Sep-19,19/00809/CON
Erection of carport,Clyeen Douglas Road Kirk Michael Isle Of Man IM6 1AU,PER,24-May-19,19/00330/B
"Conversion of part of dwelling to create separate, self-contained living accommodation.",Clyeen Douglas Road Kirk Michael Isle Of Man IM6 1AU,PER,11-Jul-19,19/00332/B
Change of use of ancillary residential/ tourist unit to residential accommodation,Clyeen Douglas Road Kirk Michael Isle Of Man IM6 1AU,PER,22-Jul-19,19/00333/C
Alterations and erection of extension to replace existing conservatory and erection of detached garage.,Villa Rhencullen Rhencullen Kirk Michael Isle Of Man IM6 2HA ,PER,15-May-19,19/00337/B
"Replace existing garage door with a window, widening vehicular access and creation of an additional parking space",3 Gellings Avenue Port St. Mary Isle Of Man IM9 5BG,PER,30-May-19,19/00413/B
Replacing existing glazed conservatory roof with tile,16 Birch Hill Grove Onchan Isle Of Man IM3 4EL,PER,30-May-19,19/00415/B
Installation of replacement windows to front elevation,30 Arbory Street Castletown Isle Of Man IM9 1LJ,PER,30-May-19,19/00418/B
Erection of detached dwellings with integral garages (amended house types to those approved under PA 15/00167/B),"Plots 37, 59 & 60 Grove Park Clifton Drive Ramsey Isle Of Man ",PER,10-Jul-19,19/00636/B
Alterations and erection of extension to side elevation,Pine Lodge 1 Park Close Glen Vine Isle Of Man IM4 4HB,PER,12-Jul-19,19/00637/B
Erection of a detached dwelling with integral garage and associated vehicular access,Land Adjacent To Rydal Brookfield Crescent Ramsey Isle Of Man IM8 2AG,PER,11-Jul-19,19/00640/B
Registered Building Consent for the demolition of rear extension and wall (in connection with application 19/01021/B),16 Albert Street Douglas Isle Of Man IM1 2QA,PER,25-Oct-19,19/01022/CON
"Replacement of glazed conservatory roof with tile, removal of rear wall and installation of a roller shutter door and installation of replacement windows",7 Alexander Drive Douglas Isle Of Man IM2 3QD,PER,28-Jun-19,19/00399/B
Alterations to rear garden and creation of off road parking and vehicular access,13 Western Avenue Douglas Isle Of Man IM1 4EP,PER,03-Jun-19,19/00401/B
Erection of a detached dwelling (amendments to PA 10/00868/B),Plot Adjacent To Sommerhofen Maine Road Port Erin Isle Of Man IM9 6LQ ,PER,05-Sep-19,19/00813/B
Creation of vehicular access to field adjacent to existing dwelling,Lower Glen Tramman Glen Tramman Ramsey Isle Of Man IM7 2AP ,PER,14-Mar-19,18/00842/B
Alterations and extensions to property,Strathallan House Formerly Calvary House Strathallan Road Onchan Isle Of Man IM2 4PN ,PER,04-Jan-19,18/00869/B
Alterations and erection of front and rear elevations,1 Premier Road Ramsey Isle Of Man IM8 3AS,PER,22-Jan-19,18/00996/B
Removal of a chimney,Ambleside Lezayre Road Ramsey Isle Of Man IM8 2TD,PER,02-May-19,19/00309/B
"Alterations, erection of two storey extension and creation of a first floor",Niaara Ballamenagh Road Baldrine Isle Of Man IM4 6AL ,PER,14-Jun-19,19/00310/B
Replace existing glazed conservatory roof with tile,15 Sunnydale Avenue Port Erin Isle Of Man IM9 6EU,PER,15-May-19,19/00311/B
Replacing existing glazed conservatory roof with tile,79 Cronk Drean Douglas Isle Of Man IM2 6AS,PER,02-May-19,19/00312/B
Installation of replacement upper floor windows to front elevation,Royal George Hotel 10 - 12 Market Place East Ramsey Isle Of Man IM8 1JY ,PER,04-Apr-19,18/01292/B
Application for certificate of lawfulness for use of land as residential garden,Conister Main Road Santon Isle Of Man IM4 1JB,CLAWR,14-Nov-19,19/00707/LAW
"Alterations, erection of single storey rear extension, garage and detached greenhouse/garden shed",62 Ormly Road Ramsey Isle Of Man IM8 3LJ,PER,08-Aug-19,19/00709/B
Installation of flue,25 Ard Reayrt Laxey Isle Of Man IM4 7QN ,PER,13-Aug-19,19/00710/B
Installation of non illuminated signage,The Fit Hub Hanley Court North Shore Road Ramsey Isle Of Man IM8 3DY ,PER,22-Aug-19,19/00712/D
Creation of off road parking,61 Port E Chee Avenue Douglas Isle Of Man IM2 5EU,REF,01-Oct-19,19/00713/B
Installation of a heat pump,20 Windermere Avenue Onchan Isle Of Man IM3 2DT ,PER,13-Aug-19,19/00716/B
Creation of two windows to southeast elevation,Valley View Glen Maye Isle Of Man IM5 3BY ,PER,20-Feb-19,18/01196/B
Replacement of existing part slate and glass roof with tiles (retrospective),Tynwald Craft Centre Tynwald Mills St Johns Isle Of Man IM4 3AD ,PER,22-Feb-19,18/01197/B
Replacement of existing conservatory roof with solid roof,42 The Meadows Kirk Michael Isle Of Man IM6 1EU,PER,04-Mar-19,19/00031/B
Installation of two roof lights to front and one roof light to rear elevation,30 Hildesley Road Douglas Isle Of Man IM2 5AY,PER,02-May-19,19/00279/B
Erection of agricultural storage building,Field 214380 Sandygate Ramsey Isle Of Man  ,PER,22-Jan-19,18/01218/B
Installation of replacement windows to front elevation,3 Albert Terrace Castletown Isle Of Man IM9 1LP,PER,21-Mar-19,19/00099/B
 Installation of flue from multi-fuel burner,9 Beech Avenue Onchan Isle Of Man IM3 3HQ,PER,15-Mar-19,19/00100/B
"Alterations, relocation of garage doors to rear garage elevation, installation of windows to existing garage door openings and creation of screen wall to existing courtyard and parking to rear of garage",Braaid Farm Top Road Crosby Isle Of Man IM4 4HJ ,PER,21-Mar-19,19/00101/B
Alterations and extension to barn,Vaaish Mooar Barn Staarvey Road Peel Isle Of Man IM5 2AJ ,PER,02-Jul-19,19/00266/B
Erection of a rear extension,Creggan Beg 6 Primrose Terrace Bay View Road Port St. Mary Isle Of Man IM9 5AP,PER,23-Dec-19,19/00267/B
"Alterations, installation of a flue (retrospective) erection of extension and installation of an additional flue",53 Ormly Road Ramsey Isle Of Man IM8 3LH,PER,03-May-19,19/00282/B
Installation of dormers to replacement existing,29 Hutchinson Square Douglas Isle Of Man IM2 4HP,PER,12-Sep-19,19/00821/B
"Alterations, demolition of conservatory and WC outbuilding and erection of extension to provide community space (in association with 19/00823/CON)",Our Lady Star Of The Seas And St Maughold Queens Promenade Ramsey Isle Of Man IM8 1BH ,PER,04-Sep-19,19/00822/GB
"Registered Building consent for alterations, demolition of conservatory and WC outbuilding and erection of extension to provide community space (in association with 19/00822/GB) Registered Building Nos. 80",Our Lady Star Of The Seas And St Maughold Queens Promenade Ramsey Isle Of Man IM8 1BH ,PER,04-Sep-19,19/00823/CON
Installation of a replacement front door,5 Michael Street Peel Isle Of Man IM5 1HA ,PER,04-Sep-19,19/00826/B
Installation of roof light and roof extractor vent to rear of property,12 Westminster Terrace Douglas Isle Of Man IM1 4ED,PER,22-Jan-19,18/01046/B
Installation of bi-fold doors to rear elevation and construction of timber patio,Rowany Baldrine Road Baldrine Isle Of Man IM4 6EF ,PER,30-Jan-19,18/01337/B
Erection of first floor dormer extension,16 Cooil Breryk Ramsey Isle Of Man IM8 3HJ,PER,18-Jun-19,19/00366/B
Erection of a detached animal shelter,Field 230148 Kionedroghad Barn Orrisdale Road Orrisdale Kirk Michael Isle Of Man  ,PER,24-Oct-19,19/00495/B
Relocation of existing wall mounted signage as a freestanding sign,IMuseum Manx Ancestry Building Kingswood Grove Douglas Isle Of Man IM1 3LY ,PER,05-Feb-19,18/01049/D
Raising of existing retaining wall and creation of two additional retaining walls to rear of garden (retrospective),Hillside Saint Marys Road Port Erin Isle Of Man IM9 6JJ,PER,04-Apr-19,18/01051/B
Creation of off road parking,2 King Edward Park Onchan Isle Of Man IM3 2AE,PER,15-Feb-19,18/01052/B
Installation of replacement windows to front elevation,Marine Cottage 4 Douglas Street Castletown Isle Of Man IM9 1AY,PER,09-Jan-19,18/01203/B
Erection of detached building to provide 4 industrial units with associated parking,Unit 1 The Paddocks Jurby Industrial Estate Jurby Isle Of Man  ,REF,30-Sep-19,19/00656/B
Alterations and erection of ground and first floor extensions to rear elevation,2 Whitehouse Cottages Main Road Kirk Michael Isle Of Man IM6 2HE ,PER,04-Sep-19,19/00802/B
"Alterations, demolition of existing conservatory and erection of a two storey extension",Spindrift Pooilvaaish Road Castletown Isle Of Man IM9 4PJ,PER,03-May-19,19/00270/B
"Alterations, installation of replacement windows and erection of rear extension with roof terrace above",19 Market Street Peel Isle Of Man IM5 1AD,PER,02-Aug-19,19/00496/B
Erection of a two storey extension and single garage (amendment to PA 18/00405/B),Ramillies Clay Head Road Baldrine Isle Of Man IM4 6DN,PER,11-Jun-19,19/00497/B
Conversion and erection of extension to former public house to create a residential dwelling (in association with 19/00499/CON),Ship Inn Hope Street Castletown Isle Of Man IM9 1AS,REF,21-Jun-19,19/00498/B
Registered Building consent for the demolition elements relating the application 19/00498/B,Ship Inn Hope Street Castletown Isle Of Man IM9 1AS,PER,21-Jun-19,19/00499/CON
Creation of borehole for extraction of ground water,Unit 1 Isle Of Man Food Park Mill Road Peel Isle Of Man IM5 1TD ,PER,02-Jul-19,19/00149/B
Additional use of first floor study / studio of ancillary accommodation as tourist accommodation,Mill House Old Castletown Road Santon Isle Of Man IM4 1EX,PER,30-Apr-19,19/00231/C
Installation of a replacement mobile classroom,Willaston Primary School School Road Douglas Isle Of Man IM2 6RD,PER,12-Jul-19,19/00628/B
"Alterations, creation of an additional access and installation of garage doors to existing tractor shed and creation of roller door access to storage building",Ballakeil Farm The Lhen Smeale Andreas Isle Of Man IM7 3EQ ,PER,10-Jul-19,19/00630/B
Additional use of a residential property as tourist living accommodation,3 Tent Road Laxey Isle Of Man IM4 7DB,PER,30-Sep-19,19/00895/C
Replacement of conservatory roof with a tiled roof.,61 Howe Road Onchan Isle Of Man IM3 2AY,PER,04-Mar-19,19/00046/B
Change of use of first floor from retail to offices (class 2 or class 4),First Floor Elm Tree House Main Road Onchan Isle Of Man IM3 1AH ,PER,15-Feb-19,18/01351/C
"Single storey extension to rear, and new window to side elevation",9 Abbots Close Ballasalla Isle Of Man IM9 3EA ,PER,10-Jul-19,19/00561/B
Erection of a rear extension,Sunnybank 2 Brookside Ballanard Road Douglas Isle Of Man IM2 5PW,PER,16-Apr-19,19/00185/B
Alterations and erection of rear extension,Thallo Queen Cottage Glen Mona Loop Road Glen Mona Ramsey Isle Of Man IM7 1HJ,PER,11-Jul-19,19/00187/B
Installation of replacement windows to front elevation,2nd Floor Flat   Westville 95 Woodbourne Road Douglas Isle Of Man IM2 3AW,PER,24-May-19,19/00188/B
Additional use of residential dwelling as tourist living accommodation,21 Christian Street Peel Isle Of Man IM5 1NW,PER,24-Apr-19,19/00189/C
Erection of log cabin for use as a home studio for arts and crafts business currently operating from dwelling,Abbotsleigh Strang Road Union Mills Isle Of Man IM4 4NP,PER,08-Apr-19,19/00191/B
Block paving to car park with tobermore charcoal block,Technology House Woodbourne Lane Douglas Isle Of Man IM2 3LJ ,PER,29-May-19,19/00391/B
Replacement of existing asbestos roof tiles with slate roof,33 Douglas Street Peel Isle Of Man IM5 1BB,PER,30-May-19,19/00406/B
Proposed kitchen extension to rear of property,10 Somerset Road Douglas Isle Of Man IM2 5AD,PER,30-May-19,19/00409/B
Erection of a rear extension (retrospective),11 Allan Street Douglas Isle Of Man IM1 3DQ,PER,03-Jun-19,19/00449/B
Registered Building consent for the demolition of existing rear porch and erection of a conservatory (in association with 18/01178/B),18 Castle Street Peel Isle Of Man IM5 1AN,PER,04-Mar-19,18/01179/CON
Erection of detached garage,Ballacondra Barn Cranstal Bride Isle Of Man IM7 4BP ,REF,11-Oct-19,19/00901/B
Installation of air source heat pump,Kent Lodge Little Switzerland Douglas Isle Of Man IM2 6AE,PER,01-Oct-19,19/00902/B
Replacement of garage door with a window and replacement of first floor flat roof with a pitched roof,Ardbeg House Booilushag Ballajora Ramsey Isle Of Man IM7 1BD,PER,01-Oct-19,19/00912/B
Replacement of an existing door with a window,Glenburn Strang Road Union Mills Isle Of Man IM4 4NP,PER,07-Nov-19,19/00977/B
Replacement of existing shed and summerhouse with a detached store / summerhouse (in association with 19/00968/CON),Cumberland Lodge Glen Road Laxey Isle Of Man IM4 7AF,PER,11-Oct-19,19/00967/B
Registered Building consent for the demolition elements relating the application 19/00967/B,Cumberland Lodge Glen Road Laxey Isle Of Man IM4 7AF,PER,11-Oct-19,19/00968/CON
Alterations and erection of extension,Sea Bank Shore Road Port Erin Isle Of Man IM9 6HW,PER,04-Nov-19,19/00970/B
Replacement of existing glazed conservatory roof with tile,19 Ballalough Estate Andreas Isle Of Man IM7 4HT,PER,31-Oct-19,19/01050/B
Installation of replacement front windows,40 Patrick Street Peel Isle Of Man IM5 1BS,PER,08-Nov-19,19/01051/B
Construction of new detached garage to replace existing,Garage In Rear Of Brunswick Road Lane Brunswick Road Douglas Isle Of Man IM2 3NW,PER,04-Mar-19,18/01312/B
Registered Building consent for the demolition elements relating the application 19/00257/B,Westmore 35 Arbory Street Castletown Isle Of Man IM9 1LL,REF,15-May-19,19/00275/CON
Registered Building consent for demolition works associated with PA 18/01280/B,15 Stanley Terrace Douglas Isle Of Man IM2 4EP,PER,30-Apr-19,18/01281/CON
Replacement single storey extension to the rear of property,18 Western Avenue Douglas Isle Of Man IM1 4ER,PER,15-Feb-19,18/01059/B
Alterations and replacement of existing glazed conservatory roof with tile,22 Sunningdale Drive Onchan Isle Of Man IM3 1EQ,PER,03-May-19,19/00283/B
