Decisions issued under delegated authority 1/1/19 - 31/12/19,,,,
Proposal,Address,Decision,Date decision issued,Planning Application No
Alterations and erection of extensions,39 Summerhill Road Onchan Isle Of Man IM3 1NQ,PER,02-May-19,19/00285/B
Installation of replacement roof tiles,Avoca Old Laxey Hill Laxey Isle Of Man IM4 7DA,PER,27-Jun-19,19/00507/B
Replacement of existing glazed conservatory roof with tile,91 King Edward Road Onchan Isle Of Man IM3 2AS,PER,12-Apr-19,19/00131/B
Replacement existing conservatory roof with tiles,Clareville Andreas Road Andreas Isle Of Man IM7 4EN ,PER,11-Jul-19,19/00508/B
Alterations and erection of extension,Marown Millenium Hall Old Church Road Crosby Isle Of Man IM4 2HA,PER,01-Aug-19,19/00509/B
Certificate of Lawful Use for use of Quayside for harbour use,"Land And Quayside Area,  (Adjacent To Mezron Limited Warehouse) East Quay Ramsey Isle Of Man  ",CLAWA,23-Jul-19,19/00586/LAW
Alterations and erection of extension with integral garage,Brown Roofs Ballakillowey Road Colby Isle Of Man IM9 4BN,PER,26-Nov-19,19/00588/B
Erection of a detached store / workshop,Howlands (formerly The Rheast House) Smeale Ramsey Isle Of Man IM7 3EE ,PER,21-Aug-19,19/00736/B
Erection of a first floor extension to rear elevation,2 Wesley Terrace Ballasalla Isle Of Man IM9 2DB,PER,13-Aug-19,19/00738/B
Replacement front door and rendering work to front elevation,Headlands 25 Majestic Drive Onchan Isle Of Man IM3 2JL,PER,28-Aug-19,19/00657/B
Replacement of existing glazed conservatory roof with tile,28 Ashlar Drive Union Mills Isle Of Man IM4 4LL,PER,13-Aug-19,19/00761/B
Erection of a 20 cycle bike shelter,Ramsey Grammar School Lezayre Road Ramsey Isle Of Man IM8 2RG,PER,25-Sep-19,19/00766/B
Erection of a 20 cycle bike shelter,Ramsey Grammar School Lezayre Road Ramsey Isle Of Man IM8 2RG,PER,26-Sep-19,19/00767/B
Erection of a 20 cycle bike shelter for staff use,Ramsey Grammar School Lezayre Road Ramsey Isle Of Man IM8 2RG,PER,26-Sep-19,19/00768/B
"Alterations, demolition of existing conservatory and erection of extension with raised patio area",26 Banks Howe Onchan Isle Of Man IM3 2ES ,PER,21-Aug-19,19/00769/B
Creation of an access,Field 430719 Kerrowmoar Road Ballamodha Ballasalla Isle Of Man  ,PER,30-Aug-19,19/00770/B
Alterations to dwelling including installation of balcony at first floor level,The Anchorage Queens Road Port St. Mary Isle Of Man IM9 5EU,PER,20-Feb-19,18/01183/B
"Window, wall and roof alterations to existing conservatory",Ballagick Farm Moaney Road Santon Isle Of Man IM4 1HY ,PER,16-Jul-19,19/00539/B
Alterations to windows and doors and installation of rear dormer window,3 Croit E Cubbon Colby Isle Of Man IM9 4NN ,PER,25-Oct-19,19/01014/B
Replacement of existing conservatory roof with tiles,Cronk Urleigh Douglas Road Kirk Michael Isle Of Man IM6 1AU,PER,13-Nov-19,19/01015/B
Landscaping works to part of field number 320424 (retrospective),Sunnybank House West Baldwin Isle Of Man IM4 5HD ,PER,26-Nov-19,19/01017/B
Erection of replacement extension to rear of property,4 Cedar Walk Douglas Isle Of Man IM2 5NG,PER,30-Oct-19,19/01019/B
Replacement roof to property (retrospective),51 Malew Street Castletown Isle Of Man IM9 1AE,PER,18-Dec-19,19/01208/B
Creation of secure bin enclosure within the school grounds,St Ninians High School Ballaquayle Road Douglas Isle Of Man IM2 5RA ,PER,10-Jan-19,18/01227/B
Replacement of existing glazed conservatory roof with tiles,Creggans Brookfield Avenue Castletown Isle Of Man IM9 1TL,PER,10-Jan-19,18/01276/B
Alterations and erection of a two storey extension to side elevation,23 Devonshire Crescent Douglas Isle Of Man IM2 3RD,PER,18-Jan-19,18/01278/B
Alterations to driveway and erection of a detached garage with storage above and art studio to rear,Kerrowmoar Farmhouse Lezayre Road Sulby Isle Of Man IM7 2AX ,REF,04-Mar-19,19/00055/B
Replacement of existing glazed conservatory roof with tiles,The Croft Lheaney Road Ramsey Isle Of Man IM8 2JF,PER,19-Feb-19,19/00021/B
Replacement of existing glazed conservatory roof with tiles,15 Abbots Drive Abbotswood Ballasalla Isle Of Man IM9 3EB ,PER,19-Feb-19,19/00022/B
Enlargement of existing vehicular access to provide larger off street parking area,Greenways 17 Greeba Avenue Glen Vine Isle Of Man IM4 4EE,REF,30-May-19,19/00405/B
Installation of replacement slate roof tiles,15 Queens Terrace Douglas Isle Of Man IM1 4BZ,PER,04-Apr-19,19/00128/B
Replacement of existing glazed conservatory roof with tile,Bourne Court Brookfield Avenue Castletown Isle Of Man IM9 1TL,PER,23-Jul-19,19/00571/B
Replacement of a garage door with two windows and creation of a doorway,Meadow View Andreas Village Isle Of Man IM7 4HE ,PER,11-Jul-19,19/00573/B
Change of use of first and second floor apartment to office (Class 4) and installation of a rear replacement window,6 Albert Street Douglas Isle Of Man IM1 2QA,PER,11-Jul-19,19/00575/C
Alterations and replacement of existing roof with tiled roof (retrospective),Boathouse Cafe Mooragh Park Ramsey Isle Of Man IM8 3AP ,PER,09-Apr-19,19/00207/B
Erection of agricultural barn,Ballacubbon Farm St Marks Road Ballasalla Isle Of Man IM9 3AG,PER,24-May-19,19/00208/B
Installation of replacement windows to front elevation,17 Selborne Drive Douglas Isle Of Man IM2 3LR,PER,09-Apr-19,19/00209/B
Installation of replacement windows and doors to rear elevation,35 Malew Street Castletown Isle Of Man IM9 1AE,PER,30-Apr-19,19/00210/B
"Alterations, creation of a first floor to dwelling and installation of dormer windows, roof lights and first floor bi folding doors to West elevation",Heather Rise Surby Road Ballafesson Port Erin Isle Of Man IM9 6TE,PER,24-Jan-19,18/01274/B
Erection of an external attached store,1 Victoria Terrace Peel Isle Of Man IM5 1PG ,PER,04-Apr-19,19/00147/B
Erection of a detached dwelling with integral garage,77 Royal Park Ramsey Isle Of Man IM8 3UH ,PER,11-Jun-19,19/00480/B
Installation of replacement windows (in association with 19/00484/CON),2 Victoria Terrace Douglas Isle Of Man IM2 4EU,PER,21-Aug-19,19/00483/GB
Proposed conversion of workshop/playroom to create self-contained ancillary living accommodation,Staward Farm House Sulby Isle Of Man IM7 2BA ,REF,26-Mar-19,19/00015/B
Alterations and erection of a single and two storey extension to dwelling,3 Harcroft Meadow Douglas Isle Of Man IM2 1JS ,PER,20-Feb-19,19/00025/B
Alterations and replacement of existing conservatory with a porch,Barcroft Leodest Road Andreas Isle Of Man IM7 4HA,PER,04-Mar-19,19/00026/B
Erection of a conservatory,46 Harcroft Meadow Douglas Isle Of Man IM2 1JT ,PER,26-Mar-19,19/00027/B
Replacement of existing glazed conservatory roof with tile,Cooil Rea Walpole Drive Ramsey Isle Of Man IM8 1NA,PER,01-Oct-19,19/00938/B
Additional use of residential flat as tourist living accommodation,Flat 2  West View Shore Road Port Erin Isle Of Man IM9 6HL,PER,03-May-19,19/00302/C
Erection of an agricultural storage building,Glenmoar Farm Corlea Road Ballasalla Isle Of Man IM9 3BA ,PER,02-Jul-19,19/00303/B
Installation of replacement fence (retrospective),4 Cronkbourne Road Douglas Isle Of Man IM2 3LB,REF,10-Jun-19,19/00465/B
Additional use of building for accommodation of visiting medical staff during the TT and MGP fortnights,Southern Division Police Station Station Road Port Erin Isle Of Man IM9 6AB ,PER,30-Jan-19,18/01335/C
Replacement of existing conservatory roof with tiled roof,10 Erin Lane Port Erin Isle Of Man IM9 6FE ,PER,20-Feb-19,19/00043/B
Erection of garden room to replace existing glazed conservatory and installation of timber fence to replace existing hedge,20 Ballachrink Colby Isle Of Man IM9 4PB,PER,21-Jun-19,19/00513/B
"Alterations and extensions including installation of rear dormer at first floor, raising of roof, extension to rear and erection of enlarged garage",6 Willow Close Onchan Isle Of Man IM3 3HA,PER,08-Aug-19,19/00515/B
Widening of existing driveway to accommodate additional off street parking,9 Alberta Drive Onchan Isle Of Man IM3 1LT,PER,10-Jan-19,18/01251/B
Erection of two agricultural barns to replace three existing barns,Ballavarry Farm Bernahara Road Andreas Isle Of Man IM7 3HH,PER,16-Apr-19,19/00206/B
"Alterations, demolition of existing garage, erection of two storey extension and driveway and vehicular access amendments (in association with 19/00372/CON)",Clove Cottage Main Road Kirk Michael Isle Of Man IM6 2HG,PER,31-May-19,19/00371/B
Registered Building consent for the demolition elements relating the application 19/00371/B,Clove Cottage Main Road Kirk Michael Isle Of Man IM6 2HG,PER,31-May-19,19/00372/CON
Installation of decking to rear garden (retrospective),91 King Edward Road Onchan Isle Of Man IM3 2AS,PER,05-Jun-19,19/00445/B
Installation of replacement windows and creation of a rear doorway from an existing window (retrospective),Cumberland Villa 2 Windsor Terrace Douglas Isle Of Man IM1 3LU ,PER,30-May-19,19/00446/B
"Replacement of garage door with a window, installation of external spiral stairs, creation of a first floor balcony and widening of driveway and vehicular access",30 Groudle Road Onchan Isle Of Man IM3 2EH,PER,10-Jul-19,19/00615/B
Removal of a chimney stack (retrospective),24 Stanley Road Peel Isle Of Man IM5 1NY,PER,29-Aug-19,19/00776/B
Installation of replacement windows and door to front elevation,123 Woodbourne Road Douglas Isle Of Man IM2 3AU ,PER,29-Aug-19,19/00780/B
"Alterations, conversion and extension of existing detached garage and workshop to provide ancillary living accommodation and erection of detached garage",Mayfield Main Road Colby Isle Of Man IM9 4LW,PER,09-Dec-19,19/00781/B
"Alterations, erection of ground and first floor extension and addition of rear dormer windows",6 Snaefell Crescent Onchan Isle Of Man IM3 4NJ,PER,29-Aug-19,19/00784/B
Additional use of residential dwelling as tourist accommodation,Creg Lea Beacon Croft Lane Port Erin Isle Of Man IM9 6JN ,PER,04-Jul-19,19/00520/C
Alterations and conversion to five No. flats and landlords accommodation on the first and second floors with associated access and bicycle rack,Woodbourne Hotel Alexander Drive Douglas Isle Of Man IM2 3QF,PER,01-Aug-19,19/00521/B
"Alterations, replacement of garage door with a window and erection of ground floor and first floor extension",5 Erin Crescent Port Erin Isle Of Man IM9 6FD ,PER,21-Aug-19,19/00740/B
Creation of two bay windows and formation of French doors from existing window to front elevation and alteration to existing side window,Slaidburn Peel Road Ballacraine St Johns Isle Of Man IM4 3LR ,PER,21-Aug-19,19/00741/B
Extension of driveway and vehicular access,32 Cronk Y Berry Douglas Isle Of Man IM2 6ES,PER,13-Aug-19,19/00742/B
Widening of existing driveway and vehicular access,25 Close Famman Port Erin Isle Of Man IM9 6BL ,REF,29-Aug-19,19/00743/B
Alterations and erection of rear extension,8 Woodbourne Villas Alexander Drive Douglas Isle Of Man IM2 3QG ,PER,13-Aug-19,19/00708/B
Erection of extension to rear elevation,6 Farrants Park Castletown Isle Of Man IM9 1NG,PER,07-Aug-19,19/00711/B
Replacement of existing glazed conservatory roof with tiles,17 Cleiy Rhennee Kirk Michael Isle Of Man IM6 1HT,PER,09-Jan-19,18/01228/B
"Alterations including installation of insulated render cladding system to external walls, replacement roof tiles, works to existing retaining walls, removal of chimneys, replacement barge boards and fascias, rainwater goods and canopies","47, 49, 51, 53, 55, 57 & 59 Queens Pier Road Ramsey Isle Of Man IM8 2HP",PER,22-Jan-19,18/01231/B
"Conversion of office (Class 4) to retail (Class 1) including the installation of replacement windows, doors and rainwater goods (in association with 19/00490/CON)",1 - 3 Castle Street Castletown Isle Of Man IM9 1LF,PER,26-Jun-19,19/00489/GB
"Registered Building consent for the installation of replacement windows, doors and rainwater goods (in association with 19/00490/CON) Registered Building Nos. 68 & 69",1 - 3 Castle Street Castletown Isle Of Man IM9 1LF,PER,26-Jun-19,19/00490/CON
Alterations to enlarge two existing windows.,Cronk Aalin Glen Auldyn Ramsey Isle Of Man IM7 2AD ,PER,12-Mar-19,19/00088/B
Additional use of residential flat as tourist accommodation,Eyreton Quarterbridge Road Douglas Isle Of Man IM2 3RF,PER,19-Mar-19,19/00135/C
Installation of replacement windows,Somerset House 1 Somerset Road Douglas Isle Of Man IM2 5AD,PER,24-May-19,19/00136/B
Installation of replacement roof and erection of extension at rear of dwelling,Balvenie Douglas Road Ballasalla Isle Of Man IM9 3AD,PER,23-Apr-19,19/00211/B
Installation of two windows to side elevation,Beechbrook Quarterbridge Road Douglas Isle Of Man IM2 3RQ,PER,29-May-19,19/00400/B
Erection of extension on part of existing terrace on first floor,Ballakermeen High School St Catherines Drive Douglas Isle Of Man IM1 4BE ,PER,05-Jun-19,19/00402/B
Demolition of existing building and erection of two semi detached dwellings with attached garages (amendments to PA13/90981/B),16 & 16A Marathon Road Douglas Isle Of Man IM2 4HL,PER,21-Mar-19,18/00756/B
Erection of raised decking at rear elevation with handrail and glazed panels,Avalon Croit E Quill Road Laxey Isle Of Man IM4 7JH,PER,30-May-19,19/00407/B
Alterations to existing window and installation of window to replace existing door (retrospective),39 Barrule Park Ramsey Isle Of Man IM8 2BT ,PER,30-May-19,19/00410/B
"Alterations, erection of lower ground floor extension with terrace above and erection of a ground floor extension",Garth Cottage Ballaragh Road Laxey Isle Of Man IM4 7PH,PER,12-Dec-19,19/01149/B
Replacement of existing glazed conservatory roof with tile,13 Stowell Place Castletown Isle Of Man IM9 1HF,PER,09-Dec-19,19/01151/B
Replacement of existing glazed conservatory roof with tile,12 Stowell Place Castletown Isle Of Man IM9 1HF,PER,11-Dec-19,19/01152/B
Creation of two doors at lower ground level under the existing front steps.,18 Hutchinson Square Douglas Isle Of Man IM2 4HS,PER,18-Dec-19,19/01180/B
"Installation of two wood burner flues, one on each gable of property.",8 Bradda View Grove Ballakillowey Colby Isle Of Man IM9 4DE ,PER,18-Dec-19,19/01184/B
Alterations and erection of a two storey extension,The Granary Lough Dhoo Farm The Curragh Ballaugh Isle Of Man IM7 5BG ,PER,08-Feb-19,18/01302/B
"Alterations, erection of extension and replacement of existing glazed conservatory roof with a metal lightweight roofing system",20 Milner Park Port Erin Isle Of Man IM9 6DH,PER,24-Jan-19,18/01305/B
Alterations to existing driveway,Swallows Rest Bayrauyr Road St Marks Ballasalla Isle Of Man IM9 3AT ,PER,18-Apr-19,19/00019/B
Installation of replacement door and two windows,56 Queen Street Castletown Isle Of Man IM9 1NZ,PER,12-Sep-19,19/00849/B
Installation of dormer windows to rear and gable elevations,41 Ballabrooie Grove Douglas Isle Of Man IM1 4EX,REF,02-Oct-19,19/00850/B
Installation of replacement windows to front elevation,25 Church Street Peel Isle Of Man IM5 1HN,PER,30-Sep-19,19/00851/B
Erection of illuminated signage,67 Strand Street Douglas Isle Of Man IM1 2EN,PER,12-Sep-19,19/00852/D
"Creation of outdoor classroom/education area comprising seating area and mast/sun shade, within existing garden area on existing concrete pad.",Peel Clothworkers School Derby Road Peel Isle Of Man IM5 1HP,PER,12-Sep-19,19/00855/B
Removal of existing conservatory and erection of single storey extension to the side and rear of property.,113 Cronk Liauyr Douglas Isle Of Man IM2 5LS,PER,30-Sep-19,19/00858/B
Installation of air source heat pump to replace fossil fuel boiler.,Anchor Down Bride Road Ramsey Isle Of Man IM8 3UN,PER,12-Sep-19,19/00861/B
Erection of a replacement dwelling (forming an amendment to approved application 15/00730/B),Primrose Lodge Slieau Lewaigue Lewaigue Ramsey Isle Of Man IM7 1BH,PER,04-Sep-19,19/00863/B
Erection of an extension to rear extension,5 Hillcroft Rise Douglas Isle Of Man IM2 7EH,PER,18-Jan-19,18/01309/B
