Planning Application No,Proposal,Property Address,Decision,Date decision issued
20/00315/B,Vehicular access amendments to approved PA 11/01632/B (retrospective),The Oaks & The Willows (Formerly The Hut) Douglas Road Ballasalla Isle Of Man IM9 2AN ,PER,07-Jul-20
20/00316/B,Alterations to existing vehicle access and erection of terrace with glazed balustrade,45 Garth Avenue Surby Port Erin Isle Of Man IM9 6QZ,PER,03-Jun-20
20/00317/B,"Alteration, erection of extension and widening of driveway and access",7 Hillcrest Grove Onchan Isle Of Man IM3 3HZ,PER,14-May-20
20/00318/B,Alterations and extension of conservatory (retrospective),72 Birch Hill Crescent Onchan Isle Of Man IM3 3DA,PER,12-May-20
20/00320/B,Erection of two timber storage sheds adjacent to existing storage shed,Great Laxey Mine Railway Laxey Valley Gardens Glen Road Laxey Isle Of Man  ,PER,12-May-20
20/00322/B,Erection of summer house,Mabbyl Carrick 18 Erin Way Port Erin Isle Of Man IM9 6EF ,PER,14-May-20
20/00324/C,"Change of use from storage, distribution, and general industrial use ( Classes 2.3 and 2.4) to include additional retail use (class 1.1)",Unit 14 Cooil Smithy Isle Of Man Business Park Douglas Isle Of Man IM2 2QA ,REF,03-Jun-20
20/00325/C,Additional use of residential dwelling (class 3.3) as tourist living accommodation (class 3.6),2 Summerhill Place Douglas Isle Of Man IM2 4PQ,PER,05-Jun-20
20/00326/B,Installation of larger windows and relocation of a doorway,The Boat House Head Road Douglas Isle Of Man IM1 5BF ,PER,05-Jun-20
20/00327/MCH,Minor changes application for PA 19/00535/B involving removal of approved single storey sun lounge,108 Port E Chee Avenue Douglas Isle Of Man IM2 5EY,PER,16-Jul-20
20/00328/B,Alterations and erection of two rear extensions,Ty-Siriol Tromode Park Douglas Isle Of Man IM2 5LB,PER,05-Jun-20
20/00329/B,Installation of a storage shed (retrospective),Land To Rear Of Rosewarne Glen Rushen Road Glen Maye Isle Of Man IM5 3BA ,PER,30-Apr-20
20/00330/B,Creation of rear doorway and replacement of rear garage door with doorways and installation of replacement door with fanlight above to side elevation,Loch Promenade Methodist Church Loch Promenade Douglas Isle Of Man IM1 2LY ,PER,31-Jul-20
20/00331/D,Installation of signage,7 Dale Street Ramsey Isle Of Man IM8 1BJ,PER,21-Jul-20
20/00332/C,Additional use of residential dwelling (class 3.3) as tourist living accommodation (class 3.6),Waverley Quarry Road Laxey Isle Of Man IM4 7DU,PER,12-May-20
20/00333/B,Erection of an extension to replace an existing porch / utility room,The Old Vicarage Church Road Onchan Isle Of Man IM3 1BF ,PER,10-Jun-20
20/00334/CON,Registered Building consent for the demolition of building in a conservation area (in association with PA 20/00333/B),The Old Vicarage Church Road Onchan Isle Of Man IM3 1BF ,PER,10-Jun-20
20/00335/LAW,"Certificate of Lawful Use for the use of site for storage of plant vehicles and equipment for groundworks, civil engineering and demolition works",Part Field 534164 Middle Begoade Farm Begoade Road Onchan Isle Of Man IM4 6AU,CLAWA,06-Aug-20
20/00338/B,Creation of additional parking spaces and installation of electric vehicle charging stations,Police Headquarters And Premises Dukes Avenue Douglas Isle Of Man IM2 4RG ,PER,07-Jul-20
20/00339/B,Alterations and erection of first floor extension,25 Cronk View Crescent Ballakilley Port Erin Isle Of Man IM9 6DU ,PER,06-May-20
20/00340/B,Creation of new vehicular access and alterations to existing access,Field No. 414511 Ballakillowey Road Colby Isle Of Man IM9 4BW ,PER,19-May-20
20/00341/B,Installation of replacement windows,17 Beach Street Peel Isle Of Man IM5 1NJ,PER,26-May-20
20/00343/B,Erection of an outdoor classroom,Scoill Yn Jubilee Stoney Road Douglas Isle Of Man IM2 5EE,PER,14-Jul-20
20/00345/B,Erection of first floor extension over garage to form ancillary living accommodation,Primrose Cottage Minorca Vale Laxey Isle Of Man IM4 7DZ,REF,17-Jun-20
20/00346/B,Erection of side extension and erection of rear extension with loft study,Ballahick Farm Ballahick Lane Ballasalla Isle Of Man IM9 2AD ,PER,03-Jun-20
20/00347/LAW,Application for certificate of Lawful Development for erection of decking and shed and replacement of wall,Sunny Bank Laurel Bank St Johns Isle Of Man IM4 3NL ,CLAWA,05-May-20
20/00348/B,Installation of replacement windows to both front and rear elevations,9 Clifton Terrace Douglas Isle Of Man IM2 3HX,PER,05-Aug-20
20/00349/C,Change of use from manufacturing / retail to a car sales showroom (retrospective),Laurel Bank Depot Glen Helen Road Laurel Bank St Johns Isle Of Man IM4 3NN,REF,14-May-20
20/00350/B,Erection of an extension and installation of a flue,11 Beech Avenue Onchan Isle Of Man IM3 3HQ,PER,10-Jun-20
20/00351/B,Erection of two rear extensions and installation of replacement roof tiles,7 Birch Hill Crescent Onchan Isle Of Man IM3 3JA,PER,14-May-20
20/00352/C,Additional use of residence as tourist accommodation,40 Malew Street Castletown Isle Of Man IM9 1AF,PER,19-May-20
20/00353/LAW,Certificate of lawful use for removal of agricultural tie,Cronkville Scollag Road Hillberry Onchan Isle Of Man IM4 5BT ,CLAWA,01-Oct-20
20/00354/B,Installation of replacement door and windows to front elevation,4 Albert Street Douglas Isle Of Man IM1 2QA ,PER,03-Jun-20
20/00355/B,Alterations and erections of extension to rear elevation,12 The Fairway Onchan Isle Of Man IM3 2EL,PER,13-May-20
20/00357/LAW,"Application for certificate of Lawful Development for installation of replacement roofing material to kitchen roof, blocking up of a doorway and replacement of an existing window with  a doorway",2 Kensington Lane Douglas Isle Of Man IM1 3ES,CLAWA,05-Aug-20
20/00358/B,Alterations and erection of first floor extension,14 Cleiy Rhennee Kirk Michael Isle Of Man IM6 1HT,PER,14-May-20
20/00359/LAW,"Certificate of lawful use for replacement doors, rooflight and roof",103 Woodbourne Road Douglas Isle Of Man IM2 3AR,CLAWA,02-Jun-20
20/00360/B,Conversion of detached garage to tourist accommodation,Nane Darragh Douglas Road Ballasalla Isle Of Man IM9 2ER ,PER,10-Jun-20
20/00363/B,"Alterations, removal of existing parapet wall to South West elevation, installation of replacement roof slates, front door and fibreglass covering to South East dormer",4 Merton Bank Douglas Isle Of Man IM1 3DG,PER,30-Jul-20
20/00364/B,Installation of a replacement front door,Thalloo Jiass 6 The Grove Peel Isle Of Man IM5 1LB,PER,18-May-20
20/00365/B,Installation of replacement windows to rear elevation,38 Arbory Street Castletown Isle Of Man IM9 1LN,PER,19-May-20
20/00366/B,Installation of two window dormers to front elevation,Roseville Main Road Colby Isle Of Man IM9 4NS,PER,10-Jun-20
20/00367/B,Installation of replacement windows and door and alteration to rear window,26 Hatfield Grove Douglas Isle Of Man IM1 3HD,PER,17-Sep-20
20/00369/B,"Alterations, erection of rear two storey extension, erection of replacement garden shed and relocation of oil tank",Barrule 42 Victoria Road Castletown Isle Of Man IM9 1ED,PER,30-Jul-20
20/00370/B,Erection of a replacement stable block with wood store,Chibbraghin Dalby Isle Of Man IM5 3BW ,PER,25-Jun-20
20/00371/B,Replacement of existing glazed conservatory roof with tile,Farrysthie Eleanora Drive Douglas Isle Of Man IM2 3NN,PER,18-May-20
20/00372/B,Replacement of existing glazed conservatory roof with tile,Reayrt Y Clieau Ballavagher Road St Johns Isle Of Man IM4 3JF ,PER,03-Jun-20
20/00373/B,Replacement of glazed conservatory roof with tile,1 Honeysuckle Lane Douglas Isle Of Man IM2 7DY,PER,18-May-20
20/00374/B,Replacement of existing glazed conservatory roof with tiles,Woodlands 24 Second Avenue Douglas Isle Of Man IM2 6AP,PER,18-May-20
20/00375/B,Replacement of existing glazed conservatory roof with tiles,21 Ballaughton Manor Hill Douglas Isle Of Man IM2 1NY,PER,18-May-20
20/00376/B,Replacement of existing glazed conservatory roof with tiles,38 Hollin Bank Braddan Douglas Isle Of Man IM4 4TT ,PER,29-May-20
20/00377/B,Erection of porch extension,10 Hilltop Rise Douglas Isle Of Man IM2 2LF,PER,12-Jun-20
20/00379/B,Conversion of dwelling into two apartments with associated vehicular access,Bali Hai May Hill Ramsey Isle Of Man IM8 2HG,REF,16-Jun-20
20/00381/B,Replace existing flat roof over annex with a pitched roof,Glion Arragh Main Road Glen Vine Isle Of Man IM4 4BA,PER,10-Jun-20
20/00383/B,"Alterations, erection of extension, raised terrace / patio and installation of a flue",8 Ormly Grove Ramsey Isle Of Man IM8 3LG,PER,20-Jul-20
20/00384/B,"Erection of a dormer window, blocking up of external rear windows and widening of existing vehicular access",17 Governors Road Onchan Isle Of Man IM3 1AX,PER,24-Jul-20
20/00387/B,Alterations and extension of existing roof,15 Groudle Road Onchan Isle Of Man IM3 2EH,PER,29-May-20
20/00388/B,Alterations and erection of 2 storey extension,42 Douglas Street Peel Isle Of Man IM5 1BD,PER,08-Jul-20
20/00390/B,"Alterations including a new shop front, installation of two ATM's and relocation of a doorway",Villiers Building / House Victoria Street Douglas Isle Of Man IM1 2LN,PER,15-Jul-20
20/00391/C,Additional use of residential dwelling as tourist accommodation,Wyllin Cottage Glen Wyllin Kirk Michael Isle Of Man IM6 1AW ,PER,24-Jun-20
20/00392/B,Erection of an attached garage and relocation of existing flue,Leafy Rise Main Road Glen Vine Isle Of Man IM4 4AZ,PER,30-Jul-20
20/00393/B,Erection of a two storey extension,East View Curragh Road St Johns Isle Of Man IM4 3LN,PER,08-Jul-20
20/00394/MCH,Minor changes application for PA 15/00167B involving the increasing the width of the highway immediately adjacent and serving plot 56 to 63 inclusive,"Fields 134081, 134083, 134084 & Croftbank Land Off Clifton Drive Ramsey Isle Of Man  ",PER,01-Jul-20
20/00395/B,Erection of garage extension and alterations to existing parking,18 Corran Pirragh Reayrt Ny Cronk Peel Isle Of Man IM5 1GN ,PER,29-May-20
20/00397/B,Erection of a double garage to replace existing and removal of a tree,Ellerby Grove Mount Ramsey Isle Of Man IM8 3HP,PER,29-May-20
20/00398/B,"Installation of patio door to rear elevation, installation of window to side elevation to replace approved patio door and installation of replacement windows approved under PA 19/01337/B",2 Selborne Drive Douglas Isle Of Man IM2 3LS,PER,29-May-20
20/00399/B,Erection of temporary marquee for storage of tramcars with extension of existing tram tracks into associated structure (retrospective),Part Of Summerland Site King Edward Road Douglas Isle Of Man  ,PER,03-Jun-20
20/00400/B,Replacement of a garage door with a window,6 Fuchsia Road Reayrt Ny Keylley Peel Isle Of Man IM5 1GA ,PER,17-Jul-20
20/00402/B,Construction of a footbridge.,Wildwood House Glen Auldyn Ramsey Isle Of Man IM7 2AH ,PER,18-Sep-20
20/00404/CON,Registered Building consent for the demolition elements relating the application 20/00388/B,42 Douglas Street Peel Isle Of Man IM5 1BD,PER,08-Jul-20
20/00406/B,Creation of vehicular access and associated driveway,Falls Cottage Glen Maye Isle Of Man IM5 3BA ,PER,16-Jul-20
20/00407/B,Installation of replacement windows,Genesis House 8 Victoria Street Douglas Isle Of Man IM1 2LH ,PER,25-Sep-20
20/00408/B,Removal of render to front elevation,4 The Crofts Castletown Isle Of Man IM9 1LY,PER,09-Jul-20
20/00409/B,1Installation of access gate,Le Clos Aux Merles Abbeylands Isle Of Man IM4 5ED ,PER,23-Jun-20
20/00411/LAW,Certificate of lawful use for the installation of replacement windows,27 Lancaster Road Douglas Isle Of Man IM2 5BB,CLAWA,02-Jul-20
20/00412/B,Installation of roof solar panels and additional use of warehouse / storage (class 2.4) to allow pet food development,Unit 6 Cooil Smithy Isle Of Man Business Park Douglas Isle Of Man IM2 2QA ,PER,07-Jul-20
20/00413/B,"Erection of rear extension, increase size of existing window and installation of a flue",20 Cronk Drean Douglas Isle Of Man IM2 6AX,PER,05-Aug-20
20/00414/B,Erection of a link extension between dwelling and detached garage,Malew House Malew Road Ballasalla Isle Of Man IM9 3DJ,PER,25-Jun-20
20/00415/C,Extension of opening hours Sunday to Thursday from 4pm to 12.30am to 4pm to 01.30am and Friday to Saturday from 4pm to 3am to 4pm to 4am,2 Marina Road Douglas Isle Of Man IM1 2HE,PER,29-Jun-20
20/00416/LAW,Certificate of Lawful Use for the processing of Construction and Demolition Waste,Composting Site Poortown Road St Johns Isle Of Man IM4 3NQ ,CLAWA,16-Dec-20
20/00417/B,Alterations and erection of extension,Clifton Baldhoon Road Laxey Isle Of Man IM4 7NE,REF,24-Jun-20
20/00418/B,Demolition of existing building,7 Upper Church Street Douglas Isle Of Man IM1 1EA,PER,26-Jun-20
20/00419/B,Erection of a detached building to provide staff facilities,Garage Showroom And Offices Parliament Square Ramsey Isle Of Man IM8 2AB,PER,26-Jun-20
20/00420/B,Erection of sunroom extension to replace conservatory and erection of rear utility extension to dwelling,Fairfield Agneash Laxey Isle Of Man IM4 7NP ,PER,31-Jul-20
20/00421/B,Installation of replacement windows and door to front elevation,The House Of Sizers Tent Road Laxey Isle Of Man IM4 7DB ,PER,03-Jun-20
20/00422/B,Installation of four replacement windows to side elevation,17 Thorny Road Douglas Isle Of Man IM2 5EG,PER,10-Aug-20
20/00423/MCH,Minor changes application for PA 19/00793/B involving amendment to window and door arrangement,Kilkenny Cottage Colooneys Lane Cooil Douglas Isle Of Man IM4 2AG ,PER,20-Jul-20
20/00425/B,Erection of security fencing and gates,Battery Pier Depot Battery Pier Douglas Isle Of Man  ,PER,10-Aug-20
20/00426/B,Creation of an additional rear window,29 Brecken Bank Cronkbourne Douglas Isle Of Man IM4 4TS ,PER,10-Aug-20
20/00428/B,Creation of a window to both side and rear elevations,1 Cushag Drive Ballawattleworth Estate Peel Isle Of Man IM5 1WX ,PER,30-Jul-20
20/00429/B,Erection of a detached substation,Land East Of School Hill Avenue Castletown Isle Of Man  ,PER,04-Jun-20
20/00430/B,Variation of condition 3 of PA 19/01440/B to vary the internal layout of existing development,Garage/workshop Parsonage Road Ramsey Isle Of Man IM8 2EE ,PER,12-Jun-20
20/00431/B,Conversion of dwelling to 2 holiday cottages with associated parking,Margarita Cottage Baldhoon Road Laxey Isle Of Man IM4 7NA,PER,02-Jul-20
20/00432/MCH,Minor change application for PA 16/01150/B involving alterations to window and door arangement,Ellenbrook Farm Old Castletown Road Douglas Isle Of Man IM4 1AJ ,PER,20-Jul-20
20/00434/B,Reconstruction of Wheelhouse And Waterwheel,Groudle Glen Water House And Wheel King Edward Road Onchan Isle Of Man  ,PER,02-Jul-20
20/00435/B,"Alterations and extensions to property, including extension in place of existing garage, infill porch and detached garage.",Booilushag House Booilushag Ballajora Ramsey Isle Of Man IM7 1BD,PER,10-Aug-20
20/00436/D,Installation of illuminated signage,Villiers Building Victoria Street Douglas Isle Of Man IM1 2LN,PER,11-Aug-20
20/00437/B,Alterations to convert existing detached barn in to home office,1 Brookfield Little Mill Road Onchan Isle Of Man IM4 5BF,PER,02-Jul-20
20/00438/B,Rear extension to property,48 Groudle Road Onchan Isle Of Man IM3 2EE ,PER,17-Aug-20
20/00439/B,"Recladding of part of building, including Front Entrance/South West elevation",QEII High School Douglas Road Peel Isle Of Man IM5 1RD ,PER,29-Jun-20
20/00441/B,Installation of a flue (retrospective),2 Reayrt Ny Glionney Drive Laxey Isle Of Man IM4 7LG ,PER,09-Jun-20
20/00442/B,Erection of a rear extension,22 Reayrt Ny Crink Crosby Isle Of Man IM4 2EA ,PER,11-Aug-20
20/00443/LAW,"  Application for certificate of Lawful Use of existing outbuildings as garage, machinery store, storage building and private joinery workshop",Cronk-Ny-Shee Cordeman Road St Marks Ballasalla Isle Of Man IM9 3AJ ,PER,25-Jun-20
20/00444/GB,Installation of replacement back doors (in association with 20/00445/CON),9 Harris Terrace Douglas Isle Of Man IM1 3LZ,PER,23-Sep-20
20/00445/CON,Registered Building consent for installation of replacement back doors (in association with PA 20/00444/GB) Registered Building Nos. 210,9 Harris Terrace Douglas Isle Of Man IM1 3LZ,PER,23-Sep-20
