Planning Application No,Proposal,Property Address,Decision,Date decision issued
20/00868/B,"Alterations, erection of first floor extension, formation of bay windows and installation of replacement glass balustrade",Ca' D' Zan The Downs Union Mills Isle Of Man IM4 4NQ,PER,02-Oct-20
20/00869/B,Erection of three dwellings with associated garages,Cliff Villas Former Site Of Cliff Lodge Switzerland Road Douglas Isle Of Man  ,PER,15-Dec-20
20/00870/B,Re roofing of flat roof of rear outlet and installation of rear bi-folding doors,Sekondi 12 Victoria Road Castletown Isle Of Man IM9 1EW,PER,14-Sep-20
20/00871/B,Erection of extension to rear elevation,Fairhaven 10 Mountain View Peel Isle Of Man IM5 1QD,REF,26-Oct-20
20/00872/B,Installation of retaining walls and creation of a turning space and additional parking,Thie My Chree Ballajora Ramsey Isle Of Man IM7 1BL ,PER,09-Oct-20
20/00874/B,Alterations to existing windows and doors,1 Ballaglonney Close Crosby Isle Of Man IM4 2DH,PER,02-Oct-20
20/00875/LAW,Certificate of lawful development for the installation of replacement roof tiles,77 Cronk Drean Douglas Isle Of Man IM2 6AS,CLAWA,14-Sep-20
20/00876/B,Creation of a driveway and vehicular access,7 Laureston Grove Douglas Isle Of Man IM2 4BG,REF,02-Oct-20
20/00877/B,Installation of replacement windows to existing dormer window,Brookdale 8 Cronkbourne Road Douglas Isle Of Man IM2 3LB,PER,26-Oct-20
20/00878/B,Installation of a satellite dish to front elevation,32 Glenfaba Road Peel Isle Of Man IM5 1BX,PER,06-Nov-20
20/00879/B,Erection of an extension to dwelling,11 Poplar Road Douglas Isle Of Man IM2 4AS ,PER,06-Oct-20
20/00881/B,Replacement of two windows with a bi-folding door,6 Ballamurphie Park Glen Vine Isle Of Man IM4 4HY ,PER,06-Oct-20
20/00882/B,Installation of a replacement slate roof and lead work around dormer window (retrospective),38 Malew Street Castletown Isle Of Man IM9 1AF,PER,08-Oct-20
20/00883/B,"Alterations and erection of link, single and double storey extensions",Thie Spooyt Dreemskerry Ramsey Isle Of Man IM7 1BF ,PER,24-Sep-20
20/00885/B,Installation of a replacement balcony,Seaward Bridge Street Castletown Isle Of Man IM9 1AX,PER,06-Oct-20
20/00886/B,Alterations and erection of sun room extension,Kilkenny Cottage Colooneys Lane Cooil Douglas Isle Of Man IM4 2AG ,PER,08-Oct-20
20/00887/B,Alterations and erection of extension to provide a quadruple garage,Lleany Voar Ballaquane Road Peel Isle Of Man IM5 1PS,PER,20-Oct-20
20/00888/MCH,"Minor changes application to PA 19/00588/B involving change from flat roof to pitched, cladding and window alteration",Brown Roofs Ballakillowey Road Colby Isle Of Man IM9 4BN,PER,04-Sep-20
20/00889/B,Alterations to existing door and window and erection of extension,7 Mull View Kirk Michael Isle Of Man IM6 1AQ,PER,20-Oct-20
20/00891/B,Creation of new window to rear and alterations to existing windows to form single window,Little Mount Top Road Crosby Isle Of Man IM4 4HL,PER,06-Oct-20
20/00892/B,Creation of vehicular access and off road parking,Dring Cottage Saint Marys Road Port Erin Isle Of Man IM9 6JJ,PER,06-Oct-20
20/00893/B,Erection of single storey extension,7 Vicarage Park Douglas Isle Of Man IM2 2QB ,PER,16-Oct-20
20/00896/B,"Installation of replacement windows, doors and fence",3 Bridge Road Ballasalla Isle Of Man IM9 3DA,PER,30-Oct-20
20/00897/CON,Registered Building consent for alterations to existing internal doors Registered Building Nos. 185,King Williams College King Williams College Grounds Castletown Isle Of Man IM9 1TP ,PER,09-Oct-20
20/00898/C,Conversion of tourist accommodation to residential accommodation,7 The Esplanade Central Promenade Douglas Isle Of Man IM2 4LR ,PER,23-Nov-20
20/00899/B,Erection of an extension to rear elevation,2 Endfield Avenue Port St. Mary Isle Of Man IM9 5EW,PER,07-Oct-20
20/00900/B,Erection of a dwelling (amendment to PA 19/00137/B),10 Quayle Close (plot A75) Reayrt Mie Ballasalla Isle Of Man IM9 2BA ,PER,09-Oct-20
20/00901/CON,Registered Building consent for removal of six pews (RB 248),St Michaels Church Main Road Kirk Michael Isle Of Man IM6 1ER ,PER,09-Oct-20
20/00904/D,Installation of window vinyl signage,The Veterinary Surgery Strand Road Port Erin Isle Of Man IM9 6HE,PER,07-Oct-20
20/00905/C,Additional use of detached ancillary accommodation as tourist accommodation,11 Links View Onchan Isle Of Man IM3 2AW,PER,09-Oct-20
20/00907/LAW, Application for certificate of Lawful Use of existing detached garage as ancillary living accommodation,The Lodge Ballaquaggan Farm Douglas Road Ballasalla Isle Of Man IM9 3AD ,CLAWR,09-Oct-20
20/00910/CON,Registered Building consent for the demolition of outbuilding,Clifton Baldhoon Road Laxey Isle Of Man IM4 7NE,PER,18-Nov-20
20/00911/B,Installation of replacement windows and back door,5 Duke Street Peel Isle Of Man IM5 1NG,PER,19-Oct-20
20/00912/B,Erection of an extension to side elevation and installation of a dormer window,31 Wybourn Drive Onchan Isle Of Man IM3 4AT,PER,09-Oct-20
20/00913/LAW,Application for certificate of Lawful Use of existing property as a residential dwelling,Ballaleigh Ballaleigh Road Kirk Michael Isle Of Man IM6 1HJ,CLAWA,26-Oct-20
20/00914/B,Creation of garage door to rear boundary wall,13 Queens Terrace Douglas Isle Of Man IM1 4BZ,PER,07-Oct-20
20/00915/B,Erection of an extension to rear elevation,1 Royal Park Ramsey Isle Of Man IM8 3UF ,PER,13-Oct-20
20/00916/B,"Demolition and erection of replacement roof plant room, installation of entrance canopies and installation of replacement windows and street level metal railings","Clinches Court Development North Quay, Bank Hill & Lord Street Douglas Isle Of Man IM1 4LJ",PER,07-Oct-20
20/00917/CON,Registered Building consent for the demolition of roof plant room (in connection with PA 20/00916/B),"Clinches Court Development North Quay, Bank Hill & Lord Street Douglas Isle Of Man IM1 4LJ",PER,07-Oct-20
20/00918/B,Creation of French doors from an existing window to front elevation (retrospective),Blair Athol The Promenade Port St. Mary Isle Of Man IM9 5DB,PER,07-Oct-20
20/00919/B,Installation of replacement front door and fanlight,10 Wesley Terrace Douglas Isle Of Man IM1 3HF,PER,07-Oct-20
20/00920/B,"Landscaping works, erection of feature totems and feature lighting",Jurby Ind Estate Jurby Industrial Estate Jurby Isle Of Man  ,PER,05-Nov-20
20/00921/D,Erection of illuminated totem entrance signs and non-illuminated directory signs and building numbering signs,Jurby Ind Estate Jurby Industrial Estate Jurby Isle Of Man  ,PER,05-Nov-20
20/00923/B,Erection of three dwellings (amendment to PA 19/00137/B),"11 , 12 & 13 Mylchreest Drive (plots A47, A48 & A49) Reayrt Mie Ballasalla Isle Of Man IM9 2BB ",PER,13-Oct-20
20/00924/B,Erection of a detached garage,72 Ard Reayrt Laxey Isle Of Man IM4 7QQ ,REF,16-Oct-20
20/00926/B,Replacement of existing conservatory to front elevation,13 Ballakneale Avenue Port Erin Isle Of Man IM9 6ND ,PER,19-Oct-20
20/00927/C,Additional use of residence as tourist accommodation,Seabank Cottage Port E Vullen Ramsey Isle Of Man IM7 1AP ,PER,05-Oct-20
20/00930/B,Erection of an extension to existing store to provide an electrical services room,Ballawhane Farm Leodest Road Andreas Isle Of Man IM7 3EG,PER,03-Dec-20
20/00934/B,Erection of an extension to East elevation,Landrace Bungalow Braust Andreas Isle Of Man IM7 4ES,PER,07-Oct-20
20/00935/B,Door / window alterations to dwelling,6 Kella Close Sulby Isle Of Man IM7 2HQ,PER,05-Oct-20
20/00936/B,Replacement of door and window with sliding doors,7 Lyndale Avenue Peel Isle Of Man IM5 1JY,PER,07-Oct-20
20/00937/C,Additional use of residential (class 3.3) as tourist living accommodation (class 3.6),Glen Moar Tea Room Cottages 1 & 2 Glen Helen Road Laurel Bank St Johns Isle Of Man IM4 3NN ,PER,26-Oct-20
20/00939/B,Removal of a chimney and formation of a new window,The Haven Fort Island Road Derbyhaven Isle Of Man IM9 1TZ,REF,06-Nov-20
20/00941/LAW,Certificate of lawful development for the installation of replacement roof tiles,Belmore The Crescent Baldrine Isle Of Man IM4 6DY,PER,07-Oct-20
20/00942/LAW,Certificate of lawful development for the erection of a lean to shed,Lawson Croft The Lhen Andreas Isle Of Man IM7 3EH ,PER,09-Oct-20
20/00943/B,Erection of a detached garden shed (retrospective),88 Ballacriy Park Colby Isle Of Man IM9 4LZ,PER,13-Oct-20
20/00944/B,Removal of existing sod bank and replace with fencing or partial removal of existing sod bank and installation of a retaining wall,59 Clybane Rise Douglas Isle Of Man IM2 2LX,REF,27-Oct-20
20/00945/C,Additional use of public house and restaurant (class 1.3) as retail (class 1.1),Tynwald Hill Inn Main Road St Johns Isle Of Man IM4 3NA ,PER,18-Nov-20
20/00946/B,Erection of a porch and erection of a two storey extension to dwelling,Miranda Cottage Main Road Colby Isle Of Man IM9 4AD,PER,30-Oct-20
20/00947/B,Erection of single storey extension and installation of a first floor juliette balcony,4 The Church View Braddan Douglas Isle Of Man IM4 4TF,PER,30-Oct-20
20/00948/B,Erection of a single storey extension,11 Ormly Avenue Ramsey Isle Of Man IM8 3LF,PER,05-Nov-20
20/00949/B,"Installation of replacement windows, front door, roof and installation of rooflights",1 Cannells Lane Ramsey Isle Of Man IM8 1JR,PER,26-Oct-20
20/00950/B,Replacement of existing conservatory with sunroom extension and installation of juliette balcony,15 Cleiy Rhennee Kirk Michael Isle Of Man IM6 1HT,PER,07-Oct-20
20/00951/B,Installation of electric vehicle charge points,Section Of Loch Promenade  Adjacent To Nos 26-34 Douglas Isle Of Man ,PER,13-Oct-20
20/00952/B,Installation of electric vehicle charge points,Section Of Queens Promenade Adjacent To Pump Station And Gardens Queens Promenade Douglas Isle Of Man  ,PER,14-Oct-20
20/00953/B,Installation of electric vehicle charge points,"Section Of Loch Promenade Adjacent To Falcon Apartments, 57 - 60 Loch Promenade & Rochester Court Douglas Isle Of Man  ",PER,14-Oct-20
20/00954/B,Installation of electric vehicle charge points,Section Of Queens Promenade  Adjacent To Strathallan Slip Road Queens Promenade Douglas Isle Of Man  ,PER,14-Oct-20
20/00955/B,Installation of electric vehicle charge points,Section Of Central Promenade Adjacent To Spectrum Apartments Central Promenade Douglas Isle Of Man  ,PER,14-Oct-20
20/00957/B,Erection of a summerhouse,Ballakeylley Main Road Glen Vine Isle Of Man IM4 4AZ ,PER,08-Oct-20
20/00958/B,Erection of a detached building to provide staff facilities,St Johns Steel Services Mines Road Foxdale Isle Of Man IM4 3EX ,REF,08-Oct-20
20/00959/B,Creation of a first floor window to side elevation,28 Vicarage Park Douglas Isle Of Man IM2 2QD ,PER,09-Oct-20
20/00960/B,Replacement of existing masonry parapet with UPVC facia,Hillside Main Road Colby Isle Of Man IM9 4AE,PER,09-Oct-20
20/00962/B,"Alterations and erection of rear extension, dormers and patio doors",Thie Hibbin 2 Bowling Green Road Castletown Isle Of Man IM9 1EA,PER,05-Nov-20
20/00963/B,Erection of an extension to rear of existing garage to provide storage rooms,Cara Mie Lezayre Road Ramsey Isle Of Man IM8 2TD ,PER,09-Oct-20
20/00964/B,Erection of sunroom extension,15 Queens Drive West Ramsey Isle Of Man IM8 2JB ,PER,12-Oct-20
20/00965/B,Alterations and erection of extension to side elevation linking dwelling to detached garage and erection of dormer to rear elevation,Meadow View Cranstal Road Bride Isle Of Man IM7 4BN,PER,09-Oct-20
20/00966/B,Erection of a single storey extension,70 Ballamaddrell Port Erin Isle Of Man IM9 6AZ,PER,18-Nov-20
20/00967/C,Change of use from Public House (class 1.3) to residential property (class 3.3),Liverpool Arms Main Road Baldrine Isle Of Man IM4 6AE,REF,28-Oct-20
20/00968/B,"Alterations, erection of extension, raising of garage roof and widening of vehicular access",Silver Birches Moaney Road Santon Isle Of Man IM4 1HY,PER,05-Nov-20
20/00969/B,Extension of existing dormer window to front elevation,Sunrise Linden Avenue Port St. Mary Isle Of Man IM9 5ER,PER,20-Oct-20
20/00970/B,Installation of replacement windows,Flat 3   71 Bucks Road Douglas Isle Of Man IM1 3EF,PER,09-Oct-20
20/00971/B,"Alterations, erection of extension, installation of a replacement roof and removal of a chimney stack",Two Ways 21 Groudle Road Onchan Isle Of Man IM3 2EH,PER,09-Oct-20
20/00973/MCH,Minor Changes application to PA19/01149/B involving removal of lower ground floor extension,Garth Cottage Ballaragh Road Laxey Isle Of Man IM4 7PH,PER,07-Oct-20
20/00974/B,Alterations and erection of extension,17 Rheast Mooar Close Ramsey Isle Of Man IM8 3LT,PER,09-Oct-20
20/00977/B,Erection of stables,Top Half Of Field 214284 And Part Field 214285 Bretney  / Jurby East Road Jurby Isle Of Man IM7 3ES ,PER,06-Nov-20
20/00978/B,Raise roof of dwelling and installation of a dormer window to South West elevation,11 Queens Drive Peel Isle Of Man IM5 1BH,PER,04-Dec-20
20/00979/B,"Replacement of conservatory with a utility room, window / door alterations and installation of raised decking / paving to existing rear yard",39 Hawarden Avenue Douglas Isle Of Man IM1 4BW,PER,26-Oct-20
20/00980/MCH,Minor Changes application to PA 19/00328/B involving repositioning of doors and parking spaces,Recycling Compound Kewaigue Douglas Isle Of Man  ,PER,07-Oct-20
20/00981/B,Erection of an extension to rear elevation,3 Hollydene Avenue Onchan Isle Of Man IM3 3HB,PER,04-Nov-20
20/00983/B,Creation of a vehicular access and off road parking,21 West View Peel Isle Of Man IM5 1DL,REF,26-Oct-20
20/00984/LAW,Certificate of lawful development for the erection of raised decking,62 Friary Park Road Ballabeg Castletown Isle Of Man IM9 4EW,CLAWR,05-Nov-20
20/00987/B,Demolition of existing structure and erection of replacement stone wall,Laxey Depot - Eng Works Ellerslie Glen Road Laxey Isle Of Man IM4 2HA ,PER,26-Oct-20
20/00988/CON,Registered Building Consent for the demolition elements of application 20/00987/B,Laxey Depot - Eng Works Ellerslie Glen Road Laxey Isle Of Man IM4 2HA ,PER,26-Oct-20
20/00992/B,Erection of a bronze frieze mounted on a concrete plinth,Land South Of Limekilns / The Smelt Fort Island Road Derbyhaven Isle Of Man IM9 1TZ,PER,05-Nov-20
20/00994/B,Erection of an extension to rear elevation,66 Ballamaddrell Port Erin Isle Of Man IM9 6BA,PER,06-Nov-20
20/00996/C,"Levelling of site, erection of wall up to 1.5M and laying of hardcore hardstanding.",Pound Lane Depot Castletown Road Port St. Mary Isle Of Man IM9 5LT,PER,18-Dec-20
20/00998/B,"Window / door alterations, rasing and alteration to roofs and removal of a chimney",Ballachrine Farm Church Road Santon Isle Of Man IM4 1EZ,PER,14-Oct-20
20/00999/B,Erection of an extension to rear elevation and removal of a chimney stack,11 Greyfriars Close Ballabeg Castletown Isle Of Man IM9 4EJ,PER,26-Oct-20
20/01000/B,Erection of a garage extension,Glen Darragh Mill Braaid Road Glen Vine Isle Of Man IM4 2AS ,PER,09-Nov-20
20/01003/B,Installation of replacement windows to front elevation,13 Mount Havelock Douglas Isle Of Man IM1 2QG ,PER,26-Oct-20
20/01005/B,Erection of an extension and relocation of front porch doorway,30 Ballacriy Park Colby Isle Of Man IM9 4LU,PER,26-Oct-20
20/01006/B,Installation of replacement front door,17 Athol Terrace Castletown Isle Of Man IM9 1AL,PER,14-Oct-20
20/01007/C,Change of use of commercial property with flat above to a residential dwelling (class 3.3),8  / 8A Central Drive Onchan Isle Of Man IM3 1EU,PER,26-Oct-20
20/01008/B,Erection of a single storey extension,7 Campion Close Reayrt Ny Keylley Peel Isle Of Man IM5 1GD ,PER,14-Oct-20
20/01009/B,Alterations and erection of extensions to front elevation and first floor extension to side elevation,Tradewinds 11 Manor Park Onchan Isle Of Man IM3 2EW,PER,26-Oct-20
20/01011/B,Installation of two roof lights,Thie N Lhargee Rencell Laxey Isle Of Man IM4 7BN ,PER,26-Oct-20
20/01012/B,Widening of existing vehicle access and creation of hardstanding,10 Ballachrink Colby Isle Of Man IM9 4PB,PER,05-Nov-20
20/01013/B,Installation of a glazed unit to replace existing windows and doors to front elevation,Cottage Close Chairn St Judes Road Sulby Isle Of Man IM7 2ES,PER,14-Oct-20
20/01014/B,Alterations and erection of an extension (in association with PA 20/00910/CON),Clifton Baldhoon Road Laxey Isle Of Man IM4 7NE,PER,18-Nov-20
20/01015/CON,Registered Building consent for the installation of replacement antenna (Registered Building Nos. 214),Albert Tower Ramsey Isle Of Man  ,PER,26-Oct-20
20/01016/B,Alterations to lower height of existing chimney stack,Regent House Upper Cronk Orry Laxey Isle Of Man IM4 7QR ,PER,26-Oct-20
20/01017/B,Erection of a detached summerhouse with associated chimney and alteration to driveway and vehicular access,Kelburn Douglas Road Ballasalla Isle Of Man IM9 2ER ,PER,05-Nov-20
20/01018/B,Alterations and extension to sun room,Kapsigeri Croit E Quill Road Laxey Isle Of Man IM4 7JG,PER,06-Nov-20
20/01021/MCH,Minor Changes application to PA 19/01396/B involving plots 1 & 2 to increase length of driveway and provide additional landscape to frontage,Ballagarey Nurseries Greeba Avenue Glen Vine Isle Of Man IM4 4ED,PER,06-Oct-20
20/01022/GB,Installation of replacement windows and doors (in association with 20/01023/CON),Harbour View 31 Castle Street Peel Isle Of Man IM5 1AL,PER,07-Dec-20
20/01023/CON,Registered Building consent for the installation of replacement windows and doors (in association with 20/01022/GB) Registered Building Nos. 104,Harbour View 31 Castle Street Peel Isle Of Man IM5 1AL,PER,07-Dec-20
20/01024/C,Change of use from retail (class 1.1) to food and drink (class 1.3),Small Retail Unit Adjacent To Main Retail Unit Crosby Meadow Estate Peel Road Crosby Isle Of Man  ,PER,13-Nov-20
20/01025/B,"Removal of existing dwelling and erection of seven detached dwellings with associated drainage, landscaping and highway works","Residential Curtilage Of Knock-E-Tholt And Parts Of Gardens Of Adjacent Dwellings Court Hey, Ty Hesq & Westlands Douglas Road Kirk Michael Isle Of Man ",PER,11-Nov-20
20/01026/B,Erection of home exercise studio,Rockaway Costain Close Colby Isle Of Man IM9 4NZ,PER,05-Nov-20
20/01027/B,Alterations to existing safety fencing,Car Park/toilets Chester Street Douglas Isle Of Man IM1 2PG,PER,14-Oct-20
20/01028/MCH,"Minor Changes application to PA 18/01267/B involving alterations to window heights, roof pitch and height of extension",7 Brisbane Street Douglas Isle Of Man IM1 3JL,PER,06-Nov-20
20/01029/MCH,Minor Changes application to PA 20/00018/B involving alterations to cladding and rendering,Whindyke Bradda West Road Spaldrick Port Erin Isle Of Man IM9 6PN,PER,13-Oct-20
20/01030/B,Replacement of garage door with upvc sliding doors,High Trees Ballabrooie Drive Douglas Isle Of Man IM1 4HF,PER,06-Nov-20
20/01031/B,Installation of replacement windows to rear elevation and replacement front door,9 Bridge Street Peel Isle Of Man IM5 1NB,PER,06-Nov-20
20/01032/B,Installation of replacement windows and door to front elevation,68 Patrick Street Peel Isle Of Man IM5 1BS,PER,26-Oct-20
20/01033/B,Erection of three detached dwellings with integral garages and alteration to road (incorporation amendments to PA 18/00955/REM),"Plots 5, 6 & 7 Ballabeg Grove Main Road Glen Vine Isle Of Man IM4 4HZ ",PER,18-Nov-20
20/01034/B,Erection of summer house (retrospective),16 Scoill Close Peel Isle Of Man IM5 1QZ ,PER,13-Nov-20
20/01035/GB,Installation of replacement windows to front and rear elevation (in association with PA 20/01036/CON),21 Governors Road Onchan Isle Of Man IM3 1AY,PER,06-Nov-20
20/01036/CON,Registered Building Consent for installation of replacement windows to front and rear elevations RB No.126 (in association with PA 20/01035/GB),21 Governors Road Onchan Isle Of Man IM3 1AY,PER,06-Nov-20
20/01037/B,Erection of 2 detached dwellings with integral garages,94 & 96 Royal Park Ramsey Isle Of Man IM8 3UH ,PER,19-Nov-20
20/01039/B,Replace garage door with window and doorway for garage to be used as home office and living accommodation,1 Fairway Drive Port Erin Isle Of Man IM9 6LR,PER,06-Nov-20
20/01040/B,Extension of existing roof and creation of two dormer windows,Tan-Y-Bryn The Curragh Ballaugh Isle Of Man IM7 5EA ,PER,23-Nov-20
20/01041/B,Alterations and replacement of existing conservatory with single storey extension (amendment to PA 20/00639/B),61 Brunswick Road Douglas Isle Of Man IM2 3NW,PER,09-Nov-20
20/01043/B,Creation of a bin and oil tank store (retrospective),Shoprite Supermarket Bowring Road Ramsey Isle Of Man IM8 2LL,PER,26-Oct-20
20/01044/B,Installation of air conditioning units and satellite dish to retail unit,Retail Unit Crosby Meadow Estate Peel Road Crosby Isle Of Man  ,PER,24-Nov-20
20/01045/B,"Alterations, erection of replacement rear extension and installation of replacement windows and door (amendment to PA 20/00461/B)",15 Mona Street Peel Isle Of Man IM5 1HJ,PER,13-Nov-20
20/01046/CON,Registered Building consent for the demolition elements relating the application 20/01045/B,15 Mona Street Peel Isle Of Man IM5 1HJ,PER,13-Nov-20
20/01047/B,Erection of an agricultural shed,Field 224318 Glen Road Ballaugh Isle Of Man  ,REF,09-Nov-20
20/01048/B,Alterations and replacement of existing conservatory with a sun room,32 Farmhill Park Douglas Isle Of Man IM2 2ED ,PER,09-Nov-20
20/01050/B,Erection of building to provide three units of staff accommodation with associated landscaping and parking,Proposed Apartments At Arragon House Arragon Road Arragon Santon Isle Of Man  ,REF,09-Nov-20
20/01052/B,Installation of UPVC sliding sash windows to front elevation.,1 Westminster Terrace Douglas Isle Of Man IM1 4ED,PER,26-Oct-20
20/01053/B,Installation of replacement front door,Tebekwe Mount Old Laxey Hill Laxey Isle Of Man IM4 7DA,PER,22-Dec-20
20/01054/B,Installation of a replacement door with associated top light,Mill House Mill Road Ballasalla Isle Of Man IM9 2EG,PER,06-Nov-20
20/01055/B,Installation of two replacement windows to rear dormer,114 Bucks Road Douglas Isle Of Man IM1 3AH,PER,09-Nov-20
20/01056/B,Creation of a gable window,13 Eskdale Road Onchan Isle Of Man IM3 2AL,PER,09-Nov-20
20/01059/B,Alteration from parapet flat roof to a pitched roof on approved extension (PA 20/00442/B),22 Reayrt Ny Crink Crosby Isle Of Man IM4 2EA ,PER,11-Nov-20
20/01060/B,Installation of replacement windows to second floor annex (retrospective),Flat 4   65 Bucks Road Douglas Isle Of Man IM1 3EF,PER,09-Nov-20
20/01061/B,Installation of additional cladding to lower level of building and approved extension to match approved cladding to upper level (amendment to PA 19/01271/B),Cameron Court Fort Island Road Derbyhaven Isle Of Man IM9 1TZ,PER,06-Nov-20
20/01062/B,"Installation of bi fold doors (retrospective), erection of extension to replace existing conservatory and landscaping works",Fairfield House Fairfield Avenue Ramsey Isle Of Man IM8 2LS,PER,07-Dec-20
20/01066/B,"Removal of two chimney stacks, installation of replacement roof tiles and blocking up of a doorway",44 Whitebridge Road Onchan Isle Of Man IM3 4HR,PER,15-Dec-20
20/01068/B,Conversion of workshop outbuilding to provide living accommodation,1 Glen View Glen Road Ballaugh Isle Of Man IM7 5JG,PER,12-Nov-20
20/01070/B,Proposed detached dwelling with integral garage (incorporating amendments to previously approved to include sun lounge),102 Royal Park Ramsey Isle Of Man IM8 3UH ,PER,19-Nov-20
20/01071/B,Erection of decking and installation of decking (retrospective),19 Laurys Avenue Ramsey Isle Of Man IM8 2HE,PER,24-Nov-20
20/01072/A,Approval in principle for the erection of a detached dwelling with garaging,Land To Rear Of Olinda South Cape Laxey Isle Of Man  ,PER,06-Nov-20
20/01073/B,Replacement of existing conservatory with sun room,Ballachrink Quines Hill Port Soderick Isle Of Man IM4 1AY,PER,20-Nov-20
20/01074/B, Alterations and erection of single storey extension and conversion of garage to additional living accommodation,23 Maple Avenue Onchan Isle Of Man IM3 3HJ,PER,09-Nov-20
20/01075/B,Window and door alteration to east elevation of dwelling,Briardale 6 Shore Road Castletown Isle Of Man IM9 1BF,PER,06-Nov-20
20/01076/LAW,Certificate of lawful development for a window / door and roof alteration to rear outlet,33 Marathon Avenue Douglas Isle Of Man IM2 4JB,PER,09-Nov-20
20/01078/B,Installation of replacement windows,Dhrynane House Maughold Isle Of Man IM7 1AS ,PER,23-Nov-20
20/01079/B,Erection of extension to rear elevation,59 Devonshire Road Douglas Isle Of Man IM2 3RA,PER,09-Nov-20
20/01082/MCH,Minor Changes application to PA 19/00860/B involving changes to design and location of roof lanterns and roof lights,Rectory Ballacrosha Ballaugh Isle Of Man IM7 5AQ,PER,09-Oct-20
20/01083/B,Erection of protective fencing,Battery Pier Yard Douglas Isle Of Man,PER,09-Nov-20
20/01084/B,"Variation of condition 1 of PA 16/00939/B, Erection of a detached dwelling with integral garage, to extend period of permission for a further four years",Plot Adj To 28 Clifton Drive Ramsey Isle Of Man  ,PER,09-Nov-20
20/01085/B,Erection of Japanese style garden room with associated landscaping / water features and retaining walls,Ballaveare Court Old Castletown Road Port Soderick Isle Of Man IM4 1BD,PER,23-Nov-20
20/01086/B,"Variation of condition 1 of PA 16/00746/B, Alterations and erection of extension to dwelling, to extend period of permission for a further four years",Ballacreg Dreemskerry Hill Dreemskerry Ramsey Isle Of Man IM7 1BE,PER,15-Dec-20
20/01087/B,Erection of rear extension to replace existing conservatory and installation of a flue,20 Hollin Lane Cronkbourne Douglas Isle Of Man IM4 4TR ,PER,23-Nov-20
20/01088/B,Conversion of redundant barn building into a residential dwelling (class 3.3),Workshop / Barn Building Mullinaragher Mullinaragher Road St Marks Ballasalla Isle Of Man IM9 3AQ ,REF,06-Nov-20
20/01091/MCH,"Minor Changes application to PA 19/00433/B involving rendering works, alterations to windows and addition of a new window",Bowling Club Old Church Road Crosby Isle Of Man IM4 2HA,PER,27-Oct-20
20/01092/MCH,Minor Changes application to PA 19/00915/B involving alteration to approved roof light configuration,Sunnyside Lower Dukes Road Douglas Isle Of Man IM2 4BH,PER,11-Nov-20
20/01093/B,Widening of existing driveway and vehicular access,45 Buttermere Drive Onchan Isle Of Man IM3 2EB,PER,23-Nov-20
20/01096/C,Additional use of land as recreational activity space,Ballacooiley Dollagh Ballaugh Isle Of Man IM7 5AS ,REF,09-Nov-20
20/01097/B,Erection of a two storey extension with balcony,5 Palm Winds The Vollan Ramsey Isle Of Man IM8 3UG ,PER,15-Dec-20
20/01098/B,"Window / door alteration, removal of a chimney stack and widening of driveway and vehicular access",33 Cannan Avenue Kirk Michael Isle Of Man IM6 1HG ,PER,11-Nov-20
20/01099/B,Alterations and erection of extension to rear of dwelling,1 Woodbourne Villas Alexander Drive Douglas Isle Of Man IM2 3QG,PER,24-Nov-20
20/01100/CON,Registered Building consent for demolition elements of PA 20/01099/B,1 Woodbourne Villas Alexander Drive Douglas Isle Of Man IM2 3QG,PER,24-Nov-20
20/01101/C,Change of use from a hot food takeaway (class 1.4) to a beauty salon (class 1.1),4 Bathurst Street Douglas Isle Of Man IM2 3HH,PER,24-Nov-20
20/01104/B,Removal of chimney stack (retrospective),Thie Ny Treisht Marine Parade Peel Isle Of Man IM5 1PA,PER,09-Nov-20
20/01105/CON,Registered Building Consent for demolition elements of PA 20/01104/B,Thie Ny Treisht Marine Parade Peel Isle Of Man IM5 1PA,PER,09-Nov-20
20/01106/B,Conversion of barn to provide ancillary living accommodation,Barcroft Leodest Road Andreas Isle Of Man IM7 4HA,PER,11-Nov-20
20/01107/B,"Alterations, erection of extension to rear and conversion of part of ground floor shop (1.1) to residential use (3.3), and roofing works to detached garage / workshop",3 - 5 Douglas Street Peel Isle Of Man IM5 1BA ,PER,17-Dec-20
20/01108/B,Erection of first floor extension,63 Cooil Drive Douglas Isle Of Man IM2 2HF,PER,24-Nov-20
20/01109/B,Erection of replacement dwelling,Dreeym Lang Woodlands Avenue Douglas Isle Of Man IM2 3QS,PER,26-Nov-20
20/01110/B,Removal of two trees and extension of driveway and vehicular access (retrospective),3 Close Malew Castletown Isle Of Man IM9 1NQ,PER,12-Nov-20
20/01111/B,Erection of an extension to replace rear conservatory,47 King Orry Road Glen Vine Isle Of Man IM4 4FL ,PER,23-Nov-20
20/01112/B,Installation of twelve replacement windows,Bayr Dowin Cottage Baltic Road Kirk Michael Isle Of Man IM6 1EF,PER,12-Nov-20
20/01113/B,Formation of a side garage / store to side elevation with associated vehicular access,3 Woodside Terrace Douglas Isle Of Man IM2 3AH,PER,04-Dec-20
20/01117/LAW,Certificate of lawful development for a porch,Flat 2  Westhaven Apartments 39 Royal Avenue West Onchan Isle Of Man IM3 1HE,PER,07-Dec-20
