Decisions issued under delegated authority 1/1/16 - 31/12/16,,,,
Proposal,Address,Decision,Date decision issued,Planning Application No
Conversion of existing residential property to provide three residential apartments,Waverley House 5 Christian Road Douglas Isle Of Man IM1 2QH,PER,05-Aug-16,16/00437/B
Installation of replacement front elevation balcony door and rear elevation door to dwelling,36 Selborne Drive Douglas Isle Of Man IM2 3NH,PER,06-Jun-16,16/00438/B
Installation of replacement windows to dwelling,67 Derby Square Douglas Isle Of Man IM1 3LR,PER,11-Jul-16,16/00439/B
Creation of a driveway and vehicular access to dwelling,9 St Catherines Close Douglas Isle Of Man IM1 4HY ,PER,06-Jun-16,16/00440/B
Approval in principle for the erection of a detached dwelling addressing siting and means of access,Land To Rear Of Trammon Walpole Road Ramsey Isle Of Man  ,REF,28-Jul-16,16/00441/A
Replacement of existing barn with cattle shed,Barn Ballellin Farm Lower Glen Mona Road Glen Mona Maughold Isle Of Man  ,PER,15-Jul-16,16/00442/B
Removal of rear wall to create off road parking,26 Mona Street Douglas Isle Of Man IM1 2QD,PER,08-Aug-16,16/00718/B
Alterations and erection of extension to dwelling,Arkadia Alexander Drive Douglas Isle Of Man IM2 3QX,PER,07-Sep-16,16/00825/B
Replacement of existing glazed conservatory roof with a solid roof with tiles,31 Cedar Walk Douglas Isle Of Man IM2 5NF,PER,22-Sep-16,16/00826/B
Alterations and erection of a side extension to dwelling,75 Port E Chee Avenue Douglas Isle Of Man IM2 5EZ,PER,31-Oct-16,16/00827/B
Erection of a building to provide a hydrotherapy pool and adjacent covered barbecue area (retrospective),The Old Vicarage Lonan Church Road Laxey Isle Of Man IM4 7JX,PER,02-Nov-16,16/00828/B
Erection of a garden implement shed (retrospective),The Old Vicarage Lonan Church Road Laxey Isle Of Man IM4 7JX,PER,02-Nov-16,16/00829/B
Installation of replacement windows,Harris View Apartments Mona Terrace Douglas Isle Of Man  ,PER,27-Sep-16,16/00922/B
Installation of external fire escape stairway,Callows Yard Malew Street Castletown Isle Of Man IM9 1DQ ,PER,21-Sep-16,16/00923/B
"Registered Building consent for the installation of replacement rear door, window, front fascia boards and guttering (in association with 16/01091/GB) Registered Building Nos. 127",23 Governors Road Onchan Isle Of Man IM3 1AY,PER,18-Nov-16,16/01092/CON
Replacement roof atrium.,Crenagh Glen Auldyn Ramsey Isle Of Man IM7 2AG ,PER,01-Nov-16,16/01095/B
Installation of replacement shop windows and door,Chantilly Lace Bay View Road Port St. Mary Isle Of Man IM9 5AG ,PER,22-Feb-16,16/00037/B
Provision of second 40ft storage container.,Old River Road Yard Old River Road Ramsey Isle Of Man IM8 3AE,PER,14-Oct-16,16/01021/B
Removal and installation of new windows.,3 Christian Street Peel Isle Of Man IM5 1NW,PER,09-Dec-16,16/01064/B
Creation of driveway and vehicular access.,74 Westbourne Drive Douglas Isle Of Man IM1 4BD,REF,28-Nov-16,16/01122/B
Erection of a first floor extension to dwelling,Mar Rhenny Upper Ballastrooan Colby Isle Of Man IM9 4NR,PER,29-Mar-16,16/00132/B
"Alteration and conversion of part of outbuilding to a dwelling, extension to outbuilding to create tack/store room and installation of replacement windows",Upper Garth Farm  Garth Road Crosby Isle Of Man IM4 2HB,PER,25-Jul-16,16/00133/B
Installation of three penstocks to bridge,Apostle's Bridge Castletown Isle Of Man  ,PER,11-May-16,16/00401/B
Erection of a timber hoarding to extend around area of demolition works,Central Area Of Clagh Vane Estate ( 2-44 (even) & 41-79 (odd) Ballasalla Isle Of Man IM9 2HE,PER,26-May-16,16/00402/D
Alterations and extension to existing building to create a dwelling and extension of residential curtilage into adjacent field,Store Adjacent To Glen View St. Judes Isle Of Man  ,REF,06-Jun-16,16/00404/B
Removal of a chimney,4 Malew Street Castletown Isle Of Man IM9 1AB,PER,25-May-16,16/00405/B
Replacement of existing cladding with composite cladding,Storage Hut 2 Island Seafare Ltd The Quay Port St. Mary Isle Of Man IM9 5ED,PER,23-Aug-16,16/00688/B
"Replacement of existing conservatory with garden room extension, including new bay window to existing house",Ballacollister Grange Ballacollister Road Laxey Isle Of Man IM4 7JR,PER,13-Oct-16,16/00977/B
"Alterations, erection of a gable end porch and creation of a rear canopy and an external doorway to rear outlet",Union Mills Memorial Hall Main Road Union Mills Isle Of Man IM4 4AD,PER,15-Jan-16,15/01272/B
Erection of advertising signage (in association with 16/00065/CON),5 Parliament Square Castletown Isle Of Man IM9 1LA,PER,24-Feb-16,16/00064/D
Registered Building Consent for erection of advertising signage (RB no 64 in association with 16/00064/D),5 Parliament Square Castletown Isle Of Man IM9 1LA,PER,24-Feb-16,16/00065/CON
Replacement of existing doorway with a window and creation of a porch over main entrance,Kittiwake Cottage Minorca Hill Laxey Isle Of Man IM4 7EA,PER,09-Mar-16,16/00135/B
Alterations and extension to rear elevation to provide additional living accommodation,13 Westlands Close Ramsey Isle Of Man IM8 3PU ,PER,09-Mar-16,16/00137/B
Removal of conservatory and erection of extension,21 Abbots Way Ballasalla Isle Of Man IM9 3EQ ,PER,05-Aug-16,16/00717/B
Creation of a water borehole,Island Aggregates Site At Oatlands Quarry Oatlands Road Santon Isle Of Man  ,PER,02-Nov-16,16/00964/B
Creation of field accesses,Field 124385 & Field 124388 Smeale Road Andreas Isle Of Man  ,PER,09-Nov-16,16/00966/B
Installation of a digital sign (retrospective),Skanco Court Cooil Road Douglas Isle Of Man IM2 2SR ,PER,08-Nov-16,16/01024/D
Conversion of existing conservatory to sunroom with pitched roof.,27 Ballaterson Fields Ballaugh Isle Of Man IM7 5AW,PER,10-Nov-16,16/01155/B
Conversion of two existing barns to create three tourist / residential units,Barnagh  Rhencullen Kirk Michael Isle Of Man IM6 2HB ,PER,10-May-16,16/00021/B
Alterations and refurbishment works to building (part retrospective in association with 16/00185/CON),The Nook Quarterbridge Road Douglas Isle Of Man IM1 5EG,PER,14-Apr-16,16/00184/GB
"Registered Building Consent for alterations and refurbishment works to building (part retrospective, in association with 16/00184/GB, RB no 137)",The Nook Quarterbridge Road Douglas Isle Of Man IM1 5EG,PER,14-Apr-16,16/00185/CON
Erection of a single storey extension to rear elevation,Hillcrest Ballagale Avenue Surby Port Erin Isle Of Man IM9 6QJ,PER,31-Mar-16,16/00189/B
Construction of raised timber decking area to rear of dwelling,146 Ballabrooie Drive Douglas Isle Of Man IM1 4HJ,PER,19-Oct-16,16/00692/B
Erection of illuminated and non-illuminated signage,3 Christian Street Ramsey Isle Of Man IM8 1DG ,PER,26-Jul-16,16/00700/D
Replacement of existing sewage treatment works.,Ballagarey Stw Glen Vine Isle Of Man  ,PER,27-Oct-16,16/01005/B
Replacement roof to rear annex.,7 Hillcroft Rise Douglas Isle Of Man IM2 7EH,PER,10-Nov-16,16/01148/B
Application to make lawful chimney stack alterations,12 Wesley Terrace Douglas Isle Of Man IM1 3HF,CLAWA,07-Dec-16,16/01212/LAW
Replacement of existing sun room roof with new flat roof incorporating glazed lantern,20 Birch Hill Crescent Onchan Isle Of Man IM3 3DJ,PER,15-Dec-16,16/01269/B
Alterations to existing steps and replacement of existing railings,Public Access To Churchyard St Peters Church Church Road Onchan Isle Of Man  ,PER,10-May-16,16/00275/B
Approval in principle for the erection of a dwelling addressing matters for means of access,Field 614729 Baldrine Road Baldrine Isle Of Man  ,PER,25-Nov-16,16/01008/A
New patio doors to basement apartment. (In association with 16/00722/B),Savoy 6 Castlemona Terrace Central Promenade Douglas Isle Of Man IM2 4LU ,PER,10-Nov-16,16/01161/B
Replacement of existing glazed conservatory roof with light weight roof tiles,35 Oak Road Ballawattleworth Peel Isle Of Man IM5 1WB ,PER,03-Mar-16,16/00079/B
Erection of four flood lights mounted on columns at each corner of bowling green,Marown Bowling Club Marown Memorial Playing Fields  Old Church Road Crosby Isle Of Man IM4 2HA,PER,24-Jun-16,16/00080/B
Construction and extension to rear.,16 Queen Margaret Road Glen Vine Isle Of Man IM4 4ET,PER,09-Nov-16,16/01120/B
Installation of sliding/folding doors to replace window,15 St Catherines Drive Douglas Isle Of Man IM1 4BH,PER,05-Dec-16,16/01256/B
Installation of replacement dormer windows to rear elevation,123 Woodbourne Road Douglas Isle Of Man IM2 3AU ,PER,14-Mar-16,16/00124/B
Erection of two storey extension to dwelling,19 Bayr Grianagh Castletown Isle Of Man IM9 1HL,PER,06-Jun-16,16/00446/B
"Alterations to approved PA 15/00075/B: Reconstruction of the highway and footpaths, drainage, services, street lighting, street furniture and signage",Market Place: Douglas Street To Michael Street: Michael Street To Orry Lane Peel Isle Of Man ,PER,06-Jun-16,16/00460/B
Removal of existing chimney stacks,15- 35 Ballacrosha Ballaugh Isle Of Man IM7 5AG,PER,25-May-16,16/00462/B
Removal of existing chimney stacks,2 - 16 (even No's Only) Archallagan Terrace Foxdale Isle Of Man IM4 3EZ,PER,25-May-16,16/00463/B
Erection of non-illuminated signage (in association with 16/00465/CON),Former Social Security Office Castle Street Castletown Isle Of Man IM9 1LD ,PER,21-Jun-16,16/00464/D
Installation of roof lights to dwelling,36 Selborne Drive Douglas Isle Of Man IM2 3NH,PER,24-Jun-16,16/00536/B
Additional use of residential dwelling as tourist accommodation,64 Slieau Curn Park Kirk Michael Isle Of Man IM6 1EW ,PER,13-Jul-16,16/00537/C
"Alterations, erection of a rear porch extension and installation of roof lights and decking",The Orchids Park View Agneash Laxey Isle Of Man IM4 7NS ,PER,24-Jun-16,16/00538/B
Erection of extensions to extend garage and provide additional living space,11 Mountain View Ballaugh Isle Of Man IM7 5EP,PER,15-Aug-16,16/00539/B
Removal of chimney stack on rear elevation,Commercial Hotel Market Place West Ramsey Isle Of Man IM8 1JU ,REF,26-Jan-16,15/01198/B
Removal of chimney stack and installation of dormer windows to front and rear elevations,Rainbows End Beaumont Road Ramsey Isle Of Man IM8 2HN ,PER,15-Jan-16,15/01199/B
Erection of a first floor extension to rear elevation to create additional workspace with roof terrace over,64 Bucks Road Douglas Isle Of Man IM1 3AE,PER,10-May-16,16/00140/B
Alterations and creation of a first floor to dwelling,Sea Point Booilushag Ballajora Ramsey Isle Of Man IM7 1BD,PER,05-Apr-16,16/00161/B
Erection of signage (in association with 16/00219/CON),Co-op Store  The Parade Castletown Isle Of Man IM9 1LG ,PER,12-Apr-16,16/00218/D
Registered Building Consent for erection of signage (RB no 32 in association with 16/00218/D),Co-op Store  The Parade Castletown Isle Of Man IM9 1LG ,PER,12-Apr-16,16/00219/CON
Replacement of existing glazed conservatory roof with a fibreglass roof,Rivendell Lhergy Cripperty Union Mills Isle Of Man IM4 4NF,PER,10-May-16,16/00221/B
Installation of replacement windows and patio door,Fishermans Cottage Dandy Hill Port Erin Isle Of Man IM9 6HN,PER,31-Mar-16,16/00222/B
Replacement of existing glazed conservatory roof with light weight roof tiles,82 Fairways Drive Mount Murray Douglas Isle Of Man IM4 2JF ,PER,10-May-16,16/00223/B
Installation of replacement door and side window to rear elevation (retrospective),14 Stanley Mount Peel Isle Of Man IM5 1NE,PER,10-May-16,16/00225/B
Creation of an all-weather equestrian arena,Westmoor Ballavartyn Road Santon Isle Of Man IM4 1HT,PER,04-Apr-16,16/00226/B
Erection of extension to garage,Rosy Vigra May Hill Ramsey Isle Of Man IM8 2HG,PER,08-Jan-16,15/01246/B
Construction of integral garage and formation of new access doors,Strathallan Cliff  Strathallan Road Onchan Isle Of Man IM3 1NN ,PER,05-Feb-16,15/01247/B
Alterations and erection of extension to provide storage areas (amendment to PA 15/00531/B),Erin Arts Centre Victoria Square Port Erin Isle Of Man IM9 6LD,PER,31-Mar-16,16/00196/B
Installation of height restrictor to replace existing,Mcdonalds Peel Road Douglas Isle Of Man IM1 5ED ,PER,28-Jul-16,16/00694/B
Installation of illuminated and non-illuminated signage,Isle Of Man Bank 2 - 4 Regent Street Douglas Isle Of Man IM1 2EA ,PER,20-Sep-16,16/00879/D
Alteration and refurbishment works (in connection with 16/01226/GB).,Lighthouse Douglas Head Douglas Isle Of Man IM1 5BP ,PER,14-Dec-16,16/01227/CON
Installation of new flue,39 Birch Hill Avenue Onchan Isle Of Man IM3 4ES,PER,15-Dec-16,16/01273/B
Erection of two units for general industrial use with associated parking and hard-standing areas and access,Former Abattoir Site  Ballafletcher Farm Road  Cronkbourne Douglas Isle Of Man IM4 4QE ,PER,26-Feb-16,16/00032/B
Erection of a statue,St Patricks Church / Hall Grounds Patrick Street Peel Isle Of Man IM5 1BR,PER,06-Jun-16,16/00473/B
Extension of existing driveway and vehicular access,7 Hillberry Close Douglas Isle Of Man IM2 6HP,PER,27-Jun-16,16/00475/B
Erection of an extension with raised patio to dwelling,Prenton Cottage Main Road Glen Vine Isle Of Man IM4 4BG,PER,25-Jul-16,16/00476/B
Creation of window and Installation of frosted glass window to upper rear of the house in en-suite shower room,Lower Ballacollister Ballacollister Road Laxey Isle Of Man IM4 7JR,PER,28-Sep-16,16/00955/B
Replacement roof to rear annex,8 Greyfriars Close Ballabeg Castletown Isle Of Man IM9 4EJ,PER,29-Sep-16,16/00971/B
Extension to dwelling.,17 Faaie-Ny-Cabbal Kirk Michael Isle Of Man IM6 2HS,PER,09-Dec-16,16/01141/B
Installation of a heat pump to rear elevation of dwelling,3 School Close Jurby Isle Of Man IM7 3BJ,PER,17-Jun-16,16/00477/B
Erection of a polytunnel,Ballachrink Beg Cottage Grove Mount Ramsey Isle Of Man IM8 3HP,PER,26-Jan-16,15/01340/B
Conversion of existing residential accommodation above retail units into three apartments (comprising amendments to PA 15/01047/B),"44,46,48 Broadway Douglas Isle Of Man IM2 4EW",PER,16-May-16,16/00324/B
Removal of chimney stack,Knotty Ash Strang Road Union Mills Isle Of Man IM4 4NW,PER,25-May-16,16/00327/B
Erection of three detached dwellings with integral garaging and off road car parking,Upper Hillside  Vernon Road Ramsey Isle Of Man IM8 2EG,PER,28-Jan-16,15/01296/B
"Alterations, installation of replacement windows, replacement of rear ground floor bathroom with a conservatory and roof light alterations to dwelling",6 Circular Road Peel Isle Of Man IM5 1ND,PER,12-Jan-16,15/01337/B
Erection of an entrance canopy,Corrins Court  Heywood Avenue Onchan Isle Of Man IM3 3AP ,PER,15-Jan-16,15/01338/B
Rendering works to dwelling,Sam's Barn Thie Eirinagh Ballaragh Road Lonan Isle Of Man  ,PER,09-Mar-16,16/00107/B
Erection of a replacement detached garage,Braeside Dreemskerry Road Maughold IM7 1BL ,PER,09-Mar-16,16/00109/B
Erection of a conservatory,4 Orrys Close Douglas Isle Of Man IM2 7AG,PER,26-Jul-16,16/00682/B
Replacement of existing glazed conservatory roof with tiles,2 Royal Avenue West Onchan Isle Of Man IM3 1HB,PER,26-Jul-16,16/00683/B
Installation of illuminated and non-illuminated signage,60 Strand Street Douglas Isle Of Man IM1 2EL ,PER,21-Sep-16,16/00685/D
Alterations and erection of an extension,The Sidings Station Road Castletown Isle Of Man IM9 1EF,PER,09-Aug-16,16/00686/B
Alterations and extensions to dwelling and enlargement of existing on-site parking area and vehicular access,3 Pairk Beg Port Erin Isle Of Man IM9 6NH,PER,11-Aug-16,16/00244/B
Conversion of garage for use as a dwelling,80 Ballabrooie Drive Douglas Isle Of Man IM1 4HE,PER,10-Nov-16,16/00571/B
Erection of a rear extension to dwelling,8 Glen Maye Park Glen Maye Isle Of Man IM5 3AX ,PER,18-Aug-16,16/00572/B
"Conversion of existing retail unit to additionally provide the sale of hot food and drink for consumption on and off the premises, creation of an indoor seating area and installation of an external flue",W Desmond Fish Shop 23 Parliament Street Ramsey Isle Of Man IM8 1AS,PER,05-Aug-16,16/00573/B
Approval in principle for the erection of a replacement dwelling,Claddagh Mill House Sulby Bridge Sulby Isle Of Man IM7 2EZ,PER,11-Jul-16,16/00574/A
Alteration to existing ground floor apartment and first floor extension over ground floor outlet to create a dwelling. (Amendment to 15/00653/B).,Garthleigh 1 Clifton Terrace Douglas Isle Of Man IM2 3HU,PER,05-Aug-16,16/00714/B
Extension to dwelling and installation of flue,22 Hilltop Rise Douglas Isle Of Man IM2 2LE,PER,27-Sep-16,16/00724/B
"Alterations and extension to dwelling including re-roofing existing garage, creation of vehicular hard-standing and addition of porch (amendment to PA 16/00023/B)",Laharna Peveril Road Peel Isle Of Man IM5 1PW,PER,08-Aug-16,16/00726/B
Erection of a first floor extension to dwelling (amendments to PA 16/00132/B),Mar Rhenny Upper Ballastrooan Colby Isle Of Man IM9 4NR,PER,07-Sep-16,16/00869/B
Installation of new roof slates to dwelling,5 Milner Terrace Castletown Isle Of Man IM9 1AJ,PER,14-Oct-16,16/01032/B
Change of use of existing function room area to provide beauty therapy rooms,King Edward Bay Golf Club Groudle Road Onchan Isle Of Man IM3 2JR ,PER,25-Nov-16,16/01033/C
Additional use of tourist cottage as residential,Harry's Cottage Old Smokehouse Yard Factory Lane Peel Isle Of Man IM5 1NA ,PER,08-Nov-16,16/01052/C
Registered Building Consent to install signage illuminated by existing lighting (in connection with application 16/01207/D).,Old Town Hall (Formerly Mannanan House) Market Square Castletown Isle Of Man  ,PER,08-Dec-16,16/01208/CON
Installation of replacement windows,1 - 2 Court Row 9 Parliament Street Ramsey Isle Of Man IM8 1JS,PER,03-Mar-16,16/00006/B
Erection of pitched roof to replace existing flat roof on rear extension and installation of bi-fold doors,The Croft Maine Road Port Erin Isle Of Man IM9 6LQ,PER,24-Feb-16,16/00071/B
"Alterations and erection of extension to rear elevation, roof extension, roof terrace and extension to basement",52 Derby Square Douglas Isle Of Man IM1 3LP,PER,03-Jun-16,16/00075/B
Replacement of existing dormer window with new Veka dormer window to similar style to existing,11 Albany Road Douglas Isle Of Man IM2 3NP,PER,19-Oct-16,16/00972/B
Demolition and removal of existing temporary structures and erection of a replacement purpose built unit to accommodate welfare facilities,Brunswick Gardens  Albany Road Douglas Isle Of Man IM2 3NP ,PER,03-Mar-16,16/00101/B
Removal of front ground and first floor bay windows to dwelling,The Headlands Grove Mount Ramsey Isle Of Man IM8 3HF,PER,13-Apr-16,16/00206/B
"Conversion of estate agency to shop, cafe, take-away or any use under Class 2 of the Use Classes Order 2012.",6 Arbory Street Castletown Isle Of Man IM9 1LJ,PER,05-Apr-16,16/00207/B
Alterations and extensions,70 Royal Avenue Onchan Isle Of Man IM3 1LB,PER,27-Sep-16,16/00930/B
Erection of a conservatory,Auckland Ballagale Close Surby Port Erin Isle Of Man IM9 6QL,PER,09-Dec-16,16/01247/B
Replacement of windows and door,1 Marathon Drive Douglas Isle Of Man IM2 4BP,PER,07-Sep-16,16/00723/B
"Alterations, erection of rear extension and installation of two dormer windows to dwelling",Boe Norris The Promenade Castletown Isle Of Man IM9 1BJ,PER,19-Oct-16,16/00951/B
Erection of cabins to provide additional office accommodation,The Grounds Of Broom House Billown Quarry Foxdale Road Ballasalla Isle Of Man IM9 3DW ,PER,27-Oct-16,16/00952/B
Creation of new master bedroom and ensuite bathroom above existing garage. Extend gable end wall forming an open access pathway to existing meter and gas positions,4 Bollan Way Glen Vine Isle Of Man IM4 4FD,PER,24-Nov-16,16/00973/B
Replacement of existing window to front elevation.,3 Tromode Close Douglas Isle Of Man IM2 5PE,PER,14-Oct-16,16/01047/B
Installation of replacement windows,6 Lyndale Avenue Peel Isle Of Man IM5 1JY,PER,14-Dec-16,16/01181/B
Erection of 2 detached log cabins to provide storage and office accommodation,Ardwhallin Adventure Centre West Baldwin Isle Of Man IM4 5EU ,PER,08-Dec-16,16/01182/B
Installation of twenty four ground mounted solar panels,Part Field 334814 Adjacent To Ballacallin House Gordon Peel Isle Of Man  ,PER,05-Dec-16,16/01216/B
Replacement of existing flat roof to first floor dormer with a pitched roof,40 Ballaughton Manor Hill Douglas Isle Of Man IM2 1NU,PER,08-Sep-16,16/00915/B
Erection of a detached residential dwelling with garage,Field 524162 Kilkenny Beg Colooneys Lane Cooil Douglas Isle Of Man  ,REF,15-Sep-16,16/00918/B
"Alterations, erection of extension and widen existing driveway",St Aubyn 14 Selborne Drive Douglas Isle Of Man IM2 3LS ,PER,31-Oct-16,16/00920/B
Replacement of existing glazed conservatory roof with tiles,18 Reayrt Ny Crink Crosby Isle Of Man IM4 2EA ,PER,21-Sep-16,16/00921/B
Replacement of existing conservatory with a rear sun room extension to dwelling,27 Erin Way Port Erin Isle Of Man IM9 6EF ,PER,31-Mar-16,16/00114/B
Extension to dwelling.,26 Norwood Drive Douglas Isle Of Man IM2 5HN,PER,05-Aug-16,16/00707/B
"Conversion to Postal Sorting/Delivery Office with external alterations including replacement entrance porch with ramp for disabled access, installation of canopy, door alterations, creation of additional parking spaces and widening of vehicular access",Factory Gladstone Avenue Ramsey Isle Of Man IM8 2LE,PER,12-Jan-16,15/01190/B
Erection of a detached timber building to provide additional living accommodation,24 Marathon Road Douglas Isle Of Man IM2 4HL,PER,03-Feb-16,15/01305/B
Erection of a replacement dwelling with integral garaging,Ballaglea House Corlea Road Ballasalla Isle Of Man IM9 3BA,PER,15-Jan-16,15/01349/B
"Landscaping layout and finishes including portico/steps, balustrading, garden steps and terracing/re-grading and new levels, driveway, parking areas, retaining walls, paths, patio, boundary fencing, fountain, garden shed and oil tank",Tranent Churchtown Ramsey Isle Of Man IM7 2AN ,PER,03-Mar-16,15/01376/B
"Alterations, erection of ground and first floor extensions, creation of enclosed balcony and installation of replacement windows to dwelling",15 Ballachrink Colby Isle Of Man IM9 4PB,PER,19-Jan-16,15/01377/B
Erection of an extension and creation of an additional window to rear elevation of dwelling,2 Sydney Street Douglas Isle Of Man IM1 3JB,PER,26-Jan-16,15/01378/B
Erection of a garage/storage unit to southern corner of field,Part Of Field No 132353 To Rear Of Spring Vale Glen Auldyn Ramsey Isle Of Man ,PER,25-Feb-16,15/01379/B
"Alterations, erection of an extension and installation of a handrail to existing terrace to rear elevation of dwelling",3 Ballaquane Road Peel Isle Of Man IM5 1PP,PER,19-Jan-16,15/01380/B
"Approval in principle for the erection of a detached dwelling addressing siting, external appearance and means of access",Field 434683 East Foxdale Road Eairy Isle Of Man  ,REF,08-Mar-16,15/01399/A
Additional use of converted barn to tourist living accommodation,Barn Whitestrand Farm Lhergydhoo Peel Isle Of Man IM5 2AE ,PER,26-Feb-16,16/00047/C
Erection of a detached double garage and workshop,Land Adjacent To Hillcrest Cottage South Cape Laxey Isle Of Man  ,PER,13-Apr-16,16/00085/B
Creation of an additional access door to ground floor plant room,Clerical Medical House Victoria Road Douglas Isle Of Man IM2 4DF ,PER,03-Mar-16,16/00089/B
Installation of  replacement windows throughout dwelling,57 Douglas Street Peel Isle Of Man IM5 1BD,PER,03-Mar-16,16/00091/B
Alterations and extensions to dwelling to provide additional living accommodation,Minglestone Glen Roy Laxey Isle Of Man IM4 7QD ,PER,24-Mar-16,16/00147/B
Installation of illuminated advertising signage,Lakeside Centre  Mooragh Park Ramsey Isle Of Man IM8 3AP,PER,14-Mar-16,16/00148/D
Erection of replacement stables and garden store,Ballaveare Old Castletown Road Port Soderick Isle Of Man IM4 1BB,PER,18-May-16,16/00412/B
Installation of front elevation windows and facia boards,4 Atholl Street Peel Isle Of Man IM5 1HQ,PER,08-Jul-16,16/00478/B
Alterations and erection of rear extension to dwelling,11 Wentworth Close Onchan Isle Of Man IM3 2JU ,PER,23-Jun-16,16/00497/B
Installation of replacement windows and rear doors,Griffindale  Brunswick Road Douglas Isle Of Man IM2 3NW,PER,07-Jan-16,15/01180/B
Removal of condition 2 of PA 04/00751/B concerning the use of garage associated with Nos. 12A Albion Terrace,12A Albion Terrace Douglas Isle Of Man IM1 3LJ,PER,23-Jun-16,16/00499/B
Alterations and extension to existing out building / garage,Cooilbane Cottage Ballacaley Road Sulby Isle Of Man IM7 2HR ,PER,23-Jun-16,16/00500/B
Creation of a roof dormer and two additional windows to dwelling,1 Tromode Cottages Johnny Watterson Lane Douglas Isle Of Man IM2 5NA ,REF,24-Jun-16,16/00514/B
Erection of an extension,14 Tromode Heights Douglas Isle Of Man IM2 5LU,PER,21-Sep-16,16/00652/B
"Additional On-site parking, and conversion of garage",5 Marine View Close Onchan Isle Of Man IM3 1BQ,PER,26-Jul-16,16/00703/B
Replace existing conservatory with two storey extension and alteration to external finish to walls,68 King Edward Road Onchan Isle Of Man IM3 2AT ,PER,20-Sep-16,16/00824/B
Creation of a doorway out of an existing window,1 Viking Longhouse East Quay Peel Isle Of Man IM5 1AR ,PER,07-Sep-16,16/00870/B
Creation of a doorway from an existing rear window,31 Barrule Park Ramsey Isle Of Man IM8 2BT,PER,18-Aug-16,16/00760/B
Installation of illuminated signage,Co-op Store 13 Station Road Port Erin Isle Of Man IM9 6AE ,PER,07-Sep-16,16/00761/D
Erection of a garden shed / summer house,Summerlands Queens Pier Road Ramsey Isle Of Man IM8 2HS,PER,22-Sep-16,16/00762/B
Alterations and erection of extension to existing detached ancillary living accommodation,Walton House Bridge Road Ballasalla Isle Of Man IM9 3DA,PER,14-Dec-16,16/00850/B
Alterations and extension to garage,25 Abbots Way Abbotswood Ballasalla Isle Of Man IM9 3EQ ,PER,20-Sep-16,16/00851/B
"Variation of condition one of PA 12/00864/B, Erection of a second floor extension, to extend the period of permission by two years",Publishing House Peel Road Douglas Isle Of Man IM1 5ED ,PER,08-Sep-16,16/00852/B
"Alterations, erection of ground floor extension and creation of a first floor to dwelling",Slegaby Beg Orrisdale Road Ballasalla Isle Of Man IM9 3AE,PER,12-Oct-16,16/00853/B
Installation of signage illuminted by existing lighting (in connection with Registered Building Application 16/01208/CON).,Old Town Hall (Formerly Manannan House) Market Square Castletown Isle Of Man  ,PER,08-Dec-16,16/01207/D
Installation of both illuminated and non-illuminated signage,Isle Of Man Bank 2 Athol Street Douglas Isle Of Man IM1 1JA,PER,19-Oct-16,16/00871/D
"Approval of existing white PVC windows to front and rear, including one French window and one kitchen door at rear (retrospective)",6 Grosvenor Road Douglas Isle Of Man IM1 3EN,PER,29-Sep-16,16/00974/B
"Construction of single storey extension to rear of dwelling, installation of new/replacement decking and timber cladding to gable and installation of a flue",12 Clybane Rise Douglas Isle Of Man IM2 2LR,PER,14-Dec-16,16/00975/B
Erection of single storey extension to side of dwelling to provide wet room and additional bedroom space. Extension of existing raised decking across rear with additional low level decking area to side. Erection of high timber fencing along rear boundary,40 Groudle Road Onchan Isle Of Man IM3 2EE,PER,25-Nov-16,16/00985/B
Telecommunications mast and 2 cabinets.,Field 224301 Main Road Ballaugh Isle Of Man  ,PER,01-Nov-16,16/01112/B
Installation of replacement windows with uPVC sliding sash windows to front elevation,7 Church Street Peel Isle Of Man IM5 1HN,PER,19-Oct-16,16/00914/B
Installation of both illuminated and non-illuminated signage,11 Castle Street Douglas Isle Of Man IM1 2EX,PER,27-Oct-16,16/00916/D
Alterations and erection of a rear extension to replace existing conservatory.,4 Cronk Y Thatcher Colby Isle Of Man IM9 4LN,PER,19-Oct-16,16/01016/B
Removal of chimney stack down to roof level.,Waterside 4 Windsor Mount Ramsey Isle Of Man IM8 3EA,REF,01-Nov-16,16/01099/B
Off Road Car Parking Space.,South Brent Cronk Road Port St. Mary Isle Of Man IM9 5AS ,PER,10-Nov-16,16/01152/B
Proposed alterations and extension to workshop.,Main Office Port Way Balthane Industrial Estate Ballasalla Isle Of Man IM9 2AJ ,PER,14-Dec-16,16/01217/B
Erection of three dwellings with garaging and off road parking to replace former dwelling,Balladoole  46 Bowring Road Ramsey Isle Of Man IM8 3EJ,PER,23-Feb-16,15/01168/B
Installation of replacement windows to front elevation,"1, 2 & 3 Kensington Road Douglas Isle Of Man IM1 3EP ",PER,19-Jan-16,15/01370/B
Erection of a replacement entrance porch,Tynwald Hill Inn Main Road St Johns Isle Of Man IM4 3NA ,PER,26-Feb-16,16/00063/B
Removal of a redundant chimney stack and alterations to existing window protection,St Georges Church Upper Church Street Douglas Isle Of Man IM1 1EE,PER,15-Mar-16,16/00066/B
Erection of pitched slate roof to replace existing flat roof over kitchen extension and installation of replacement windows and door,5 Church Road Onchan Isle Of Man IM3 1BF,PER,06-May-16,16/00239/B
