Decisions issued under delegated authority 1/1/17 - 31/12/17,,,,
Proposal,Address,Decision,Date decision issued,Planning Application No
Alterations and extensions replacing existing conservatory and porch,11 River Walk Braddan Douglas Isle Of Man IM4 4TJ,PER,30-Jun-17,17/00577/B
Surfacing works in connection with use of land as car park (retrospective),Car Park Mount Havelock Douglas Isle Of Man,PER,06-Nov-17,17/01019/B
"Installation of new concrete hardstanding and new 2,500 litre bunded diesel fuel store",Northern Civic Amenity Site Bride Road Ramsey Isle Of Man  ,PER,15-Dec-17,17/01128/B
"Alterations including replacement of windows with UPVC sliding sash to front and casement windows to rear, creation of door in existing window opening, installation of bunded oil tank and removal of central column of driveway entrance.",Rose Lodge Mount Bradda Douglas Isle Of Man IM1 4AR,PER,15-Dec-17,17/01155/B
Closing up of existing and creation of a new vehicular access and relocation of driveway,31 Eskdale Road Onchan Isle Of Man IM3 2AH,PER,30-Jun-17,17/00331/B
Installation of non-illuminated signage in connection with the Salvation Army's proposed temporary use of the premises,Fairfield School Fairfield Terrace Douglas Isle Of Man IM1 1BE,PER,20-Jun-17,17/00526/D
Installation of tiled pitched roof to existing sun room on rear elevation,36 Cronk Avenue Onchan Isle Of Man IM3 3DE,PER,14-Jul-17,17/00618/B
Creation of 5 new car park spaces.,Eyreton Park Crosby Isle Of Man  ,REF,06-Jan-17,16/01031/B
Alterations and extensions to dwelling.,11 Howe Road Onchan Isle Of Man IM3 2BB,PER,25-Jan-17,16/01237/B
Additional use of residential dwelling as tourist living accommodation,Palm Villa 10 Harbour View Onchan Isle Of Man IM3 2AN,PER,04-Jan-17,16/01251/C
Replacement of existing glazed conservatory roof with tiles,3 Parsonage Glebe St Johns Isle Of Man IM4 3LT ,PER,20-Jan-17,16/01253/B
"Alterations, erection of rear extension and installation of dormer windows",11 Park Road Ramsey Isle Of Man IM8 3AR,PER,03-Jan-17,16/01304/B
Erection of one bay extension to existing agricultural storage building,Agricultural Building Ballagarraghyn Farm Coast Road Jurby Isle Of Man  ,PER,06-Jan-17,16/01305/B
Erection of an extension to front elevation,Hillside 22 Ballafurt Close Port Erin Isle Of Man IM9 6HS,PER,10-Jan-17,16/01306/B
Application to make lawful the use as a house of multiple occupation,Waverley House Approach Road Ramsey Isle Of Man IM8 1EB,PER,23-Jan-17,16/01307/LAW
Alteration to shopfront glazing to Duke Street and King Street elevations,Ground Floor Shop Units  19 Duke Street Douglas Isle Of Man IM1 2BB,PER,10-Jan-17,16/01332/B
Installation of pvc framed glazed enclosures to two balconies.,404/405 Kings Court Ramsey Isle Of Man IM8 1LN ,PER,06-Jan-17,16/01335/B
Change of use of registered building (RB 122) from offices to tourism and residential use.,Welch House Church Road Onchan Isle Of Man IM3 1BF,PER,08-Feb-17,16/01339/C
"Alterations to approved garage block including dormer position and materials for roof covering, doors, windows and fascia boards (retrospective)",Staward Farm Garage Block Sulby Claddagh Sulby Isle Of Man IM7 2BA ,PER,16-Mar-17,16/01377/B
Erection of extension to beauty therapy rooms and creation of private and sheltered garden area,King Edward Bay Golf Club Groudle Road Onchan Isle Of Man IM3 2JR ,PER,01-Feb-17,16/01394/B
"Replacement of windows with white upvc, replacement of dining room roof lights with polycarbonate roof and re-roofing of conservatory with polycarbonate roof",Ellan Vannin Home Kingswood Grove Douglas Isle Of Man IM1 3LX,PER,30-Jan-17,16/01418/B
Replacement of existing porch roof with tiled roof to match existing property,Woodlee 11 Hillberry Green Douglas Isle Of Man IM2 6DE,PER,14-Feb-17,17/00004/B
Installation of gable window,Kittiwake Cottage Minorca Hill Laxey Isle Of Man IM4 7EA,PER,20-Feb-17,17/00032/B
Replacement roof to side annex,2 Glen Maye Park Glen Maye Isle Of Man IM5 3AX,PER,30-Mar-17,17/00206/B
Erection of 1 light industrial unit,Unit I Former Manx Metals Site Balthane Industrial Estate Ballasalla Isle Of Man  ,PER,07-Dec-17,17/00203/B
"Installation of replacement windows, doors and cladding",Brewery Wharf Apartments Brewery Wharf Castletown Isle Of Man IM9 1ES ,PER,19-Apr-17,17/00208/B
Replacement of existing glazed conservatory roof with tiles,12 Hollydene Avenue Onchan Isle Of Man IM3 3HB,PER,31-Mar-17,17/00209/B
Removal of chimney (retrospective),Thie Corneil Stanley Mount West Ramsey Isle Of Man IM8 1LR,PER,30-Mar-17,17/00112/B
Erection of a potting shed,Hospice Care Hospice Isle Of Man Strang Douglas Isle Of Man IM4 4RP ,PER,21-Mar-17,17/00168/B
Alterations to provide four bedroom house and parking area including adjustments to access,1 Riversdale Cottages Jurby Road Lezayre Ramsey Isle Of Man IM7 2EA,PER,27-Sep-17,17/00720/B
Alteration to window between main house and garage,Greenacres 1 Ballaglonney Close Crosby Isle Of Man IM4 2DH,PER,30-Aug-17,17/00737/B
Installation of replacement roof tiles,46 Selborne Drive Douglas Isle Of Man IM2 3NH,PER,20-Sep-17,17/00785/B
Replacement roof to rear conservatory,13 Close Cronk Peel Isle Of Man IM5 1DW ,PER,30-Mar-17,17/00207/B
Alterations and erection of a front porch and rear extension to dwelling,11 Close Cam Port Erin Isle Of Man IM9 6NB,PER,30-May-17,17/00211/B
Erection of workshop/garage/camper van store,Riverside Cottage Gardeners Lane Ramsey Isle Of Man IM8 3PN,REF,13-Jul-17,17/00271/B
Erection of a rear extension to dwelling,9 Pinehurst Avenue Douglas Isle Of Man IM2 1PQ,PER,15-Feb-17,16/01326/B
Replacement of existing glazed conservatory roof with tiles,7 Ballacubbon Close Ballabeg Castletown Isle Of Man IM9 4HR ,PER,20-Jan-17,16/01328/B
Erection of illuminated signage,Peterson House Middle River Industrial Estate Douglas Isle Of Man IM2 1AL ,PER,04-Apr-17,17/00192/D
Replacement of existing conservatory and utility room with new extension,20 Sunningdale Drive Onchan Isle Of Man IM3 1EQ,PER,15-May-17,17/00298/B
Installation of close boarded timber inward opening gates to existing opening,27 Claughbane Drive Ramsey Isle Of Man IM8 2BH,PER,08-Jun-17,17/00329/B
Reduction in depth of front porch,1 Glen Vine Cottages Main Road Glen Vine Isle Of Man IM4 4BG,PER,26-May-17,17/00393/B
Erection of detached stables,1 Slegaby Cottages Little Mill Road Onchan Isle Of Man IM4 5BH,PER,05-Jun-17,17/00464/B
"Replacement of existing windows with black UPVC sliding sash to front, three white UPVC casement windows to rear and coloured composite door to front",20 Shore Road Peel Isle Of Man IM5 1NH,PER,21-Jun-17,17/00430/B
"Variation of condition one of PA 12/01606/B for the erection of a replacement dwelling, to extend the period of approval for a further 2 years",Gareyford Garey Road Garey Ramsey Isle Of Man IM7 2EQ ,PER,15-Jun-17,17/00516/B
"Registered Building consent for alterations, creation of two hotel bedrooms, relocation of existing kitchen, doorway / access alterations and installation of sun tubes and new windows within resized existing openings (in association with 17/00571/GB) Regi",The George Hotel The Parade Castletown Isle Of Man IM9 1LG,PER,11-Aug-17,17/00572/CON
Installation of a chimney,19 Groudle Road Onchan Isle Of Man IM3 2EH ,PER,02-Aug-17,17/00576/B
Erection of a summerhouse (retrospective),Spring Lodge Vicarage Road Douglas Isle Of Man IM2 2QF,PER,15-Dec-17,17/01106/B
Erection of a rear extension,8 Maple Avenue Ballawattleworth Estate Peel Isle Of Man IM5 1WP ,PER,23-Nov-17,17/01107/B
Widening of an existing access,Engineering Works Battery Pier Yard Battery Pier Douglas Isle Of Man IM4 2HA,PER,15-Dec-17,17/01108/B
Installation of replacement windows and doors,14 Selborne Drive Douglas Isle Of Man IM2 3LS ,REF,18-May-17,17/00301/B
Replacement of existing front elevation patio doors and first floor windows with new UPVC units,7 Eastfield Douglas Isle Of Man IM1 4AU,PER,31-Oct-17,17/01013/B
"Alterations including rendering to front and gable elevations, repair works to gutter and chimney stack and installation of two replacement roof lights (in association with 17/01070/CON)",7 The Parade Castletown Isle Of Man IM9 1LG,PER,17-Nov-17,17/01069/GB
Alterations and extensions to existing dwelling,Langdale Gansey Port St. Mary Isle Of Man IM9 5LA ,PER,15-Jun-17,17/00504/B
Single storey extension to rear of property,14 Carnane Lane Rushen Isle Of Man IM9 5NQ ,PER,27-Sep-17,17/00909/B
Erection of a garage,Adjacent To  Oban House Ballure Road Ramsey Isle Of Man IM8 1ND,REF,15-Nov-17,17/00924/B
Erection of decking to rear elevation (retrospective),Briardene Main Road Baldrine Isle Of Man IM4 6DU,PER,27-Nov-17,17/00927/B
Demolition of existing garage and other external alterations to rear (retrospective),27 Upper Dukes Road Douglas Isle Of Man IM2 4AZ,PER,23-Jun-17,17/00351/B
Erection of smoking shelter,Swagelok Limited Ballafletcher Road Cronkbourne Douglas Isle Of Man IM4 4RA,PER,11-Aug-17,17/00356/B
Replacement of existing annex polycarbonate roof with tiled roof,4 Ennerdale Avenue Onchan Isle Of Man IM3 2DL,PER,03-May-17,17/00368/B
Erection of recreational building,Recreational Buildings Grove Mount South Ramsey Isle Of Man  ,PER,02-Jun-17,17/00440/B
Replacement of existing windows with white upvc windows to front elevation,Mountford Eleanora Drive Douglas Isle Of Man IM2 3NN,PER,05-Jun-17,17/00479/B
"Erection of porches to both semi-detached properties, and replacement of conservatory polycarbonate roof at number 22 with roof tiles",21 & 22 Broogh Wyllin Kirk Michael Isle Of Man IM6 1HU ,PER,14-Jul-17,17/00494/B
Additional use of food store (Class 1) for the sale of hot food and drink both on and off the premises (Class 3),Saddlestone Stores Ballaughton Lane Douglas Isle Of Man IM2 1NB,PER,27-Jul-17,17/00672/C
Creation of a doorway and access ramp to south west elevation,14 Summerhill Road Onchan Isle Of Man IM3 1LZ,PER,30-Aug-17,17/00676/B
Erection of a rear extension,16 Wybourn Drive Onchan Isle Of Man IM3 4AJ,PER,28-Jul-17,17/00677/B
Roofing works and installation of roof lights,7 Windsor Road Douglas Isle Of Man IM1 3LD,PER,14-Sep-17,17/00805/B
"Demolition of rear extension, side window alteration and installation of two rear patio doors",15 Cronkbourne Avenue Douglas Isle Of Man IM2 3LA,PER,14-Sep-17,17/00807/B
Removal of a chimney stack from North West elevation,The Cottage Malvern Road Douglas Isle Of Man IM2 5AP,PER,14-Sep-17,17/00808/B
Construction of ground floor extension with additional acess and parking space.,West View Bradda Road Port Erin Isle Of Man IM9 6PR,PER,31-Jan-17,16/01125/B
"Replacement of existing windows, door and double doors with white UPVC units",14 Selborne Drive Douglas Isle Of Man IM2 3LS ,PER,29-Jun-17,17/00578/B
Replacement of existing polycarbonate roof to annex with tiled roof,17 Abbots Way Abbotswood Ballasalla Isle Of Man IM9 3EQ ,PER,14-Jul-17,17/00600/B
Additional use of self contained apartment as tourist accommodation,The Old Post Office House Old Laxey Hill Laxey Isle Of Man IM4 7DA,PER,14-Feb-17,17/00001/C
"Alterations, erection of extensions and enlargement of existing garden terrace",18 King Edward Park Onchan Isle Of Man IM3 2AE,PER,30-Mar-17,17/00097/B
Removal of skylight and replacement with slates to match existing,44 Patrick Street Peel Isle Of Man IM5 1BS,PER,26-Apr-17,17/00270/B
Erection of detached double garage with roof space storage over,Glebe Mooar Churchtown Ramsey Isle Of Man IM7 2AN ,PER,26-Jun-17,17/00499/B
Replacement of front elevation windows with white upvc sliding sash units,34 Castle Street Peel Isle Of Man IM5 1AL,PER,30-Aug-17,17/00700/B
Alterations and erection of extension to replace existing conservatory,28 The Laurels Douglas Isle Of Man IM2 7DN,PER,15-Dec-17,17/01122/B
Change of use of first floor residential accommodation to office use and the removal of rear boundary wall and creation of off-road parking,P J Cottage Main Road Kirk Michael Isle Of Man IM6 1AB,PER,04-May-17,16/01231/C
"Extensions to property, creation of hardstanding area and installation of air source heat pump",Shamrose 93 Silverburn Crescent Ballasalla Isle Of Man IM9 2ED,PER,22-Feb-17,16/01382/B
 Installation of illuminated signage for replacement ATM,Isle Of Man Bank Station Road Port Erin Isle Of Man  ,PER,20-Jan-17,16/00945/D
Alterations and additions to property,Birchfield House Strathallan Road Onchan Isle Of Man IM3 1NN,PER,15-Sep-17,17/00141/B
Replacement of existing upvc sash windows with upvc casement windows,Merrion House The Promenade Port St. Mary Isle Of Man IM9 5DE,REF,17-Aug-17,17/00167/B
Conversion of detached garage into a games room involving replacement of garage door with a window (retrospective),Mannin Veen Lheaney Road Ramsey Isle Of Man IM8 2JF,PER,04-Apr-17,17/00220/B
Relocation of an existing field access,Part Field 514250 Mullinaragher Road Santon Isle Of Man  ,PER,13-Jul-17,17/00223/B
Installation of two windows to replace garage door and alterations to garden wall and hardstanding,Ballachesed St Marks Ballasalla Isle Of Man IM9 3AH ,PER,15-Dec-17,17/00224/B
Erection of a replacement shed,103 Wybourn View Onchan Isle Of Man IM3 4AZ,PER,03-May-17,17/00262/B
Installation of non-illuminated way marking sign adjacent to north wall of station forecourt - retrospective (in connection with PA 17/00276/CON),Railway Station Banks Circus Douglas Isle Of Man IM1 4LL,PER,16-Jun-17,17/00277/D
Erection of a polytunnel and associated planting,Field 522740 Quines Hill Port Soderick Isle Of Man  ,PER,08-May-17,17/00294/B
"Alterations and additions including extension over sun lounge, replacement of kitchen extension with two storey extension and annex to provide ancillary living accommodation",Sea View Dogmills Ramsey Isle Of Man IM7 4AD ,PER,08-Jun-17,17/00365/B
Erection of a conservatory to front of property,John Jimmys Cottage Main Road Colby Isle Of Man IM9 4AD,PER,11-Aug-17,17/00697/B
Extension to existing shed,West Hill Farm Jurby Road Lezayre Ramsey Isle Of Man IM7 2EA,PER,05-Oct-17,17/00849/B
Replacement of existing up and over garage door with sectional garage door,26 Woodburn Square Douglas Isle Of Man IM1 4DE ,PER,15-Nov-17,17/01058/B
"Variation of condition 2 of PA 16/00207/B, to extend the permitted hours of operation to 9am-11.30pm Mon-Thurs, 9am-12.30am Fri-Sat, 10.30am-10.30pm Sunday",6 Arbory Street Castletown Isle Of Man IM9 1LJ,PER,28-Jun-17,17/00541/B
Creation of block paved off street parking area for two vehicles,5 Murrays Lake Drive Mount Murray Douglas Isle Of Man IM4 2GZ,PER,24-Nov-17,17/01057/B
Erection of side extension to dwelling,1 Mount View Road Onchan Isle Of Man IM3 4AB,PER,11-Jan-17,16/01198/B
Installation of flue (retrospective),1 Orchard Close Andreas Isle Of Man IM7 4HP,PER,20-Feb-17,17/00027/B
Change of use application for additional use of residential property as self-catering tourist accommodation,Thie-Ma-Chree Fairy Cottage Laxey Isle Of Man IM4 7HR ,PER,30-Mar-17,17/00137/C
Alterations and widening of existing driveway,Shilley Ny Marrey Castletown Road Port St. Mary Isle Of Man IM9 5LS ,PER,08-May-17,17/00299/B
Change of use of 4 tourist B&B rooms to 2 self catering tourist accommodation units,Ballacurry Main Road Santon Isle Of Man IM4 1EJ,PER,26-May-17,17/00402/C
Installation of stainless steel flue from wood burner,27 Baldrine Park Baldrine Isle Of Man IM4 6DB,PER,23-Jun-17,17/00525/B
Erection of detached dwelling,The Dutch Garden 26 Marathon Road Douglas Isle Of Man IM2 4HL,REF,11-Sep-17,17/00315/B
Removal of containers and erection of a detached store building,Workshop Stoney Mountain Road Eairy Isle Of Man IM4 3HJ,PER,26-May-17,17/00413/B
Erection of double stables and adjoining haybarn,Field 214380 Sandygate Ramsey Isle Of Man  ,PER,20-Sep-17,17/00853/B
"Increase in size of lounge side window, and installation of replacement rear fence",10 Harbour View Onchan Isle Of Man IM3 2AN,PER,17-Oct-17,17/00882/B
Installation of a flue on south gable of property,The Old School House Canny Hill Main Road Baldrine Isle Of Man IM4 6ET,PER,23-Nov-17,17/00970/B
Demolition of existing garage and creation of new parking area including new section of boundary wall and construction of a patio on site of garage,Whinbrae Saint Marys Road Port Erin Isle Of Man IM9 6JL,PER,23-Nov-17,17/01009/B
Installation of air source heat pump to rear of existing garage,12 Woodlands View Douglas Isle Of Man IM2 2BT,PER,06-Nov-17,17/01038/B
Change of use of part of barn from learning centre to veterinary clinic,Outbuildings  Ballastrang Castletown Road Ballaglonney Malew Isle Of Man IM4 1EU,PER,28-Dec-17,17/01124/C
"Alterations including replacement windows, removal of a chimney, replacement rear annex roof with associated roof lights, extension of rear garage and replacement garage door",8 Stanley Terrace Douglas Isle Of Man IM2 4EP,PER,15-Dec-17,17/01148/B
Replacement of existing sliding sash windows on front elevation with PVC sliding sash windows,25 Christian Road Douglas Isle Of Man IM1 2QH,PER,19-Sep-17,17/00756/B
Erection of sun lounge and lean-to shed (retrospective),Airedale 31 Christeens Way Ballakillowey Colby Isle Of Man IM9 4BG ,PER,19-Dec-17,17/00921/B
Alterations and erection of rear extension,26 Farrant Street Douglas Isle Of Man IM2 3HG,PER,06-Oct-17,17/00929/B
"Removal of conservatory to create external terrace, and alterations to kitchen to create roof terrace",Seahaven Mount Gawne Road Port St. Mary Isle Of Man IM9 5LX,PER,17-Oct-17,17/00953/B
Erection of dwelling,7 Ballacross Road (Plot 135)  Land At Ballawattleworth Poortown Road Peel Isle Of Man  ,PER,17-Oct-17,17/00964/B
Erection of temporary advertising hoarding,"Vacant Site, East Of RL360 House Isle Of Man Business Park Douglas Isle Of Man  ",PER,24-Nov-17,17/01040/D
Creation of hardstanding area for one vehicle including new access off highway.,3 Lhon Dhoo Close Onchan Isle Of Man IM3 3BD,PER,23-Jan-17,16/01345/B
Erection of double garage with sun room over and extension of residential curtilage to include land forming part of adjacent property 'Kionslieu',Thie Vane Truggan Road Port St. Mary Isle Of Man IM9 5AX,PER,01-Mar-17,17/00021/B
Installation of non-illuminated signage (retrospective),Ballavartyn Equestrian Centre Ballavartyn Road Santon Isle Of Man IM4 1HT ,PER,13-Apr-17,17/00059/D
Replacement of existing windows and doors with upvc,How Yngren Douglas Street Castletown Isle Of Man IM9 1AY,PER,17-Mar-17,17/00102/B
Change of use application for First Floor from Offices to Beauty Salon,53 Victoria Street Douglas Isle Of Man IM1 2LA,PER,30-Mar-17,17/00161/C
Erection of single storey extension to rear of property,5 Park Avenue Douglas Isle Of Man IM2 5HR,PER,17-Aug-17,17/00656/B
Removal of chimney stack,38 Cannan Avenue Kirk Michael Isle Of Man IM6 1HG,PER,23-Oct-17,17/00943/B
Alterations and extensions to dwelling including demolition of garage (forming amendments to PA17/00160/B),Marbeg Old Castletown Road Port Soderick Isle Of Man IM4 1BD,PER,23-Oct-17,17/00955/B
Extension to existing garage,7 Beach Road Port St. Mary Isle Of Man IM9 5NG,PER,27-Oct-17,17/01002/B
"Variation of condition 1 of PA 15/00232/B for use of the site as a car park, to extend the period of approval from 2 to 3 years",Car-Park 20 St Georges Street Douglas Isle Of Man  ,PER,30-Mar-17,17/00169/B
"Removal of condition 3 of PA03/00694/B, requiring occupation to be in association with Clougher House",Clougher Cottage Clougher House Ballamodha Straight Ballamodha Ballasalla Isle Of Man  ,PER,23-Jun-17,17/00191/B
Extension to existing bungalow and erection of a garage/workshop to replace existing,Kerrowkneale Summerhill Road Jurby Isle Of Man IM7 3BR,PER,27-Sep-17,17/00500/B
Alterations and erection of extensions to provide workshop and storage area,St Johns Steel Works Mines Road Foxdale Isle Of Man IM4 3EX ,PER,27-Jul-17,17/00580/B
Creation of a second driveway to property,Creggan Lea Glen Chass Road Glen Chass Port St. Mary Isle Of Man IM9 5PL,PER,23-Nov-17,17/00846/B
Refurbishment and alterations to existing building,Store Ballakerkey Farm Shore Road Glen Maye Isle Of Man  ,PER,20-Oct-17,17/00925/B
Demolition of existing chimney stacks and re-rendering of exposed gable walls,12 Lake Lane Peel Isle Of Man IM5 1AU,REF,27-Jun-17,17/00310/B
Change of use from Police office and accommodation to a residential dwelling,Police Station Andreas Village Isle Of Man IM7 4EZ ,PER,02-Aug-17,17/00667/C
Replacement of an existing window with new entrance door,Ashley Hill School Ashley Road Onchan Isle Of Man IM3 3LA,PER,27-Jul-17,17/00668/B
Installation of a storage container (retrospective),Saltworks Quay Shipyard Road Ramsey Isle Of Man  ,PER,30-Aug-17,17/00669/B
"Variation of condition one of PA 15/00516/REM, for the erection of a building to provide garage, recreation room and tourist accommodation, to extend the period of approval by one year",Kionslieu Farm Kionslieu Hill Foxdale Isle Of Man IM4 3HB,PER,11-Aug-17,17/00709/B
"Alterations, extension of existing patio and installation of replacement dormer windows (retrospective), front door, front first floor windows and French doors",4 Eastfield Douglas Isle Of Man IM1 4AU,PER,15-Aug-17,17/00710/B
Installation of an external canopy to outdoor play area,Scoill Vallajeelt Meadow Crescent Douglas Isle Of Man IM2 1NN,PER,30-Aug-17,17/00713/B
"Alterations and extensions including new garden room and garage, all ancillary to main house",Belle Abbey House Ballakilpheric Road Colby Isle Of Man IM9 4AB,PER,17-Aug-17,17/00717/B
"Blocking up of two kitchen windows, adjustment to bathroom window, replacement of lounge windows with doors and removal of chimney stack",13 Seafield Crescent Onchan Isle Of Man IM3 3BZ,PER,14-Sep-17,17/00727/B
Creation of an additional window,105 Fairways Drive Mount Murray Douglas Isle Of Man IM4 2JL,PER,17-Aug-17,17/00726/B
Replacement of two existing roof lights,26 Berkeley Street Douglas Isle Of Man IM2 3QA,PER,30-Jun-17,17/00545/B
Erection of two detached dwellings with integral garaging and 3 terraced bungalows (forming amendments to PA 16/00232/B),Plot 110-114 Royal Park Ramsey Isle Of Man  ,PER,17-Aug-17,17/00596/B
"Alterations, application of replacement render, removal of garage door and block up opening and installation of a replacement balcony",Rope Walk College Green Castletown Isle Of Man IM9 1BE,PER,17-Aug-17,17/00728/B
Replacement of existing annex polycarbonate roof with tiled roof,3 Richmond Close Douglas Isle Of Man IM2 6HR,PER,24-Aug-17,17/00749/B
"Variation of conditions 2 and 6 of PA 16/00784/B, Demolition of existing dwelling and erection of two detached dwellings with integral garages, relating to the approved Tree Survey and Report to allow for the removal of seven trees along the existing driv",Eastfield Bride Road Ramsey Isle Of Man IM8 3UL,PER,07-Nov-17,17/00794/B
Replacement of existing PVC sash windows with white UPVC casement windows to front lounge,Flat 2 Marina House 2 Marine Parade Peel Isle Of Man IM5 1PB ,REF,06-Oct-17,17/00854/B
Relocation of front doorway,Ballamodha Lodge Ballamodha Straight Ballasalla Isle Of Man IM9 3EN,PER,22-Sep-17,17/00877/B
Erection of five dwellings (retrospective),Plots 1 - 5 Housing Development Clifton Drive Ramsey Isle Of Man  ,PER,23-Oct-17,17/00879/B
Installation of replacement windows,5 Roslyn Terrace Douglas Isle Of Man IM2 5DE,PER,22-Sep-17,17/00880/B
Creation of ancillary accommodation and installation of dormer windows,Ballaveare Old Castletown Road Port Soderick Isle Of Man IM4 1BB,PER,30-Jun-17,17/00390/B
"Variation of condition 3 of PA 14/00873/C, to increase the limit on children attending the nursery from 27 to 33",Little Cherubs Kindergarten The Old Chapel Main Road Union Mills Isle Of Man IM4 4AD,PER,23-Oct-17,17/00481/B
Installation of single storey timber cabin for educational purposes,Ashley Hill School Ashley Road Onchan Isle Of Man IM3 3LA,PER,14-Jul-17,17/00583/B
Construction of new entrance porch  and replacement of existing lounge window with raised cill bow window,Corklann 1 Close Cam Port Erin Isle Of Man IM9 6NB,PER,14-Jul-17,17/00584/B
"Replacement of existing windows with UPVC sliding sash units, and replacement of existing front door with composite door",23 Bridge Street Peel Isle Of Man IM5 1NQ ,PER,21-Jul-17,17/00609/B
Change of use from self-catering tourist accommodation to private dwelling,23 Mill Street Castletown Isle Of Man IM9 1AG,PER,27-Sep-17,17/00905/C
Replacement of existing glazed conservatory roof with tiles,13 Broogh Wyllin Kirk Michael Isle Of Man IM6 1HU ,PER,22-Dec-17,17/01114/B
Replacement of existing conservatory polycarbonate roof with supalite tiled roof,13 Abbots Way Abbotswood Ballasalla Isle Of Man IM9 3EQ ,PER,22-Sep-17,17/00885/B
Erection of stables,Field 621454 Ballajora Crossing Ballajora Maughold Ramsey Isle Of Man  ,PER,23-Nov-17,17/00891/B
Replacement of existing covered yard roof with clear polycarbonate roof,Castlebalfour 36 Thorny Road Douglas Isle Of Man IM2 5EG ,PER,03-Oct-17,17/00897/B
Installation of a satellite dish,7 Kingswood Grove Douglas Isle Of Man IM1 3LY,PER,23-Oct-17,17/00975/B
Replacement of windows,6 Hill Street Douglas Isle Of Man IM1 1EF,PER,23-Nov-17,17/01003/B
Installation of illuminated and non-illuminated signage,Zurich House Isle Of Man Business Park Douglas Isle Of Man IM2 2SA ,PER,23-Nov-17,17/01025/D
Replacement of existing conservatory roof with tiled roof,7 Greeba Drive Onchan Isle Of Man IM3 1ER,PER,15-Nov-17,17/01059/B
Replacement of existing conservatory roof with tiled roof,16 Milner Close Port Erin Isle Of Man IM9 6BG,PER,15-Dec-17,17/01074/B
Erection of single storey extension to rear of property,18 Fairway Drive Ramsey Isle Of Man IM8 2BB,PER,24-Nov-17,17/01075/B
Replacement of existing conservatory roof with tiled roof,4 Little Meddow Andreas Isle Of Man IM7 4HY,PER,15-Dec-17,17/01115/B
Erection of glazed porch on side of property to replace portico,49A Ballaquark Douglas Isle Of Man IM2 2ES,PER,30-Nov-17,17/01138/B
Erection of dormer bungalow with off street parking,Land Off Lane At Rear Of Westminster Drive Douglas Isle Of Man  ,REF,30-Nov-17,17/01146/B
Installation of replacement windows to front bay window and replacement rear door,7 Brighton Terrace Douglas Isle Of Man IM1 4AP,PER,15-Dec-17,17/01161/B
Approval in principle for the erection of 6 dwellings including siting and means of access,Field 636 Ballavale Road Santon Isle Of Man  ,REF,02-Feb-17,16/01396/A
Widening of existing vehicular access,Maynrys 21 First Avenue Douglas Isle Of Man IM2 6BA,PER,15-Feb-17,17/00013/B
"Alteration of plots 55 and 60 from 'Halifax' to 'Berkley' house type, Royal Park Phase 2",Field 131047 Vollan Crescent Ramsey Isle Of Man  ,PER,30-Mar-17,17/00163/B
Erection of sun room to south elevation,2 Ballellis Ballawattleworth Estate Peel Isle Of Man IM5 1WZ ,PER,06-Apr-17,17/00188/B
"Replacement enlarged balcony, widening of existing driveway, installation of sun tube and associated works",Laburnum Cottage Main Road Glen Vine Isle Of Man IM4 4AU,PER,24-Nov-17,17/01093/B
Replacement timber front door,7 Eastfield Douglas Isle Of Man IM1 4AU,REF,30-Nov-17,17/01116/B
Change of use of existing vacant residential apartment to use as gymnasium in support of other leisure facilities,Apartment King Edward Bay Golf And Country Club Groudle Road Onchan Isle Of Man IM3 2JR ,PER,13-Jun-17,17/00384/B
Alterations to property including installation of commercial extract system to rear,6 Arbory Street Castletown Isle Of Man IM9 1LJ,PER,14-Jul-17,17/00484/B
Replacement of windows to front elevation,46 Douglas Street Peel Isle Of Man IM5 1BD,PER,30-Jun-17,17/00574/B
Erection of two smoking shelters,Manx Utilities Authority Ballacottier Headquarters Isle Of Man Business Park Douglas Isle Of Man IM2 2QZ ,PER,27-Jul-17,17/00622/B
Erection of a garden building and replacement of doors with garage door on existing storage building,Stella Maris Mountain Road Ramsey Isle Of Man IM8 2JJ,PER,22-Sep-17,17/00779/B
"Installation of replacement windows, door and roof slates",Baptist Church Annexe The Alpha Centre 7 - 8 Sherwood Terrace Douglas Isle Of Man IM2 4EN,PER,20-Sep-17,17/00789/B
Replacement of existing glazed conservatory roof with tiles,Mill Kent Bridge Road Ballasalla Isle Of Man IM9 3DQ,PER,01-Sep-17,17/00791/B
Erection of an extension,Tranquility Bride Road Andreas Isle Of Man IM7 4HR,PER,23-Feb-17,17/00047/B
Alterations and installation of exhibits,"Goods Yard, Manx Electric Railway New Road Laxey Isle Of Man  ",PER,31-Mar-17,17/00194/B
Installation of two additional roof windows (retrospective) and erection of an attached garage to side elevation,31 Laurel Avenue Onchan Isle Of Man IM3 3JQ,PER,15-Dec-17,17/01187/B
Erection of an extension,49 Ormly Road Ramsey Isle Of Man IM8 3LH,PER,06-Oct-17,17/00403/B
Provision of a shipping container for storage purposes,Factory Gladstone Business Park  Ramsey Isle Of Man IM8 2LA ,PER,15-Jun-17,17/00510/B
Alterations to existing garage to form games room,Dun Aisling Mount Rule Douglas Isle Of Man IM4 4HP ,PER,25-Sep-17,17/00860/B
Additional use of residential apartment to provide tourist accommodation.,Flat 3 2 The Esplanade Central Promenade Douglas Isle Of Man IM2 4LR ,PER,13-Feb-17,16/01238/C
