Decisions issued under delegated authority 1/1/11 - 31/12/11,,,,
Proposal,Address,Decision,Date decision issued,Planning Application No
Removal of a chimney and installation of french doors and canopy to rear of dwelling,4 Port E Chee Avenue Douglas Isle Of Man IM2 5EW,PER,13-Jan-11,10/01704/B
Alterations and erection of extension to dwelling,21 Upper Dukes Road Douglas Isle Of Man IM2 4AZ,PER,01-Apr-11,10/01705/B
"Alterations, erection of an extension and re-siting of vehicular access",Tree Tops 21 Ash Grove Ramsey Isle Of Man IM8 3HT,PER,20-Jan-11,10/01739/B
Installation of replacement windows and doors,Sea Front Promenade Port Erin Isle Of Man IM9 6LE,PER,18-Jan-11,10/01791/B
Retention of a replacement window,Laurel Dene Tennis Road Douglas Isle Of Man IM2 3LW,PER,28-Mar-11,10/01859/B
Residential layout for two plots and associated roads and sewers,Land Adjacent To Orryside Main Road Colby Isle Of Man  ,PER,28-Jun-11,10/01879/B
Erection of a two storey extension to replace existing lean to outlet,Ballameanagh Glen Auldyn Ramsey Isle Of Man IM7 2AG ,PER,01-Mar-11,11/00085/B
Alterations and erection of extensions to dwelling,18 Bridge Street Peel Isle Of Man IM5 1NF,REF,14-Jun-11,11/00147/B
Erection of a chantry,Land At St Anthony's Church Ridgeway Road Onchan Isle Of Man  ,PER,05-Apr-11,11/00165/B
Installation of a light tunnel,2 Rheast Bridson Peel Isle Of Man IM5 1JF,PER,23-Mar-11,11/00166/B
Installation of replacement windows to front elevation,6 Upper Dukes Road Douglas Isle Of Man IM2 4BA,REF,12-Apr-11,11/00167/B
"Erection of office building (Blocks B & C) with associated drainage works, car parking and landscaping","Fields 521888 And 521895, Between Cooil Road And MEA Building  Isle Of Man Business Park  Braddan",PER,23-Mar-11,11/00169/B
Erection of an extension to replace existing conservatory,Ballastrang Farmhouse Castletown Road Ballaglonney Santon Isle Of Man IM4 1EU,PER,08-Feb-11,10/01786/B
Alterations and extensions to existing restaurant,Hawthorn Inn  Main Road Greeba Isle Of Man IM4 3LF,REF,08-Mar-11,11/00093/B
Erection of an extension to dwelling,Clovelly Strang Road Union Mills Isle Of Man IM4 4NW,PER,24-Mar-11,11/00209/B
Erection of access stairs and landing to dwelling,Unit 3 Lower Sulby Farm  Scollag Road Abbeylands Isle Of Man,PER,24-Mar-11,11/00212/B
Conversion of ground floor apartment to two apartments and conversion of first and second floor store rooms to a duplex apartment (Retrospective),15 Demesne Road Douglas Isle Of Man IM1 3EB ,REF,28-Jun-11,11/00423/B
Installation of a solar panel to a dwelling,Fuchsia Bank Ballajora Hill Ballajora Ramsey Isle Of Man IM7 1AZ,PER,16-May-11,11/00424/B
Installation of a canopy and replacement frontage,C'Est La Vie 28 Victoria Street Douglas Isle Of Man IM1 2LE,PER,14-Jun-11,11/00425/B
Change of use of existing ancillary accommodation to a dwelling,46 Ballachurry Avenue Onchan Isle Of Man IM3 4BB,REF,16-May-11,11/00426/C
"Re-roofing, installation of dormers to front and rear elevation and replacement windows",7 Christian Road Douglas Isle Of Man IM1 2QH ,PER,29-Mar-11,10/01881/B
Erection of a dwelling with attached garage (Amendment to PA 08/01128/B) Plot,4 Montreux Court Douglas Isle Of Man IM2 6AF ,PER,14-Feb-11,10/01865/B
Installation of replacement windows,Bali Hai May Hill Ramsey Isle Of Man IM8 2HG,PER,22-Feb-11,11/00031/B
"Alterations and extensions to dwelling, extension to domestic curtilage to provide  new vehicular access and driveway",The Gatehouse Ballaleigh Road Kirk Michael Isle Of Man IM6 1HJ,REF,25-Feb-11,11/00035/B
Erection of a two storey extension to side elevation,Brookwood The Hope St. Johns Isle Of Man IM4 3AT ,PER,21-Mar-11,11/00131/B
Erection of an extension to replace existing conservatory,57 Windermere Drive Onchan Isle Of Man IM3 2DX,PER,18-Mar-11,11/00149/B
Erection of a detached garage and private stables,Earystane Chapel Earystane Colby Isle Of Man IM9 4HN ,PER,01-Apr-11,11/00150/B
"Approval in principle to demolish existing hotel and creation of 68 apartments contained in three buildings, car parking and landscaping and creation of a new vehicular access",Grand Island Hotel Bride Road Ramsey IM8 3UN ,PER,19-May-11,10/01269/A
Erection of a dwelling to replace existing dwelling and outbuildings (comprising amendments to PA 10/00036B),Holmlea Braaid Road Braaid Isle Of Man IM4 2AW,PER,11-Jan-11,10/01633/B
Erection of a garden shed / storage area,Unit 3 Lower Sulby Farm  Scollag Road Abbeylands Isle Of Man,PER,24-Mar-11,11/00213/B
Erection of an extension to dwelling,Unit 3 Lower Sulby Farm  Scollag Road Abbeylands Isle Of Man,PER,24-Mar-11,11/00214/B
Alterations and extensions to dwelling including formation of pitched roof over garage  and creation of a doorway (Amendment to PA 10/00712/B),39 Groudle Road Onchan Isle Of Man IM3 2EF,PER,24-Mar-11,11/00216/B
Removal of grassed area to create 12 additional car parking spaces,Car Park National Sports Centre Groves Road Douglas Isle Of Man  ,PER,19-May-11,11/00428/B
"Erection of garage extension, installation of dormer and roof light",22 Close Cubbon Peel Isle Of Man IM5 1NS,PER,28-Jun-11,11/00596/B
Alterations and erection of entrance porch,Cedar Lodge Glen Mona Loop Road Glen Mona Ramsey Isle Of Man IM7 1HG,PER,16-Jun-11,11/00597/B
Creation of three ponds with associated culverts and landscaping,Field Number 411497 Ballakilley Farm Church Road Port St. Mary Isle Of Man  ,PER,31-May-11,11/00480/B
Installation of flood lighting to front elevation,Albert Hotel Chapel Row Douglas Isle Of Man IM1 2BJ,PER,24-May-11,11/00561/B
Demolition of existing chalet dwelling and replacement in new location with a single storey dwelling,Field 134924 Lower Glentramman Farm Garey Road Garey Ramsey Isle Of Man  ,REF,12-Apr-11,11/00211/B
Erection of a replacement garage,Garage Adjacent To Glen View St. Judes Isle Of Man  ,PER,27-May-11,11/00406/B
Erection of a two storey extension to side elevation,Birstall Vernon Road Ramsey Isle Of Man IM8 2EG,PER,06-May-11,11/00414/B
Installation of replacement windows,White House Buildings New Road Laxey Isle Of Man IM4 7BB,PER,06-May-11,11/00416/B
Erection of replacement signage,Barclays House Victoria Street Douglas Isle Of Man IM1 2LE,PER,06-May-11,11/00410/D
Extension to dwelling,8 Ballaquane Park Peel Isle Of Man IM5 1PT,PER,28-Jun-11,11/00452/B
Registered Building consent for alterations and enclosure of existing yard (In association with 11/01106/GB) Registered Building Nos. 53,The Anchorage Parliament Lane Castletown Isle Of Man IM9 1LB ,PER,24-Oct-11,11/01107/CON
"Alterations, removal of  garage and roofing works to create a roof terrace over the existing two storey outrigger.",19 Ridgeway Road Onchan Isle Of Man IM3 1HT,PER,20-Dec-11,11/01108/B
Erection of a wall,Riverside Glen Road Colby Isle Of Man IM9 4NT,PER,05-Dec-11,11/01436/B
"Alterations, extension of existing driveway, replace garage door with two windows and erection of extensions to dwelling",19 Ballaughton Manor Hill Douglas Isle Of Man IM2 1NY,PER,02-Dec-11,11/01438/B
"Material alteration of field access, creation of a hard standing and access drive and change of use of land to residential (Retrospective)",Field 315982 Scravorley Curragh Road St Johns Isle Of Man  ,REF,27-Jul-11,11/00752/B
Approval in principle for erection of a dwelling,Field 432558 Douglas Road Ballasalla Isle Of Man  ,REF,04-Jul-11,11/00750/A
Alteration and conversion of existing cottage to a dwelling,Bwoaillieecowle Cottage Staarvey Road Peel Isle Of Man  ,REF,22-Jul-11,11/00753/B
Erection of porch to front elevation,29 Bowness Close Onchan Isle Of Man IM3 2DJ,PER,31-Jan-11,10/01867/B
Installation of replacement windows to front elevation,37 Hawarden Avenue Douglas Isle Of Man IM1 4BW,PER,04-Apr-11,11/00242/B
Erection of advertising banners (Retrospective),Empress Hotel Central Promenade Douglas Isle Of Man IM2 4RA,REF,21-Feb-11,11/00038/D
Erection of a two storey extension to dwelling,16 Milner Close Port Erin Isle Of Man IM9 6BG,PER,12-Apr-11,11/00253/B
Window and door alterations to dwelling,42 Devonshire Road Douglas Isle Of Man IM2 3RE,PER,20-Apr-11,11/00294/B
Installation of four awnings,Capital House Circular Road Douglas Isle Of Man IM1 1AG ,PER,20-Apr-11,11/00295/D
"Alterations, replacement of garage door with a window and creation of a first floor extension to dwelling",129 King Edward Road Onchan Isle Of Man IM3 2AX,PER,20-Apr-11,11/00296/B
Extension to dwelling,5 Majestic Drive Onchan Isle Of Man IM3 2JQ,PER,07-Jun-11,11/00344/B
Installation of replacement windows to front elevation,9 Brunswick Road Douglas Isle Of Man IM2 3LH,REF,15-Jun-11,11/00349/B
Alterations and extension to dwelling,11 Ballagarey Road Glen Vine Isle Of Man IM4 4EB,PER,16-May-11,11/00377/B
Additional use of residential apartment as self catering holiday accommodation,Apartment 3 Captain Cannons House 7 Michael Street Peel Isle Of Man IM5 1HA ,PER,19-Apr-11,11/00252/C
Rendering works to front and side elevations of dwelling,13 Eskdale Road Onchan Isle Of Man IM3 2AL,PER,21-Jun-11,11/00667/B
Window and door alterations to dwelling,3 Baldrine Park Baldrine Isle Of Man IM4 6DE,PER,11-Jul-11,11/00712/B
Installation of replacement windows and doors,St Paul's Church Hall Market Place West Ramsey Isle Of Man IM8 1JU ,PER,13-Jan-11,10/01734/B
Erection of extension to replace existing conservatory,39 Erin Way Port Erin Isle Of Man IM9 6EF ,PER,14-Jan-11,10/01735/B
Alterations to chimney stacks,Regent Street Post Office Regent Street Douglas Isle Of Man IM1 2EA ,PER,21-Feb-11,10/01736/B
Alterations to existing shop and dwelling to form a single dwelling,Cliff Stores Fairy Cottage Laxey Isle Of Man IM4 7HR ,PER,14-Jan-11,10/01737/B
Erection of a summer house,Sunnyside Cottage  Glen Auldyn Ramsey Isle Of Man IM7 2AQ ,PER,28-Feb-11,11/00088/B
Reserved matters application for erection of a dwelling with ancillary living accommodation and garage,Field 614729 Baldrine Road Baldrine Isle Of Man  ,PER,27-May-11,11/00195/REM
"Erection of a two storey extension to dwelling to provide a replacement garage, additional living accommodation, rear ground floor store and decking (amendment to PA 10/01145/B)",Killingan Beg Churchtown Ramsey Isle Of Man IM7 2AN ,PER,23-Mar-11,11/00197/B
Installation of two solar panels,Castle Rushen High School Arbory Road Castletown Isle Of Man IM9 1RE,PER,05-Dec-11,11/01448/B
Installation of replacement porch windows and door,9 Taubman Street Ramsey Isle Of Man IM8 1DH,PER,05-Dec-11,11/01468/B
Additional use of residential dwelling as tourist accommodation,2 Lhag Mooar Port Erin Isle Of Man IM9 6LY,PER,05-Dec-11,11/01476/C
Demolition of existing dwelling and outbuildings and erection of a replacement dwelling with detached garage,Hillside Farm Slieau Whallian Road Lower Foxdale Isle Of Man IM4 3BJ,PER,07-Dec-11,11/01499/B
Installation of a flue to dwelling,66 Ballacriy Park Colby Isle Of Man IM9 4LY,PER,07-Dec-11,11/01501/B
Erection of an extension to existing Veterinary Practice,Glascoe Beg Veterinary Surgery Nassau Road Dogmills Ramsey Isle Of Man IM7 4AQ,PER,05-Dec-11,11/01502/B
Application for a certificate of lawful use for installation of windows,9 Athol Street Douglas Isle Of Man IM1 1LD ,CLAWA,04-Apr-11,11/00244/LAW
Alterations and extension to dwelling,Lhannan Shee School Lane Santon Isle Of Man IM4 1EG,PER,21-Apr-11,11/00297/B
Additional use of ground floor dining room as an office,Cronk Breck House Main Road Greeba Isle Of Man IM4 3LG,PER,21-Apr-11,11/00299/C
Installation of two solar panels,Laxey Primary School Quarry Road Laxey Isle Of Man IM4 7DU,PER,26-Apr-11,11/00301/B
Erection of advertising signage,37/39 Victoria Street Douglas Isle Of Man IM1 2LF,REF,24-Jun-11,11/00249/D
Installation of replacement windows to front and rear elevations,41 Woodbourne Road Douglas Isle Of Man IM2 3AD,PER,04-Apr-11,11/00250/B
Installation of replacement windows to front elevation,29 Woodburn Square Douglas Isle Of Man IM1 4DD ,PER,31-May-11,11/00531/B
Installation of replacement windows to front elevation,35 Derby Road Douglas Isle Of Man IM2 3EP,PER,31-May-11,11/00532/B
Erection of a two storey extension to dwelling house (Amendments to PA 10/00604/B),Rose Cottage Groves Lane Douglas Isle Of Man IM2 1HF,PER,19-Apr-11,11/00254/B
Erection of replacement extensions to dwelling,15 Groudle Road Onchan Isle Of Man IM3 2EH,PER,07-Apr-11,11/00255/B
Extend existing hard standing,Silverdale Lodge Silverdale Road Ballasalla Isle Of Man IM9 3DT,PER,28-Apr-11,11/00257/B
Creation of a storage compound,Field 331659 Foxdale Road The Hope St Johns Isle Of Man  ,PER,21-Oct-11,11/00298/B
Creation of off road parking,1 Victoria Road Castletown Isle Of Man IM9 1EP,PER,27-May-11,11/00300/B
Installation of two solar panels,Sulby Primary School Main Road Sulby Isle Of Man IM7 2HP ,PER,26-Apr-11,11/00302/B
Erection of an extension to dwelling,35 Clybane Rise Douglas Isle Of Man IM2 2LY,PER,26-Apr-11,11/00304/B
First floor extension to building,Centenary Hall Atholl Street Peel Isle Of Man IM5 1HQ ,PER,26-Apr-11,11/00306/B
Alterations including creation of an elevated external patio to dwelling,Folieu House Lewaigue Maughold Isle Of Man IM7 1BN ,PER,26-Apr-11,11/00307/B
Alterations and erection of a replacement extension to dwelling,Sycamore Cottage Glen Road Laxey Isle Of Man IM4 7AN,PER,28-Apr-11,11/00198/B
Alterations and erection of extensions within enclosed courtyard,Ramsey Grammar School West Building   Lezayre Road Ramsey Isle Of Man IM8 2RG,PER,12-Apr-11,11/00232/B
Erection of a replacement dwelling,Upper Kirkill Ballakillowey Road Colby Isle Of Man IM9 4BW,REF,29-Jul-11,11/00839/B
Change of use of part of building to accommodate use as a Doctors Surgery,Cannan Court Main Road Kirk Michael Isle Of Man IM6 1FA,PER,09-Aug-11,11/00460/C
Extension to rear elevation,3 Park View Agneash Laxey Isle Of Man IM4 7NS ,PER,27-Sep-11,11/01097/B
Alterations and erection of first floor extension to dwelling,Renscault House East Baldwin Isle Of Man IM4 5EP ,PER,28-Sep-11,11/01128/B
"Alterations, replacement of a garage door with a window and creation of a french door from an existing window to dwelling",10 River Walk Braddan Douglas Isle Of Man IM4 4TJ,PER,25-Jul-11,11/00801/B
Installation of solar panels to dwelling,Tholt Y Will House Tholt Y Will Sulby Isle Of Man IM7 2BF ,PER,25-Jul-11,11/00802/B
Installation of solar panels to dwelling,9 Fort William Head Road Douglas Isle Of Man IM1 5BQ ,PER,25-Jul-11,11/00803/B
Erection of a first floor extension over existing garage,Oirr-Ny-Marrey The Promenade Port St. Mary Isle Of Man IM9 5DB,PER,02-Sep-11,11/00804/B
Erection of a two storey side extension to dwelling,19 Creggan Ashen Glen Maye Park Glen Maye Isle Of Man IM5 3DA ,PER,26-Jul-11,11/00806/B
"Installation of a gable window, roof lights and replacement of an existing window with a patio door",21 Greenlands Avenue Ramsey Isle Of Man IM8 2PN,PER,16-Aug-11,11/00807/B
Erection of extension to dwelling,85 Ballanorris Crescent Friary Park Ballabeg Castletown Isle Of Man IM9 4ES,PER,25-Jul-11,11/00808/B
Alterations and erection of an extension to rear elevation of dwelling,34 Queen Street Castletown Isle Of Man IM9 1PA,PER,29-Jul-11,11/00835/B
Replace existing window with patio doors to rear elevation of dwelling,Springfield Plantation Road Port St. Mary Isle Of Man IM9 5AY,PER,29-Jul-11,11/00837/B
Erection of an extension to dwelling,3 Central Drive Onchan Isle Of Man IM3 1ET,PER,08-Jun-11,11/00533/B
Erection of a replacement garage,Beauval Fistard Road Fistard Port St. Mary Isle Of Man IM9 5HF,PER,31-May-11,11/00534/B
Creation of french doors to replace existing window to rear elevation,64 Ballanard Road Douglas Isle Of Man IM2 5HE,PER,31-May-11,11/00535/B
Installation of replacement windows to front elevation (Retrospective),4 Hawarden Avenue Douglas Isle Of Man IM1 4BY,PER,31-May-11,11/00543/B
Rendering works to dwelling,Highfield 16 Selborne Drive Douglas Isle Of Man IM2 3LP ,PER,31-May-11,11/00544/B
Extend existing driveway,29 Berry Woods Avenue Douglas Isle Of Man IM2 7DA,PER,31-May-11,11/00545/B
Erection of an extension and installation of roof lights to dwelling,3 Bay View Terrace Laxey Isle Of Man IM4 7DG,PER,24-Jan-11,10/01720/B
Conversion of existing stable into a home office,Old Moaney Corlea Road Ballasalla Isle Of Man IM9 3BA,PER,13-Jan-11,10/01721/B
Replacement of existing two garage doors with one garage door,35 Fairway Close Onchan Isle Of Man IM3 2EQ,PER,06-Jan-11,10/01723/B
Erection of a replacement dwelling,Brickworks Cottage Ballanard Road Douglas Isle Of Man IM2 5PT,PER,25-Feb-11,10/01538/B
