Decisions issued under delegated authority 1/1/14 - 31/12/14,,,,
Proposal,Address,Decision,Date decision issued,Planning Application No
Alterations and extension to existing spa and conference facilities (amendments to PA 13/00295/B),Brightlife Ballalheaney House Andreas Road Andreas Isle Of Man IM7 4EN,PER,26-Jun-14,14/00588/B
Registered Building Consent for the demolition of existing dwelling (in association with PA 13/00199/B),158 Woodbourne Road Douglas Isle Of Man IM2 3BD,PER,07-Aug-14,14/00787/CON
Removal of chimney stacks,Clifton   9 Drury Terrace Douglas Isle Of Man IM2 3HY,REF,04-Sep-14,14/00788/B
Erection of a replacement dwelling,The Maples Brookfield Avenue Castletown Isle Of Man IM9 1TL,PER,04-Sep-14,14/00905/B
"Registered Building Consent for installation of replacement guttering, timber soffits and facias and replacement garden door and lintel (RB no 187 in association with 14/00994/GB)",9 Victoria Terrace Douglas Isle Of Man IM2 4EU,PER,27-Oct-14,14/00995/CON
Re -roofing of dwelling using the same materials and installation of replacement roof light,Edensor Quarterbridge Road Douglas Isle Of Man IM2 3RJ,PER,10-Oct-14,14/00998/B
Erection of a ground floor extension to rear elevation,5 Campion Close Reayrt Ny Keylley Peel Isle Of Man IM5 1GD ,PER,22-Jan-14,13/91477/B
Erection of an agricultural livestock / feed building,Part Field 220680 Seafield Farm Bollyn Road Ballaugh Isle Of Man  ,PER,03-Jun-14,14/00033/B
Erection of conservatory to rear elevation,10 Erin Way Port Erin Isle Of Man IM9 6EF ,PER,20-Mar-14,14/00046/B
Erection of a sun room extension and bay window to dwelling (comprising amendments to PA 13/91355/B),Caaghyr Bradda East Port Erin Isle Of Man IM9 6QB ,PER,21-Mar-14,14/00047/B
Alterations to existing vehicular access onto highway,Ballaveare Old Castletown Road Port Soderick Isle Of Man IM4 1BB,PER,22-Sep-14,14/00979/B
Erection of extension to replace existing conservatory to rear elevation,16 Royal Avenue Onchan Isle Of Man IM3 1HA,PER,18-Sep-14,14/00981/B
Erection of a dwelling (amendment to dwelling approved under PA 14/00449/B),Plot 156 Ballakilley Residential Development Under Construction  Church Road Port St. Mary Isle Of Man  ,PER,16-Sep-14,14/00983/B
Replacement of existing glazed conservatory roof with light weight roof tiles,15 Harbour Road Onchan Isle Of Man IM3 1BJ,PER,30-Oct-14,14/01130/B
Erection of a garden shed and porch to dwelling,Glentruan Cottage Lhen Road Bride Isle Of Man IM7 4BG,PER,21-Nov-14,14/01163/B
Installation of replacement windows and door and erection of detached garage (retrospective),22 Upper Dukes Road Douglas Isle Of Man IM2 4AZ,CLAWA,02-Dec-14,14/01167/B
Conversion of existing first floor offices to an apartment,5 Farrants Way Castletown Isle Of Man IM9 1NR,PER,24-Nov-14,14/01202/B
"Installation of additional roof mounted condenser unit, shop front alterations and new steps to rear loading platform",Co-op Store 29 - 31 Main Road Onchan Isle Of Man IM3 1AP,PER,18-Dec-14,14/01205/B
Change of use from tourist accommodation to a residential dwelling,Hilltop Croit E Quill Road Laxey Isle Of Man IM4 7JQ,PER,20-Feb-14,14/00048/C
Removal of existing chimney stacks and erection of replacement stack with flue,Ard Finwork Ramsey Road Laxey Isle Of Man IM4 7PY ,PER,20-Feb-14,14/00049/B
Replacement of existing door with a window and alterations to driveway and vehicular access,9 Sunnybank Avenue Onchan Isle Of Man IM3 3BW,PER,17-Apr-14,14/00097/B
Conversion from office / retail to a hot / cold food takeaway,16 Victoria Street Douglas Isle Of Man IM1 2LQ,PER,06-Mar-14,14/00098/B
Conversion of dwelling to offices including installation of ramped access,Balcony House 6 And 6A The Parade Castletown Isle Of Man IM9 1LG ,PER,21-May-14,14/00300/B
Erection of extension to rear elevation,22 Close Famman Port Erin Isle Of Man IM9 6BJ,PER,03-Jun-14,14/00313/B
Erection of extension to existing fire station building to accommodate fire tender,Douglas Fire Station Peel Road Douglas Isle Of Man IM1 5ED,PER,06-May-14,14/00315/B
Replacement of existing glazed conservatory roof with light weight roof tiles,27 Glebe Aalin Ballaugh Isle Of Man IM7 5BX,PER,23-Dec-14,14/01340/B
Installation of replacement roof over existing garage and installation of solar panels,13 Mona Street Ramsey Isle Of Man IM8 1BD,PER,07-Oct-14,14/00932/B
Installation of replacement roof to conservatory with light weight roof tiles,Wave Crest Belle Vue Peel Isle Of Man IM5 1UH,PER,14-Oct-14,14/01086/B
Replacement of existing glazed conservatory roof with light weight roof tiles,Gollane Jurby Road Ramsey Isle Of Man IM8 3NZ,PER,14-Nov-14,14/01088/B
Erection of extension to front elevation,12 Milner Park Port Erin Isle Of Man IM9 6DH ,PER,30-Dec-14,14/01361/B
Demolition of rear outlet and installation of replacement windows (retrospective),Brookfield House Brookfield Avenue Ramsey Isle Of Man IM8 2AJ,PER,07-May-14,14/00302/B
Erection of timber boundary fence to rear elevation (retrospective),35 Lancaster Road Douglas Isle Of Man IM2 5BB,PER,04-Jun-14,14/00446/B
Erection of an agricultural building,Field 134898 Cronk Aalin Farm  Narradale Sulby Isle Of Man  ,PER,20-Jun-14,14/00447/B
Removal of chimney stack,Thie Ny Rona Port Lewaigue Close Port Lewaigue Ramsey Isle Of Man IM7 1AH,PER,22-May-14,14/00448/B
Erection of a dwelling (amendment to dwelling approved under PA 13/00777/B),Plot 156 Ballakilley Residential Development Under Construction  Church Road Port St. Mary Isle Of Man  ,PER,22-May-14,14/00449/B
Installation of two additional roof lights to front elevation of dwelling,1 Blackwood Cottages Ballamona Road Ballaugh Isle Of Man IM7 5BE,PER,26-Jun-14,14/00589/B
"Alterations and extension to dwelling, creation of additional off road parking space and widening of vehicular access",12 Manor Drive Douglas Isle Of Man IM2 2PA,PER,21-Aug-14,14/00590/B
Installation of a replacement front door,10 Orry Lane Peel Isle Of Man IM5 1NN,PER,03-Jan-14,13/91312/B
Enclose existing shelter with glazed units and external timber studding and cladding,Bowling Green Shelter Mooragh Park Ramsey Isle Of Man  ,PER,10-Jan-14,13/91315/B
Installation of flue to side elevation,41 Sprucewood View Foxdale Isle Of Man IM4 3HA ,PER,06-Jan-14,13/91362/B
Erection of projecting advertising sign,Tanroagan Restaurant 9 Ridgeway Street Douglas Isle Of Man IM1 1EW,PER,09-Jan-14,13/01365/D
Replacement of existing conservatory roof with light weight roof tiles,3 Hailwood Avenue Douglas Isle Of Man IM2 7AD ,PER,06-Jan-14,13/91366/B
Approval in principle for erection of a replacement dwelling,White Lodge Main Road Union Mills Isle Of Man IM4 4LW,PER,14-Feb-14,14/00017/A
Erection of a replacement dwelling,Highcliffe East Baldwin Isle Of Man IM4 5EP ,PER,20-Feb-14,14/00018/B
Removal of redundant chimney stack,Carraghyn 4 Rheast Lane Peel Isle Of Man IM5 1BE,PER,21-Mar-14,14/00161/B
Erection of a single storey extension to rear elevation,14 Bowling Green Road Castletown Isle Of Man IM9 1EA,PER,28-Mar-14,14/00162/B
Replacement of existing conservatory roof with light weight roof tiles,38 Derby Road Peel Isle Of Man IM5 1HP,PER,28-Mar-14,14/00196/B
Alterations to dwelling (comprising amendments to PA 13/91265/B),Ballamoar Earystane Colby Isle Of Man IM9 4HN ,PER,17-Mar-14,14/00147/B
Erection of flat roof infill between existing two dormers,Tradewinds Surby Road Surby Port Erin Isle Of Man IM9 6TA,PER,21-Mar-14,14/00178/B
Additional use of living accommodation beneath existing detached garage as tourist accommodation,Ffald Y Brenin Gordon Peel Isle Of Man IM5 4PP ,PER,28-Mar-14,14/00182/C
Creation of entrance gates and walls (retrospective),Greenhill Jurby Road Andreas Isle Of Man IM7 2EJ,PER,31-Jul-14,14/00746/B
Erection of stables with associated hard standing and creation of off road parking and turning area,Field 425025 Ronague Road Ballabeg Castletown Isle Of Man  ,PER,22-Jul-14,14/00747/B
Alterations and extension to dwelling,18 Mountain View Douglas Isle Of Man IM2 5HX,PER,28-Jul-14,14/00749/B
Installation of replacement first floor windows,1 Bank Street Castletown Isle Of Man IM9 1AT,PER,30-Oct-14,14/01128/B
Alterations and erection of a first floor extension to detached garage to provide additional living accommodation,Ebor Peveril Road Peel Isle Of Man IM5 1PW ,REF,10-Jan-14,13/91193/B
Erection of an extension to dwelling,26 Glebe Aalin Ballaugh Isle Of Man IM7 5BX,PER,31-Jan-14,13/91497/B
Erection of a first floor extension to dwelling,62 Friary Park Road Ballabeg Castletown Isle Of Man IM9 4EW,PER,24-Jan-14,13/91499/B
Alterations and erection of a first floor extension to dwelling,7 Glen Maye Park Glen Maye Isle Of Man IM5 3AX ,PER,17-Apr-14,14/00276/B
Alterations to three windows to front elevation,Filbeys Bistro East Quay Peel Isle Of Man IM5 1AR ,PER,25-Apr-14,14/00277/B
Removal of a chimney stack and installation of a flue (partial retrospective),Woodford Mount Auldyn Ramsey Isle Of Man IM8 3PJ,PER,09-May-14,14/00372/B
Erection of a side porch and a rear extension to dwelling,13 Close Famman Port Erin Isle Of Man IM9 6BL,PER,03-Jun-14,14/00459/B
Replace existing conservatory roof with light weight roof tiles,16 Ballagarey Road Glen Vine Isle Of Man IM4 4EA,PER,22-Jan-14,13/91397/B
Installation of replacement windows and shop windows,Bourne House & Bourne Concourse  Peel Street & College Street Ramsey Isle Of Man IM8 1JW ,REF,06-Jan-14,13/91400/B
Erection of a detached dwelling with associated garage,Plot 2 Off Station Road St Johns Isle Of Man  ,REF,18-Jul-14,14/00653/B
Creation of a hard-core track,Field 430816 Glen Moar Corlea Road Ronague Isle Of Man ,PER,17-Jul-14,14/00654/B
Erection of a dwelling with driveway and parking,Alder Oaks Field 431505 St Marks Road St Marks Ballasalla Isle Of Man  ,REF,04-Aug-14,14/00761/B
Conversion of out buildings to create a detached dwelling and erection of a detached garage,Plot 3 Kerrowdhoo Farm Cranstal Bride Isle Of Man  ,PER,17-Oct-14,14/00856/B
Conversion and erection of extension to former farmhouse to create a detached dwelling with garage,Plot 4 Kerrowdhoo Farm Cranstal Bride Isle Of Man  ,PER,05-Sep-14,14/00858/B
Creation of a private equestrian facility with associated facilities,Close E Cleator Pond Road St Judes Isle Of Man  ,PER,18-Sep-14,14/00863/B
"Alterations, erection of link extension and replacement of garage door with bi-folding doors",Minard 37 Albany Road Douglas Isle Of Man IM2 3NE,PER,04-Sep-14,14/00865/B
Amendments to agricultural workers dwelling and its location (approved under PA 09/00661/B),Fields 324201 & 324202 Glen Lough Farm Ballahutchin Hill Union Mills Isle Of Man  ,PER,28-Aug-14,14/00874/B
Alterations and erection of extensions to dwelling,Shearwater Fort Island Road Derbyhaven Isle Of Man IM9 1TZ,PER,28-Aug-14,14/00877/B
Extension to dwelling to provide w. c. and store,Caardee Cottage  Main Road  Andreas Village Isle Of Man IM7 4HE ,PER,10-Jan-14,13/91166/B
Installation of a gas tank,Part Of Field 614729 Baldrine Road Baldrine Isle Of Man  ,PER,14-Aug-14,13/91169/B
Conversion of existing outbuilding into ancillary living accommodation,Cornmill Cottage Glen Mooar Road St Johns Isle Of Man IM4 3AQ,PER,10-Jan-14,13/91284/B
Installation of new window and door onto Whitehouse Close,Old Butchers Shop  Whitehouse Buildings  New Road Laxey Isle Of Man IM4 7BB,PER,06-Jan-14,13/91361/B
Change of use from a holiday flat to residential,Flat 2   34 Hutchinson Square Douglas Isle Of Man IM2 4HW,REF,08-Apr-14,14/00195/C
Erection of signage,Clarendon House  Victoria Street Douglas Isle Of Man IM1 2LN,PER,11-Apr-14,14/00238/D
Alterations and erection of extensions to dwelling and erection of a detached summerhouse,Linden Lea Old Lonan Road Baldrine Isle Of Man IM4 6DF,PER,04-Sep-14,14/00880/B
Installation of replacement windows and doors to dwellings,Alma Cottage & Ivydene Cottage Baldhoon Road Laxey Isle Of Man IM4 7NE,PER,16-Sep-14,14/00975/B
Installation of two replacement windows to rear elevation,Hazelwood 1 Cronkbourne Avenue Douglas Isle Of Man IM2 3LA,PER,10-Oct-14,14/01004/B
Alterations and erection of an extension to rear elevation of dwelling,10 Victoria Avenue Onchan Isle Of Man IM3 1BD,PER,20-Oct-14,14/01006/B
Retention of a container (retrospective),Field 431182 Bayrauyr Road St Marks Ballasalla Isle Of Man  ,REF,24-Sep-14,14/01007/B
Installation of timber fencing (retrospective),Boundary Of The Horse And Plough Isle Of Man Business Park Douglas Isle Of Man  ,PER,20-Oct-14,14/01078/B
Erection of a front porch to dwelling,Ardlhi May Hill Ramsey Isle Of Man IM8 2HJ,PER,06-Nov-14,14/01155/B
"Additional use to include serviced residential apartments as well as tourism and hotel use for third floor apartments, nos 6 and 7",Sefton Apartments  Formerly Britannia And Irwell House Harris Promenade Douglas Isle Of Man IM1 2HH ,PER,18-Dec-14,14/01313/C
Registered Building consent for repair and refurbishment works to existing windows and creation of an additional window (In association with 14/00471/GB) Registered Building Nos. 185,King Williams College Castletown Isle Of Man IM9 1TP ,PER,18-Jun-14,14/00472/CON
"Alterations, replace garage door with a window, erection of an extension and widening of driveway (amendment to PA 13/90957/B)",7 Hilltop View Douglas Isle Of Man IM2 2LA,PER,24-Jan-14,13/91495/B
Erection of single storey extension to provide garage and kitchen extension to replace existing detached garage,12 Howstrake Drive Onchan Isle Of Man IM3 1BR,PER,17-Jul-14,14/00646/B
Replacement and raising garage roof to provide additional living accommodation,54 Meadow Crescent Douglas Isle Of Man IM2 1NL,PER,17-Jul-14,14/00655/B
Erection of first floor extension over garage,3 Glen Maye Park Glen Maye Isle Of Man IM5 3AX ,PER,07-Aug-14,14/00656/B
Conversion of garage to additional living accommodation,27 Ashberry Avenue Douglas Isle Of Man IM2 1PY,PER,22-Aug-14,14/00770/B
Erection of a replacement dwelling (comprising amendments to PA 14/00905/B),Maples Brookfield Avenue Castletown Isle Of Man IM9 1TL,PER,23-Dec-14,14/01314/B
Erection of an agricultural building,Field 614872 Baldromma Farm Baldromma Road Baldrine Isle Of Man IM4 6AF ,PER,30-Dec-14,14/01315/B
"Alterations, erection of an in-fill extension to rear with roof terrace and installation of replacement windows and doors",22 - 24 Ridgeway Street Douglas Isle Of Man IM1 1EL,PER,03-Mar-14,13/91516/B
Erection of extension to side elevation,23 Greeba Avenue Glen Vine Isle Of Man IM4 4EE,PER,23-Dec-14,14/01304/B
Installation of replacement windows to front and rear elevations,Waverley House 5 Christian Road Douglas Isle Of Man IM1 2QH,PER,07-Aug-14,14/00771/B
"Removal of existing entrance pillars and walls and erection of replacement pillars, walls and new automatic entrance gates",Farm Hill Manor Farmhill Lane Douglas Isle Of Man IM2 2EF,PER,07-Aug-14,14/00772/B
Demolition of existing attached garage and erection of a replacement detached garage and alterations to dwelling,Greenfields Main Road Colby Isle Of Man IM9 4AE ,PER,07-Aug-14,14/00793/B
Installation of replacement flue and re-instatement of two windows,Deepdene Port Lewaigue Ramsey Isle Of Man IM7 1AG ,PER,07-Aug-14,14/00794/B
Removal of four redundant chimney stacks,Fairways Court Rowany Drive Port Erin Isle Of Man IM9 6LP ,PER,13-Aug-14,14/00798/B
Erection of an extension and creation of a patio to replace existing conservatory and decking,46 Sunningdale Drive Onchan Isle Of Man IM3 1EH,PER,05-Sep-14,14/00916/B
Alteration and conversion of existing store and erection of link extension to form ancillary living accommodation,15 Mountain View Ballaugh Isle Of Man IM7 5EP,PER,10-Jan-14,13/91101/B
Repair and alterations to existing barn,Barn Adjacent To Field 134413 Churchtown Ramsey Isle Of Man  ,PER,20-Feb-14,14/00054/B
Conversion of office building to create first and second floor residential apartments,19 Peel Road Douglas Isle Of Man IM1 4LS,PER,14-Oct-14,14/01087/B
Installation of replacement balcony,The British Hotel North Quay Douglas Isle Of Man IM1 4LB,PER,10-Dec-14,14/01240/B
