"id","lat","lon","name","name:en","name:gv","ref","highway"
"25987354","","","Peel Road","","","A1","primary"
"25987356","","","Minorca Crescent","","","","service"
"25987358","","","Hollin Bank","","","","unclassified"
"25987359","","","Breakwater Road","Breakwater Road","","","unclassified"
"25987360","","","Isle of Man Business Park","","","A6","trunk"
"25987363","","","Fenella Avenue","","","","residential"
"25987364","","","Windermere Avenue","","","","unclassified"
"25987366","","","Saint Mary's Road","","","","unclassified"
"25987368","","","Coast Road","Coast Road","","A4","trunk"
"25987370","","","Ballavartyn Road","Ballavartyn Road","","","unclassified"
"25987371","","","Gainsborough Crescent","","","","residential"
"25987372","","","Dandy Hill","Dandy Hill","","","residential"
"25987373","","","Elm Drive","","","","residential"
"25987376","","","Laurel Avenue","","","","residential"
"25987379","","","Maple Avenue","","","","residential"
"25987380","","","The Willows","","","","unclassified"
"25987382","","","Groudle View","","","","residential"
"25987383","","","Little London Road","","","D19","unclassified"
"25987384","","","Athol Terrace","","","","residential"
"25987386","","","Church Lane","","","","footway"
"25987387","","","Clypse View","","","","residential"
"25987389","","","Ballavar Road","","","","unclassified"
"25987391","","","Close Oard","","","","residential"
"25987392","","","Harbour Road","","","","unclassified"
"25987394","","","Mill Street","","","","residential"
"25987395","","","New Castletown Road","","","A5","trunk"
"25987397","","","Ballaugh Main Road","Ballaugh Main Road","","A3","trunk"
"25987398","","","Balleigh Park","","","","residential"
"25987401","","","Somerset Square","","","","unclassified"
"25987403","","","Maple Avenue","","","","residential"
"25987406","","","Boilley Spittal","","","","residential"
"25987407","","","Glenhill","","","","residential"
"25987408","","","Georges Terrace","","","","residential"
"25987409","","","Hanley Villas","","","","residential"
"25987410","","","Church Avenue","","","","residential"
"25987414","","","Berry Woods Avenue","","","","residential"
"25987415","","","Holly Grove","Holly Grove","","","residential"
"25987417","","","Ballabridson Park","","","","unclassified"
"25987418","","","Sunnydale Avenue","","","","residential"
"25987424","","","Marina Lane","","","","residential"
"25987426","","","Odins Way","","","","residential"
"25987427","","","Barrule Road","","","","residential"
"25987429","","","Ballanawin","","Ballanawin","","residential"
"25987431","","","Derby Drive","","","","residential"
"25987433","","","Station Road","","","","unclassified"
"25987434","","","Cronk Y Thatcher","","Cronk Y Thatcher","","residential"
"25987435","","","Greenlands Avenue","","","","residential"
"25987436","","","Back Hope Street","","","","unclassified"
"25987437","","","Governors Hill","","","","residential"
"25987438","","","Peveril Road","","","","residential"
"25987440","","","Port Cornaa Road","","","","unclassified"
"25987442","","","Greeba Drive","","","","unclassified"
"25987445","","","Barrule Park","","","","residential"
"25987447","","","Vicarage Mews","","","","residential"
"25987448","","","Lucerne Court","Lucerne Court","Cooyrt Lucerne","","residential"
"25987449","","","Lambhill","","","","unclassified"
"25987451","","","Ballafurt Road","","","","residential"
"25987452","","","Mull Road","","","","unclassified"
"25987453","","","Ballacrosha Estate","","","","residential"
"25987454","","","Charles Court","","","","service"
"25987457","","","Ballacollister Road","","","","unclassified"
"25987458","","","Glebe Aalin","","","","residential"
"25987459","","","Mysore Close","","","","residential"
"25987460","","","Hill Street","Hill Street","Straid Hill","B68","secondary"
"25987461","","","Close Cowley","","","","residential"
"25987462","","","Cooil Breryk","","","","residential"
"25987463","","","Bayr Grianagh","","Bayr Grianagh","","residential"
"25987466","","","Glen Vine Drive","","","","unclassified"
"25987473","","","Pine Grove","Pine Grove","","","residential"
"25987476","","","Hampton Grove","","","","residential"
"25987477","","","Beechwood Rise","","","","residential"
"25987479","","","South Quay","","","A41","primary"
"25987487","","","Farvane Park","","","","residential"
"25987489","","","Ballatessan Meadow","","","","residential"
"25987490","","","Union Mills Main Road","Union Mills Main Road","","A1","trunk"
"25987492","","","Cronk Cardle","","","","unclassified"
"25987493","","","Birchleigh Close","","","","residential"
"25987495","","","Albany Road","Albany Road","Bayr ny Halbey","","tertiary"
"25987496","","","South Promenade","","","","residential"
"25987497","","","Withington Road","","","","unclassified"
"25987500","","","Chapel Row","Chapel Row","Strane Ny Cabbal","","service"
"25987501","","","Fenella Avenue","","","","residential"
"25987503","","","Kirby Hill","","","","residential"
"25987507","","","College Street","","","","unclassified"
"25987508","","","Oakdale","","","","residential"
"25987509","","","Derby Square","","","","unclassified"
"25987514","","","Ballakilley Close","","","","residential"
"25987515","","","Maynrys","","","","residential"
"25987516","","","Spring Valley Road","","","A5","trunk"
"25987517","","","Balleigh Mews","","","","residential"
"25987518","","","Vernon Road","","","","unclassified"
"25987519","","","Lakeside Road","","","","residential"
"25987521","","","Riverside Trading Estate","","","","service"
"25987522","","","Greenlands View","","","","residential"
"25987524","","","Derby Square","","","","unclassified"
"25987526","","","Mountain Road","Mountain Road","","A18","trunk"
"25987527","","","Magher Breek","","Magher Breek","","residential"
"25987528","","","Scarlett Close","","","","residential"
"25987531","","","Fairfield Avenue","","","","residential"
"25987532","","","Ashley Park","","","","residential"
"25987533","","","Mateland Drive","Mateland Drive","","","residential"
"25987534","","","Balleigh Court","","","","residential"
"25987538","","","Whitebridge Avenue","","","","residential"
"25987539","","","Crossags Lane","","","","unclassified"
"25987540","","","Annacur Lane","","","","unclassified"
"25987544","","","Plantation Road","Plantation Road","Raad ny Keylley","A31","primary"
"25987547","","","Queens Valley","","","","unclassified"
"25987548","","","Charles Street","Charles Street","Straid Chalse","","residential"
"25987550","","","Killeaba Mount","","","","unclassified"
"25987553","","","Alpine Close","","","","residential"
"25987554","","","Ballaquane Avenue","","","","residential"
"25987556","","","Beech Avenue","","","","residential"
"25987557","","","Carr's Lane","","","","unclassified"
"25987559","","","Kirkway","","","","unclassified"
"25987560","","","Berry Woods Grove","","","","residential"
"25987561","","","Bretney Close","","","","residential"
"25987562","","","Elm Drive","","","","residential"
"25987564","","","Maple Avenue","","Astyl Mabbyl","","residential"
"25987567","","","Ivydene Avenue","","","","residential"
"25987568","","","Kinnish Terrace","","","","unclassified"
"25987569","","","Victoria Avenue","Victoria Avenue","Ardane Varraight","","residential"
"25987571","","","Highcroft Avenue","","","","residential"
"25987572","","","Ballachurry Avenue","","","","residential"
"25987573","","","Saddle Mews","","","","residential"
"25987576","","","Mews Cottages","","","","service"
"25987579","","","Mona Drive","","","","residential"
"25987584","","","Ballafurt Close","","","","residential"
"25987588","","","Hackett Close","","","","residential"
"25987589","","","Rheast Bridson","","Rheast Bridson","","residential"
"25987591","","","Hill Top View","","","","footway"
"25987596","","","Roxwell Terrace","","","","service"
"25987597","","","Hillcrest Grove","","","","residential"
"25987601","","","Friary Park","","","","residential"
"25987602","","","Station Park","","","","residential"
"25987603","","","Ayre View","","","","unclassified"
"25987605","","","Ballakilley Close","","","","residential"
"25987607","","","Ballatessan Meadow","","","","residential"
"25987609","","","Ballakillowey Road","","","A36","primary"
"25987612","","","Snugborough Avenue","","","","residential"
"25987617","","","Ballaquane Park","","","","residential"
"25987622","","","Carrick Mews","","","","residential"
"25987623","","","Mountain View","","","","residential"
"25987630","","","Hillberry Road","Hillberry Road","","A18","trunk"
"25987631","","","Bayr ny Killane","Road of Brushwood","Bayr ny Killane","","unclassified"
"25987633","","","Duke Street","","","","residential"
"25987634","","","Orry Place","","","","unclassified"
"25987636","","","Cambridge Terrace Lane","Cambridge Terrace Lane","Lhon Strane Cambridge","","unclassified"
"25987639","","","Westmoreland Road","","","B74","secondary"
"25987641","","","Creggan Beg","","","","residential"
"25987642","","","Bradda View","","","","residential"
"25987646","","","Abbots Drive","","","","residential"
"25987648","","","Farmhill Park","Farmhill Park","Pairk Valley Chrink","","residential"
"25987649","","","Claughbane Drive","","","","unclassified"
"25987650","","","Cronk Y Berry","","Cronk y Berry","","residential"
"25987655","","","Manor Road","Manor Road","Raad Manor","","residential"
"25987656","","","Royal Drive","","","B54","unclassified"
"25987659","","","Governor's Road","","","A2","trunk"
"25987661","","","Turnberry Avenue","","","","unclassified"
"25987662","","","Cronk Avenue","","","","residential"
"25987664","","","Links Close","Links Close","","","residential"
"25987666","","","Victoria Court","","","","unclassified"
"25987670","","","Lheannag Park","","","","residential"
"25987671","","","Queens Place","Queens Place","y Ven-Rein","B18","secondary"
"25987673","","","Homefield Park","","","","unclassified"
"25987675","","","Station Road","Station Road","","A40","primary"
"25987676","","","Salisbury Street","Salisbury Street","Straid Salisbury","","unclassified"
"25987678","","","Vicarage Park","","","","residential"
"25987679","","","Cordeman Lane","","","","unclassified"
"25987680","","","Vicarage Road","Vicarage Road","Raad Thie ny Taggyrt","A6","trunk"
"25987683","","","Groudle View","","","","unclassified"
"25987685","","","Mooragh Promenade","","","","unclassified"
"25987686","","","Magher Breek","","Magher Breek","","residential"
"25987688","","","West Hill Avenue","","","","residential"
"25987689","","","Ballagale Avenue","","","","residential"
"25987690","","","Fairy Hill Close","","","","residential"
"25987694","","","Croit ny Kenzie","","Croit ny Kenzie","","unclassified"
"25987697","","","Ballaterson Fields","","","","residential"
"25987699","","","Viking Hill","","","","residential"
"25987702","","","Brookfield Crescent","","","","unclassified"
"25987703","","","Back Shore Road","Back Shore Road","","","unclassified"
"25987704","","","Hawthorn Close","","","","residential"
"25987705","","","Meadowfield","Meadowfield","Magher Lheennagh","","residential"
"25987708","","","Loch Road","","","","unclassified"
"25987710","","","Ballaradcliffe Road","","","","unclassified"
"25987712","","","Avondale Road","","","A38","trunk"
"25987715","","","Saddle Road","","","","cycleway"
"25987716","","","Balleigh Park","","","","residential"
"25987719","","","Peveril Square","Peveril Square","Kerrin Peveril","A8","primary"
"25987722","","","Close Corlett","","","","residential"
"25987726","","","Trollaby Lane","Trollaby Lane","Lhoan Trollaby","","unclassified"
"25987727","","","Auckland Grove","Auckland Grove","Keyll Auckland","","unclassified"
"25987728","","","Park Road","","","","unclassified"
"25987729","","","Orry's Close","Orry's Close","Close Orry's","","residential"
"25987730","","","Old Sulby Road","Old Sulby Road","","","unclassified"
"25987732","","","Croft Park","","","","residential"
"25987737","","","Braddan Bridge","","","A1","trunk"
"25987740","","","Majestic Apartments","","","","living_street"
"25987742","","","Raad Ny Gabbil","","Raad Ny Gabbil","","residential"
"25987743","","","Ballafesson Road","","","A7","primary"
"25987744","","","Monk's Bridge","","","","footway"
"25987746","","","Ballavale Road","","","B26","secondary"
"25987748","","","Ballabrooie Avenue","","","","unclassified"
"25987750","","","Ronague Road","","","A27","primary"
"25987752","","","Norwood Drive","","","","residential"
"25987753","","","Grove Mount Lane","","","","residential"
"25987754","","","Carrick Bay View","","","","residential"
"25987755","","","Ballacriy Park","","","","residential"
"25987756","","","Aspen Drive","","","","residential"
"25987760","","","Perwick Rise","Perwick Rise","Goll Dys Ughtagh Pherwick","","residential"
"25987764","","","Clybane Rise","","","","residential"
"25987767","","","Ballabrooie Drive","","","","unclassified"
"25987768","","","Spaldrick Avenue","Spaldrick Avenue","Aslyl Spaldrick","","residential"
"25987770","","","Bath Place","Bath Place","Kerrin Oonlee","A8","primary"
"25987771","","","Ballellis","","Ballellis","","residential"
"25987778","","","Ballure Promenade","","","","unclassified"
"25987779","","","Heathfield Drive","","","","tertiary"
"25987780","","","Groudle Road","","","","unclassified"
"25987781","","","Kerroo Coar","","","","residential"
"25987783","","","Meainyn Close","","","","service"
"25987784","","","West Baldwin Road","","","B22","secondary"
"25987785","","","Old Laxey Hill","","","B1","secondary"
"25987786","","","Pine Hill","","","","residential"
"25987787","","","Edremony","","","","residential"
"25987788","","","Christian Road","","","","unclassified"
"25987791","","","Montreux Court","","","","unclassified"
"25987792","","","Close Cam","","","","residential"
"25987793","","","Pulrose Road","Pulrose Road","Raad Poyll Roish","","residential"
"25987796","","","Strathallan Park","","","","residential"
"25987797","","","Manor Woods","Manor Woods","Keylljnn Y Vannor","","residential"
"25987799","","","West Kimmeragh Road","West Kimmeragh Road","","A17","primary"
"25987800","","","Cronk Ny Greiney","","Cronk Ny Greiney","","residential"
"25987801","","","Vicarage Park","","","","residential"
"25987802","","","Birch Hill Avenue","","","","residential"
"25987804","","","Marsden Terrace","","","","residential"
"25987805","","","King Edward Park","","","","unclassified"
"25987806","","","Curragh Road","","","A3","trunk"
"25987807","","","Croit-e-Quil Close","","","","residential"
"25987811","","","Cronk Genall","","","","residential"
"25987813","","","Regaby Road West","","","B7","secondary"
"25987814","","","West Street","","","","unclassified"
"25987820","","","Circular Road","","","","residential"
"25987823","","","Mona Street","Mona Street","Straid Mona","","service"
"25987824","","","Central Promenade","","","","primary"
"25987825","","","Maple Terrace","","","","unclassified"
"25987827","","","Darragh Avenue","","","","residential"
"25987828","","","Ballamaddrell","","","","residential"
"25987829","","","The Switchback","","","C3","unclassified"
"25987830","","","Grafton Street","","","","unclassified"
"25987833","","","Woodburn Square","Woodburn Square","Raad Strooan ny Kelley","","unclassified"
"25987834","","","Park Close","","","","unclassified"
"25987835","","","Ballaugh Main Road","Ballaugh Main Road","","A3","trunk"
"25987837","","","Greenfield Road","","","B67","secondary"
"25987840","","","Central Drive","","","","unclassified"
"25987842","","","Castle Street","","","","tertiary"
"25987843","","","Mines Road","","Bayr ny Meainyn","","tertiary"
"25987844","","","Clay Head Road","","","","unclassified"
"25987845","","","Hailwood Avenue","Hailwood Avenue","Astyl Hailwood","","residential"
"25987848","","","Ormly Grove","","","","residential"
"25987849","","","Cronkbourne Road","","","","unclassified"
"25987851","","","Shore Road/The Underway","Shore Road/The Underway","y Fo-raad","","unclassified"
"25987853","","","Pairk Beg","Little Park","Pairk Beg","","residential"
"25987854","","","Crown Street","Crown Street","Straid yn Attey","","unclassified"
"25987856","","","Glen Chass Road","","","","unclassified"
"25987858","","","Elderberry Rise","","","","residential"
"25987861","","","Heather Lane","","","","residential"
"25987862","","","Tynwald Close","","","","residential"
"25987868","","","Bowness Close","","","","unclassified"
"25987869","","","Ballaquane Road","","","","residential"
"25987872","","","Water Street","","","","unclassified"
"25987874","","","Poplar Road","","","","residential"
"25987875","","","Greeba Avenue","","","","unclassified"
"25987876","","","Sumark Avenue","","","","residential"
"25987879","","","Victoria Road","","","","residential"
"25987881","","","Hill Top Rise","","","","residential"
"25987883","","","Langness Road","","","","unclassified"
"25987886","","","Ballakneale Close","","","","residential"
"25987888","","","Oatlands Road","Oatlands Road","","B6","secondary"
"25987889","","","Mountain View","","","","residential"
"25987890","","","Church Close","","","","unclassified"
"25987891","","","Marathon Avenue","","","","unclassified"
"25987892","","","Finch Road","","","B64","secondary"
"25987893","","","Ballakermeen Road","","","","unclassified"
"25987895","","","The Falls","","","","service"
"25987896","","","Manor Lane","Manor Lane","Lhoan Mannor","","residential"
"25987898","","","Y Vaarny Yiarg","","Y Vaarny Yiarg","","residential"
"25987899","","","Hillberry Road","Hillberry Road","","A18","trunk"
"25987901","","","Milner Close","","","","residential"
"25987902","","","West Quay","West Quay","","","unclassified"
"25987904","","","The Castleward Green","","","","unclassified"
"25987907","","","Cooyrt Balleigh","","","","residential"
"25987909","","","The Meadows","","","","residential"
"25987910","","","River Walk","","","","unclassified"
"25987911","","","Mannin Road","","","","residential"
"25987912","","","Cronk Road","Cronk Road","","A10","primary"
"25987915","","","Slieau Whallian Park","","","","residential"
"25987916","","","Mill Road","Mill Road","Bayr y Wyllin","","unclassified"
"25987917","","","Ballacriy Park","","","","residential"
"25987919","","","Ballacriy Park","","","","residential"
"25987920","","","Telephone Exchange Road","","","","unclassified"
"25987921","","","Fairway Drive","","","","unclassified"
"25987923","","","Ballagyr Park","","","","residential"
"25987924","","","Lancaster Road","Lancaster Road","Raad Lancaster","","unclassified"
"25987925","","","Close Cronk","","","","residential"
"25987926","","","Governors Hill","","","","residential"
"25987927","","","Oak Close","","","","residential"
"25987928","","","Station Park","","","","residential"
"25987929","","","Cronk-Y-Berry View","","","","residential"
"25987930","","","Shore Road","Shore Road","Bayr Y Traie","B57","secondary"
"25987931","","","Orchard View","","","","residential"
"25987932","","","Hill Top Rise","","","","residential"
"25987935","","","Lhondhoo Close","","","","residential"
"25987937","","","Carmane Close","","","","residential"
"25987938","","","Old Post Office Lane","","","","footway"
"25987939","","","Barrack Street","Barrack Street","Straid y Varrick","B77","secondary"
"25987941","","","Dreeym Jallyn","","","","residential"
"25987943","","","Governors Hill","","","","residential"
"25987945","","","Grove Mount South","","","","residential"
"25987946","","","Victoria Park","Victoria Park","Pairk Victoria","","residential"
"25987949","","","Highfield Close","","","","residential"
"25987951","","","Westminster Terrace","","","","unclassified"
"25987952","","","Close-y-Locker","","","","residential"
"25987954","","","Rheast Mooar Lane","","","","residential"
"25987958","","","Leodest Road","","","B2","secondary"
"25987961","","","Ballaugh Main Road","Ballaugh Main Road","","A3","trunk"
"25987963","","","East Quay","","","","unclassified"
"25987965","","","Clybane Rise","","","","residential"
"25987966","","","Close Oard","","","","residential"
"25987967","","","Knock Froy Lane","","","","service"
"25987968","","","Raphael Road","","","","residential"
"25987969","","","Cronk Cullyn","","Cronk Cullyn","","residential"
"25987971","","","Cleiy Rhennee","","","","residential"
"25987972","","","Queens Avenue","","","","unclassified"
"25987973","","","Bibaloe Beg Road","","","D34","unclassified"
"25987977","","","Larivane Meadow","","","","residential"
"25987979","","","Derby Square","","","","unclassified"
"25987980","","","Matthews Close","","","","unclassified"
"25987982","","","Ballasteen Drive","","","","unclassified"
"25987985","","","Ballaterson Crescent","","","","residential"
"25987987","","","Bucks Road","","","A42","primary"
"25987988","","","Isle of Man Business Park","","","A6","trunk"
"25987989","","","Park Road","Park Road","Raad y Phairk","B28","secondary"
"25987990","","","Slieau Whallian Road","Slieau Whallian Road","","C17","unclassified"
"25987991","","","Station Road","","","","unclassified"
"25987992","","","Tromode Woods","","","","unclassified"
"25987993","","","Jurby Road","Jurby Road","","A13","primary"
"25987994","","","Hope Street","","","","residential"
"25987995","","","Balllaquark","","","","residential"
"25987996","","","Saint Germans Place","","","","residential"
"25987998","","","Gladstone Mews","","","","residential"
"25987999","","","The Threshold","","","","unclassified"
"25988001","","","Sulby Glen Road","","","A14","primary"
"25988002","","","Riverside Walkway","","","","footway"
"25988003","","","Laurel Avenue","","","","residential"
"25988007","","","Strand Street","","","","residential"
"25988008","","","Dreemskerry Hill","Dreemskerry Hill","","D25","unclassified"
"25988010","","","Claughbane Drive","","","","unclassified"
"25988015","","","Summerhill","","","B4","secondary"
"25988016","","","Barna Beg","","","","residential"
"25988017","","","Wybourn Drive","","","","residential"
"25988018","","","Christeens Way","","","","residential"
"25988020","","","Glen View Terrace","Glen View Terrace","","","residential"
"25988023","","","Bray Hill","","","A2","trunk"
"25988026","","","Vicarage Road","Vicarage Road","Raad Thie ny Taggyrt","A6","trunk"
"25988027","","","Belmont Hill","","","","residential"
"25988028","","","Westlands","","","","residential"
"25988029","","","Factory Lane","","","","residential"
"25988031","","","Ramsey Road","","","","residential"
"25988032","","","Briarfield Avenue","","","","residential"
"25988035","","","Bluebell Close","","","","residential"
"25988036","","","Albion Terrace","","","","service"
"25988037","","","The Downs","","","","residential"
"25988040","","","Cedar Grove","","","","residential"
"25988041","","","Foxdale Main Road","Foxdale Main Road","","A3","trunk"
"25988042","","","Kerrocoar Drive","","","","unclassified"
"25988043","","","Dukes Avenue","Dukes Avenue","Astyl Duke","","residential"
"25988048","","","Beech Avenue","","","","residential"
"25988050","","","Seafield Close","","","","residential"
"25988051","","","Polly Road","","","B13","secondary"
"25988052","","","Palace Road","","","","unclassified"
"25988054","","","Links Close","","","","residential"
"25988056","","","Glen Vine Park","","","","unclassified"
"25988058","","","Old School View","","","","unclassified"
"25988059","","","Jurby Road","Jurby Road","","A13","primary"
"25988060","","","Magher Vay","","","","residential"
"25988063","","","Qualtroughs Lane","","","","residential"
"25988065","","","Osborne Terrace","","","","unclassified"
"25988066","","","Hildesley Road","","","","unclassified"
"25988067","","","Anagh Coar Close","","","","residential"
"25988068","","","Saint Mary's Meadow","","","","residential"
"25988069","","","Banks Howe","","","","unclassified"
"25988070","","","Westmount","","","","unclassified"
"25988072","","","Harbour Road","","","B31","secondary"
"25988075","","","The Crescent","","","","residential"
"25988076","","","Hillcroft Rise","","","","residential"
"25988080","","","Majestic Drive","","","","unclassified"
"25988081","","","Rhenwyllan Close","","","","unclassified"
"25988086","","","Fairway Drive","Fairway Drive","","","residential"
"25988087","","","Rhowin Road","","","D28","unclassified"
"25988088","","","Cronk Reayrt","","Cronk Reayrt","","residential"
"25988091","","","Scollag Road","","","","unclassified"
"25988092","","","Glen Road","","","","unclassified"
"25988093","","","Baldrine Park","","","","unclassified"
"25988094","","","Strand Court","","","","unclassified"
"25988095","","","Marina Road","Marina Road","Bayr Ny Marrey","","pedestrian"
"25988096","","","Erin Rise","","","","residential"
"25988097","","","Mountain Road","Mountain Road","","A18","trunk"
"25988099","","","Station Park","","","","residential"
"25988101","","","Dalton Street","","","","unclassified"
"25988103","","","Belgravia","","","","residential"
"25988106","","","Greenland Park","","","","residential"
"25988107","","","May Hill","","","A18","trunk"
"25988108","","","John Street","","","","pedestrian"
"25988109","","","Royal Avenue","","","A35","primary"
"25988112","","","Saint Patrick's View","","","","residential"
"25988118","","","Lhonvane Close","","","","residential"
"25988119","","","School Road","","","","unclassified"
"25988120","","","Droghadfayle Road","Droghadfayle Road","Raad Droghad Phaayl","","residential"
"25988121","","","Ballakermeen Drive","Ballakermeen Drive","Imman Balley Kermeen","","residential"
"25988122","","","Balllaquark","","","","residential"
"25988125","","","Abbey Road","","","","unclassified"
"25988130","","","Parliament Street","Parliament Street","Straid Skyll Chreest","","unclassified"
"25988132","","","Meadow Crescent","","","","residential"
"25988134","","","Heywood Drive","","","","residential"
"25988136","","","Ennerdale Avenue","","","","unclassified"
"25988140","","","Lower Cronk Orry","","","","residential"
"25988141","","","Cronk Y Thatcher","","Cronk Y Thatcher","","residential"
"25988142","","","Westfield Drive","","","","residential"
"25988143","","","School Hill Avenue","School Hill Avenue","","","residential"
"25988145","","","Dalby Road","Dalby Road","","A27","primary"
"25988149","","","Richmond Grove","Richmond Grove","Cheu Y Chroink","","residential"
"25988150","","","Kella Road","","","","unclassified"
"25988152","","","Eyreton Park","","","","unclassified"
"25988153","","","Honeysuckle Lane","","","","residential"
"25988154","","","Four Roads","","","A29","trunk"
"25988159","","","Hedgerow Close","","","","residential"
"25988160","","","Ash Road","","","","residential"
"25988162","","","Ramsey Road","Ramsey Road","","A2","trunk"
"25988164","","","Lheannag Park","","","","residential"
"25988167","","","Saint Georges Street","","","B82","secondary"
"25988168","","","Joseph Hall Avenue","","","","residential"
"25988172","","","Waverley Court","","","","service"
"25988173","","","Riverbank Road","","","","residential"
"25988175","","","Packhorse Lane (Upper)","","","","unclassified"
"25988177","","","Close Moore","","","","residential"
"25988179","","","Ballalough","","","","residential"
"25988181","","","Isle of Man Business Park","","","A6","trunk"
"25988182","","","The Fairway","","","","unclassified"
"25988183","","","Ard Reayrt","","Ard Reayrt","","residential"
"25988184","","","Gladstone Avenue","","","","residential"
"25988186","","","Viking Close","","","","residential"
"25988189","","","Magher Donnag","","","","residential"
"25988190","","","Granville Street","","","","unclassified"
"25988191","","","Cooil Breryk","","","","residential"
"25988192","","","Carrick Park","","","","residential"
"25988193","","","Saint Stephen's Meadow","","","","residential"
"25988195","","","College Green","","","","unclassified"
"25988196","","","Barrule Road","","","","residential"
"25988198","","","Stanley Mews","","","","residential"
"25988200","","","Meadowcourt","","","","unclassified"
"25988201","","","Tynwald Road","Tynwald Road","Bayr Tinvaal","A1","trunk"
"25988202","","","Creggan Lea","","","","residential"
"25988203","","","Westbourne Drive","","","","unclassified"
"25988204","","","Southlands","","","","service"
"25988205","","","Queen's Pier Road","","","A18","trunk"
"25988206","","","Ballamaddrell","","","","residential"
"25988207","","","Garth Avenue","","","","residential"
"25988208","","","Baldhoon Road","Baldhoon Road","Bayr Vall Dowin","","unclassified"
"25988209","","","Saint Catherines Close","","","","residential"
"25988210","","","Bradda View","","","","residential"
"25988211","","","Approach Road","","","","unclassified"
"25988212","","","Isle of Man Business Park","","","","unclassified"
"25988213","","","Road of the Middle Farm","Road of the Middle Farm","Bayr Balley Meanagh","","unclassified"
"25988214","","","Hillcroft","","","","residential"
"25988215","","","Alder Grove","","","","residential"
"25988218","","","Slieau Curn Park","","","","unclassified"
"25988221","","","Clay Head Road","","","","unclassified"
"25988224","","","Derby Road","","","","primary"
"25988225","","","Cronk Avenue","","","","residential"
"25988226","","","Colden Lane","","","","service"
"25988227","","","Tromode Close","","","","residential"
"25988228","","","Smetana Close","","","","unclassified"
"25988230","","","Cambridge Terrace","","","","unclassified"
"25988232","","","Ballacotch Lane","","","","track"
"25988233","","","Coronation Court","","","","residential"
"25988235","","","Ballachrink","","","","residential"
"25988236","","","Gainsborough Crescent","","","","residential"
"25988240","","","Ballakneale Avenue","","","","residential"
"25988241","","","Cooyrt Balleigh","","","","residential"
"25988242","","","Elizabeth Rise","","","","residential"
"25988243","","","North Quay","","","","secondary"
"25988244","","","Tynwald Close","","","","residential"
"25988245","","","Teare's Terrace","","","","residential"
"25988246","","","Church Road","","","A29","primary"
"25988248","","","Hague Walk","","","","unclassified"
"25988250","","","Ormly Road","","","","residential"
"25988253","","","Harcroft Meadow","Harcroft Meadow","Lheeannee Harcroft","","residential"
"25988254","","","Anagh Coar Road","","","","residential"
"25988256","","","Rosedene Avenue","","","","residential"
"25988257","","","Rosehill Mews","","","","residential"
"25988259","","","Birch Hill Gardens","","","","residential"
"25988261","","","Eary Veg","","Eary Veg","","residential"
"25988262","","","Eyreton Park","","","","unclassified"
"25988263","","","Pulrose Road","Pulrose Road","Raad Poyll Roish","","residential"
"25988268","","","Eleanora Drive","Eleanora Drive","Bayr Eleanora","","unclassified"
"25988270","","","Lakeside Road","","","","residential"
"25988274","","","Summer Hill Place","","","","unclassified"
"25988275","","","Lhag Beg","","Lhag Beg","","residential"
"25988277","","","Rheast Barrule","","","","residential"
"25988278","","","Milner Terrace","","","","unclassified"
"25988280","","","Farrant Street","","","","unclassified"
"25988283","","","Hague Drive","","","","unclassified"
"25988284","","","Ard Wooilley","","","","residential"
"25988286","","","Bourne Place","","","","unclassified"
"25988288","","","Lezayre Road","","Bayr Skyll Chreest","A3","trunk"
"25988289","","","Ballamodha Road","","","B30","secondary"
"25988290","","","Stanley Place","","","","unclassified"
"25988291","","","Ellenbrook Avenue","","","","unclassified"
"25988292","","","Sunnybank Avenue","","","","residential"
"25988295","","","Heywood Way","","","","residential"
"25988296","","","Lezayre Park","","","","residential"
"25988300","","","Windsor Mount","","","","residential"
"25988301","","","Ridgeway Road","","","","unclassified"
"25988302","","","Carrick Bay View","","","","residential"
"25988304","","","Sunnydale Avenue","","","","residential"
"25988305","","","Regent Street","","","B70","unclassified"
"25988306","","","Glen Maye Hill","Glen Maye Hill","","A27","primary"
"25988308","","","Paradise Court","","","","service"
"25988309","","","The Corrany","","","","unclassified"
"25988310","","","School Road","","","","residential"
"25988313","","","Kissack Road","","","","residential"
"25988315","","","Ormly Road","","","","residential"
"25988317","","","Ballagyr Lane","","","","unclassified"
"25988318","","","Greenfield Road","","","B67","secondary"
"25988323","","","Maghergarran","","","","residential"
"25988324","","","Poortown Road","Poortown Road","Raad Balley Poer","A20","primary"
"25988326","","","The Park","","","","unclassified"
"25988330","","","Balllaquark","","","","residential"
"25988332","","","Viking Road","","","","residential"
"25988334","","","Douglas Road","","","A5","trunk"
"25988335","","","Baldwin Road","","","","residential"
"25988339","","","Lakeside Road","","","","residential"
"25988343","","","Derwent Drive","","","","unclassified"
"25988344","","","Saint Marys Road","","","","unclassified"
"25988345","","","Croit-e-Quill Road","","","","unclassified"
"25988346","","","Glenlough Circle","","","","unclassified"
"25988348","","","King Street","","","","unclassified"
"25988349","","","Birch Drive","","","","residential"
"25988350","","","Glebe Aalin","","","","unclassified"
"25988351","","","Vicarage Drive","Vicarage Drive","Imman Thie yn Taggart","","unclassified"
"25988353","","","Breakwater Road","","","","unclassified"
"25988357","","","Mount Auldyn","","","","residential"
