"id","lat","lon","name","name:en","name:gv","ref","highway"
"1177920784","","","Ramsey Road","Ramsey Road","","A2","trunk"
"1177939057","","","Kella Road","","","","unclassified"
"1177939058","","","Sulby Main Road","Sulby Main Road","","A3","trunk"
"1177939059","","","Saint Stephen's Meadow","","","","residential"
"1177939060","","","Clannagh Road","","","A14","primary"
"1177939061","","","Clannagh Road","","","A14","primary"
"1177939062","","","River Meadow Land","River Meadow Land","Claddagh","B8","secondary"
"1177939063","","","River Meadow Land","River Meadow Land","Claddagh","B8","secondary"
"1177939064","","","Sulby Glen Road","","","A14","primary"
"1177973822","","","Ballaugh Main Road","Ballaugh Main Road","","A3","trunk"
"1177973823","","","Station Road","Station Road","","A10","primary"
"1177983737","","","Top Road","","","A23","primary"
"1178172372","","","Ballamenagh Road","","","A14","primary"
"1178172373","","","Bretney Road","","","B3","secondary"
"1178172374","","","Bretney Road","","","B3","secondary"
"1178206858","","","Nassau Road","","","","tertiary"
"1178649166","","","Saddle Road","Saddle Road","Raad Jeelt","A6","trunk"
"1178669648","","","The Cooil Road","","","A24","primary"
"1178670551","","","Windermere Drive","","","","unclassified"
"1178670552","","","Windermere Drive","","","","unclassified"
"1178686865","","","Ballacorey Road","","","C15","tertiary"
"1178686866","","","Andreas Road","","","A9","primary"
"1180100724","","","Coast Road","Coast Road","","A10","primary"
"1180100725","","","Coast Road","Coast Road","","A10","primary"
"1180102264","","","New Road","","","A28","primary"
"1180243465","","","Auldyn Walk","Auldyn Walk","Cassan Auldyn","","residential"
"1181502212","","","East Foxdale Road","East Foxdale Road","","A24","primary"
"1181502213","","","Mines Road","","","A24","primary"
"1181502214","","","Kionslieu Hill","","","","unclassified"
"1181502215","","","Castletown Road","Castletown Road","Raad Balley Chashtal","A5","primary"
"1181502216","","","Church Road","","","A29","primary"
"1181502217","","","Castletown Road","Castletown Road","Raad Balley Chashtal","A5","trunk"
"1181502218","","","Four Roads","","","A29","trunk"
"1181505321","","","Station Road","Station Road","","A40","primary"
"1181505322","","","St Johns Main Road","St Johns Main Road","","A1","trunk"
"1181505323","","","St Johns Main Road","St Johns Main Road","","A1","trunk"
"1181506207","","","Station Road","Station Road","","A10","primary"
"1181506208","","","Station Road","Station Road","","A10","primary"
"1181721926","","","Banks Howe","","","","unclassified"
"1181721927","","","Banks Howe","","","","unclassified"
"1181721930","","","Links View","","","","unclassified"
"1181781850","","","Old Laxey Hill","","","B1","secondary"
"1181781851","","","Captain's Hill","Captain's Hill","Cronk y Chaptan","","unclassified"
"1181781852","","","Captain's Hill","Captain's Hill","Cronk y Chaptan","","unclassified"
"1181781853","","","Quarry Road","","","","residential"
"1181781854","","","Minorca Hill","","","B1","secondary"
"1181784530","","","Ballamenagh Road","","","A14","primary"
"1181784531","","","Ballamenagh Road","","","A14","primary"
"1181786233","","","Braddan Road","Braddan Road","Raad Braddan","A6","trunk"
"1181786234","","","Braddan Road","Braddan Road","Raad Braddan","A6","trunk"
"1182131239","","","Shore Road","","","","cycleway"
"1182286690","","","Andreas Road","","","A9","primary"
"1182286691","","","Andreas Road","","","A9","primary"
"1182286692","","","Andreas Road","","","A9","primary"
"1182286693","","","Andreas Road","Andreas Road","","A9","primary"
"1182604242","","","Millennium Close","","","","footway"
"1182604250","","","Millennium Close","","","","footway"
"1182604252","","","Close-y-Locker","","","","residential"
"1182604255","","","Snugbourough Close","","","","service"
"1182604256","","","Snugbourough Close","","","","service"
"1182987077","","","Steam Heritage Trail","","","","bridleway"
"1182987078","","","Steam Heritage Trail","","","","bridleway"
"1182987079","","","Steam Heritage Trail","","","","bridleway"
"1182987080","","","Steam Heritage Trail","","","","bridleway"
"1182987081","","","Steam Heritage Trail","","","","bridleway"
"1182987082","","","Steam Heritage Trail","","","","bridleway"
"1182987083","","","Steam Heritage Trail","","","","bridleway"
"1182987084","","","Steam Heritage Trail","","","","bridleway"
"1183018445","","","Ditchfield Lane","Ditchfield Lane","","","service"
"1183699443","","","Parade Street","","","","footway"
"1183922431","","","Douglas Road","","","","footway"
"1183922432","","","Mylchreest Drive","","","","footway"
"1183922434","","","Douglas Road","","","","footway"
"1183922435","","","Mylchreest Drive","","","","footway"
"1183922438","","","Douglas Road","","","","footway"
"1183922442","","","Douglas Road","","","","footway"
"1183922446","","","Douglas Road","","","","footway"
"1183922448","","","Douglas Road","","","","footway"
"1183922450","","","Douglas Road","","","","footway"
"1183922452","","","Glashen Close","","","","unclassified"
"1183922453","","","Station Road","","","","footway"
"1183922455","","","Station Road","","","","footway"
"1183922458","","","Station Road","","","","footway"
"1184005014","","","Station Road","","","","footway"
"1184005016","","","Station Road","","","","footway"
"1184005017","","","Station Road","","","","footway"
"1184005022","","","Bridge Road","","","","footway"
"1184005026","","","Ballasalla Main Road","","","","footway"
"1184005029","","","Douglas Road","","","","footway"
"1184005031","","","Douglas Road","","","","footway"
"1184005032","","","Clagh Vane","","","","footway"
"1184005034","","","Clagh Vane","","","","footway"
"1184005036","","","Clagh Vane","","","","footway"
"1184005038","","","Clagh Vane","","","","footway"
"1184005040","","","Cobbold Place","","","","footway"
"1184005042","","","Cobbold Place","","","","footway"
"1184243678","","","Lower Rencell","","","","unclassified"
"1184244042","","","Lower Rencell","","","","unclassified"
"1185477356","","","Colby Main Road","","","","footway"
"1185477359","","","Colby Glen Road","","","","footway"
"1185477360","","","Colby Main Road","","","","footway"
"1185477361","","","Dreeym Balley Cubbon","","","","footway"
"1185477362","","","Dreeym Balley Cubbon","","","","footway"
"1185477366","","","Colby Main Road","","","","footway"
"1185477368","","","Colby Main Road","","","","footway"
"1185499410","","","Church Road","","","D41","unclassified"
"1185526337","","","Barrack Street","","","","footway"
"1185526338","","","Barrack Street","","","","footway"
"1185526340","","","Lord Street","","","","footway"
"1185526343","","","Lord Street","","","","footway"
"1185526345","","","Lord Street","","","","footway"
"1185526346","","","Ridgeway Street","","","","footway"
"1185526349","","","Lord Street","","","","footway"
"1185526351","","","Lord Street","","","","footway"
"1185526353","","","Lord Street","","","","footway"
"1185526354","","","Lord Street","","","","footway"
"1185526356","","","Lord Street","","","","footway"
"1185526359","","","Lord Street","","","","footway"
"1185526361","","","Lord Street","","","","footway"
"1185788265","","","Croit ny Glionney","","Croit ny Glionney","","residential"
"1185921060","","","River Meadow Land","River Meadow Land","Claddagh","B8","secondary"
"1185921723","","","River Meadow Land","River Meadow Land","Claddagh","B8","secondary"
"1185921724","","","River Meadow Land","River Meadow Land","Claddagh","B8","secondary"
"1189725730","","","Vicarage Road","","","","footway"
"1189739300","","","Ballacottier Meadows","Ballacottier Meadows","","","residential"
"1191253176","","","Strawberry Fields","Strawberry Fields","Magheryn Soo-Thallooin","","residential"
"1191253177","","","Strawberry Fields","Strawberry Fields","Magheryn Soo-Thallooin","","residential"
"1191263236","","","Castletown Road","","","","footway"
"1191263238","","","Castletown Road","","","","footway"
"1191263240","","","Church Road","","","","footway"
"1191263242","","","Castletown Road","","","","footway"
"1191263244","","","Castletown Road","","","","footway"
"1191263248","","","Castletown Road","","","","footway"
"1191263252","","","Four Roads","","","","footway"
"1191263254","","","Four Roads","","","","footway"
"1191271507","","","Castletown Road","","","","footway"
"1191271510","","","Castletown Road","","","","footway"
"1191271512","","","Castletown Road","","","","footway"
"1191271519","","","Southlands","","","","service"
"1191271520","","","Church Road","","","","footway"
"1191271522","","","Church Road","","","","footway"
"1191271524","","","Church Road","","","","footway"
"1191271528","","","Church Road","","","","footway"
"1191426668","","","Cronk Grianagh","","Cronk Grianagh","","living_street"
"1191594986","","","Creggan Lea","","Creggan Lea","","residential"
"1191594987","","","Creggan Lea","","Creggan Lea","","residential"
"1191594995","","","Beach Road","Beach Road","Eaad Ny Traie","A31","trunk"
"1191594996","","","Beach Road","Beach Road","Eaad Ny Traie","A31","trunk"
"1191594998","","","Station Road","Station Road","Raad y Stashoon","A29","trunk"
"1191594999","","","Beach Road","Beach Road","Eaad Ny Traie","A31","trunk"
"1191595001","","","Plantation Road","","","","footway"
"1191595002","","","Cronk Road","","","","footway"
"1191595004","","","Cronk Road","","","","footway"
"1191595006","","","Lhargan","","","","unclassified"
"1191595008","","","Cronk Road","","","","unclassified"
"1191595010","","","Plantation Road","","","","footway"
"1191595011","","","Plantation Road","Plantation Road","Raad ny Keylley","A31","primary"
"1191595012","","","Station Road","","","","footway"
"1191595016","","","Station Road","","","","footway"
"1191595021","","","Four Roads","","","","footway"
"1191595025","","","Four Roads","","","","footway"
"1191595026","","","Four Roads","","","A29","trunk"
"1191618068","","","Castletown Road","","","","footway"
"1191618070","","","Castletown Road","","","","footway"
"1191618072","","","Castletown Road","","","","footway"
"1191618075","","","Ballafesson Road","","","","footway"
"1191618077","","","Ballafesson Road","","","","footway"
"1191618078","","","Station Road","","","","footway"
"1191618080","","","Station Road","","","","footway"
"1191618082","","","Station Road","","","","footway"
"1191618084","","","Station Road","","","","footway"
"1191618087","","","Station Road","","","","footway"
"1191618090","","","Station Road","","","","footway"
"1191618092","","","Bridson Street","","","","footway"
"1191618093","","","Station Road","","","","footway"
"1191618098","","","Bridson Street","","","","footway"
"1191618101","","","Station Road","","","","footway"
"1191618103","","","Station Road","","","","footway"
"1191618105","","","Station Road","","","","footway"
"1191618107","","","Station Road","","","","footway"
"1191618109","","","Station Road","","","","footway"
"1191618111","","","Station Road","","","","footway"
"1191618114","","","The Promenade","","","","footway"
"1191618115","","","Church Road","","","","footway"
"1191622488","","","Castletown Road","","","","footway"
"1191622494","","","Edremony","","","","footway"
"1191622495","","","Edremony","","","","footway"
"1191622497","","","Bridson Street","","","","footway"
"1191622499","","","Orchard Road","Orchard Road","","","residential"
"1191622501","","","Bridson Street","","","","footway"
"1191622502","","","Church Road","","","","footway"
"1191622504","","","Church Road","","","","footway"
"1191622506","","","Church Road","","","","footway"
"1191622508","","","The Promenade","","","","footway"
"1191622509","","","The Promenade","","","","footway"
"1191622510","","","Station Road","","","","footway"
"1191622511","","","Strand Road","","","","footway"
"1191624896","","","Howe Road","","","","footway"
"1191624899","","","Cregneash Road","","","","footway"
"1191624902","","","Cregneash Road","","","","footway"
"1191624904","","","Cregneash Road","","","","footway"
"1191630834","","","Fisher's Hill","","","","footway"
"1191630836","","","Fisher's Hill","","","","footway"
"1191630838","","","Fisher's Hill","","","","footway"
"1191630843","","","Ballakaighen Road","","","","footway"
"1191630845","","","Ballakaighen Road","","","","footway"
"1191630847","","","Ballakaighen Road","","","","footway"
"1191630853","","","Ballakaighen Road","","","","footway"
"1191630855","","","Arbory Road","","","","footway"
"1191630857","","","Arbory Road","","","","footway"
"1191630859","","","Arbory Road","","","","footway"
"1191630860","","","Arbory Road","","","","footway"
"1191630862","","","Arbory Road","","","","footway"
"1191655901","","","New Road","","","","footway"
"1191655903","","","New Road","","","","footway"
"1191655905","","","New Road","","","","footway"
"1191655906","","","Ballabeg Main Road","","","","footway"
"1191655908","","","Greyfriars Close","","","","footway"
"1191655910","","","Ballabeg Main Road","","","","footway"
"1191655914","","","Ballabeg Main Road","","","","footway"
"1191655917","","","Ballabeg Main Road","Ballabeg Main Road","","A7","primary"
"1191655918","","","Ballabeg Main Road","Ballabeg Main Road","","A7","primary"
"1191655919","","","Ballabeg Main Road","","","","footway"
"1191660021","","","Shore Road","","","A5","trunk"
"1191660023","","","Arbory Road","","","","footway"
"1191660025","","","Castletown Bypass","","","","footway"
"1191775745","","","Spaldrick","","","","footway"
"1191775753","","","The Promenade","","","","footway"
"1191775755","","","The Promenade","","","","footway"
"1191775757","","","The Promenade","","","","footway"
"1191775759","","","The Promenade","","","","footway"
"1191775761","","","Spaldrick","","","","footway"
"1191775763","","","Spaldrick","","","","footway"
"1191775764","","","Spaldrick","","","","footway"
"1191775766","","","Spaldrick","","","","footway"
"1191775767","","","Spaldrick","","","","footway"
"1191833776","","","Bay View Road","","","","footway"
"1191833778","","","Bay View Road","","","","footway"
"1191833780","","","Bay View Road","","","","footway"
"1191833782","","","Bay View Road","","","","footway"
"1191833784","","","Bay View Road","","","","footway"
"1191833786","","","Bay View Road","","","","footway"
"1191833787","","","Bridson Street","","","","footway"
"1191833789","","","Bridson Street","","","","footway"
"1191833790","","","Bay View Road","","","","footway"
"1191833792","","","Bay View Road","","","","footway"
"1191833794","","","Bay View Road","","","","footway"
"1191833796","","","Bay View Road","","","","footway"
"1191833798","","","Bay View Road","","","","footway"
"1191833800","","","Bay View Road","","","","footway"
"1191833801","","","Bay View Road","","","","footway"
"1191833803","","","Bay View Road","","","","footway"
"1191833805","","","Bay View Road","","","","footway"
"1191833807","","","Bay View Road","","","","footway"
"1191833808","","","Lhag Beg","","","","footway"
"1191833809","","","Lhag Beg","","","","footway"
"1191833810","","","Close Cam","","","","footway"
"1191833811","","","Close Cam","","","","footway"
"1191833812","","","Grammah Avenue","","","","footway"
"1191833814","","","Grammah Avenue","","","","footway"
"1191833816","","","Ballafesson Road","","","","footway"
"1191833819","","","Ballafesson Road","","","","footway"
"1191833821","","","Ballafesson Road","","","","footway"
"1191833824","","","Ballafesson Road","","","","footway"
"1191835037","","","Orchard Road","","","","footway"
"1191865407","","","Chapel Beach Slipway","","","","footway"
"1191865409","","","Bay View Road","","","","footway"
"1191865414","","","Bay View Road","","","","footway"
"1191865416","","","High Street","","","","footway"
"1191865417","","","Athol Street","Athol Street","Straad Athol","B18","secondary"
"1191865422","","","Queens Road","","","","footway"
"1191865424","","","Queens Road","","","","footway"
"1191865426","","","Queens Road","","","","footway"
"1191865428","","","Queens Road","","","","footway"
"1191865430","","","Queens Road","","","","footway"
"1191865432","","","Marine Terrace","","","","footway"
"1191865433","","","Marine Terrace","","","","footway"
"1191865434","","","Lime Street","","","","footway"
"1191865435","","","Maple Terrace","","","","footway"
"1191865436","","","Clifton Road","","","","footway"
"1191874255","","","Athol Place","","","","footway"
"1191874257","","","Park Road","","","","footway"
"1191874258","","","Park Road","","","","footway"
"1191874260","","","Fistard Road","","","","footway"
"1191874261","","","Fistard Road","","","","footway"
"1191874262","","","Clifton Road North","","","","footway"
"1191874263","","","Fistard Road","","","","footway"
"1191874265","","","High Street","","","","footway"
"1191874267","","","Athol Street","","","","footway"
"1191874269","","","Queens Place","","","","footway"
"1191874271","","","Queens Place","","","","footway"
"1191874272","","","Queens Place","","","","footway"
"1191874273","","","Queens Road","","","","footway"
"1191874275","","","Athol Street","","","","footway"
"1191874277","","","Queens Place","","","","footway"
"1191874278","","","Queens Road","","","","footway"
"1191874279","","","Maple Terrace","","","","footway"
"1191934035","","","Alexandra Road","","","","footway"
"1191934037","","","Alexandra Road","","","","footway"
"1191934039","","","Alexandra Road","","","","footway"
"1191934041","","","Alexandra Road","","","","footway"
"1191934043","","","Alexandra Road","","","","footway"
"1191934045","","","Alexandra Road","","","","footway"
"1191934047","","","Alexandra Road","","","","footway"
"1191934048","","","Alexandra Road","","","","footway"
"1191934049","","","Alexandra Road","","","","footway"
"1191934051","","","Victoria Road","","","","footway"
"1191934053","","","Victoria Road","","","","footway"
"1191934054","","","Victoria Road","","","","footway"
"1191934056","","","Victoria Road","","","","footway"
"1191934057","","","Bridge Street","","","","footway"
"1191934059","","","Bridge Street","","","","footway"
"1191934067","","","Victoria Road","","","","footway"
"1191934069","","","Victoria Road","","","","footway"
"1191934071","","","Victoria Road","","","","footway"
"1191934073","","","Victoria Road","","","","footway"
"1191934075","","","Victoria Road","","","","footway"
"1191938688","","","Malew Road","","","","footway"
"1192127174","","","Ballafesson Road","","","","footway"
"1192127176","","","Ballafesson Road","","","","footway"
"1192127178","","","Reayrt Y Cronk","","","","footway"
"1192127180","","","Ballachurry Road","","","","footway"
"1192127181","","","Ballafesson Road","","","","footway"
"1192127183","","","Ballachurry Road","","","A7","primary"
"1192127184","","","Ballafesson Road","","","A7","primary"
"1192127186","","","Reayrt Y Cronk","","","","footway"
"1192127190","","","Reayrt Y Cronk","","Reayrt Y Cronk","A32","primary"
"1192199701","","","Clifton Road","","","","footway"
"1192199704","","","Kallow Point Road","Kallow Point Road","Raad Gob Callow","","residential"
"1192199705","","","Kallow Point Road","","","","footway"
"1192199707","","","Kallow Point Road","","","","footway"
"1192199708","","","Lime Street","","","","footway"
"1192199711","","","Lime Street","","","","footway"
"1192199713","","","Lime Street","","","","footway"
"1192199714","","","Lime Street","","","","footway"
"1192199715","","","The Quay","","","","footway"
"1192199717","","","Loch Road","","","","footway"
"1192361828","","","Victoria Road","","","","footway"
"1192361831","","","Victoria Road","","","","footway"
"1192361833","","","Victoria Road","","","","footway"
"1192361837","","","Victoria Road","","","","footway"
"1192361838","","","Douglas Road","","","","footway"
"1192361840","","","Douglas Road","","","","footway"
"1192361842","","","Shore Road","","","","footway"
"1192361844","","","Shore Road","","","","footway"
"1192361845","","","Bowling Green Road","","","","footway"
"1192361847","","","Bowling Green Road","","","","footway"
"1192361850","","","King William's Way","","","","footway"
"1192361852","","","King William's Way","","","","footway"
"1192361853","","","Douglas Road","","","","footway"
"1192361855","","","Douglas Road","","","","footway"
"1192361857","","","Douglas Road","","","","footway"
"1192361859","","","Douglas Road","Douglas Road","","A5","trunk"
"1192364524","","","Douglas Road","","","","footway"
"1192364525","","","Douglas Road","","","","footway"
"1192364530","","","Station Road","","","","footway"
"1192364534","","","Station Road","","","","footway"
"1192368109","","","Beach Road","","","","footway"
"1192395886","","","Church Road","","","","footway"
"1192395889","","","Ballachurry Road","","","","footway"
"1192395891","","","Church Road","","","","footway"
"1192395893","","","Ballagawne Road","","","","footway"
"1192395895","","","Ballagawne Road","","","","footway"
"1192395897","","","Ballagawne Road","","","","footway"
"1192395898","","","The Level","","","","footway"
"1192395900","","","Ballakillowey Road","","","","footway"
"1192395901","","","Ballakillowey Road","","","","footway"
"1192395902","","","Ballagawne Road","","","","footway"
"1192415943","","","Ballakillowey Road","","","","footway"
"1192415945","","","Ballakillowey Road","","","A36","primary"
"1192415946","","","Church Road","","","A29","primary"
"1192415947","","","Castletown Road","","","","footway"
"1192415948","","","Church Road","","","","footway"
"1192415949","","","Four Roads","","","","footway"
"1192415950","","","Four Roads","","","","footway"
"1192459217","","","The Level","","","","footway"
"1192459218","","","Colby Main Road","","","","footway"
"1192459223","","","Colby Main Road","","","","footway"
"1192459228","","","Ballakilpheric Road","","","","footway"
"1192459230","","","Ballakilpheric Road","","","B44","secondary"
"1192459231","","","Colby Main Road","","","","footway"
"1192459234","","","Colby Main Road","","","","footway"
"1192459239","","","Station Road","","","","footway"
"1192459242","","","Station Road","","","","footway"
"1192459250","","","Colby Main Road","","","","footway"
"1192459252","","","Ard Wooilley","","","","footway"
"1192459255","","","Ard Wooilley","","","","footway"
"1192459256","","","Colby Main Road","","","","footway"
"1192459257","","","Cronk Y Thatcher","","","","footway"
"1192459259","","","Cronk Y Thatcher","","","","footway"
"1192459260","","","Colby Main Road","","","","footway"
"1192459261","","","Colby Main Road","Colby Main Road","","A7","primary"
"1192459263","","","Colby Main Road","","","","footway"
"1192464947","","","Ballabeg Main Road","","","","footway"
"1192464949","","","Ballabeg Main Road","Ballabeg Main Road","","A7","primary"
"1192464952","","","Ballabeg Main Road","","","","footway"
"1192493144","","","Malew Road","","","","footway"
"1192493146","","","Malew Road","","","","footway"
"1192493148","","","Malew Road","","","","footway"
"1192493150","","","Malew Road","","","","footway"
"1192493154","","","Malew Road","","","","footway"
"1192493156","","","Malew Road","","","","footway"
"1192493157","","","Douglas Road","","","","footway"
"1192498848","","","Douglas Road","","","","footway"
"1192498857","","","Douglas Road","","","","footway"
"1192498858","","","Castletown Bypass","","","","footway"
"1192498859","","","Arbory Road","","","","footway"
"1192500357","","","Castletown Bypass","","","","footway"
"1192504611","","","Bridge Road","","","","footway"
"1192504613","","","Bridge Road","","","","footway"
"1192504614","","","Ballasalla Main Road","","","","footway"
"1192504615","","","Crossag Road","","","","footway"
"1192504617","","","Douglas Road","","","","footway"
"1192641848","","","Douglas Road","","","","footway"
"1192641850","","","Douglas Road","","","","footway"
"1192641851","","","Douglas Road","","","","footway"
"1192641854","","","Douglas Road","","","A5","trunk"
"1192641856","","","Glashen Close","","","","footway"
"1192641858","","","Quayle Close","","","","residential"
"1192641860","","","Mylchreest Drive","","","","residential"
"1192641861","","","Watterson Road","","","","residential"
"1192641862","","","Mylchreest Drive","","","","residential"
"1192641865","","","Ballabridson Park","","","","unclassified"
"1192647436","","","Santon Main Road","Santon Main Road","","A5","trunk"
"1192647437","","","Santon Main Road","Santon Main Road","","A5","trunk"
"1192647459","","","Santon Main Road","Santon Main Road","","A5","trunk"
"1192676521","","","Sulby Main Road","","","","footway"
"1192686935","","","Glencrutchery Road","","","","footway"
"1192686937","","","Glencrutchery Road","","","","footway"
"1192686940","","","Glencrutchery Road","","","","footway"
"1192686942","","","Glencrutchery Road","","","","footway"
"1192686944","","","Glencrutchery Road","","","","footway"
"1192686946","","","Glencrutchery Road","","","","footway"
"1192686948","","","Glencrutchery Road","","","","footway"
"1192686955","","","Glencrutchery Road","","","","footway"
"1192686956","","","Governor's Road","","","","footway"
"1192686958","","","Governor's Road","","","","footway"
"1192686961","","","Governor's Road","","","","footway"
"1192686963","","","Governor's Road","","","","footway"
"1192686965","","","Governor's Road","","","","footway"
"1192686967","","","Governor's Road","","","","footway"
"1192690921","","","Summer Hill","","","","footway"
"1192690926","","","Onchan Main Road","","","","footway"
"1192690928","","","Onchan Main Road","","","","footway"
"1192690929","","","Onchan Main Road","","","","footway"
"1192690931","","","Onchan Main Road","","","","footway"
"1192690934","","","Summer Hill","","","","footway"
"1192690936","","","Summer Hill","","","","footway"
"1192690940","","","Onchan Main Road","","","","footway"
"1192707683","","","Peel Road","","","A1","trunk"
"1192707684","","","Peel Road","","","A1","trunk"
"1192716562","","","Summer Hill","","","","footway"
"1192716564","","","Summer Hill","","","","footway"
"1192716568","","","Summer Hill","","","","footway"
"1192716569","","","Summer Hill","","","","footway"
"1192716572","","","Summer Hill","","","","footway"
"1192716573","","","Strathallan Lane","","","","unclassified"
"1192716574","","","Strathallan Lane","","","","unclassified"
"1192716576","","","Summer Hill","","","","footway"
"1192716577","","","Summer Hill","","","","footway"
"1192716583","","","Summer Hill","","","","footway"
"1192725129","","","Sulby Main Road","","","","footway"
"1192725130","","","Ballabrodie","","","","residential"
"1192725133","","","Bayr Yude Noo","","","","footway"
"1192725135","","","Lezayre Road","","","","footway"
"1192725138","","","Lezayre Road","","","","footway"
"1192725141","","","Lezayre Road","","","","footway"
"1192913554","","","Howe Road","","","","footway"
"1192913560","","","Lhargan","","","","footway"
"1192913561","","","High Street","","","","footway"
"1192913562","","","Queens Road","","","","footway"
"1192921545","","","Castletown Road","","","","footway"
"1192921546","","","Ballachurry Road","","","","footway"
"1192921548","","","Station Road","","","","footway"
"1192925148","","","Greyfriars Close","","","","footway"
"1192967734","","","Bridge Road","","","","footway"
"1192967735","","","Bridge Road","","","A7","primary"
"1192967737","","","Poacher's Pocket","","","","residential"
"1192967738","","","Poacher's Pocket","","","","footway"
"1192967743","","","Crossag Road","","","","footway"
"1192967746","","","Abbots Way","","","","footway"
"1192967748","","","Abbots Way","","","","footway"
"1192967752","","","Phildraw Road","","","","footway"
"1192967753","","","Phildraw Road","","","","footway"
"1192967754","","","Phildraw Road","","","","footway"
"1192967756","","","Abbots Close","","","","residential"
"1192967757","","","Abbotswood Court","","","","unclassified"
"1192967759","","","Abbots Way","","","","footway"
"1192967761","","","Abbots Way","","","","footway"
"1192967764","","","Abbots Way","","","","footway"
"1192967766","","","Abbots Way","","","","footway"
"1192967767","","","Abbots Way","","","","unclassified"
"1192967768","","","Abbots Drive","","","","residential"
"1192967770","","","Saint Marks Road","","","","footway"
"1192967771","","","Phildraw Road","","","A34","primary"
"1193118307","","","Bradda Road","","","","footway"
"1193118323","","","Bradda Road","","","","footway"
"1193118325","","","Bradda Road","","","","footway"
"1193118326","","","Bradda Road","","","","footway"
"1193118327","","","Bradda Road","Bradda Road","Raad Vradda","A32","primary"
"1193118328","","","Bradda Road","Bradda Road","Raad Vradda","A32","primary"
"1193118331","","","Meadowfield","Meadowfield","Magher Lheennagh","","footway"
"1193122913","","","Honna Road","","","","footway"
"1193122915","","","Ballagale Avenue","","","","footway"
"1193122916","","","Honna Road","","","","footway"
"1193122918","","","Mill Road","","","","footway"
"1193122921","","","Honna Road","","","","footway"
"1193122925","","","Honna Road","","","A32","primary"
"1193122926","","","Honna Road","","","A32","primary"
"1193129200","","","Ballakillowey Road","","","","footway"
"1193129202","","","Ballakillowey Road","","","","footway"
"1193129207","","","Ballakillowey Road","","","A36","primary"
"1193129210","","","Ballakillowey Road","","","A36","primary"
"1193131449","","","The Promenade","","","","footway"
"1193131451","","","The Promenade","","","","footway"
"1193133860","","","Traie Meanagh Drive","","","","footway"
"1193133863","","","Traie Meanagh Drive","","","","footway"
"1193133864","","","Traie Meanagh Drive","","Traie Meanagh Drive","","residential"
"1193133866","","","Traie Meanagh Drive","","Traie Meanagh Drive","","residential"
"1193220388","","","Station Road","","","","footway"
"1193220389","","","Station Road","","","","footway"
"1193220392","","","Saint Mary's Meadow","","","","residential"
"1193220393","","","Saint Mary's Meadow","","","","residential"
"1193220394","","","Station Road","","","","footway"
"1193220397","","","Station Road","","","","footway"
"1193220399","","","Station Road","","","","footway"
"1193220402","","","Station Road","","","","footway"
"1193220405","","","Station Road","","","","footway"
"1193220413","","","Station Road","Station Road","","A10","primary"
"1193220414","","","Station Road","Station Road","","A10","primary"
"1193220415","","","Station Road","Station Road","","A10","primary"
"1193228804","","","St Johns Main Road","","","","footway"
"1193228809","","","St Johns Main Road","","","","footway"
"1193228810","","","St Johns Main Road","","","","footway"
"1193228815","","","St Johns Main Road","","","","footway"
"1193228822","","","St Johns Main Road","","","","footway"
"1193299815","","","Station Road","","","","footway"
"1193299817","","","Station Road","","","","footway"
"1193299818","","","Station Road","","","","footway"
"1193299822","","","Station Road","","","","footway"
"1193299824","","","Station Road","","","","footway"
"1193299827","","","Station Road","","","","footway"
"1193299836","","","Foxdale Main Road","","","","footway"
"1193299839","","","Foxdale Main Road","","","","footway"
"1193299841","","","Foxdale Main Road","","","","footway"
"1193299843","","","Foxdale Main Road","","","","footway"
"1193299845","","","Foxdale Main Road","Foxdale Main Road","","A3","trunk"
"1193299846","","","Foxdale Main Road","Foxdale Main Road","","A3","trunk"
"1193308741","","","Peel Road","","","","footway"
"1193308743","","","Peel Road","","","","footway"
"1193308748","","","Peel Road","","","","footway"
"1193322938","","","Victoria Road","","","","footway"
"1193611587","","","Curragh Road","","","","footway"
"1193611588","","","Steam Heritage Trail","","","","footway"
"1193611589","","","Curragh Road","","","","footway"
"1193611592","","","Steam Heritage Trail","","","","service"
"1193611595","","","Curragh Road","","","","footway"
"1193611596","","","St Johns Main Road","","","","footway"
"1193611598","","","St Johns Main Road","","","","footway"
"1193611600","","","St Johns Main Road","","","","footway"
"1193611603","","","St Johns Main Road","","","","footway"
"1193611604","","","St Johns Main Road","St Johns Main Road","","A1","trunk"
"1193611606","","","Peel Road","","","","footway"
"1193611607","","","Peel Road","","","","footway"
"1193613536","","","Curragh Road","","","A3","trunk"
"1193613537","","","Curragh Road","","","A3","trunk"
"1193779066","","","Peel Road","","","","footway"
"1193779068","","","Peel Road","","","","footway"
"1193779069","","","Peel Road","","","","footway"
"1193779072","","","Peel Road","","","","footway"
"1193779074","","","Peel Road","","","","footway"
"1193779076","","","Peel Road","","","","footway"
"1193779078","","","Peel Road","","","","footway"
"1193779080","","","Peel Road","","","","footway"
"1193779081","","","Peel Road","","","","footway"
"1193779084","","","Peel Road","","","","footway"
"1193779086","","","Peel Road","","","","footway"
"1193779088","","","Peel Road","","","","footway"
"1193779090","","","Crosby Main Road","","","","footway"
"1193779094","","","Eyreton Park","","","","footway"
"1193779097","","","Crosby Main Road","","","","footway"
"1193779099","","","Crosby Main Road","","","","footway"
