"SubUnit_Name","House_Number","House_Name","Street_Name","Locality","Town","Postcode","Parish"
"","","Apartment 1","Abbotswood Court","Abbotswood","Ballasalla","IM9 3DZ","Malew"
""," 6","","Abbotswood Court","Crossack Road","Ballasalla","IM9 3DZ","Malew"
"","","Parcel Of Land","Abutting  Yard And Lane Off Stanley Mount","","Peel","","German"
"","","Two Parcels Of Land","Abutting 11 Murrays Lake Drive","Mount Murray","Santon","","Santon"
"","","Plot Of Land","Abutting 23 Oatfield Rise","","Ballasalla","","Malew"
"","","2 Parcels Of Land ","Abutting 49 Murrays Lake Drive","","Santon","","Santon"
"","","Parcel Of Land","Abutting 55 Bemahague Avenue","","Onchan","IM3 4AP","Onchan"
"Garage","","","Abutting A Lane Between Marathon Avenue And Marathon Drive","","Douglas","","Onchan"
"","","A Garage","Abutting A Lane Leading Off Hope Street","","Ramsey","","Lezayre"
"","","Garage And Land","Abutting Access Lane","Rear Of The Smithy","Ballacraine","","German"
"","","Strip Of Land","Abutting Ash Cottage","Main Road","Greeba","","German"
"","","Garage","Abutting Auburn Road","","Onchan","","Onchan"
"","","2 Parcels Of Land","Abutting Auldyn Walk","Off Gardeners Lane","Ramsey","","Lezayre"
"","","Field Numbers 124404 120855 120858 And 120904","Abutting Ballacamaish Road","","Andreas","IM7 3EJ","Andreas"
"","","Land Part Of Ballavayre","Abutting Ballakilpheric Road","","Colby","IM9 4BX","Rushen"
"","","Parcel Of Land Known As The Glen ","Abutting Ballakilpheric Road","","Colby","","Arbory"
"","","Plot Of Land","Abutting Bride Road","","Ramsey","","Lezayre"
"","","Victoria Mall","Abutting Christian Street","","Ramsey","","Maughold"
"","","Plot Of Land","Abutting Clenagh Road","","Sulby","","Lezayre"
"","","A Plot Of Land","Abutting Crossag Road","Ballasalla","Malew","","Malew"
"","","Parecl Of Land","Abutting Dreeym Upper Balladhoo","","Baldrine","","Lonan"
"","","Plot Of Land","Abutting Gardners Lane","","Ramsey","IM8 2TF","Lezayre"
"","","Parcel Of Land","Abutting Garey Road","","Lezayre","","Lezayre"
"","","Plot Of Land","Abutting Glen Rushen Road","Glen Maye","Patrick","","Patrick"
"","","Land At Druidale","Abutting Gorse Mill Cottage","Druidale","Michael","","Michael"
"","","Maycroft","Abutting High Street","","Port St Mary","","Rushen"
"","","Land (Formerly Garages And Boatyard)","Abutting Highroad","","Derbyhaven","","Malew"
"","","Plot Of Land","Abutting Johnny Wattersons Lane","","Douglas","","Onchan"
"","","Field Numbers 210437 And 241440","Abutting Jurby East Road","","Jurby","","Jurby"
"","","Garage","Abutting Lane At Rear Of","Westbourne Drive","Douglas","IM1 4BB","Onchan"
"Garage","","","Abutting Lane To The Rear Of Albert Terrace","","Douglas","IM1 2PG","Onchan"
"","","Garage","Abutting Lane To The Rear Of Westbourne Drive","","Douglas","IM1 4BB","Onchan"
"Parcel of Land","","Part Of Milntown Estate","Abutting Lezayre Road","","Ramsey","","Lezayre"
"","","Garage 53","Abutting Lhon Dhoo Close","","Onchan","","Onchan"
"","","Garage Number 49","Abutting Lhon Dhoo Close","","Onchan","","Onchan"
"","","Plot Of Land","Abutting Lower Road","Glen Mona","Maughold","IM7 1HG","Maughold"
"","","Land And Garages","Abutting Main Road","Lower Foxdale","Patrick","","Patrick"
"","","Land ","Abutting Malew Road","","Castletown","IM9 1EA","Malew"
"","","Land And Ballanahoughty And Kerrowglass","Abutting Mill Road","","Greeba","","German"
"","","Plot Of Land","Abutting Mill Road","","Peel","","German"
"","","A Plot Of Land","Abutting Mill Road","Surby","Rushen","IM9 6QP","Rushen"
"","","Steps Leading To Ravenscliffe","Abutting New Road","","Laxey","IM4 7HU","Lonan"
"","","The Garage (Old Store)","Abutting On Park Road","","Port St Mary","","Rushen"
"","","Park Road School Site","Abutting Park Road Derby Road And Melbourne Street","","Douglas","","Onchan"
"","","Field Adjacent To Rosemount Farm","Abutting Phildraw Road","Part Of Phildraw Estate","Malew","","Malew"
"","","Plot Of Land","Abutting Ramsey To Bride Highroad","Part Of The Estate Of Ballakilley","Bride","","Bride"
"","","Plot Of Land","Abutting Rear Of Police Station","","Castletown","","Malew"
"","","Parcel Of Land Part Of Regaby Veg Estate","Abutting Regaby West Road","","Andreas","","Andreas"
"","","Parcel Of Land","Abutting Ronague Road","","Arbory","","Arbory"
"Electricity Substation","","At Ballakeighan Farm","Abutting Shore Road","","Castletown","","Arbory"
"","","A Plot Of Land","Abutting St Mary's Road","","Port Erin","","Rushen"
"","","Parcel Of Land","Abutting Staarvey Road","","German","","German"
"","","Parcel Of Land","Abutting Stanley Road","","Peel","","German"
"","","Plot Of Land","Abutting Station Road","","Ballasalla","IM9 2DQ","Malew"
"","","Land At Silverdale","Abutting The A3 Main Road","","Ballasalla","","Malew"
"","","Land Part Of Carrott's Land (Or Carmont's Land)","Abutting The High Road From Ballasalla To Cross Four Ways","","Ballasalla","","Malew"
"","","Plot Of Land","Abutting The Mountain Road","","Lezayre","","Lezayre"
"","","A Plot Of Land Part Of The Grosvenor Hotel","Abutting The Promenade","","Port Erin","","Rushen"
"","","Former Castletown Police Station","Abutting The Quay And Castle Street","","Castletown","IM9 1LD","Malew"
"","","Parcel Of Land","Abutting Thie Cheerey","Main Road","Andreas","IM7 4HH","Andreas"
"","","Former Works Depot","Abutting Upon Ramsey To Bride Road","","Bride","","Bride"
"","","Lands Part Of The Quarterland Of Kerrowkneale","Abutting Upon Summerhill Road","","Jurby","","Jurby"
"","","Land ","Abutting Water Street","","Ramsey","","Maughold"
"","","Parcel Of Land","Abutting West Kella Back Road","","Sulby","","Lezayre"
"","","Parcel Of Land","Abutting Yard And Lane Off Stanley Mount","","Peel","","German"
"","","","Access Road","Cringle Reservoir","Malew","","Malew"
""," 9","","Adelaide Terrace","Woodbourne Road","Douglas","IM1 3HH","Onchan"
"","","Parcel Of Land ","Adjacent To 1 Seamount Road","","Ramsey","IM8 2HT","Maughold"
"","","A Plot Of Land","Adjacent To 18 Ballastrooan","","Colby","IM9 4NR","Arbory"
"","","Myehill","Adjacent To Ards Bridge","Corony","Maughold","","Maughold"
"","","1/6 Share In Car Park Spaces","Adjacent To Ashberry Avenue","Ashberry Avenue","Douglas","IM2 1PY","Braddan"
"","","Part Of Former Army Camp","Adjacent To Bretney Estate","","Jurby","","Jurby"
"","","Plot 10","Adjacent To Bretney Road","","Jurby","","Jurby"
"","","Plot 5","Adjacent To Bretney Road","","Jurby","","Jurby"
"","","Plot 9","Adjacent To Bretney Road","","Jurby","","Jurby"
"","","Parcel Of Land","Adjacent To Cronk-Y-Thatcher","","Colby","","Arbory"
"","","Parcel Of Land Part Of Balleira","Adjacent To Faaie-Ny-Cabbal","","Michael","","Michael"
"","","Land Part Of Cooilslieu And Eary Lhane","Adjacent To Mill Road","","Greeba","","German"
"","","Parcel Of Land","Adjacent To New Castletown Road","","Santon","","Santon"
"","","Plot Of Land ","Adjacent To Overdale","Bay View Road","Port Erin","IM9 6LG","Rushen"
"","","Barns And Stables","Adjacent To Santon Railway Station","","Santon","","Santon"
"","","A Parcel Of Land","Adjacent To Sulby Primary School","Estate Of Staward","Lezayre","","Lezayre"
"","","Garage","Adjacent To Tennis Road","","Douglas","IM2 3LN","Onchan"
"","","Land Part Of The Raby Farm","Adjacent To The Firs","Gordon","Patrick","IM5 3AT","Patrick"
"","","A Plot Of Land","Adjoining Alma Cottage","St Judes Road","Sulby","IM7 2ES","Lezayre"
"","","A Parcel Of Land","Adjoining Ballacorey Road","","Andreas","","Andreas"
"","","Plot Of Land","Adjoining Glen Helen Road","","German","","German"
"","","Parcel Of Land","Adjoining Lower Milntown Farm","Lezayre Road","Ramsey","IM8 2TH","Lezayre"
"","","Ballachurry Nature Reserve","Adjoining Old School Road","","Rushen","IM9 5LR","Rushen"
"Part of Field 224039","","Ballamona Mooar","Adjoining Pooildhooie Cottage","","Ballaugh","IM7 5BD","Ballaugh"
"","","Plot Of Land","Adjoining Rockside","Dreemskerry","Maughold","","Maughold"
"","","Plot Of Land ","Adjoining South Side Of Peel Road","Adjoining Ballaglonney Farm","Marown","","Marown"
""," 104","","Admirals Court","Mooragh Promenade","Ramsey","IM8 3AZ","Lezayre"
""," 108","","Admirals Court","Mooragh Promenade","Ramsey","","Lezayre"
""," 410","","Admirals Court","Mooragh Promenade","Ramsey","IM8 3BE","Lezayre"
"","","Open Areas","Africa Court","Salisbury Street","Douglas","IM2 3GA","Onchan"
"","","Shared Areas","Africa Court","","Douglas","IM2 3GA","Onchan"
""," 1","","Africa Court","Salisbury Street","Douglas","IM2 3GA","Onchan"
""," 10","","Africa Court","Salisbury Street","Douglas","IM2 3GA","Onchan"
""," 11","","Africa Court","Salisbury Street","Douglas","IM2 3GA","Onchan"
""," 2","","Africa Court","Salisbury Street","Douglas","IM2 3GA","Onchan"
""," 3","","Africa Court","","Douglas","IM2 3GA","Onchan"
""," 5","","Africa Court","Salisbury Street","Douglas","IM2 3GA","Onchan"
"","","Ballacowle House","Agneash","","Laxey","IM4 7NP","Lonan"
"","","Wibbilly Wobbilly Cottage","Agneash","","Laxey","IM4 7NS","Lonan"
"","","Ballacregga Barn","Agneash","","Lonan","IM4 7NS","Lonan"
"","","Ballacregga Farm Cottage","Agneash","","Lonan","IM4 7NS","Lonan"
"","","Ballacregga Reservoir And Winding House","Agneash","","Lonan","","Lonan"
"","","Ballawill Cottage","Agneash","","Lonan","IM4 7NS","Lonan"
"","","Beulah Cottage (Formerly Known As Cronk My Chree)","Agneash","","Lonan","IM4 7NS","Lonan"
"","","The Haven","Agneash","","Lonan","IM4 7NS","Lonan"
"","","Thie Glionney","Agneash","","Lonan","IM4 7NS","Lonan"
"","","Thie-Glionney","Agneash","","Lonan","IM4 7NS","Lonan"
"","","Lady Isabella House","Agneash Road","","Laxey","IM4 7NN","Lonan"
"","","Land Forming Part Of The Corrin Memorial Home","Albany Close","","Peel","IM2 3EA","German"
""," 5","","Albany Close","","Peel","IM5 1JX","German"
"","","Inglemere","Albany Road","","Douglas","IM2 3AN","Onchan"
""," 11","","Albany Road","","Douglas","IM2 3NP","Onchan"
""," 13","","Albany Road","","Douglas","IM2 3NP","Onchan"
""," 16","Ardlui","Albany Road","","Douglas","IM2 3NG","Onchan"
""," 17 & 19","","Albany Road","","Douglas","IM2 3NF","Onchan"
""," 18","","Albany Road","","Douglas","IM2 3NG","Onchan"
""," 21","Albany House","Albany Road","","Douglas","IM2 3NF","Onchan"
""," 24","The Vollan","Albany Road","","Douglas","IM2 3NG","Onchan"
""," 25","Chansonville","Albany Road","","Douglas","IM2 3NF","Onchan"
""," 26","Mayfield","Albany Road","","Douglas","IM2 3NG","Onchan"
""," 27","","Albany Road","","Douglas","IM2 3NF","Onchan"
""," 28","","Albany Road","","Douglas","IM2 3NG","Onchan"
""," 29","","Albany Road","","Douglas","IM2 3NF","Onchan"
""," 31","Corneil","Albany Road","","Douglas","IM2 3NF","Onchan"
""," 33","Dorian","Albany Road","","Douglas","IM2 3NE","Onchan"
""," 36","","Albany Road","","Douglas","IM2 3NA","Onchan"
""," 37","Minard","Albany Road","","Douglas","IM2 3NE","Onchan"
""," 4","","Albany Road","","Douglas","IM2 3AN","Onchan"
""," 40","","Albany Road","","Douglas","IM2 3NA","Onchan"
""," 42","","Albany Road","","Douglas","IM2 3NA","Onchan"
""," 44","","Albany Road","","Douglas","IM2 3NA","Onchan"
""," 46","","Albany Road","","Douglas","IM2 3NA","Onchan"
""," 48","Bleng","Albany Road","","Douglas","IM2 3NA","Onchan"
""," 5","Overdale","Albany Road","","Douglas","IM2 3NP","Onchan"
"","","Cronk Airh","Albany Road","","Peel","IM5 1JR","German"
"","","Garage","Albany Road","","Peel","IM5 1JS","German"
""," 1","Holcar","Albany Road","","Peel","IM5 1JS","German"
""," 11","","Albany Road","","Peel","IM5 1JS","German"
""," 12","","Albany Road","","Peel","IM5 1JR","German"
""," 13","","Albany Road","","Peel","IM5 1JS","German"
""," 14","Lyndhurst","Albany Road","","Peel","IM5 1JR","German"
""," 17","","Albany Road","","Peel","IM5 1JS","German"
""," 27","","Albany Road","","Peel","IM5 1JR","German"
""," 29","","Albany Road","","Peel","IM5 1JR","German"
""," 29A","","Albany Road","","Peel","IM5 1JR","German"
""," 3","Elldene","Albany Road","","Peel","IM5 1JS","German"
""," 8","Gien Mie","Albany Road","","Peel","IM5 1JR","German"
""," 10","","Albany Street","","Douglas","IM2 3LE","Onchan"
""," 11","","Albany Street","","Douglas","IM2 3LD","Onchan"
""," 15","","Albany Street","","Douglas","IM2 3LD","Onchan"
""," 16","","Albany Street","","Douglas","IM2 3LE","Onchan"
""," 17","","Albany Street","","Douglas","IM2 3LD","Onchan"
""," 2","","Albany Street","","Douglas","IM2 3LE","Onchan"
""," 25","","Albany Street","","Douglas","IM2 3LD","Onchan"
""," 26","","Albany Street","","Douglas","IM2 3LE","Onchan"
""," 3","","Albany Street","","Douglas","IM2 3LD","Onchan"
""," 4","","Albany Street","","Douglas","IM2 3LE","Onchan"
""," 9","","Albany Street","","Douglas","IM2 3LD","Onchan"
"","","Blacksmith House","Albert Road","","Ramsey","IM8 1JB","Maughold"
"","","Land","Albert Road","","Ramsey","","Maughold"
"","","Parcel Of Land","Albert Road","","Ramsey","IM8 1JB","Maughold"
"","","Commercial Buildings","Albert Road/Brookfield Avenue","","Ramsey","IM8 2AB","Maughold"
"","","Shop Corner","Albert Road/Christian Street","","Ramsey","IM8 2EL","Maughold"
""," 1","Iris House","Albert Square","","Ramsey","IM8 2EN","Maughold"
""," 2","The Mannin","Albert Square","","Ramsey","IM8 2EN","Maughold"
""," 10","","Albert Street","","Douglas","IM1 1QA","Onchan"
""," 16","","Albert Street","","Douglas","IM1 2QA","Onchan"
""," 18","","Albert Street","","Douglas","IM1 2QA","Onchan"
""," 2","Chancery House","Albert Street","","Douglas","IM1 2QA","Onchan"
""," 20","","Albert Street","","Douglas","IM1 2QA","Onchan"
""," 4","","Albert Street","","Douglas","IM1 2QA","Onchan"
""," 8","","Albert Street","","Douglas","IM1 2QA","Onchan"
"","","14 15 And 16","Albert Street","","Ramsey","IM8 1JQ","Maughold"
"FLAT 4"," 1","Bankers Court","Albert Street","","Ramsey","IM8 1JF","Maughold"
"Flat 5"," 1","Bankers Court","Albert Street","","Ramsey","IM8 1JF","Maughold"
"Flat 6"," 1","Bankers Court","Albert Street","","Ramsey","IM8 1JF","Maughold"
""," 10","","Albert Street","","Ramsey","IM8 1JF","Maughold"
""," 12","","Albert Street","","Ramsey","IM8 1JF","Maughold"
""," 12A","","Albert Street","","Ramsey","IM8 1JF","Maughold"
""," 12b","","Albert Street","","Ramsey","IM8 1JF","Maughold"
""," 3","","Albert Street","","Ramsey","IM8 1JE","Maughold"
""," 5","","Albert Street","","Ramsey","IM8 1JF","Maughold"
""," 6 & 7","","Albert Street","","Ramsey","IM8 1JF","Maughold"
""," 8 & 9","","Albert Street","","Ramsey","IM8 1JF","Maughold"
""," 3","","Albert Terrace","The Crofts","Castletown","IM9 1LP","Malew"
""," 3","The Crofts","Albert Terrace","","Castletown","IM9 1LP","Malew"
"Apartment 1"," 1","","Albert Terrace","","Douglas","IM1 3LQ","Onchan"
"Flat 2"," 1","","Albert Terrace","","Douglas","IM1 3LQ","Onchan"
"Flat 3"," 1","","Albert Terrace","","Douglas","IM1 3LQ","Onchan"
""," 7","","Albert Terrace","","Douglas","IM1 3LQ","Onchan"
"","","Garage","Albert Terrace Lane","","Douglas","","Onchan"
"Garage","","","Alberta Drive","","Onchan","","Onchan"
"","","4 Garages","Alberta Drive","","Onchan","","Onchan"
"","","5 Garages","Alberta Drive","","Onchan","","Onchan"
""," 12","","Alberta Drive","","Onchan","IM3 1LS","Onchan"
""," 15","","Alberta Drive","","Onchan","IM3 1LT","Onchan"
""," 16","","Alberta Drive","","Onchan","IM3 1LS","Onchan"
""," 17","","Alberta Drive","","Onchan","IM3 1LT","Onchan"
""," 18","","Alberta Drive","","Onchan","IM3 1LS","Onchan"
""," 19","","Alberta Drive","","Onchan","IM3 1LT","Onchan"
""," 2","","Alberta Drive","","Onchan","IM3 1LS","Onchan"
""," 22","","Alberta Drive","","Onchan","IM3 1LS","Onchan"
""," 23","Salween","Alberta Drive","","Onchan","IM3 1LT","Onchan"
""," 24","","Alberta Drive","","Onchan","IM3 1LS","Onchan"
""," 25","","Alberta Drive","","Onchan","IM3 1LT","Onchan"
""," 26","","Alberta Drive","","Onchan","IM3 1LS","Onchan"
""," 28","","Alberta Drive","","Onchan","IM3 1JS","Onchan"
""," 29","","Alberta Drive","","Onchan","IM3 1LT","Onchan"
""," 30","","Alberta Drive","","Onchan","IM3 1LS","Onchan"
""," 31","","Alberta Drive","","Onchan","IM3 1LU","Onchan"
""," 32","","Alberta Drive","","Onchan","IM3 1LS","Onchan"
""," 34","","Alberta Drive","","Onchan","IM3 1LS","Onchan"
""," 35","","Alberta Drive","","Onchan","IM3 1LU","Onchan"
""," 38","","Alberta Drive","","Onchan","IM3 1LX","Onchan"
""," 39","","Alberta Drive","","Onchan","IM3 1LU","Onchan"
""," 41","","Alberta Drive","","Onchan","IM3 1LU","Onchan"
""," 42","","Alberta Drive","","Onchan","IM3 1LX","Onchan"
""," 44","","Alberta Drive","","Onchan","IM3 1LX","Onchan"
""," 47","Corner House","Alberta Drive","","Onchan","IM3 1LU","Onchan"
""," 50","","Alberta Drive","","Onchan","IM3 1LX","Onchan"
""," 7","Ewood","Alberta Drive","","Onchan","IM3 1LT","Onchan"
""," 8","","Alberta Drive","","Onchan","IM3 1LS","Onchan"
""," 9","","Alberta Drive","","Onchan","IM3 1LT","Onchan"
"","","Sea Peep Cottage","Albion Lane","","Douglas","IM1 3LJ","Onchan"
"","","Sea Peep","Albion Terrace","","Douglas","IM1 3LJ","Onchan"
"PARCEL OF LAND ADJOINING","","Sea Peep Cottage","Albion Terrace","","Douglas","IM1 3LJ","Onchan"
""," 10","","Albion Terrace","","Douglas","IM1 3LJ","Onchan"
""," 11","","Albion Terrace","","Douglas","IM1 3LJ","Onchan"
""," 12","","Albion Terrace","","Douglas","IM1 3LJ","Onchan"
""," 12A","Garage To The Rear Of","Albion Terrace","","Douglas","IM1 3LJ","Onchan"
""," 12a","","Albion Terrace","","Douglas","IM1 3LJ","Onchan"
""," 14","","Albion Terrace","","Douglas","IM1 3LJ","Onchan"
""," 10","","Albion Terrace","","Ramsey","IM8 2LW","Lezayre"
""," 12","","Albion Terrace","Lezayre Road","Ramsey","IM8 2LW","Lezayre"
""," 14","","Albion Terrace","Lezayre Road","Ramsey","IM8 2LW","Lezayre"
""," 16","","Albion Terrace","","Ramsey","IM8 2LW","Lezayre"
""," 18","","Albion Terrace","Lezayre Road","Ramsey","IM8 2LW","Lezayre"
""," 2","","Albion Terrace","Lezayre Road","Ramsey","IM8 2LW","Lezayre"
""," 4","","Albion Terrace","Lezayre Road","Ramsey","IM8 2LW","Lezayre"
"","","17","Alderley Close","Saddlestone","Douglas","IM2 1NT","Braddan"
""," 10","","Alderley Close","Saddlestone","Douglas","IM2 1NT","Braddan"
""," 11","","Alderley Close","","Douglas","IM2 1NT","Onchan"
""," 12","","Alderley Close","Saddlestone","Douglas","IM2 1NT","Braddan"
""," 13","","Alderley Close","Saddlestone Park","Douglas","IM2 1NT","Braddan"
""," 14","","Alderley Close","Saddlestone","Douglas","IM2 1NT","Braddan"
""," 15","","Alderley Close","Saddlestone Park","Douglas","IM2 1NT","Braddan"
""," 20","","Alderley Close","Saddlestone","Douglas","IM2 1NT","Braddan"
""," 22","","Alderley Close","Saddlestone","Douglas","IM2 1NT","Braddan"
""," 24","","Alderley Close","Saddlestone","Douglas","IM2 1NT","Braddan"
""," 4","","Alderley Close","","Douglas","IM2 1NT","Braddan"
""," 6","","Alderley Close","","Douglas","IM2 1NT","Braddan"
""," 9","","Alderley Close","Saddlestone","Douglas","IM2 1NT","Braddan"
"","","1 Woodbourne Villas","Alexander Drive","","Douglas","IM2 3QG","Onchan"
"","","All Saints Church","Alexander Drive","","Douglas","IM2 3QH","Onchan"
"","","Arkadia","Alexander Drive","","Douglas","IM2 3QX","Onchan"
"","","Collingdene","Alexander Drive","","Douglas","IM2 3QX","Onchan"
"","","Cronk Gennal","Alexander Drive","","Douglas","IM2 3QX","Onchan"
"","","Eary Vane","Alexander Drive","","Douglas","IM2 3QX","Onchan"
"","","Felsted","Alexander Drive","","Douglas","IM2 3QX","Onchan"
"","","Hillcrest","Alexander Drive","","Douglas","IM2 3QX","Onchan"
"APARTMENT 1 and CAR PARKING SPACE","","Marlborough Court","Alexander Drive","","Douglas","IM2 3QH","Onchan"
"APARTMENT 1 and CAR PARKING SPACE","","Marlbrough Court","Alexander Drive","","Douglas","IM2 3QH","Onchan"
"Flat 3","","Marlbrough Court","Alexander Drive","","Douglas","IM2 3QH","Onchan"
"","","Maughold","Alexander Drive","","Douglas","IM2 3QX","Onchan"
"","","Shelton","Alexander Drive","","Douglas","IM2 3QN","Onchan"
"","","Stirling","Alexander Drive","","Douglas","IM2 3QX","Onchan"
"","","Wychwood","Alexander Drive","","Douglas","IM2 3QR","Onchan"
