"Name","Number","Inc/Reg Date","Status","Registry Type","Name Status","URL","Index Date"
"Fenella Woollen Co.","000173B"," ","Dissolved","Business Name","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=0JbWNQ5x8McIK%2bBKDlSaOQ%3d%3d","2024-05-03"
"Callow's Cash Book Store","000174B","14 May 1921","Dissolved","Business Name","Previous","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=yBB8mSK8jzwYEJBMRfUjfA%3d%3d","2024-05-03"
"Callow's Book Stores","000174B","14 May 1921","Dissolved","Business Name","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=yBB8mSK8jzwYEJBMRfUjfA%3d%3d","2024-05-03"
"Whitestone Poultry Farm","000176B"," ","Dissolved","Business Name","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=GZ9T2pco0s2CkLqGNr1ixQ%3d%3d","2024-05-03"
"Clarke's Cash Stores","000179B"," ","Dissolved","Business Name","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=cvUB7OyI9ZCkVwK1QpF1bg%3d%3d","2024-05-03"
"The Greeba Manufacturing Company","000182B"," ","Dissolved","Business Name","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=vhclrBxfw5FjuHewH20EEA%3d%3d","2024-05-03"
"DerbyHaven Motor Boats.","000186B"," ","Dissolved","Business Name","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=EfG%2be2rrOmuE4EX47MI%2fWg%3d%3d","2024-05-03"
"Falcon Window Cleaning Co","000191B"," ","Dissolved","Business Name","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=4XyUNRTtNx1noKQrR1ykMg%3d%3d","2024-05-03"
"Super Finish Company.","000192B"," ","Dissolved","Business Name","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=KhYRpPG6OneSRh71hS6Gkw%3d%3d","2024-05-03"
"The Misses Holt","000194B"," ","Dissolved","Business Name","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=fC8ab4kwYpRGYb2GZwhxgQ%3d%3d","2024-05-03"
"R.C. Cain","000196B"," ","Dissolved","Business Name","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=V68pWX1ElNP7PJdZPsCUBA%3d%3d","2024-05-03"
"Harrison Bros.","000197B"," ","Dissolved","Business Name","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=kLtkGkRXAOHAzUVR4KCVtA%3d%3d","2024-05-03"
"Public Window Cleaners.","000206B"," ","Dissolved","Business Name","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=jRK5KUdt6Xv1gkvNabF%2bNg%3d%3d","2024-05-03"
"The Seamen's Christian Friend Society","000206F","25 Feb 1970","Dissolved","Foreign Company","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=Vkh%2fuAycZSEx1vPv5V3m3g%3d%3d","2024-05-03"
"Nicholson Bros","000207B"," ","Dissolved","Business Name","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=XKHNO8DVjvZotqXzHT9sQQ%3d%3d","2024-05-03"
"Clarke Brothers","000208B"," ","Dissolved","Business Name","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=K7Jt%2fB6hKxC4yj2QAYtyAw%3d%3d","2024-05-03"
"Manse Wallpaper. Paint. Varnish Co.","000211B"," ","Dissolved","Business Name","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=Jk0FjuLfjOYcLC8BizrG9g%3d%3d","2024-05-03"
"Tynwald Furnishing Co","000214B"," ","Dissolved","Business Name","Current","https://services.gov.im/ded/services/companiesregistry/viewcompany.iom?Id=PyRoplO76%2b3t%2byZqGSvHJQ%3d%3d","2024-05-03"
