Decisions issued under delegated authority 1/1/13 - 31/12/13,,,,
Proposal,Address,Decision,Date decision issued,Planning Application No
"Erection of a replacement garage, driveway alteration and creation of terrace",Caaghyr Bradda East Port Erin Isle Of Man IM9 6QB ,PER,24-Jul-13,13/00564/B
Erection of an agricultural building,Braaid Farm Top Road Crosby Isle Of Man IM4 4HJ ,PER,06-Dec-13,13/91183/B
Creation of a new vehicular access and section of access road and reinstatement of former access road to dwelling,Ballacotch Farm Cottage Braaid Isle Of Man IM4 2AP ,REF,15-Nov-13,13/91187/B
Erection of a single storey extension with balcony over to rear elevation and installation of window to replace existing garage door,1 Harcroft Meadow Douglas Isle Of Man IM2 1JS ,PER,12-Jun-13,13/00416/B
Erection of illuminated advertising signage,58 - 60 Strand Street Douglas Isle Of Man IM1 2EL ,PER,19-Jul-13,13/00667/D
Cladding of ground floor external walls with grey timber,58 - 60 Strand Street Douglas Isle Of Man IM1 2EL ,PER,10-Jul-13,13/00668/B
Alterations and extensions to dwelling (comprising amendments to PA 13/00062/B),Kirby View Vicarage Road Douglas Isle Of Man IM4 2AD,PER,11-Jul-13,13/00670/B
"Erection of a replacement pedestrian footbridge over river,",Footbridge Silverdale Glen Silverdale Road Ballasalla Isle Of Man  ,PER,23-Sep-13,13/00849/B
Erection of a single storey extension to rear elevation to replace existing sunroom,2 Turnberry Avenue Onchan Isle Of Man IM3 2JS,REF,05-Nov-13,13/91095/B
Replace existing roof chiller with two new units,Royal Bank House Victoria Street Douglas Isle Of Man IM1 2LN,PER,04-Nov-13,13/91096/B
,,,,1150
