Decisions issued under delegated authority 1/1/12 - 31/12/12,,,,
Proposal,Address,Decision,Date decision issued,Planning Application No
Demolish existing detached garage and erection of an attached garage to dwelling,Meadow View 8 Douglas Avenue Douglas Isle Of Man IM2 5EL,PER,14-Jun-12,12/00651/B
Erection of a single storey extension to rear elevation,5 Tromode Heights Douglas Isle Of Man IM2 5LU,PER,15-Jun-12,12/00661/B
Installation of replacement windows and door to front elevation,Rhennybeg Rhenny Mooar Lane Greeba Isle Of Man IM4 2DT,PER,31-May-12,12/00586/B
Alterations and erection of an extension to rear of dwelling,7 Ballaughton Villas Douglas Isle Of Man IM2 1JF,PER,01-Jun-12,12/00605/B
Replace existing window with french doors to northwest elevation of dwelling,Balladane Queens Road Port St. Mary Isle Of Man IM9 5EZ,PER,29-May-12,12/00606/B
Erection of two storey extension to side and rear elevation,Cloverdale Glen Chass Road Glen Chass Port St. Mary Isle Of Man IM9 5PW,PER,18-Jul-12,12/00824/B
Erection of a porch,1 Croit Ny Kenzie Andreas Isle Of Man IM7 4FA ,PER,29-Jun-12,12/00740/B
Erection of a replacement conservatory to dwelling,52 Wybourn Drive Onchan Isle Of Man IM3 4AN,PER,29-Jun-12,12/00741/B
Alteration and conversion of redundant storage area to a gymnasium to be used in conjunction with existing health/beauty facility (Amendment to PA 11/01148/B),Diamond House Demesne Road Douglas Isle Of Man IM1 3DS,PER,30-Jul-12,12/00899/B
Alterations and extension to dwelling to provide additional living accommodation (comprising amendments to PA 12/00048/B),Kinleys Croft Bernahara Road Andreas Isle Of Man IM7 2EL,PER,13-Aug-12,12/00949/B
Erection of an extension to dwelling,1 Cowley Terrace Peel Isle Of Man IM5 1UA,PER,28-Aug-12,12/00987/B
Alteration to existing garage doors,7 Manor Hill Douglas Isle Of Man IM2 2NZ,PER,28-Aug-12,12/00992/B
Erection of two detached dwellings with integral garages to replace existing dwelling,Brambley Cottage 11 Cronk Road Union Mills Isle Of Man IM4 4NJ,PER,28-Aug-12,12/00995/B
Removal of chimney stacks,38 And 40 Barrule Road 24 And 70 Willaston Crescent  92 And 94 Snaefell Road  Willaston Estate  Douglas Isle Of Man ,PER,12-Sep-12,12/00991/B
Erection of a two storey extension to side elevation,Sunny Bank Maine Road Port Erin Isle Of Man IM9 6LQ,PER,28-Aug-12,12/00993/B
Alterations and erection of extensions to dwelling,39 Baldrine Park Baldrine Isle Of Man IM4 6DB,PER,28-Aug-12,12/00996/B
Erection of raised decking (retrospective),12 Cronk Avenue Onchan Isle Of Man IM3 3DG,PER,30-Aug-12,12/00997/B
Alterations and erection of extension to dwelling,2 Westbourne Drive Douglas Isle Of Man IM1 4AZ,PER,28-Aug-12,12/01003/B
Installation of replacement windows to front elevation,Glen Wyllin Lodge Glen Wyllin Kirk Michael Isle Of Man IM6 1AN ,PER,12-Mar-12,12/00173/B
Installation of replacement windows to front and rear elevations,Flat 5  The Imperial The Promenade Port St. Mary Isle Of Man IM9 5DE,PER,23-May-12,12/00547/B
Conversion of building into three apartments,38 Demesne Road Douglas Isle Of Man IM1 3DY,REF,10-Aug-12,12/00761/B
Extension to existing agricultural building,Ballafayle Farm Cranstal Bride Isle Of Man IM7 4BP ,PER,13-Aug-12,12/00897/B
"Alterations, erection of an extension and installation of replacement windows",Nelson Hotel 11 Mona Drive Douglas Isle Of Man IM2 4LG,PER,15-Mar-12,12/00095/B
"Erection of dwelling including garaging, ancillary accommodation and landscaping",Plot 16 Ballanard Woods Ballanard Road Douglas Isle Of Man  ,PER,27-Apr-12,12/00389/B
Erection of an extension to dwelling,2 Slegaby Cottages Little Mill Road Onchan Isle Of Man IM4 5BH,PER,23-Apr-12,12/00390/B
Roofing works (retrospective) (In association with 12/00392/CON),5 Harris Terrace Douglas Isle Of Man IM1 3LZ,PER,11-May-12,12/00391/GB
Registered Building consent for roofing works (retrospective) (In association with 12/00391/GB) Registered Building Nos. 210,5 Harris Terrace Douglas Isle Of Man IM1 3LZ,PER,11-May-12,12/00392/CON
"Alterations, erection of extensions, replacement of garage door with a window, widen existing vehicular access and creation of a second vehicular access",13 Ballakneale Avenue Port Erin Isle Of Man IM9 6ND ,PER,16-Jul-12,12/00393/B
"Alterations, erection of extensions and dormer to dwelling",Viewlands Main Road Ballabeg Castletown Isle Of Man IM9 4EH,PER,27-Apr-12,12/00408/B
Erection of a detached double garage and garden store with storage space above,Mullen Rhenass Rhenass Road Cronk Y Voddy Kirk Michael Isle Of Man IM6 1BB,PER,29-May-12,12/00590/B
Change of use of first floor of existing Opticians to a self contained office suite,Corletts Opticians Kermode House Parliament Street Ramsey Isle Of Man IM8 1AQ,PER,13-Jul-12,12/00752/C
Installation of an external air source heat pump unit and increase in boundary wall height (partial retrospective),Westcliff Victoria Terrace Peel Isle Of Man IM5 1PG,PER,13-Jul-12,12/00794/B
Erection of an extension to existing agricultural building,Ballamoar Farm Patrick Road Patrick Village Isle Of Man IM5 3AW,PER,20-Sep-12,12/01036/B
Installation of a nameplate to premises (In association with 12/01087/CON),Manannan House Market Square Castletown Isle Of Man IM9 1RB,PER,21-Sep-12,12/01086/D
Registered Building consent for the installation of a nameplate to premises (In association with 12/01086/D) Registered Building Nos. 17,Manannan House Market Square Castletown Isle Of Man IM9 1RB,PER,21-Sep-12,12/01087/CON
Roofing works and installation of dormers to dwelling,Ballacottier Dhoor Ramsey Isle Of Man IM7 4ED ,PER,24-May-12,12/00458/B
Installation of replacement windows,58 Selborne Drive Douglas Isle Of Man IM2 3NL,PER,30-Jul-12,12/00459/B
Approval in principle for the erection of a dwelling,Field 121878 (Former Tip) Ballacorey Road Andreas Isle Of Man  ,REF,03-May-12,12/00460/A
Window alterations and installation of two dormer windows to dwelling,Greeba Tennis Road Douglas Isle Of Man IM2 3LX,PER,15-May-12,12/00496/B
Roof extension to existing tractor/implement shed,Field 431707 Ballamodha Straight Ballamodha Ballasalla Isle Of Man  ,PER,28-Aug-12,12/01004/B
Installation of replacement windows to front and rear elevations (In association with 12/01009/CON),6 Harris Terrace Douglas Isle Of Man IM1 3LZ,PER,17-Oct-12,12/01008/GB
Installation of wrought iron gates to replace existing gates,15A Factory Lane Peel Isle Of Man IM5 1NA,PER,06-Sep-12,12/01011/B
Installation of replacement windows to ground floor (In association with 12/01015/CON),Holly Lodge Bishopscourt Kirk Michael Isle Of Man IM6 2EZ ,PER,04-Sep-12,12/01014/GB
Erection of a front porch to dwelling,3 Close Cronk Peel Isle Of Man IM5 1DW ,PER,25-Jul-12,12/00872/B
Extension to rear elevation,38 Alberta Drive Onchan Isle Of Man IM3 1LX,PER,13-Aug-12,12/00943/B
Creation of wheelchair access in section of rear boundary wall,1 Gretch Noa Laxey Isle Of Man IM4 7PF,REF,22-Aug-12,12/00763/B
Conversion of dwelling into three apartments with parking,8 Kingswood Grove Douglas Isle Of Man IM1 3LX,PER,16-Jul-12,12/00764/B
Installation of illuminated and non illuminated signage,Boots Opticians 10 Strand Street Douglas Isle Of Man IM1 2EE,PER,07-Sep-12,12/01083/D
Erection of extension to front elevation,8 Ellerslie Gardens Castletown Isle Of Man IM9 1LT ,PER,07-Sep-12,12/01101/B
Installation of replacement windows to front and rear elevations,26 Christian Road Douglas Isle Of Man IM1 2QN ,PER,05-Oct-12,12/01103/B
Erection of a garage and workshop extension,Kione Y Churree Nassau Road Dogmills Ramsey Isle Of Man IM7 4AQ ,REF,20-Sep-12,12/01112/B
Erection of extension to replace existing conservatory,4 Close Oard Ramsey Isle Of Man IM8 3PY ,PER,14-Sep-12,12/01115/B
Erection of a building of two apartments to replace existing dwelling and creation of off road parking to each property,4 Park View & No's 2 & 3 Park View   Old Castletown Road Douglas Isle Of Man IM4 1AD ,REF,10-May-12,12/00137/B
Erection of a detached garage,Land Adjacent To Merrigal House Ballavitchel Road Crosby Isle Of Man  ,PER,05-Mar-12,12/00139/B
Alterations and conversion of outbuildings to form ancillary living accommodation,Tremesare Lodge Blackberry Lane Douglas Isle Of Man IM2 4PD,PER,18-Jun-12,12/00699/B
Construction of a new car park for students and staff of the Isle of Man College of Further and Higher Education,Isle Of Man College On-Line Test Centre Thie Ushtey  Glencrutchery Road Douglas Isle Of Man  ,PER,13-Jul-12,12/00795/B
Erection of extension to replace conservatory to front elevation (Retrospective),6 Thornhill Close Ramsey Isle Of Man IM8 3LA,PER,28-Aug-12,12/00986/B
Roofing works to existing conservatory,11 Maple Avenue Ballawattleworth Estate Peel Isle Of Man IM5 1WP ,PER,28-Aug-12,12/00998/B
Erection of garden walls,16 Abbots Close Ballasalla Isle Of Man IM9 3EA ,PER,31-May-12,12/00599/B
Alterations and erection of extensions to dwelling,Far End 88 King Edward Road Onchan Isle Of Man IM3 2AU,PER,13-Jun-12,12/00600/B
Erection of a flat roof extension to dwelling,9 Cooil Close Douglas Isle Of Man IM2 2HH,PER,01-Jun-12,12/00601/B
Installation of lighting to existing signage and installation of a display cabinet,Living Hope Community Church  Former Gymnasium Adjacent To Palace Cinemas Car Park Central Promenade Douglas Isle Of Man  ,PER,01-Jun-12,12/00602/B
Alterations and erection of a single storey extension and a first floor extension to dwelling,7 Erin Way Port Erin Isle Of Man IM9 6EF,PER,15-Jun-12,12/00673/B
Demolition of existing sun lounge and erection of a garden room to dwelling,Mona Lodge Jurby Road Lezayre Ramsey Isle Of Man IM7 2EA ,PER,15-Jun-12,12/00674/B
Erection of a detached garage block and creation of parking spaces to serve plots 31 - 33, Knock Rushen Scarlett Road Castletown Isle Of Man  ,PER,04-Apr-12,12/00292/B
Erection of a first floor extension with roof terrace above and erection of a detached toilet block,Grandstand Mountain Road Onchan Isle Of Man IM4 5BP,REF,12-Jun-12,12/00559/B
Erection of a dormer extension to dwelling,2 Glen Vine Park Glen Vine Isle Of Man IM4 4EY,PER,08-Aug-12,12/00876/B
Erection of a garden shed,Mount View Cottage St Marks Road Braaid Isle Of Man IM4 2AJ,PER,26-Sep-12,12/00989/B
Demolition of existing rear elevation conservatory and erection of single storey extension,62 Patrick Street Peel Isle Of Man IM5 1BS,PER,31-Dec-12,12/01545/B
Erection of a first floor extension over existing garage,6 Aspen Drive Ballawattleworth Peel Isle Of Man IM5 1WT ,PER,12-Apr-12,12/00284/B
Installation of replacement windows to front elevation,78A Malew Street Castletown Isle Of Man IM9 1LS,PER,17-May-12,12/00532/B
Alterations and extension to dwelling and alterations to existing vehicular access,Garth Cottage Ballaragh Road Laxey Isle Of Man IM4 7PH,PER,05-Jun-12,12/00637/B
Erection of a two storey extension to north west elevation,2 Rhenwyllan Close Port St. Mary Isle Of Man IM9 5NH,PER,28-Sep-12,12/01182/B
Change of use of former dental practice to three dwellings (Retrospective),1-3 Kensington Road Douglas Isle Of Man IM1 3ER,PER,28-Sep-12,12/01184/C
.Alterations and extensions to dwelling,127 Royal Avenue Onchan Isle Of Man IM3 1LD,REF,10-Dec-12,12/01311/B
Erection of a dwelling,Land At Ramillies Clay Head Road Baldrine Isle Of Man  ,REF,03-Dec-12,12/01312/B
Erection of a roof extension to side elevation and installation of dormer to rear elevation,12 Sunningdale Drive Onchan Isle Of Man IM3 1EQ,REF,07-Sep-12,12/01066/B
Engineering works for the creation of lakes (Retrospective),"Field 432823,232646 & 434047 Malew Road Castletown Isle Of Man  ",PER,15-Oct-12,12/01220/B
Installation of replacement windows to front elevation,10 Duke Street Peel Isle Of Man IM5 1NG,PER,15-Oct-12,12/01221/B
Alterations and extensions to dwelling,Dawn Slieau Lewaigue Lewaigue Ramsey Isle Of Man IM7 1BG,PER,15-Oct-12,12/01237/B
Erection of a dwelling,Land At Cronk Liauyr Douglas Isle Of Man  ,PER,14-Aug-12,12/00950/B
Extensions to premises,Magic Carpets Warehouse Clock Tower Industrial Estate Foxdale Isle Of Man IM4 3HF,PER,20-Sep-12,12/00951/B
Erection of garden shed and greenhouse,Aigney Mie Shore Road Bay Ny Carrickey Port St. Mary Isle Of Man IM9 5LZ,PER,27-Sep-12,12/01130/B
Installation of replacement windows to front elevation,105 Malew Street Castletown Isle Of Man IM9 1LX,PER,25-Jul-12,12/00890/B
Erection of dwelling with integral garage,Site Adjacent To Westham  Arbory Road Castletown Isle Of Man IM9 1ND ,PER,25-Jul-12,12/00883/B
Approval in principle for conversion of existing stables to ancillary living accommodation,Ballahowin Orrisdale Kirk Michael Isle Of Man IM6 2HP ,REF,25-Jul-12,12/00885/A
Erection of sun room extension to rear elevation,10 Sprucewood Close Foxdale Isle Of Man IM4 3JT ,PER,20-Nov-12,12/01396/B
Erection of a flag pole,Compass House Isle Of Man Business Park Douglas Isle Of Man IM2 2QZ ,PER,23-Nov-12,12/01401/B
Erection of an agricultural cattle shed,Balladoole Farm Balladoole Castletown Isle Of Man IM9 4PQ ,PER,11-Jul-12,12/00678/B
"Alterations and extension to dwelling (comprising amendments to PA 11/00550/B, Retrospective)",9 Cronk Road Union Mills Isle Of Man IM4 4NJ,REF,24-Aug-12,12/00948/B
"Erection of a detached garage, creation of new vehicular access and drive and extension of domestic curtilage into adjacent Field no 224042",Harleys Killane Ballaugh Isle Of Man IM7 5BB ,REF,06-Nov-12,12/01192/B
Alterations to shop front and installation of replacement windows,Whitehouse Buildings New Road Laxey Isle Of Man IM4 7BB,PER,05-Oct-12,12/01198/B
Erection of a detached storage building,Stella Maris Mountain Road Ramsey Isle Of Man IM8 2JJ,PER,05-Oct-12,12/01199/B
Erection of an extension and installation of a solar panel to dwelling,22 Ballasteen Road Andreas Isle Of Man IM7 4HG,PER,01-Mar-12,12/00059/B
Erection of floodlighting,Vagabonds RUFC Playing Fields  Ballafletcher Road  Douglas Isle Of Man IM4 4RJ  ,PER,24-May-12,12/00221/B
Extension to form disabled toilet facility,Old Corn Mill Tearooms Mines Road Laxey Isle Of Man IM4 7NL ,PER,16-Oct-12,12/01239/B
Installation of replacement dormer window,2nd Floor Flat   95 Woodbourne Road Douglas Isle Of Man IM2 3AW,PER,23-Oct-12,12/01276/B
Installation of two replacement doors,The Shore Hotel Old Laxey Hill Laxey Isle Of Man IM4 7DA,PER,27-Nov-12,12/01414/B
Installation of replacement windows and rendering works (retrospective),Harbourside East Quay Ramsey Isle Of Man IM8 1BA,PER,30-Nov-12,12/01416/B
Installation of replacement double doors to front elevation,The Anchorage Athol Park Port Erin Isle Of Man IM9 6EX,PER,20-Sep-12,12/01165/B
Installation of replacement windows to ground floor on front elevation,The Anchorage Athol Park Port Erin Isle Of Man IM9 6EX,PER,20-Sep-12,12/01167/B
Erection of an extension with first floor sun room and balcony to rear elevation,9 Droghadfayle Park Port Erin Isle Of Man IM9 6ER,REF,08-Oct-12,12/01206/B
"Amendments to approved alterations and extension to dwelling PA 02/02146/B, including construction of retaining wall and stairs, raised decking and balcony (Retrospective)",Greystones South Cape Laxey Isle Of Man IM4 7JB ,PER,15-Oct-12,12/01229/B
"Alterations to property including door / window alterations, installation of balustrading to front balcony and creation of staircase to rear elevation",37 Station Road Port Erin Isle Of Man IM9 6AW,PER,15-Oct-12,12/01235/B
"Installation of flat roof canopy over part of car park, raise wall height on either side of entrance gates and installation of replacement balconies to front elevation",Viking Longhouse Mariners Wharf East Quay Peel Isle Of Man IM5 1AR ,PER,27-Nov-12,12/01364/B
Alterations and extensions to dwelling,4 Cronk Y Berry Douglas Isle Of Man IM2 6EX,PER,06-Dec-12,12/01465/B
Erection of extension to dwelling,Ballacrebbin Beg Bernahara Road Andreas Isle Of Man IM7 3HJ ,PER,10-Dec-12,12/01469/B
Erection of a conservatory to rear elevation of dwelling,Ashleigh Ballacraine St Johns Isle Of Man IM4 3LS ,PER,31-Dec-12,12/01466/B
Erection of an extension to dwelling,38 Farmhill Park Douglas Isle Of Man IM2 2ED,PER,31-Dec-12,12/01478/B
Roofing works and new windows to existing conservatory,63 Ballanard Road Douglas Isle Of Man IM2 5HD,PER,20-Apr-12,12/00376/B
Erection of polytunnel,Field 514148 Adjacent To Mallards Ballavale Road Santon Isle Of Man IM4 1EH,PER,10-May-12,12/00385/B
Installation of replacement front door and surround,The Hawthorns Droghadfayle Road Port Erin Isle Of Man IM9 6EL,PER,23-Apr-12,12/00387/B
Erection of sun lounge extension with balcony over to replace existing balcony,73 Cronk Coar Douglas Isle Of Man IM2 5LY,PER,29-Mar-12,12/00222/B
Alterations to front elevation,Restaurant 32 North Quay Douglas Isle Of Man IM1 4LB ,PER,26-Apr-12,12/00223/B
Alterations and extensions to main nursery building and conversion and extension to existing detached garage to provide an after school club facility,Bonwick House Lezayre Road Ramsey Isle Of Man IM8 2LU,PER,20-Apr-12,12/00224/B
