Decisions issued under delegated authority 1/1/12 - 31/12/12,,,,
Proposal,Address,Decision,Date decision issued,Planning Application No
Erection of an extension to dwelling,Suncot Andreas Road Aust Ramsey Isle Of Man IM7 4EQ,PER,20-Jun-12,12/00696/B
Erection of a replacement ticket kiosk,Manx Electric Railway Station  Captains Hill Laxey Isle Of Man IM4 7AY,PER,22-Aug-12,12/00796/B
Alterations and extension to dwelling (Amendments to PA 11/01281/B),7 Taubman Street Ramsey Isle Of Man IM8 1DH,PER,20-Sep-12,12/01139/B
Demolition of existing rear extension and erection of a replacement extension (Amendments to PA 12/00372/B),British Hotel North Quay Douglas Isle Of Man IM1 4LB,PER,20-Sep-12,12/01141/B
Installation of replacement windows,White House 1 Drury Terrace Douglas Isle Of Man IM2 3HY,PER,28-Sep-12,12/01170/B
Erection of an open sided all weather shelter,The Bowling Green The Crofts   Castletown Isle Of Man ,PER,06-Nov-12,12/01191/B
Erection of a single storey extension to side and rear of dwelling,1 Ballacottier Meadow Douglas Isle Of Man IM2 2QX ,PER,02-Mar-12,12/00073/B
Installation of first floor replacement windows,8 Port Jack Onchan Isle Of Man IM3 1EB,PER,20-Mar-12,12/00179/B
Installation of replacement windows,34 Victoria Street Douglas Isle Of Man IM1 2LB,PER,02-Mar-12,12/00107/B
"Extension to existing agricultural building / workshop, creation of sod hedge and increase in yard area curtilage",JDW Engineering Ltd Adjacent To Close Veg Glen Darragh Road Glen Vine Isle Of Man IM4 4BE,REF,20-Mar-12,12/00109/B
Erection of a detached combined garage and tractor/storage shed,Garey Glass Staarvey Road Cronk Y Voddy Peel Isle Of Man IM5 2AS,PER,15-Mar-12,12/00148/B
Alterations and extensions to dwelling to provide a self contained apartment,11 Hilltop Rise Douglas Isle Of Man IM2 2LF,REF,15-Mar-12,12/00149/B
Widening of existing driveway,Ballig Farm Glen Mona Loop Road Glen Mona Ramsey Isle Of Man IM7 1HG,PER,03-Apr-12,12/00153/B
"Alterations, erection of extension and porch and widening of driveway and vehicular access",Thie Gless Christeens Way Ballakillowey Colby Isle Of Man IM9 4BG,PER,14-Nov-12,12/01350/B
"Alterations, erection of extension and division of existing shop with accommodation over to create a retail unit with separate flat above",36 Michael Street Peel Isle Of Man IM5 1HD,PER,14-Nov-12,12/01361/B
Erection of an extension to replace existing conservatory,3 Manor Drive Douglas Isle Of Man IM2 2PA,PER,15-Nov-12,12/01369/B
Installation of replacement windows and entrance door and replace existing rear extension pitched roof with a flat roof,28 Shore Road Peel Isle Of Man IM5 1NZ,PER,08-Nov-12,12/01347/B
Change of use of existing office premises to a pre-school nursery facility,23 Circular Road Douglas Isle Of Man IM1 1AF,REF,23-Nov-12,12/01348/C
Erection of dwelling to replace former dwelling,Fern Lea Bride Isle Of Man IM7 4AT ,PER,06-Nov-12,12/01349/B
Creation of a driveway and a vehicular access,Dreemlang Queens Drive West Ramsey Isle Of Man IM8 2JD,PER,13-Dec-12,12/01508/B
Alterations to dwelling and widening of driveway and vehicular access,37 Faaie-Ny-Cabbal Kirk Michael Isle Of Man IM6 2HT,PER,24-Dec-12,12/01510/B
Erection of an agricultural building to store agricultural machinery,Ballawhetstone  Douglas Road Ballabeg Castletown Isle Of Man IM9 4ED,PER,18-Dec-12,12/01512/B
Erection of an extension to dwelling,92 Fairways Drive Mount Murray Douglas Isle Of Man IM4 2JF ,PER,31-Dec-12,12/01517/B
Erection of an extension to rear elevation of dwelling,Plot 30 Springfield Rise Foxdale Isle Of Man IM4 3JX ,PER,19-Dec-12,12/01522/B
Creation of a public car park and vehicular access,Site Adjacent To Central Stores Main Road Union Mills Isle Of Man  ,PER,17-May-12,12/00519/B
Erection of a single storey extension to rear elevation,79 Royal Avenue Onchan Isle Of Man IM3 1LA,PER,09-Nov-12,12/01360/B
"Installation of replacement windows, door and top-light, removal of canopy and re-rendering to front elevation",Marina House 3 Dale Street Ramsey Isle Of Man IM8 1JY,PER,31-Dec-12,12/01444/B
Installation of replacement windows,15 Peel Road Douglas Isle Of Man IM1 4LP,PER,08-Mar-12,12/00131/B
Application for a Certificate of Lawful Use for the sale of hot food from premises,The Candy Store 3 Marathon Terrace Queens Promenade Douglas Isle Of Man IM2 4NH ,CLAWA,02-Apr-12,12/00132/LAW
"Alterations, erection of extension and installation of replacement windows to dwelling",Woodville Castletown Road Port St. Mary Isle Of Man IM9 5LT,PER,07-Jun-12,12/00629/B
Installation of a flue,17 Wallberry Mews Douglas Isle Of Man IM2 2NE,PER,20-Sep-12,12/01148/B
Erection of signage,Building Associated With Wessex Garage Woodbourne Lane Douglas Isle Of Man IM2 3QL,PER,28-Sep-12,12/01149/D
Installation of dormer to side elevation and erection of extension to rear elevation,16 Ash Grove Ramsey Isle Of Man IM8 3HT,PER,15-Oct-12,12/01224/B
Installation of replacement windows to front elevation,Verona Cronk Road Port St. Mary Isle Of Man IM9 5AS,PER,08-Nov-12,12/01332/B
Installation of a replacement front door,Verona Cronk Road Port St. Mary Isle Of Man IM9 5AS,PER,08-Nov-12,12/01333/B
Alterations and erection of a two storey extension,Lleany Voar Ballaquane Road Peel Isle Of Man IM5 1PS,PER,23-May-12,12/00340/B
Erection of illuminated signage,8 Castle Street Douglas Isle Of Man IM1 2EU ,PER,17-May-12,12/00520/D
Erection of signage,Victoria Hall  Prospect Hill Douglas Isle Of Man IM1 2PX,PER,17-May-12,12/00521/D
Installation of replacement shop window,19 Douglas Street Peel Isle Of Man IM5 1BA ,PER,04-Sep-12,12/01059/B
Installation of dormer to rear elevation and roof lights to front elevation,Sheeoil Reesht 70 Slieau Curn Park Kirk Michael Isle Of Man IM6 1EW ,PER,13-Sep-12,12/01062/B
Installation of a satellite dish,Ballakermeen High School St Catherines Drive Douglas Isle Of Man IM1 4BE ,PER,06-Sep-12,12/01064/B
Erection of a replacement dwelling,Sarasota Ramsey Road Laxey Isle Of Man IM4 7PR,PER,20-Sep-12,12/01081/B
Alterations and extension to rear of dwelling,10 Stanley Road Peel Isle Of Man IM5 1NX,PER,14-Sep-12,12/01121/B
Erection of five dwellings (Amendments to house types approved under PA 10/00544/B),"Plots C13,C16,C17,C24 And C 26, Residential Development  Field 311825 And Parts Of Fields 315097, 311826, 311827 & 314444 Between Derby Road / Poortown Road & QE2 High School And East Of Reayrt Ny Keylley Peel Isle Of Man  ",PER,15-Oct-12,12/01123/B
Alterations and erection of a first floor extension to dwelling,22 Abbots Close Ballasalla Isle Of Man IM9 3EA ,PER,05-Oct-12,12/01208/B
Approval in principle for the replacement of existing farm buildings with new farm buildings and agricultural workers accommodation,Laurel Bank Farm Glen Helen Road Laurel Bank St Johns Isle Of Man IM4 3NJ,REF,07-Jun-12,12/00626/A
Erection of a porch,22 Pairk Beg Port Erin Isle Of Man IM9 6NQ,PER,14-Jun-12,12/00630/B
Installation of replacement windows and doors,4 Mona Terrace Castletown Isle Of Man IM9 1BH,PER,07-Jun-12,12/00631/B
Removal of condition three restricting the use of dwellings to tourism (PA 02/01030/B),1 & 2 Soalt Vooar Kerrowgarrow Road Greeba Isle Of Man IM4 3LQ,PER,07-Jun-12,12/00632/C
Installation of a solar panel,33 Harcroft Avenue Douglas Isle Of Man IM2 1PE,PER,05-Jun-12,12/00633/B
Installation of a single shop front and fascia; use of 37/39 Victoria Street as two separate units  or as a single unit for either Class 1 purposes (retail) or Class 2 purposes (estate agents) or both.,37 / 39 Victoria Street Douglas Isle Of Man IM1 2LF,PER,10-Aug-12,12/00634/B
Variation of condition 3 of approved after school facility (PA 12/00224/B) to allow occasional use between 8.00am and 6.15pm Monday to Friday,Bonwick House Lezayre Road Ramsey Isle Of Man IM8 2LU,PER,06-Nov-12,12/01352/C
Conversion of existing retail unit to provide residential accommodation,The Longhouse Shop Viking Longhouse East Quay Peel Isle Of Man IM5 1AR ,PER,06-Nov-12,12/01032/B
Alteration to front elevation bay window and other window apertures on front elevation of dwelling,Theakstons Regaby West Road Andreas Isle Of Man IM7 3HL,PER,05-Oct-12,12/01172/B
Alterations and extensions to dwelling,Port E Vullen House Port E Vullen Ramsey Isle Of Man IM7 1AN ,PER,15-Nov-12,12/01174/B
"Alterations, erection of rear extension, refurbishment of roof terrace and creation of a bridge link to rear garden",14 Leigh Terrace Douglas Isle Of Man IM1 5AN,PER,29-Jun-12,12/00595/B
Demolition of existing detached garage and erection of a replacement garage with living accommodation above and link extension,White Gables Alexander Drive Douglas Isle Of Man IM2 3QR,PER,13-Aug-12,12/00931/B
Installation of new windows and alterations to existing windows,Port E Vullen House Port E Vullen Ramsey Isle Of Man IM7 1AN ,PER,28-Sep-12,12/01176/B
Erection of an extension to replace existing conservatory,1 Homefield Villas Douglas Road Ballasalla Isle Of Man IM9 2EJ,PER,08-Oct-12,12/01200/B
Conversion of office/retail unit to a cafe including the installation of new shop frontage (in association with 12/00071CON),26 Victoria Street Douglas Isle Of Man IM1 2LE,PER,02-Mar-12,12/00070/GB
Creation of a first floor by raising the roof of dwelling,Breckside Glen Darragh Road Glen Vine Isle Of Man IM4 4BE ,PER,07-Jun-12,12/00627/B
Installation of a triangular shaped dormer to rear elevation,Cronk Beg Eleanora Drive Douglas Isle Of Man IM2 3NN,PER,26-Jul-12,12/00880/B
Erection of a two storey extension and access path,Kione Droghad Castle Hill Douglas Isle Of Man IM2 4AD,PER,01-Aug-12,12/00924/B
Enclosure of area under existing canopy to front of shop area to create a coffee lounge,Hanly's Diamond House Demesne Road Douglas Isle Of Man IM1 3DS,PER,16-Oct-12,12/01173/B
Alterations and erection of extension to premises,Cronkbourne Sports & Social Club Tromode Road Douglas Isle Of Man IM2 5PA,PER,30-Nov-12,12/01425/B
Registered Building consent for internal alterations to form w.c. compartment within ground floor stairwell. Registered Building Nos. 185,King Williams College Castletown Isle Of Man IM9 1TP ,PER,10-Dec-12,12/01426/CON
Erection of a glasshouse and glazed veranda to replace existing glasshouses,Ballaqueeney Lodge Ballaquayle Road Douglas Isle Of Man IM2 5DD,PER,28-Nov-12,12/01429/B
Erection of an extension to dwelling,29 Cronk Cullyn Colby Isle Of Man IM9 4NQ ,PER,04-Dec-12,12/01432/B
Extend driveway and widen vehicular access (retrospective),38 Port E Chee Avenue Douglas Isle Of Man IM2 5ER,PER,20-Sep-12,12/01143/B
Installation of replacement windows to front elevation,Glenwood Glen Road Laxey Isle Of Man IM4 7AH,PER,08-Nov-12,12/01283/B
Erection of single storey extension to rear elevation,5 Church Street Peel Isle Of Man IM5 1HN,PER,25-Oct-12,12/01284/B
Conversion of existing dwelling into two apartments with new porch,Speke Farm  Richmond Hill Douglas Isle Of Man IM4 1JG,PER,30-Nov-12,12/01286/B
Installation of backlit signage,Office Block Under Construction Site Of  Former Forrester's Arms Pub St Georges Street Douglas Isle Of Man IM1 1AJ ,PER,25-Oct-12,12/01292/D
Change of use of retail unit to hotel facilities,Ramsey Park Hotel Park Road Ramsey Isle Of Man IM8 3AR ,PER,01-Nov-12,12/01301/C
" Alterations, erection of extension and replacement porch, roofing works and installation of dormers to dwelling",Mellray Beach Road Port St. Mary Isle Of Man IM9 5NE,PER,15-Nov-12,12/01379/B
Registered Building Consent for conversion of office/retail unit to a cafe including the installation of new shop frontage (RB no 225 in association with 12/00070/GB),26 Victoria Street Douglas Isle Of Man IM1 2LE,PER,02-Mar-12,12/00071/CON
Erection of a first floor level porch to rear elevation of converted barn,Margher E Kew Hibernia Ramsey Isle Of Man IM7 1ER ,PER,05-Oct-12,12/01195/B
Installation of replacement windows and creation of double doors to basement to front elevation,Primrose House The Promenade Port St. Mary Isle Of Man IM9 5DB ,PER,26-Oct-12,12/01207/B
Construction of storm porch beneath existing canopy,6 Birch Drive Ballawattleworth Peel Isle Of Man IM5 1WQ ,PER,15-Nov-12,12/01384/B
"Alterations, enlargement of existing gable and installation of gable window",Ballaghennie Lezayre Road Ramsey Isle Of Man IM8 2TA,PER,10-Dec-12,12/01470/B
Additional use of residential dwelling as tourist accommodation,Sheerghlass Balladoole Castletown Isle Of Man IM9 4PJ ,PER,06-Dec-12,12/01471/C
Erection of a field shelter and stable,Melrose Cottage St Judes Road Andreas Isle Of Man IM7 3HF,PER,05-Oct-12,12/01190/B
Erection of a block of five timber stables (Retrospective),Guilcaugh Farm St Judes Road Andreas Isle Of Man IM7 3HF,PER,25-Oct-12,12/01295/B
Installation of two gates (In association with 12/01343/CON),Sulby Chapel Main Road Sulby Isle Of Man IM7 2HP,PER,19-Nov-12,12/01342/GB
Erection of an antenna,3 Meadowfield Port Erin Isle Of Man IM9 6PH,PER,08-Nov-12,12/01353/B
"Alterations, widening of driveway and vehicular access and demolition of existing two storey extension and erection of a three storey extension to dwelling",Brownedge Arbory Road Castletown Isle Of Man IM9 1ND,PER,14-Nov-12,12/01372/B
Widening of vehicular access,18 Killeaba Mount Ramsey Isle Of Man IM8 2JG,PER,20-Nov-12,12/01405/B
Erection of sun room enclosure below existing balcony,7 Kings Court Ramsey Isle Of Man IM8 1LJ ,PER,03-Dec-12,12/01412/B
Conversion of basement into additional office accommodation,The House Of Sizers  Former Laxey Pipe Factory Tent Road Laxey Isle Of Man IM4 7DB ,PER,06-Nov-12,12/01335/B
 Erection of new gates and entrance walls to existing vehicular access,East Loughan Jurby East Isle Of Man IM7 3EZ ,REF,13-Dec-12,12/01473/B
Alterations and extensions to dwelling and erection of detached garage,Thie Corneil Richmond Road Ramsey Isle Of Man IM8 3PA,PER,10-Dec-12,12/01474/B
"Alterations, demolition of existing garage and erection of a two storey extension to dwelling",Tigh An Craubhan 8 Ballaughton Meadows Douglas Isle Of Man IM2 1JG,PER,15-Nov-12,12/01381/B
Installation of replacement doors and windows to dwelling,6 Marlborough Terrace Douglas Isle Of Man IM2 3QJ,PER,12-Dec-12,12/01498/B
Installation of replacement windows and door to dwelling,16 Thorny Road Douglas Isle Of Man IM2 5ED,PER,13-Dec-12,12/01501/B
Alterations and extension to dwelling and alterations to existing vehicular access (Amendment to PA 12/00637/B),Garth Cottage Ballaragh Road Laxey Isle Of Man IM4 7PH,PER,18-Dec-12,12/01503/B
Erection of a two storey extension to rear elevation and associated raised deck area,Hy-Holme Strang Road Union Mills Isle Of Man IM4 4NW,PER,18-Dec-12,12/01516/B
Erection of a sunroom extension to rear elevation,"Plot B11, Reayrt Ny Cronk Residential Development Under Construction  Field 311825, Parts Of Fields 315097, 311826, 311827 & 314444 Between Derby Road / Poortown Road & QE2 High School And East Of Reayrt Ny Keyl",PER,19-Dec-12,12/01521/B
Installation of replacement windows,Marina House Bay View Road Port St. Mary Isle Of Man IM9 5AQ ,PER,19-Dec-12,12/01523/B
Installation of dormer to rear elevation,22 First Avenue Douglas Isle Of Man IM2 6AZ,PER,02-Mar-12,12/00096/B
Erection of a conservatory to front elevation,27 Farmhill Lane Douglas Isle Of Man IM2 2EF,PER,15-Mar-12,12/00099/B
Demolition of existing rear extension and erection of a replacement two storey extension including erection of detached double garage,Thie Y Chleree Maughold Isle Of Man IM7 1AS ,PER,16-May-12,12/00476/B
Demolition of existing rear annex and erection of two storey extension,4 Eastfield Douglas Isle Of Man IM1 4AU,PER,04-May-12,12/00477/B
Erection of porch to front elevation,10 Close Corneil Port Erin Isle Of Man IM9 6BN,PER,20-Sep-12,12/01133/B
Removal of gable end chimney stack,3 Woodside Terrace Douglas Isle Of Man IM2 3AH,PER,15-Oct-12,12/01213/B
Erection of a garden wall,16 Abbots Close Ballasalla Isle Of Man IM9 3EA ,PER,16-Oct-12,12/01236/B
Erection of extensions to dwelling,29 Ballakermeen Drive Douglas Isle Of Man IM1 4JE ,REF,01-Nov-12,12/01238/B
Erection of a garden store and creation of a hard standing to provide off road parking,Kilkenny Wood Colooneys Lane Cooil Douglas Isle Of Man  ,REF,14-Nov-12,12/01247/B
Replace existing concrete roof tiles with slate and replacement velux window,3 Woodburn Square Douglas Isle Of Man IM1 4DB ,PER,29-Mar-12,12/00234/B
Replace existing garage door with window and surround,16 Governors Hill Douglas Isle Of Man IM2 7AS,PER,29-Mar-12,12/00235/B
Erection of advertising signage,Tower Buildings Strand Road Port Erin Isle Of Man IM9 6HE,PER,27-Mar-12,12/00236/D
Erection of a stable block and creation of an equestrian manege,Former Motor Home Park  Beaufield Park Main Road Greeba Isle Of Man IM4 2DX ,PER,05-Apr-12,12/00237/B
Erection of a dormer extension to rear elevation of dwelling,9 Erin Way Port Erin Isle Of Man IM9 6EF,PER,13-Aug-12,12/00849/B
Installation of roof lights to dwelling,Ballakeighan Farm Ballakeighan Corner Castletown Isle Of Man IM9 4PG,PER,18-Jul-12,12/00851/B
Conversion and extension of existing outbuilding to form a dwelling (Amendment to PA 10/00780/B),Kerrowdhoo  Gleneedle Lower Foxdale Isle Of Man IM4 3BG ,PER,18-Oct-12,12/01257/B
Alterations and erection of extension to dwelling,24 Hilltop Rise Douglas Isle Of Man IM2 2LG,PER,23-Nov-12,12/01392/B
Erection of a dwelling with associated parking,Plot 20 Poachers Pocket Development Bridge Road Ballasalla Isle Of Man  ,PER,20-Nov-12,12/01409/B
Erection of signage (retrospective),Tracey Bell Clinic Kensington Road Douglas Isle Of Man IM1 3PE ,PER,31-Dec-12,12/01410/D
Installation of replacement windows to front and rear dormers,3 Lime Street Port St. Mary Isle Of Man IM9 5ED,PER,15-Oct-12,12/01222/B
Creation of replacement field accesses,Fields 534248 & 534050 Strenaby Farm Abbeylands Isle Of Man  ,PER,15-Oct-12,12/01241/B
Registered Building consent for general repair works and the installation of two gates (In association with 12/01342/GB) Registered Building Nos. 172,Sulby Chapel Main Road Sulby Isle Of Man IM7 2HP,PER,19-Nov-12,12/01343/CON
Erection of a detached garage,22 Birch Hill Avenue Onchan Isle Of Man IM3 4EP,PER,19-Dec-12,12/01463/B
Erection of fences and gates (partial retrospective),22 Reayrt Carnane Douglas Isle Of Man IM2 5LN,REF,10-Dec-12,12/01479/B
Extension to rear elevation,7 Inner Circle Douglas Isle Of Man IM2 5BE,PER,15-Oct-12,12/01217/B
Conversion of part of building from leisure to retail,Sure Strike Bowling & Leisure Centre Queens Promenade Ramsey Isle Of Man IM8 1ET ,PER,23-Oct-12,12/01248/B
Creation of field access,Field 124155 Andreas Road St Judes Isle Of Man  ,PER,23-Nov-12,12/01393/B
Erection of extensions to dwelling,Booilshuggel Farm Cottage East Baldwin Isle Of Man IM4 5ER ,PER,23-Nov-12,12/01395/B
Extension to provide ground floor car port and first floor study,16 Thorny Road Douglas Isle Of Man IM2 5ED,PER,26-Nov-12,12/01449/B
Installation of a replacement door,51 Malew Street Castletown Isle Of Man IM9 1AE,PER,04-Dec-12,12/01472/B
Erection of extension and conversion of existing single dwelling into two self contained apartments,42 Woodbourne Road Douglas Isle Of Man IM1 3AN,PER,17-Dec-12,12/01492/B
"Change of use from retail unit to a centre for yoga sports coaching, therapy and classes",4-5 Glen Falcon Road Douglas Isle Of Man IM2 3EY,PER,17-Dec-12,12/01499/C
Additional use of residential dwelling as tourist accommodation,31 Windermere Drive Onchan Isle Of Man IM3 2DN,PER,23-Oct-12,12/01244/C
Extension to front elevation and rear door alteration,5 Windsor Terrace Douglas Isle Of Man IM1 3LU,PER,15-Nov-12,12/01377/B
Enclosure of existing front porch,16 Lakeside Road Douglas Isle Of Man IM2 7BL,PER,15-Nov-12,12/01382/B
Installation of replacement windows,11 Albion Terrace Douglas Isle Of Man IM1 3LJ,PER,15-Nov-12,12/01383/B
Erection of an extension to dwelling,3 The Chase Ballakillowey Colby Isle Of Man IM9 4BL,PER,25-Jul-12,12/00857/B
Block up existing vehicular access and removal of driveway and creation of new vehicular access and driveway,Athen Rye Stoney Mountain Road Eairy Isle Of Man IM4 3HJ,PER,31-Jul-12,12/00859/B
Conversion from an art gallery to a coffee shop,14 Parliament Street Ramsey Isle Of Man IM8 1AP ,PER,25-Jul-12,12/00860/B
Erection of a store/tractor shed,Coach House Old Castletown Road Crogga Santon Isle Of Man IM4 1EB,PER,08-Oct-12,12/01105/B
Alterations and extension to dwelling including erection of roadside walls and gates,Carrick House Clay Head Road Baldrine Isle Of Man IM4 6DP ,PER,28-Sep-12,12/01187/B
Application for a certificate of lawful development for conversion of floor above garage into living accommodation,Yn Rheash Corlea Road Ballasalla Isle Of Man IM9 3BA,CLAWA,12-Nov-12,12/01188/LAW
Installation of replacement roof tiles and roof light,38 York Road Douglas Isle Of Man IM2 3AX,PER,28-Sep-12,12/01189/B
Alterations and extension to dwelling (comprising amendments to PA 06/00726/B Retrospective),59 Devonshire Road Douglas Isle Of Man IM2 3RA,PER,30-Nov-12,12/01399/B
Erection of an extension to dwelling,Lady Isabella House Agneash Road Agneash Isle Of Man IM4 7NN,PER,10-Dec-12,12/01467/B
Alterations and extension to dwelling,16 Howstrake Drive Onchan Isle Of Man IM3 1BR,PER,12-Dec-12,12/01489/B
Erection of replacement conservatory roof,1 Manor Park Onchan Isle Of Man IM3 2EW,PER,13-Dec-12,12/01502/B
Demolition of existing single storey extension and erection of a replacement single storey extension with roof terrace over,Belle Vue House Belle Vue Peel Isle Of Man IM5 1UH,PER,14-Jun-12,12/00638/B
Replace front balcony with pitched roof and balcony access door with a window,41 Turnberry Avenue Onchan Isle Of Man IM3 2JX,PER,18-Jun-12,12/00700/B
Erection of a detached double garage (alterations to previously approved provision of a garage to serve dwelling),Glen Wyllin Lodge Glen Wyllin Kirk Michael Isle Of Man IM6 1AN ,PER,18-Jun-12,12/00701/B
Alterations including roofing works and reinstatement of gable chimneys and erection of extensions to dwelling,Little London Farmhouse Little London Kirk Michael Isle Of Man IM6 1BD ,PER,18-Jun-12,12/00702/B
Alterations and erection of an extension to replace existing conservatory,10 Groudle View Onchan Isle Of Man IM3 2EY ,PER,18-Jun-12,12/00705/B
Conversion of boat house to gym and alterations and extensions to dwelling (amendments to PA 11/00733/B),Derbyhaven House Derbyhaven Isle Of Man IM9 1TS ,PER,18-Jun-12,12/00706/B
Replace existing garage door with a window,1 Erin Rise Port Erin Isle Of Man IM9 6FF ,PER,25-Jun-12,12/00707/B
Erection of a dwelling with associated parking,Plot 19 Poachers Pocket Development Bridge Road Ballasalla Isle Of Man  ,PER,20-Nov-12,12/01407/B
Erection of a double garage to replace existing garage,Fuchsia Cottage Castletown Road Port St. Mary Isle Of Man IM9 5LT,PER,25-Jun-12,12/00591/B
Installation of four sun tunnels and feature window to replace existing doorway,2 Carrick Bay View Colby Isle Of Man IM9 4DD ,PER,15-Oct-12,12/01218/B
Erection of conservatory to side elevation and a detached garage,42 The Meadows Kirk Michael Isle Of Man IM6 1EU,PER,31-Dec-12,12/01457/B
Alteration and extension to dwelling,15 Farmhill Lane Douglas Isle Of Man IM2 2EF,PER,10-Dec-12,12/01459/B
Erection of two detached dwellings with associated driveways and parking,Kalaw 41 Groudle Road Onchan Isle Of Man IM3 2EF,PER,13-Dec-12,12/01486/B
Erection of a dry store extension to rear service yard,Ramsey Park Hotel Park Road Ramsey Isle Of Man IM8 3AR ,PER,01-Nov-12,12/01318/B
Replace existing felt roof with tiles,Seventh Day Adventist Church  Spring Gardens Douglas Isle Of Man IM1 3JW,PER,01-Nov-12,12/01319/B
Erection of advertising signage,38-42 Strand Street Douglas Isle Of Man IM1 2EG,PER,09-Nov-12,12/01323/D
Erection of a detached garage and driveway extension,1 Snaefell View Jurby Isle Of Man IM7 3BF,REF,17-Dec-12,12/01434/B
Erection of first floor extension over existing roof terrace,Rest And Be Thankful Slieau Lewaigue Lewaigue Ramsey Isle Of Man IM7 1BH,PER,30-Nov-12,12/01437/B
Erection of advertising signage,Retail Unit  Sure Strike Bowling & Leisure Centre  Queens Promenade Ramsey Isle Of Man IM8 1ET ,PER,30-Nov-12,12/01438/D
Alterations and erection of extensions to dwelling,Ballacosney Baldhoon Road Laxey Isle Of Man IM4 7QH,PER,26-Nov-12,12/01441/B
Extension to existing glazed entrance porch,Celton House  Isle Of Man Business Park Douglas Isle Of Man IM2 2QZ ,PER,27-Mar-12,12/00220/B
Alteration and extension to existing detached garage and conversion to ancillary living accommodation,Kerrocottle Cottage  Gleneedle Lower Foxdale Isle Of Man IM4 3BF ,REF,16-May-12,12/00471/B
Installation of plastic cladding to gable ends of dwelling,52 Birch Hill Close Onchan Isle Of Man IM3 3DH,PER,04-May-12,12/00475/B
Creation of an enclosed porch,20 Milner Park Port Erin Isle Of Man IM9 6DH,PER,15-Jun-12,12/00653/B
Replace existing front bay window with french doors,2 Walpole Close Ramsey Isle Of Man IM8 1LS,PER,15-Jun-12,12/00655/B
Registered Building Consent for demolition of existing conservatory and erection of of a replacement conservatory (RB no 163 in association with 12/00940/GB),Holly Bank Little Switzerland Douglas Isle Of Man IM2 6AG,REF,29-Aug-12,12/00941/CON
Erection of latticed fencing (partial retrospective),61 Devonshire Road Douglas Isle Of Man IM2 3RA,PER,05-Oct-12,12/01181/B
Installation of replacement windows to front elevation of dwelling,21 Mona Street Peel Isle Of Man IM5 1HJ,PER,28-Sep-12,12/01183/B
Erection of a first floor extension over existing rear elevation extension,1 Glen Bank Glen Maye Isle Of Man IM5 3BQ,PER,01-Nov-12,12/01302/B
Installation of replacement windows and doors to rear elevation of dwelling and installation of a replacement window and creation of new doorway to side elevation of garage,Edensor Quarterbridge Road Douglas Isle Of Man IM2 3RJ,PER,19-Jun-12,12/00708/B
Erection of a replacement sun room extension and new utility extension,Ballalaugh The Lhen Andreas Isle Of Man IM7 3EH ,PER,06-Sep-12,12/01079/B
Erection of solar panels to rear elevation of dwelling,19 Wentworth Close Onchan Isle Of Man IM3 2JT,PER,20-Mar-12,12/00162/B
Erection of a five storey building to provide nine apartments and associated parking (Amendments to 09/01388/B),Windsor House / Bourne Hotel The Promenade Port Erin Isle Of Man IM9 6LA,PER,18-May-12,12/00169/B
"Demolish existing rear outrigger and erection of a replacement extension to provide increased car parking, office space and roof terrace (In association with 12/00168/F)",21A - 23 Athol Street Douglas Isle Of Man IM1 1LB,PER,20-Mar-12,12/00167/B
"Registered Building consent to demolish existing rear outrigger and erection of a replacement extension to provide increased car parking, office space and roof terrace (In association with 12/00167/B)",21A - 23 Athol Street Douglas Isle Of Man IM1 1LB,PER,20-Mar-12,12/00168/F
Alterations and erection of extension to dwelling,Empress Villa Ballakillowey Road Colby Isle Of Man IM9 4BN,PER,03-May-12,12/00170/B
Installation of replacement lintels and re-pointing works to front elevation,13 Malvern Road Douglas Isle Of Man IM2 5AS,PER,12-Apr-12,12/00309/B
Installation of replacement windows and door to front elevation,6 Shore Road Laxey Isle Of Man IM4 7DE,PER,13-Apr-12,12/00312/B
Alterations and erection of an extension to rear elevation of dwelling,6 Bradda View Ballakillowey Colby Isle Of Man IM9 4BE,PER,19-Dec-12,12/01533/B
Installation of replacement windows and door,Stream Cottage Glen Road Laxey Isle Of Man IM4 7AN,PER,18-Dec-12,12/01535/B
Erection of replacement porch,5 Bemahague Avenue Onchan Isle Of Man IM3 4AW,PER,29-Jun-12,12/00714/B
"Demolition of rear outbuilding, creation of patio and installation of French doors",21 Christian Road Douglas Isle Of Man IM1 2QH,PER,19-Jun-12,12/00715/B
Alterations and erection of extension to dwelling,Riakano Lodge Pack Horse Lane Baldrine Isle Of Man IM4 6DT ,PER,07-Sep-12,12/01076/B
Installation of flue,Honey Fall Barroose Road Baldrine Isle Of Man IM4 6AP,PER,01-Nov-12,12/01325/B
Sub-division of existing shop into two shops and re-instatement of former doorway,142 Bucks Road Douglas Isle Of Man IM1 3AJ,PER,28-Nov-12,12/01326/B
Erection of signage,Arg Beiyn Veterinary Practice 19 Douglas Street Peel Isle Of Man IM5 1BA ,PER,28-Nov-12,12/01422/D
Erection of an extension to dwelling,Avalon Croit E Quill Road Laxey Isle Of Man IM4 7JH,PER,28-Nov-12,12/01423/B
Erection of a first floor extension over existing garage,4 Ballagyr Park Peel Isle Of Man IM5 1UL,PER,15-Jun-12,12/00669/B
